bucket,N,mean_hl,mean_up,mean_dn,either_0.618,upper_0.618,lower_0.618,diff_0.618,either_0.75,upper_0.75,lower_0.75,diff_0.75,either_1.0,upper_1.0,lower_1.0,diff_1.0,either_1.2,upper_1.2,lower_1.2,diff_1.2
STOP (norm < threshold),628,0.9300490286539191,0.4544686123555382,0.475580416298381,0.8105095541401274,0.2627388535031847,0.28821656050955413,-0.02547770700636942,0.6369426751592356,0.18630573248407642,0.20382165605095542,-0.017515923566879005,0.3503184713375796,0.08598726114649681,0.10031847133757962,-0.014331210191082813,0.18949044585987262,0.03980891719745223,0.06050955414012739,-0.02070063694267516
GO (norm ≥ threshold),636,1.1132421692373564,0.5440544384695422,0.5691877307678141,0.9292452830188679,0.360062893081761,0.3443396226415094,0.01572327044025157,0.800314465408805,0.25,0.25157232704402516,-0.0015723270440251569,0.4858490566037736,0.1289308176100629,0.16037735849056603,-0.03144654088050314,0.3081761006289308,0.07075471698113207,0.11635220125786164,-0.045597484276729564
