year,tier,dir,N,m,P_A,ER_A,P_Bsat,ER_Bsat
2025,deep STOP,up,86,0.85,0.06976744186046512,0.059302325581395345,0.37209302325581395,0.17972594478286097
2025,deep STOP,up,86,0.9,0.06976744186046512,0.06279069767441861,0.3372093023255814,0.1732088774586025
2025,deep STOP,up,86,0.95,0.05813953488372093,0.055232558139534885,0.29069767441860467,0.15050454695627682
2025,deep STOP,up,86,1.0,0.046511627906976744,0.046511627906976744,0.26744186046511625,0.14401545498375967
2025,deep STOP,up,86,1.05,0.046511627906976744,0.04883720930232558,0.26744186046511625,0.15288773936085462
2025,deep STOP,up,86,1.1,0.03488372093023256,0.03837209302325582,0.2558139534883721,0.1540413391544407
2025,deep STOP,up,86,1.15,0.03488372093023256,0.04011627906976744,0.23255813953488372,0.14568698511373376
2025,deep STOP,up,86,1.2,0.03488372093023256,0.04186046511627906,0.18604651162790697,0.12282653784756614
2025,deep STOP,up,86,1.25,0.03488372093023256,0.0436046511627907,0.18604651162790697,0.1289133025059434
2025,deep STOP,up,86,1.3,0.03488372093023256,0.04534883720930233,0.13953488372093023,0.09169733004260373
2025,deep STOP,up,86,1.35,0.03488372093023256,0.047093023255813965,0.12790697674418605,0.09154310706802127
2025,deep STOP,up,86,1.4,0.023255813953488372,0.03255813953488372,0.12790697674418605,0.09552575444435622
2025,deep STOP,up,86,1.45,0.023255813953488372,0.033720930232558136,0.11627906976744186,0.08836830017631814
2025,deep STOP,up,86,1.5,0.011627906976744186,0.01744186046511628,0.09302325581395349,0.06176095962689753
2025,deep STOP,dn,86,0.1,0.8255813953488372,0.0825581395348837,1.0,-0.035791912385416576
2025,deep STOP,dn,86,0.15,0.7209302325581395,0.10813953488372094,1.0,0.008812131421875124
2025,deep STOP,dn,86,0.2,0.6627906976744186,0.1325581395348837,1.0,0.05341617522916687
2025,deep STOP,dn,86,0.25,0.6162790697674418,0.15406976744186046,1.0,0.09802021903645855
2025,deep STOP,dn,86,0.3,0.5116279069767442,0.15348837209302324,1.0,0.14262426284375024
2025,deep STOP,dn,86,0.35,0.46511627906976744,0.1627906976744186,0.9767441860465116,0.17807539689585236
2025,deep STOP,dn,86,0.4,0.3953488372093023,0.15813953488372093,0.9418604651162791,0.21000599825176552
