year,deep STOP,mid STOP,mid GO,strong GO
2021,-0.05364487095428265,0.09924327006574865,-0.045245048473161104,-0.08860759493670886
2022,-0.08202099737532809,0.05430519519700718,0.10792209196650596,0.0739978601533123
2023,0.006695681285570807,0.011360615550517823,0.044837304637458365,0.13884871275672547
2024,-0.03869303525365434,0.03785966683493185,0.0269086593974798,0.12257906349595489
2025,-0.1275328155693853,-0.08049821187091405,0.14572462746204107,0.0
2026,0.5088025960735354,0.08324671216161252,-0.065625,-0.05584719661952428
