tier,dir,N,m,P_A,ER_A,P_Best,ER_Best,P_Bsat,ER_Bsat
strong GO,dn,314,0.25,0.6401273885350318,0.16003184713375795,0.9745222929936306,0.26804361980117214,1.0,0.14873506264513162
strong GO,dn,314,0.3,0.5668789808917197,0.17006369426751594,0.9426751592356688,0.31042799573745883,0.9968152866242038,0.20277056440779687
strong GO,dn,314,0.35,0.5127388535031847,0.17945859872611464,0.8789808917197452,0.3378130818844984,0.9808917197452229,0.2523534102571251
strong GO,dn,314,0.4,0.4554140127388535,0.18216560509554142,0.8152866242038217,0.3572602672845635,0.9617834394904459,0.29794032297087725
strong GO,dn,314,0.45,0.42038216560509556,0.189171974522293,0.7292993630573248,0.3601293634185439,0.9044585987261147,0.32695480549691497
strong GO,dn,314,0.5,0.36942675159235666,0.18471337579617833,0.643312101910828,0.3546668169614562,0.8471337579617835,0.3494708395492093
strong GO,dn,314,0.55,0.3471337579617834,0.19092356687898088,0.5796178343949044,0.35120214901518426,0.7993630573248408,0.37217111471976366
strong GO,dn,314,0.6,0.3184713375796178,0.19108280254777069,0.5127388535031847,0.3391386115285787,0.7038216560509554,0.3678761941426811
strong GO,dn,314,0.65,0.2770700636942675,0.1800955414012739,0.4299363057324841,0.30570256612184527,0.6114649681528662,0.3555003842672545
strong GO,dn,314,0.7,0.2484076433121019,0.17388535031847133,0.37261146496815284,0.2849525233583563,0.5414012738853503,0.3392352005152827
strong GO,dn,314,0.75,0.2070063694267516,0.1552547770700637,0.3248407643312102,0.2645521887140003,0.46178343949044587,0.30800487616553135
strong GO,dn,314,0.8,0.18789808917197454,0.15031847133757964,0.2898089171974522,0.24939050487951864,0.40764331210191085,0.2909358020659915
strong GO,dn,314,0.85,0.1624203821656051,0.13805732484076433,0.25477707006369427,0.23596165358852583,0.3471337579617834,0.2663959123969708
strong GO,dn,314,0.9,0.14968152866242038,0.13471337579617834,0.21019108280254778,0.2095229509999026,0.30254777070063693,0.2485588865353359
strong GO,dn,314,0.95,0.14331210191082802,0.1361464968152866,0.1910828025477707,0.19705250583667874,0.28662420382165604,0.24932751939366216
strong GO,dn,314,1.0,0.11464968152866242,0.11464968152866242,0.1305732484076433,0.14287923543300896,0.24203821656050956,0.21541443380744402
strong GO,dn,314,1.05,0.09872611464968153,0.10366242038216562,0.1178343949044586,0.13555393273125085,0.21019108280254778,0.20215741975579357
strong GO,dn,314,1.1,0.08598726114649681,0.0945859872611465,0.10828025477707007,0.1266002242071023,0.15605095541401273,0.15448946701446317
strong GO,dn,314,1.15,0.08280254777070063,0.09522292993630573,0.10191082802547771,0.1265727161511785,0.1337579617834395,0.13546413347411046
strong GO,dn,314,1.2,0.07643312101910828,0.09171974522292993,0.08598726114649681,0.11175664403634453,0.12101910828025478,0.12678818176359574
strong GO,dn,314,1.25,0.06687898089171974,0.08359872611464968,0.07961783439490445,0.10781704333998798,0.1178343949044586,0.13099483058237135
strong GO,dn,314,1.3,0.06050955414012739,0.0786624203821656,0.07006369426751592,0.09932424259423456,0.09554140127388536,0.11390644422595572
strong GO,dn,314,1.35,0.04777070063694268,0.06449044585987261,0.06050955414012739,0.09076298937494526,0.08598726114649681,0.10620785277393884
strong GO,dn,314,1.4,0.041401273885350316,0.05796178343949045,0.054140127388535034,0.0767573922160221,0.07961783439490445,0.10192938609613245
strong GO,dn,314,1.45,0.041401273885350316,0.06003184713375797,0.041401273885350316,0.06138135236134119,0.07006369426751592,0.08724155673252017
strong GO,dn,314,1.5,0.03821656050955414,0.05732484076433121,0.03821656050955414,0.05951256211701478,0.06050955414012739,0.0715363015760011
