year,deep STOP,mid STOP,mid GO,strong GO
2021,0.013852038726814562,0.24993904879383438,-0.03262919115448695,-0.18109249770593536
2022,-0.032533514427988686,-0.1356646781860811,-0.014383890942331822,-0.13159883491732807
2023,-0.004278957853551674,-0.04224897364294896,0.07241441887227472,0.06836342579662862
2024,0.013543895928722573,-0.001243956791161989,0.08859948028883619,-0.022703212489585792
2025,-0.011714245216053852,-0.125907528298258,0.19322592532967067,0.009616984953781767
2026,0.1692480429630102,0.2799092073120923,0.08445534052194846,-0.06197131775441308
