list_month,event,symbol,name
2025-11,退榜,3706,神達
2025-11,退榜,2301,光寶科
2025-12,進榜,2382,廣達
2025-12,進榜,3037,欣興
2025-12,進榜,8021,尖點
2025-12,進榜,2345,智邦
2025-12,退榜,2327,國巨*
2025-12,退榜,3665,貿聯-KY
2025-12,退榜,2337,旺宏
2025-12,退榜,2383,台光電
2026-01,進榜,1605,華新
2026-01,進榜,3481,群創
2026-01,進榜,3189,景碩
2026-01,進榜,2303,聯電
2026-01,進榜,2327,國巨*
2026-01,進榜,2313,華通
2026-01,進榜,2337,旺宏
2026-01,退榜,3231,緯創
2026-01,退榜,2449,京元電子
2026-01,退榜,2345,智邦
2026-01,退榜,2382,廣達
2026-01,退榜,3661,世芯-KY
2026-01,退榜,8021,尖點
2026-01,退榜,2368,金像電
2026-02,進榜,2383,台光電
2026-02,進榜,3711,日月光投控
2026-02,退榜,6669,緯穎
2026-02,退榜,1605,華新
2026-03,進榜,2345,智邦
2026-03,進榜,6669,緯穎
2026-03,進榜,2367,燿華
2026-03,進榜,3665,貿聯-KY
2026-03,進榜,2368,金像電
2026-03,退榜,1303,南亞
2026-03,退榜,3443,創意
2026-03,退榜,3711,日月光投控
2026-03,退榜,2303,聯電
2026-03,退榜,2327,國巨*
2026-04,進榜,1802,台玻
2026-04,進榜,8046,南電
2026-04,進榜,4958,臻鼎-KY
2026-04,進榜,3711,日月光投控
2026-04,進榜,2303,聯電
2026-04,進榜,2327,國巨*
2026-04,退榜,6770,力積電
2026-04,退榜,3481,群創
2026-04,退榜,2345,智邦
2026-04,退榜,2367,燿華
2026-04,退榜,3665,貿聯-KY
2026-04,退榜,2368,金像電
2026-05,進榜,2449,京元電子
2026-05,進榜,2360,致茂
2026-05,進榜,3481,群創
2026-05,進榜,3443,創意
2026-05,退榜,3189,景碩
2026-05,退榜,1802,台玻
2026-05,退榜,0050,元大台灣50
2026-05,退榜,6669,緯穎
