score,quantile,n,med_60d,mean_60d,win_60d,diff_60d,med_120d,mean_120d,win_120d,diff_120d,med_250d,mean_250d,win_250d,diff_250d
comp_pct,top 19%,419,0.06631477931361496,0.07340646291927133,0.5918854415274463,0.030936565513663083,0.13138928417258922,0.15827125035980855,0.6539379474940334,0.05647486350828235,0.26485824910823674,0.35293174531332927,0.5888324873096447,0.03935772936422621
comp_pct,top 9%,210,0.07660158738880496,0.09439812581566304,0.6285714285714286,0.041223373588853085,0.143994971685252,0.1736076997661753,0.7047619047619048,0.06908055102094512,0.3120398355071472,0.41691900752293914,0.7333333333333333,0.08653931576313667
comp_pct,top 5%,105,0.09731892738345582,0.09850141290151117,0.6285714285714286,0.06194071358350395,0.13611564447670377,0.17397449069220444,0.7047619047619048,0.0612012238123969,0.33100030741127906,0.4255948519102624,0.8095238095238095,0.10549978766726853
comp_z,top 19%,419,0.06983367644710436,0.07435428835559904,0.5966587112171837,0.03445546264715249,0.1272229922078243,0.15855774412193818,0.6276849642004774,0.052308571543517424,0.24269141650372772,0.32906269886442435,0.5333333333333333,0.01719089675971719
comp_z,top 9%,210,0.12487990361028523,0.09458070081795156,0.6333333333333333,0.08950168981033335,0.18373843145288604,0.20381962318516664,0.680952380952381,0.10882401078857917,0.31839264367393916,0.45240339485488035,0.717391304347826,0.09289212392992863
comp_z,top 5%,105,0.11666650099786602,0.09507310420337808,0.5714285714285714,0.08128828719791414,0.1398819006419112,0.23016336448237082,0.6476190476190476,0.06496747997760433,0.30185332350984606,0.5709921030760936,0.7857142857142857,0.07635280376583553
comp_vote,top 19%,893,0.05186711091457563,0.058683155234362155,0.574468085106383,0.016488897114623757,0.08279111569774145,0.12519685914194728,0.5453527435610303,0.007876695033434578,0.26550283147378484,0.300273003007401,0.5672169811320755,0.04000231172977431
comp_vote,top 9%,255,0.06764861103527253,0.06926758982865294,0.6039215686274509,0.03227039723532066,0.10226380924406153,0.156867986401063,0.6078431372549019,0.027349388579754663,0.2569978346920716,0.3557290390753065,0.5991902834008097,0.03149731494806107
comp_vote,top 5%,255,0.06764861103527253,0.06926758982865294,0.6039215686274509,0.03227039723532066,0.10226380924406153,0.156867986401063,0.6078431372549019,0.027349388579754663,0.2569978346920716,0.3557290390753065,0.5991902834008097,0.03149731494806107
