score,quantile,n,threshold,med_60d,mean_60d,diff_60d,med_120d,mean_120d,diff_120d,med_250d,mean_250d,diff_250d
vix_pct_alone,top 19%,372,85.9,0.04260543639150094,0.05949763653784461,0.007227222591549065,0.08539792841499616,0.1287475565529876,0.010483507750689292,0.19182954743945912,0.28673245964256194,-0.033670972304551405
vix_pct_alone,top 9%,191,94.1,0.04239135110518322,0.061239324313846905,0.007013137305231343,0.09449175622498251,0.146621345345607,0.019577335560675646,0.18813203565866887,0.303763857051874,-0.03736848408534166
vix_pct_alone,top 5%,107,97.6,0.039689330652138866,0.06356268184659804,0.004311116852186991,0.12654664467567378,0.15802138439821253,0.05163222401136691,0.1934311479207731,0.321010462794648,-0.032069371823237436
