split,strategy,n_trades,win_rate,mean_ret,median_ret,best,worst,total_pnl,sharpe,maxdd,cagr,final_equity,total_ret
IS,DCA_60d,62,0.6129032258064516,0.025248127250591505,0.019354199040070852,0.3451961987302592,-0.17890336804135787,1.5653838895366732,0.5832276935956902,-0.33827651174750617,0.0919446994895583,1.5962806332413446,
OOS,DCA_60d,36,0.8333333333333334,0.09049132000183012,0.10928811197309352,0.24995484636129306,-0.24280628188416498,3.2576875200658844,1.647874570668571,-0.27484996186004906,0.3958107915354576,2.8916464151612558,
IS,DCA_120d,59,0.6610169491525424,0.06063227034243191,0.03650068541281937,0.3776493888117416,-0.22038118237918025,3.5773039502034827,0.5972122991561999,-0.33827651174750617,0.0946014919247975,1.6142408031774282,
OOS,DCA_120d,33,0.9090909090909091,0.17963911191877652,0.13286785933616874,0.4980264060274242,-0.1269948544487135,5.928090693319625,1.5889643354781242,-0.27484996186004906,0.37487461044008263,2.7509915311252957,
IS,DCA_250d,52,0.7307692307692307,0.16268002417753305,0.08950890515003951,0.8536712453035331,-0.24286977469852877,8.459361257231718,0.6279980874587293,-0.33827651174750617,0.10067892814545432,1.6566263633940876,
OOS,DCA_250d,27,1.0,0.3957267833059259,0.40427163692253143,0.9059581562163952,0.06775642155785411,10.68462314926,1.6702877211676372,-0.27484996186004906,0.4021605004446045,2.9446202420285665,
IS,BuyHold,1,,,,,,,0.5734845899308559,-0.3382765117475063,0.09003355159801929,1.583349465905391,0.583349465905391
OOS,BuyHold,1,,,,,,,1.8903365234700145,-0.2748499618600486,0.47202833953443335,3.6112020481107847,2.6112020481107847
