split,score,top_pct,threshold,hold_days,mode,n_trades,win_rate,mean_ret,median_ret,best,worst,total_pnl,sharpe,maxdd,cagr,final_equity
OOS,comp_z,10,3.97,60,single_tranche,1,1.0,0.28730832545191487,0.28730832545191487,0.28730832545191487,0.28730832545191487,0.28730832545191487,3.7344155210802534,-0.05684920191152576,1.960141622234703,1.2873083254519162
IS,comp_z,10,3.97,60,continuous,105,0.6666666666666666,0.08248140432366764,0.058954342039912566,0.29686337209110514,-0.13273253005863572,8.660547453985103,0.5162974482727083,-0.17969708529159334,0.02800295334861258,1.117143092337017
OOS,comp_z,10,3.97,60,continuous,22,1.0,0.23016596383263802,0.22218739546440525,0.33679897743549225,0.17532648941886575,5.063651204318036,3.614343489117463,-0.05684920191152576,1.5734831233352953,1.3431665231724885
IS,comp_z,10,3.97,120,single_tranche,3,0.6666666666666666,0.08555682254687606,0.0025815352435833994,0.26659156988108657,-0.01250263748404179,0.2566704676406282,0.7888131950110449,-0.20835050419539403,0.05540450473724179,1.2539847049107664
OOS,comp_z,10,3.97,120,single_tranche,1,1.0,0.5297905405288605,0.5297905405288605,0.5297905405288605,0.5297905405288605,0.5297905405288605,3.9270005449874295,-0.05684920191152576,1.506308240263742,1.5297905405288617
IS,comp_z,10,3.97,120,continuous,102,0.9705882352941176,0.17420451688168762,0.12243304736791416,0.5171426101679928,-0.01250263748404179,17.768860721932136,0.7495679179937859,-0.20835050419539447,0.06412163013841199,1.300464868325345
OOS,comp_z,10,3.97,120,continuous,22,1.0,0.5100853058488525,0.5189162520871508,0.5773846284047734,0.42228840619979024,11.221876728674754,4.19253696132329,-0.05684920191152576,1.566171495457072,1.6927579994657502
IS,comp_z,10,3.97,250,single_tranche,2,1.0,0.3763566746193655,0.3763566746193655,0.6474989995293328,0.10521434970939825,0.752713349238731,1.6132762178800542,-0.16555075001712394,0.27603377722008915,1.8208395354116953
OOS,comp_z,10,3.97,250,single_tranche,1,1.0,1.2431071697636633,1.2431071697636633,1.2431071697636633,1.2431071697636633,1.2431071697636633,3.4584483778816475,-0.10844119391607765,1.2057700939487432,2.243107169763665
IS,comp_z,10,3.97,250,continuous,92,1.0,0.4912906276650955,0.3686890623207174,1.0231506696553772,0.10521434970939825,45.19873774518879,1.6683955986762913,-0.17655249269152506,0.3196357717958107,2.0824404763030366
OOS,comp_z,10,3.97,250,continuous,10,1.0,1.2627027310283905,1.2735655602129283,1.362450172683535,1.143684133668275,12.627027310283905,3.6058306738032995,-0.10844119391607765,1.3008356986996894,2.4123730859491683
