d,lvl,tk,ema20,swing_at_tk,up_full,satcons,cont,W5_level,W5_slope,W5_ddpeak,W5_frozen,W10_level,W10_slope,W10_ddpeak,W10_frozen,is_seg,tk_min
2026-02-11,L3,10:02:00,401.9541626111842,289.0,571.0,0.718987453998713,1.0,0.43853590559407263,-0.0005547377286816979,0.11061975454104511,0.3628610862064777,0.39698344491900495,0.0026960450942513647,0.06696773226784375,0.28168415785057843,IS,602
2026-02-11,L4,10:45:00,401.9541626111842,413.0,571.0,1.027480340835531,1.0,0.5704195839221105,0.053734997852994515,0.0,0.3628610862064777,0.5072600166648825,0.04283330394999102,0.0,0.28168415785057843,IS,645
2026-02-11,L5,10:54:00,401.9541626111842,501.0,571.0,1.2464107766552084,,0.6233783306211192,0.06185086316581667,0.0,0.3628610862064777,0.547015754238522,0.05004086350381509,0.0,0.28168415785057843,IS,654
2026-02-23,L3,08:45:00,418.0537661720238,375.0,405.0,0.8970138062234135,0.0,,,,0.23283396536414006,,,,0.19208789108999186,IS,525
2026-02-24,L3,09:21:00,442.1438836794501,350.0,856.0,0.7915975159202847,1.0,0.20727786979818635,0.06235429155963529,0.0,0.17519670813237603,0.19619112728735352,0.0496200506102924,0.0,0.1799853560911984,IS,561
2026-02-24,L4,09:42:00,442.1438836794501,438.0,856.0,0.9906277484945277,1.0,0.37432747128662774,-0.025553780597500908,0.025553780597500908,0.17519670813237603,0.4215167491230392,-0.0081264049109116,0.014916614556934549,0.1799853560911984,IS,582
2026-02-24,L5,10:18:00,442.1438836794501,560.0,856.0,1.2665560254724555,,0.503062139298499,0.0069908207310820925,0.007821448370947004,0.17519670813237603,0.5575765791530243,0.011935728246337485,0.0,0.1799853560911984,IS,618
2026-02-25,L3,10:05:00,481.5587519004548,350.0,712.0,0.7268064355984336,1.0,-0.113246157296525,0.04275422934067001,0.05266724125461786,-0.1506130960672106,-0.18891644985425424,0.063822550906424,0.040009033946082295,-0.24160501860449535,IS,605
2026-02-25,L4,10:21:00,481.5587519004548,479.0,712.0,0.9946865218618564,1.0,-0.008715650932995882,0.0253830532215132,0.0005410461799204673,-0.1506130960672106,-0.12991508760501985,-0.005946872422192315,0.023503182139869183,-0.24160501860449535,IS,621
2026-02-25,L5,10:39:00,481.5587519004548,594.0,712.0,1.2334943507013416,,0.03420265796279825,0.02602354139920146,0.03474207501033021,-0.1506130960672106,-0.10379798596537754,0.03774083110143714,0.011808106070645794,-0.24160501860449535,IS,639
