strategy,mode,fraction,period,n_trades,wr,ev_pts,ev_pct,pf,total_pts
S001,with_satreach,1.0,2024,26,65.38461538461539,53.42307692307692,0.2529482918510183,3.539305301645338,1389.0
S001,with_satreach,1.0,2025,26,57.692307692307686,50.34615384615385,0.22105666789057807,2.8861671469740635,1309.0
S001,with_satreach,1.0,2026,10,60.0,54.2,0.16850830123119875,2.3123486682808716,542.0
S001,no_satreach,0.8,IS,82,67.07317073170732,27.402439024390244,0.1486324658303718,3.1522988505747125,2247.0
S001,no_satreach,0.8,OOS,36,61.111111111111114,41.47222222222222,0.17334136025478084,2.3953271028037384,1493.0
S001,no_satreach,0.8,2022,28,71.42857142857143,25.25,0.16032286178027658,3.4634146341463414,707.0
S001,no_satreach,0.8,2023,27,59.25925925925925,14.555555555555555,0.09034312549816824,2.1228571428571428,393.0
S001,no_satreach,0.8,2024,27,70.37037037037037,42.48148148148148,0.19479843258489626,3.8181818181818183,1147.0
S001,no_satreach,0.8,2025,26,61.53846153846154,46.23076923076923,0.2050792173579118,2.8295281582952816,1202.0
S001,no_satreach,0.8,2026,10,60.0,29.1,0.09082293178664044,1.7046004842615012,291.0
S001,no_satreach,0.85,IS,82,67.07317073170732,29.902439024390244,0.1597269446730788,3.375968992248062,2452.0
S001,no_satreach,0.85,OOS,36,61.111111111111114,45.111111111111114,0.1774757655999305,2.5177570093457944,1624.0
S001,no_satreach,0.85,2022,28,71.42857142857143,21.75,0.14077073041914848,3.03,609.0
S001,no_satreach,0.85,2023,27,55.55555555555556,14.777777777777779,0.09122713533051197,2.0445026178010473,399.0
S001,no_satreach,0.85,2024,27,74.07407407407408,53.48148148148148,0.24788505027898075,5.1257142857142854,1444.0
S001,no_satreach,0.85,2025,26,61.53846153846154,41.07692307692308,0.179746964955746,2.625570776255708,1068.0
S001,no_satreach,0.85,2026,10,60.0,55.6,0.1715706472748102,2.3462469733656173,556.0
S001,no_satreach,0.9,IS,82,67.07317073170732,31.682926829268293,0.16801141746510417,3.5174418604651163,2598.0
S001,no_satreach,0.9,OOS,36,61.111111111111114,47.55555555555556,0.18717968406198598,2.6,1712.0
S001,no_satreach,0.9,2022,28,71.42857142857143,23.821428571428573,0.15472995164664563,3.223333333333333,667.0
S001,no_satreach,0.9,2023,27,55.55555555555556,12.0,0.07379313430879406,1.8481675392670156,324.0
S001,no_satreach,0.9,2024,27,74.07407407407408,59.51851851851852,0.27600307258129725,5.591428571428572,1607.0
S001,no_satreach,0.9,2025,26,61.53846153846154,44.5,0.19331695649687797,2.7610350076103503,1157.0
S001,no_satreach,0.9,2026,10,60.0,55.5,0.17122277573126676,2.343825665859564,555.0
S001,no_satreach,0.95,IS,82,65.85365853658537,34.97560975609756,0.18442204191320682,3.5837837837837836,2868.0
S001,no_satreach,0.95,OOS,36,61.111111111111114,51.638888888888886,0.2053532474180053,2.7373831775700936,1859.0
S001,no_satreach,0.95,2022,28,71.42857142857143,25.0,0.16098082647454473,3.3333333333333335,700.0
S001,no_satreach,0.95,2023,27,55.55555555555556,13.333333333333334,0.08174589189211644,1.942408376963351,360.0
S001,no_satreach,0.95,2024,27,70.37037037037037,66.96296296296296,0.31140760053735417,5.224299065420561,1808.0
S001,no_satreach,0.95,2025,26,61.53846153846154,49.30769230769231,0.2155890252644745,2.9512937595129376,1282.0
S001,no_satreach,0.95,2026,10,60.0,57.7,0.17874022501718545,2.3970944309927362,577.0
