strategy,entry_date,entry_time,direction,entry_price,exit_price,pnl,pnl_pct,max_excursion,fraction,touched,has_valid_target,touch_bar_offset,target_at_touch,remaining_after_touch,trade_bars,year
S001,2023-10-25,2023-10-25 09:02:00,long,16390.0,16476.0,86.0,0.5247101891397193,90.0,0.8,True,True,42.0,16442.411774079505,37.58822592049546,69,2023
S001,2023-10-25,2023-10-25 09:02:00,long,16390.0,16476.0,86.0,0.5247101891397193,90.0,0.85,True,True,47.0,16449.996519139455,30.003480860545096,69,2023
S001,2023-10-25,2023-10-25 09:02:00,long,16390.0,16476.0,86.0,0.5247101891397193,90.0,0.9,True,True,53.0,16455.29043203001,24.70956796998871,69,2023
S001,2023-10-25,2023-10-25 09:02:00,long,16390.0,16476.0,86.0,0.5247101891397193,90.0,0.95,True,True,54.0,16460.584344920568,19.415655079432327,69,2023
S001,2023-10-25,2023-10-25 09:02:00,long,16390.0,16476.0,86.0,0.5247101891397193,90.0,1.0,True,True,60.0,16468.014780361318,11.985219638681883,69,2023
S001,2023-11-21,2023-11-21 09:02:00,long,17334.0,17368.0,34.0,0.19614630206530517,46.0,0.8,True,True,10.0,17346.85138041222,33.14861958778056,20,2023
S001,2023-11-21,2023-11-21 09:02:00,long,17334.0,17368.0,34.0,0.19614630206530517,46.0,0.85,True,True,12.0,17351.029591687984,28.970408312015934,20,2023
S001,2023-11-21,2023-11-21 09:02:00,long,17334.0,17368.0,34.0,0.19614630206530517,46.0,0.9,True,True,15.0,17357.608424179598,22.391575820402068,20,2023
S001,2023-11-21,2023-11-21 09:02:00,long,17334.0,17368.0,34.0,0.19614630206530517,46.0,0.95,True,True,15.0,17361.920003300685,18.079996699314506,20,2023
S001,2023-11-21,2023-11-21 09:02:00,long,17334.0,17368.0,34.0,0.19614630206530517,46.0,1.0,True,True,16.0,17366.231582421777,13.768417578223307,20,2023
S001,2023-11-29,2023-11-29 09:01:00,long,17385.0,17394.0,9.0,0.051768766177739435,65.0,0.8,True,True,1.0,17395.144035754205,54.855964245794894,73,2023
S001,2023-11-29,2023-11-29 09:01:00,long,17385.0,17394.0,9.0,0.051768766177739435,65.0,0.85,True,True,2.0,17398.903037988843,51.0969620111573,73,2023
S001,2023-11-29,2023-11-29 09:01:00,long,17385.0,17394.0,9.0,0.051768766177739435,65.0,0.9,True,True,2.0,17402.66204022348,47.33795977651971,73,2023
S001,2023-11-29,2023-11-29 09:01:00,long,17385.0,17394.0,9.0,0.051768766177739435,65.0,0.95,True,True,2.0,17406.421042458118,43.57895754188212,73,2023
S001,2023-11-29,2023-11-29 09:01:00,long,17385.0,17394.0,9.0,0.051768766177739435,65.0,1.0,True,True,2.0,17410.180044692755,39.81995530724453,73,2023
S001,2023-12-04,2023-12-04 09:03:00,long,17488.0,17453.0,-35.0,-0.20013723696248858,3.0,0.8,False,True,,,,4,2023
S001,2023-12-04,2023-12-04 09:03:00,long,17488.0,17453.0,-35.0,-0.20013723696248858,3.0,0.85,False,True,,,,4,2023
S001,2023-12-04,2023-12-04 09:03:00,long,17488.0,17453.0,-35.0,-0.20013723696248858,3.0,0.9,False,True,,,,4,2023
S001,2023-12-04,2023-12-04 09:03:00,long,17488.0,17453.0,-35.0,-0.20013723696248858,3.0,0.95,False,True,,,,4,2023
S001,2023-12-04,2023-12-04 09:03:00,long,17488.0,17453.0,-35.0,-0.20013723696248858,3.0,1.0,False,True,,,,4,2023
S001,2023-12-27,2023-12-27 09:04:00,long,17767.0,17832.0,65.0,0.3658467946192379,77.0,0.8,True,True,3.0,17773.322030153937,70.6779698460632,99,2023
S001,2023-12-27,2023-12-27 09:04:00,long,17767.0,17832.0,65.0,0.3658467946192379,77.0,0.85,True,True,5.0,17775.592157038554,68.40784296144557,99,2023
S001,2023-12-27,2023-12-27 09:04:00,long,17767.0,17832.0,65.0,0.3658467946192379,77.0,0.9,True,True,5.0,17777.862283923176,66.13771607682429,99,2023
S001,2023-12-27,2023-12-27 09:04:00,long,17767.0,17832.0,65.0,0.3658467946192379,77.0,0.95,True,True,6.0,17780.132410807797,63.86758919220301,99,2023
S001,2023-12-27,2023-12-27 09:04:00,long,17767.0,17832.0,65.0,0.3658467946192379,77.0,1.0,True,True,6.0,17782.40253769242,61.597462307581736,99,2023
S001,2024-01-29,2024-01-29 09:15:00,long,18033.0,18044.0,11.0,0.06099927909942882,24.0,0.8,True,True,3.0,18039.928321781445,17.071678218555462,15,2024
S001,2024-01-29,2024-01-29 09:15:00,long,18033.0,18044.0,11.0,0.06099927909942882,24.0,0.85,True,True,8.0,18044.29884189278,12.701158107218362,15,2024
S001,2024-01-29,2024-01-29 09:15:00,long,18033.0,18044.0,11.0,0.06099927909942882,24.0,0.9,True,True,8.0,18048.669362004122,8.330637995877623,15,2024
S001,2024-01-29,2024-01-29 09:15:00,long,18033.0,18044.0,11.0,0.06099927909942882,24.0,0.95,True,True,12.0,18053.039882115463,3.960117884536885,15,2024
S001,2024-01-29,2024-01-29 09:15:00,long,18033.0,18044.0,11.0,0.06099927909942882,24.0,1.0,False,True,,,,15,2024
S001,2024-02-27,2024-02-27 08:58:00,long,18982.0,19010.0,28.0,0.1475081656305974,38.0,0.8,True,True,8.0,19011.233073889096,8.766926110904024,14,2024
S001,2024-02-27,2024-02-27 08:58:00,long,18982.0,19010.0,28.0,0.1475081656305974,38.0,0.85,True,True,10.0,19015.622641007165,4.37735899283507,14,2024
S001,2024-02-27,2024-02-27 08:58:00,long,18982.0,19010.0,28.0,0.1475081656305974,38.0,0.9,False,True,,,,14,2024
S001,2024-02-27,2024-02-27 08:58:00,long,18982.0,19010.0,28.0,0.1475081656305974,38.0,0.95,False,True,,,,14,2024
S001,2024-02-27,2024-02-27 08:58:00,long,18982.0,19010.0,28.0,0.1475081656305974,38.0,1.0,False,True,,,,14,2024
S001,2024-03-05,2024-03-05 09:00:00,long,19386.0,19341.0,-45.0,-0.2321262766945218,21.0,0.8,False,True,,,,17,2024
S001,2024-03-05,2024-03-05 09:00:00,long,19386.0,19341.0,-45.0,-0.2321262766945218,21.0,0.85,False,True,,,,17,2024
S001,2024-03-05,2024-03-05 09:00:00,long,19386.0,19341.0,-45.0,-0.2321262766945218,21.0,0.9,False,True,,,,17,2024
S001,2024-03-05,2024-03-05 09:00:00,long,19386.0,19341.0,-45.0,-0.2321262766945218,21.0,0.95,False,True,,,,17,2024
S001,2024-03-05,2024-03-05 09:00:00,long,19386.0,19341.0,-45.0,-0.2321262766945218,21.0,1.0,False,True,,,,17,2024
S001,2024-03-13,2024-03-13 09:00:00,long,20045.0,19989.0,-56.0,-0.279371414317785,19.0,0.8,False,True,,,,13,2024
S001,2024-03-13,2024-03-13 09:00:00,long,20045.0,19989.0,-56.0,-0.279371414317785,19.0,0.85,False,True,,,,13,2024
S001,2024-03-13,2024-03-13 09:00:00,long,20045.0,19989.0,-56.0,-0.279371414317785,19.0,0.9,False,True,,,,13,2024
S001,2024-03-13,2024-03-13 09:00:00,long,20045.0,19989.0,-56.0,-0.279371414317785,19.0,0.95,False,True,,,,13,2024
S001,2024-03-13,2024-03-13 09:00:00,long,20045.0,19989.0,-56.0,-0.279371414317785,19.0,1.0,False,True,,,,13,2024
S001,2024-03-20,2024-03-20 09:00:00,long,19916.0,19864.0,-52.0,-0.26109660574412535,40.0,0.8,False,True,,,,33,2024
S001,2024-03-20,2024-03-20 09:00:00,long,19916.0,19864.0,-52.0,-0.26109660574412535,40.0,0.85,False,True,,,,33,2024
S001,2024-03-20,2024-03-20 09:00:00,long,19916.0,19864.0,-52.0,-0.26109660574412535,40.0,0.9,False,True,,,,33,2024
S001,2024-03-20,2024-03-20 09:00:00,long,19916.0,19864.0,-52.0,-0.26109660574412535,40.0,0.95,False,True,,,,33,2024
S001,2024-03-20,2024-03-20 09:00:00,long,19916.0,19864.0,-52.0,-0.26109660574412535,40.0,1.0,False,True,,,,33,2024
S001,2024-03-26,2024-03-26 08:58:00,long,20321.0,20422.0,101.0,0.4970227843117957,138.0,0.8,True,True,13.0,20385.13134030134,73.86865969865903,27,2024
S001,2024-03-26,2024-03-26 08:58:00,long,20321.0,20422.0,101.0,0.4970227843117957,138.0,0.85,True,True,14.0,20392.327049070176,66.67295092982386,27,2024
S001,2024-03-26,2024-03-26 08:58:00,long,20321.0,20422.0,101.0,0.4970227843117957,138.0,0.9,True,True,15.0,20399.522757839008,59.47724216099232,27,2024
S001,2024-03-26,2024-03-26 08:58:00,long,20321.0,20422.0,101.0,0.4970227843117957,138.0,0.95,True,True,23.0,20424.357905322115,34.642094677885325,27,2024
S001,2024-03-26,2024-03-26 08:58:00,long,20321.0,20422.0,101.0,0.4970227843117957,138.0,1.0,True,True,23.0,20432.482005602225,26.5179943977746,27,2024
S001,2024-04-02,2024-04-02 09:00:00,long,20388.0,20479.0,91.0,0.44634098489307433,110.0,0.8,True,True,11.0,20434.14514061893,63.85485938107013,140,2024
S001,2024-04-02,2024-04-02 09:00:00,long,20388.0,20479.0,91.0,0.44634098489307433,110.0,0.85,True,True,117.0,20495.490273832787,2.509726167212648,140,2024
S001,2024-04-02,2024-04-02 09:00:00,long,20388.0,20479.0,91.0,0.44634098489307433,110.0,0.9,False,True,,,,140,2024
S001,2024-04-02,2024-04-02 09:00:00,long,20388.0,20479.0,91.0,0.44634098489307433,110.0,0.95,False,True,,,,140,2024
S001,2024-04-02,2024-04-02 09:00:00,long,20388.0,20479.0,91.0,0.44634098489307433,110.0,1.0,False,True,,,,140,2024
S001,2024-04-10,2024-04-10 09:00:00,long,20841.0,20868.0,27.0,0.12955232474449402,51.0,0.8,True,True,114.0,20889.952041655502,2.0479583444976015,129,2024
S001,2024-04-10,2024-04-10 09:00:00,long,20841.0,20868.0,27.0,0.12955232474449402,51.0,0.85,False,True,,,,129,2024
S001,2024-04-10,2024-04-10 09:00:00,long,20841.0,20868.0,27.0,0.12955232474449402,51.0,0.9,False,True,,,,129,2024
S001,2024-04-10,2024-04-10 09:00:00,long,20841.0,20868.0,27.0,0.12955232474449402,51.0,0.95,False,True,,,,129,2024
S001,2024-04-10,2024-04-10 09:00:00,long,20841.0,20868.0,27.0,0.12955232474449402,51.0,1.0,False,True,,,,129,2024
S001,2024-04-24,2024-04-24 09:05:00,long,19998.0,20128.0,130.0,0.65006500650065,151.0,0.8,True,True,18.0,20077.908876220834,71.09112377916608,55,2024
S001,2024-04-24,2024-04-24 09:05:00,long,19998.0,20128.0,130.0,0.65006500650065,151.0,0.85,True,True,19.0,20088.028180984635,60.97181901536533,55,2024
S001,2024-04-24,2024-04-24 09:05:00,long,19998.0,20128.0,130.0,0.65006500650065,151.0,0.9,True,True,47.0,20107.321056043438,41.67894395656185,55,2024
S001,2024-04-24,2024-04-24 09:05:00,long,19998.0,20128.0,130.0,0.65006500650065,151.0,0.95,True,True,47.0,20117.950003601407,31.049996398593066,55,2024
S001,2024-04-24,2024-04-24 09:05:00,long,19998.0,20128.0,130.0,0.65006500650065,151.0,1.0,True,True,48.0,20128.578951159376,20.42104884062428,55,2024
S001,2024-04-29,2024-04-29 09:00:00,long,20393.0,20541.0,148.0,0.725739224243613,167.0,0.8,True,True,15.0,20467.76773265471,92.2322673452909,61,2024
S001,2024-04-29,2024-04-29 09:00:00,long,20393.0,20541.0,148.0,0.725739224243613,167.0,0.85,True,True,16.0,20477.628215945628,82.37178405437226,61,2024
S001,2024-04-29,2024-04-29 09:00:00,long,20393.0,20541.0,148.0,0.725739224243613,167.0,0.9,True,True,38.0,20498.4304473417,61.56955265830038,61,2024
S001,2024-04-29,2024-04-29 09:00:00,long,20393.0,20541.0,148.0,0.725739224243613,167.0,0.95,True,True,44.0,20508.89880552735,51.101194472648785,61,2024
S001,2024-04-29,2024-04-29 09:00:00,long,20393.0,20541.0,148.0,0.725739224243613,167.0,1.0,True,True,51.0,20526.385975463967,33.61402453603296,61,2024
S001,2024-04-30,2024-04-30 09:02:00,long,20544.0,20477.0,-67.0,-0.3261292834890966,3.0,0.8,False,True,,,,7,2024
S001,2024-04-30,2024-04-30 09:02:00,long,20544.0,20477.0,-67.0,-0.3261292834890966,3.0,0.85,False,True,,,,7,2024
S001,2024-04-30,2024-04-30 09:02:00,long,20544.0,20477.0,-67.0,-0.3261292834890966,3.0,0.9,False,True,,,,7,2024
S001,2024-04-30,2024-04-30 09:02:00,long,20544.0,20477.0,-67.0,-0.3261292834890966,3.0,0.95,False,True,,,,7,2024
S001,2024-04-30,2024-04-30 09:02:00,long,20544.0,20477.0,-67.0,-0.3261292834890966,3.0,1.0,False,True,,,,7,2024
S001,2024-05-15,2024-05-15 09:13:00,long,21195.0,21340.0,145.0,0.6841236140599197,166.0,0.8,True,True,48.0,21289.560528159804,71.43947184019635,75,2024
S001,2024-05-15,2024-05-15 09:13:00,long,21195.0,21340.0,145.0,0.6841236140599197,166.0,0.85,True,True,65.0,21301.99626900054,59.00373099945864,75,2024
S001,2024-05-15,2024-05-15 09:13:00,long,21195.0,21340.0,145.0,0.6841236140599197,166.0,0.9,True,True,67.0,21312.937226000573,48.06277399942701,75,2024
S001,2024-05-15,2024-05-15 09:13:00,long,21195.0,21340.0,145.0,0.6841236140599197,166.0,0.95,True,True,68.0,21323.878183000605,37.12181699939538,75,2024
S001,2024-05-15,2024-05-15 09:13:00,long,21195.0,21340.0,145.0,0.6841236140599197,166.0,1.0,True,True,70.0,21334.819140000636,26.180859999363747,75,2024
S001,2024-05-22,2024-05-22 09:00:00,long,21353.0,21478.0,125.0,0.5853978363695967,138.0,0.8,True,True,4.0,21387.468303095873,103.53169690412687,66,2024
S001,2024-05-22,2024-05-22 09:00:00,long,21353.0,21478.0,125.0,0.5853978363695967,138.0,0.85,True,True,4.0,21393.997572039367,97.00242796063321,66,2024
S001,2024-05-22,2024-05-22 09:00:00,long,21353.0,21478.0,125.0,0.5853978363695967,138.0,0.9,True,True,5.0,21400.526840982857,90.47315901714319,66,2024
S001,2024-05-22,2024-05-22 09:00:00,long,21353.0,21478.0,125.0,0.5853978363695967,138.0,0.95,True,True,5.0,21407.05610992635,83.94389007364953,66,2024
S001,2024-05-22,2024-05-22 09:00:00,long,21353.0,21478.0,125.0,0.5853978363695967,138.0,1.0,True,True,6.0,21413.585378869844,77.41462113015587,66,2024
S001,2024-05-27,2024-05-27 09:00:00,long,21730.0,21871.0,141.0,0.6488725264611137,187.0,0.8,True,True,20.0,21821.261419368224,95.73858063177613,91,2024
S001,2024-05-27,2024-05-27 09:00:00,long,21730.0,21871.0,141.0,0.6488725264611137,187.0,0.85,True,True,20.0,21831.652758078737,85.34724192126305,91,2024
S001,2024-05-27,2024-05-27 09:00:00,long,21730.0,21871.0,141.0,0.6488725264611137,187.0,0.9,True,True,24.0,21842.04409678925,74.95590321074997,91,2024
S001,2024-05-27,2024-05-27 09:00:00,long,21730.0,21871.0,141.0,0.6488725264611137,187.0,0.95,True,True,25.0,21852.435435499767,64.56456450023325,91,2024
S001,2024-05-27,2024-05-27 09:00:00,long,21730.0,21871.0,141.0,0.6488725264611137,187.0,1.0,True,True,29.0,21862.82677421028,54.17322578972016,91,2024
S001,2024-05-28,2024-05-28 09:06:00,long,21904.0,21915.0,11.0,0.05021913805697589,44.0,0.8,False,True,,,,68,2024
S001,2024-05-28,2024-05-28 09:06:00,long,21904.0,21915.0,11.0,0.05021913805697589,44.0,0.85,False,True,,,,68,2024
S001,2024-05-28,2024-05-28 09:06:00,long,21904.0,21915.0,11.0,0.05021913805697589,44.0,0.9,False,True,,,,68,2024
S001,2024-05-28,2024-05-28 09:06:00,long,21904.0,21915.0,11.0,0.05021913805697589,44.0,0.95,False,True,,,,68,2024
S001,2024-05-28,2024-05-28 09:06:00,long,21904.0,21915.0,11.0,0.05021913805697589,44.0,1.0,False,True,,,,68,2024
S001,2024-06-18,2024-06-18 09:14:00,long,22775.0,22709.0,-66.0,-0.2897914379802415,13.0,0.8,False,True,,,,18,2024
S001,2024-06-18,2024-06-18 09:14:00,long,22775.0,22709.0,-66.0,-0.2897914379802415,13.0,0.85,False,True,,,,18,2024
S001,2024-06-18,2024-06-18 09:14:00,long,22775.0,22709.0,-66.0,-0.2897914379802415,13.0,0.9,False,True,,,,18,2024
S001,2024-06-18,2024-06-18 09:14:00,long,22775.0,22709.0,-66.0,-0.2897914379802415,13.0,0.95,False,True,,,,18,2024
S001,2024-06-18,2024-06-18 09:14:00,long,22775.0,22709.0,-66.0,-0.2897914379802415,13.0,1.0,False,True,,,,18,2024
S001,2024-06-19,2024-06-19 09:01:00,long,22980.0,23173.0,193.0,0.8398607484769364,222.0,0.8,True,True,36.0,23068.37162384049,133.6283761595114,97,2024
S001,2024-06-19,2024-06-19 09:01:00,long,22980.0,23173.0,193.0,0.8398607484769364,222.0,0.85,True,True,38.0,23076.39485033052,125.60514966948176,97,2024
S001,2024-06-19,2024-06-19 09:01:00,long,22980.0,23173.0,193.0,0.8398607484769364,222.0,0.9,True,True,42.0,23084.41807682055,117.5819231794485,97,2024
S001,2024-06-19,2024-06-19 09:01:00,long,22980.0,23173.0,193.0,0.8398607484769364,222.0,0.95,True,True,86.0,23122.6208702985,79.37912970150137,97,2024
S001,2024-06-19,2024-06-19 09:01:00,long,22980.0,23173.0,193.0,0.8398607484769364,222.0,1.0,True,True,86.0,23132.232495051052,69.76750494894804,97,2024
S001,2024-07-01,2024-07-01 09:01:00,long,23035.0,23110.0,75.0,0.32559149120902975,99.0,0.8,True,True,35.0,23073.71649323514,60.28350676485934,52,2024
S001,2024-07-01,2024-07-01 09:01:00,long,23035.0,23110.0,75.0,0.32559149120902975,99.0,0.85,True,True,35.0,23081.136274062337,52.86372593766282,52,2024
S001,2024-07-01,2024-07-01 09:01:00,long,23035.0,23110.0,75.0,0.32559149120902975,99.0,0.9,True,True,38.0,23088.556054889534,45.4439451104663,52,2024
S001,2024-07-01,2024-07-01 09:01:00,long,23035.0,23110.0,75.0,0.32559149120902975,99.0,0.95,True,True,41.0,23095.97583571673,38.02416428326978,52,2024
S001,2024-07-01,2024-07-01 09:01:00,long,23035.0,23110.0,75.0,0.32559149120902975,99.0,1.0,True,True,46.0,23103.48208725242,30.51791274757852,52,2024
S001,2024-07-09,2024-07-09 09:11:00,long,23963.0,23844.0,-119.0,-0.4965989233401494,129.0,0.8,True,True,11.0,24005.95189280542,86.04810719457964,38,2024
S001,2024-07-09,2024-07-09 09:11:00,long,23963.0,23844.0,-119.0,-0.4965989233401494,129.0,0.85,True,True,12.0,24014.13638610576,77.86361389423837,38,2024
S001,2024-07-09,2024-07-09 09:11:00,long,23963.0,23844.0,-119.0,-0.4965989233401494,129.0,0.9,True,True,13.0,24022.3208794061,69.67912059390073,38,2024
S001,2024-07-09,2024-07-09 09:11:00,long,23963.0,23844.0,-119.0,-0.4965989233401494,129.0,0.95,True,True,16.0,24030.505372706437,61.4946272935631,38,2024
S001,2024-07-09,2024-07-09 09:11:00,long,23963.0,23844.0,-119.0,-0.4965989233401494,129.0,1.0,True,True,18.0,24038.689866006778,53.310133993221825,38,2024
S001,2024-08-07,2024-08-07 09:00:00,long,20680.0,21067.0,387.0,1.8713733075435204,502.0,0.8,True,True,2.0,20863.082719527323,318.9172804726768,61,2024
S001,2024-08-07,2024-08-07 09:00:00,long,20680.0,21067.0,387.0,1.8713733075435204,502.0,0.85,True,True,34.0,20949.833677175928,232.16632282407227,61,2024
S001,2024-08-07,2024-08-07 09:00:00,long,20680.0,21067.0,387.0,1.8713733075435204,502.0,0.9,True,True,35.0,20976.647422892158,205.35257710784208,61,2024
S001,2024-08-07,2024-08-07 09:00:00,long,20680.0,21067.0,387.0,1.8713733075435204,502.0,0.95,True,True,45.0,21012.028911042114,169.9710889578855,61,2024
S001,2024-08-07,2024-08-07 09:00:00,long,20680.0,21067.0,387.0,1.8713733075435204,502.0,1.0,True,True,45.0,21039.293590570647,142.7064094293528,61,2024
S001,2024-10-07,2024-10-07 09:02:00,long,22594.0,22599.0,5.0,0.022129768965212005,214.0,0.8,True,True,3.0,22634.504745620132,173.49525437986813,73,2024
S001,2024-10-07,2024-10-07 09:02:00,long,22594.0,22599.0,5.0,0.022129768965212005,214.0,0.85,True,True,3.0,22640.47379222139,167.52620777861011,73,2024
S001,2024-10-07,2024-10-07 09:02:00,long,22594.0,22599.0,5.0,0.022129768965212005,214.0,0.9,True,True,3.0,22646.44283882265,161.55716117734846,73,2024
S001,2024-10-07,2024-10-07 09:02:00,long,22594.0,22599.0,5.0,0.022129768965212005,214.0,0.95,True,True,3.0,22652.41188542391,155.58811457609045,73,2024
S001,2024-10-07,2024-10-07 09:02:00,long,22594.0,22599.0,5.0,0.022129768965212005,214.0,1.0,True,True,3.0,22658.380932025168,149.61906797483243,73,2024
S001,2024-10-09,2024-10-09 09:00:00,long,22838.0,22760.0,-78.0,-0.34153603643051056,50.0,0.8,True,True,54.0,22865.676669559718,22.323330440282007,64,2024
S001,2024-10-09,2024-10-09 09:00:00,long,22838.0,22760.0,-78.0,-0.34153603643051056,50.0,0.85,True,True,54.0,22872.0939614072,15.906038592798723,64,2024
S001,2024-10-09,2024-10-09 09:00:00,long,22838.0,22760.0,-78.0,-0.34153603643051056,50.0,0.9,True,True,54.0,22878.511253254685,9.488746745315439,64,2024
S001,2024-10-09,2024-10-09 09:00:00,long,22838.0,22760.0,-78.0,-0.34153603643051056,50.0,0.95,True,True,54.0,22884.928545102168,3.0714548978321545,64,2024
S001,2024-10-09,2024-10-09 09:00:00,long,22838.0,22760.0,-78.0,-0.34153603643051056,50.0,1.0,False,True,,,,64,2024
S001,2024-12-02,2024-12-02 09:00:00,long,22598.0,22736.0,138.0,0.6106735109301707,156.0,0.8,True,True,27.0,22699.442403707726,54.557596292273956,83,2024
S001,2024-12-02,2024-12-02 09:00:00,long,22598.0,22736.0,138.0,0.6106735109301707,156.0,0.85,True,True,32.0,22720.167923210356,33.83207678964391,83,2024
S001,2024-12-02,2024-12-02 09:00:00,long,22598.0,22736.0,138.0,0.6106735109301707,156.0,0.9,True,True,37.0,22733.23662457567,20.763375424328842,83,2024
S001,2024-12-02,2024-12-02 09:00:00,long,22598.0,22736.0,138.0,0.6106735109301707,156.0,0.95,True,True,50.0,22747.869023647196,6.130976352804282,83,2024
S001,2024-12-02,2024-12-02 09:00:00,long,22598.0,22736.0,138.0,0.6106735109301707,156.0,1.0,False,True,,,,83,2024
S001,2024-12-16,2024-12-16 09:00:00,long,23243.0,23179.0,-64.0,-0.27535171879705717,27.0,0.8,False,True,,,,17,2024
S001,2024-12-16,2024-12-16 09:00:00,long,23243.0,23179.0,-64.0,-0.27535171879705717,27.0,0.85,False,True,,,,17,2024
S001,2024-12-16,2024-12-16 09:00:00,long,23243.0,23179.0,-64.0,-0.27535171879705717,27.0,0.9,False,True,,,,17,2024
S001,2024-12-16,2024-12-16 09:00:00,long,23243.0,23179.0,-64.0,-0.27535171879705717,27.0,0.95,False,True,,,,17,2024
S001,2024-12-16,2024-12-16 09:00:00,long,23243.0,23179.0,-64.0,-0.27535171879705717,27.0,1.0,False,True,,,,17,2024
S001,2024-12-17,2024-12-17 09:07:00,long,23146.0,23146.0,0.0,0.0,69.0,0.8,False,True,,,,78,2024
S001,2024-12-17,2024-12-17 09:07:00,long,23146.0,23146.0,0.0,0.0,69.0,0.85,False,True,,,,78,2024
S001,2024-12-17,2024-12-17 09:07:00,long,23146.0,23146.0,0.0,0.0,69.0,0.9,False,True,,,,78,2024
S001,2024-12-17,2024-12-17 09:07:00,long,23146.0,23146.0,0.0,0.0,69.0,0.95,False,True,,,,78,2024
S001,2024-12-17,2024-12-17 09:07:00,long,23146.0,23146.0,0.0,0.0,69.0,1.0,False,True,,,,78,2024
S001,2024-12-23,2024-12-23 09:10:00,long,22983.0,23163.0,180.0,0.7831875734238349,197.0,0.8,True,True,25.0,23076.270203332737,103.72979666726314,98,2024
S001,2024-12-23,2024-12-23 09:10:00,long,22983.0,23163.0,180.0,0.7831875734238349,197.0,0.85,True,True,33.0,23087.349591041035,92.65040895896527,98,2024
S001,2024-12-23,2024-12-23 09:10:00,long,22983.0,23163.0,180.0,0.7831875734238349,197.0,0.9,True,True,40.0,23105.154319949208,74.845680050792,98,2024
S001,2024-12-23,2024-12-23 09:10:00,long,22983.0,23163.0,180.0,0.7831875734238349,197.0,0.95,True,True,46.0,23116.607337724163,63.39266227583721,98,2024
S001,2024-12-23,2024-12-23 09:10:00,long,22983.0,23163.0,180.0,0.7831875734238349,197.0,1.0,True,True,71.0,23133.77832865026,46.22167134974006,98,2024
S001,2025-01-06,2025-01-06 09:00:00,long,23314.0,23482.0,168.0,0.7205970661405164,205.0,0.8,True,True,41.0,23402.60309694515,116.39690305485055,103,2025
S001,2025-01-06,2025-01-06 09:00:00,long,23314.0,23482.0,168.0,0.7205970661405164,205.0,0.85,True,True,44.0,23414.14079050422,104.85920949577849,103,2025
S001,2025-01-06,2025-01-06 09:00:00,long,23314.0,23482.0,168.0,0.7205970661405164,205.0,0.9,True,True,47.0,23428.18103014335,90.81896985664935,103,2025
S001,2025-01-06,2025-01-06 09:00:00,long,23314.0,23482.0,168.0,0.7205970661405164,205.0,0.95,True,True,59.0,23439.857754040204,79.14224595979613,103,2025
S001,2025-01-06,2025-01-06 09:00:00,long,23314.0,23482.0,168.0,0.7205970661405164,205.0,1.0,True,True,75.0,23450.472088189963,68.52791181003704,103,2025
S001,2025-01-20,2025-01-20 08:59:00,long,23286.0,23401.0,115.0,0.49385897105556986,131.0,0.8,True,True,15.0,23342.91915984894,74.08084015105851,144,2025
S001,2025-01-20,2025-01-20 08:59:00,long,23286.0,23401.0,115.0,0.49385897105556986,131.0,0.85,True,True,24.0,23359.240504781086,57.7594952189138,144,2025
S001,2025-01-20,2025-01-20 08:59:00,long,23286.0,23401.0,115.0,0.49385897105556986,131.0,0.9,True,True,105.0,23369.73999321828,47.2600067817184,144,2025
S001,2025-01-20,2025-01-20 08:59:00,long,23286.0,23401.0,115.0,0.49385897105556986,131.0,0.95,True,True,106.0,23374.898294268198,42.10170573180221,144,2025
S001,2025-01-20,2025-01-20 08:59:00,long,23286.0,23401.0,115.0,0.49385897105556986,131.0,1.0,True,True,131.0,23380.79212691561,36.207873084389576,144,2025
S001,2025-02-05,2025-02-05 09:02:00,long,23120.0,23213.0,93.0,0.4022491349480969,150.0,0.8,True,True,12.0,23222.27571180842,47.724288191580854,55,2025
S001,2025-02-05,2025-02-05 09:02:00,long,23120.0,23213.0,93.0,0.4022491349480969,150.0,0.85,True,True,12.0,23232.230443796445,37.76955620355511,55,2025
S001,2025-02-05,2025-02-05 09:02:00,long,23120.0,23213.0,93.0,0.4022491349480969,150.0,0.9,True,True,26.0,23265.601805297458,4.398194702542241,55,2025
S001,2025-02-05,2025-02-05 09:02:00,long,23120.0,23213.0,93.0,0.4022491349480969,150.0,0.95,False,True,,,,55,2025
S001,2025-02-05,2025-02-05 09:02:00,long,23120.0,23213.0,93.0,0.4022491349480969,150.0,1.0,False,True,,,,55,2025
S001,2025-02-12,2025-02-12 09:00:00,long,23472.0,23446.0,-26.0,-0.11077027948193593,64.0,0.8,True,True,6.0,23524.297437496567,11.702562503433,78,2025
S001,2025-02-12,2025-02-12 09:00:00,long,23472.0,23446.0,-26.0,-0.11077027948193593,64.0,0.85,True,True,14.0,23530.816027340104,5.183972659895517,78,2025
S001,2025-02-12,2025-02-12 09:00:00,long,23472.0,23446.0,-26.0,-0.11077027948193593,64.0,0.9,False,True,,,,78,2025
S001,2025-02-12,2025-02-12 09:00:00,long,23472.0,23446.0,-26.0,-0.11077027948193593,64.0,0.95,False,True,,,,78,2025
S001,2025-02-12,2025-02-12 09:00:00,long,23472.0,23446.0,-26.0,-0.11077027948193593,64.0,1.0,False,True,,,,78,2025
