trade_date,list_month,total_value,top1_value,top1_share,top5_value,top5_share,top10_value,top10_share,top20_value,top20_share,top1_ma20,top1_std20,top1_dev_pct,top1_zscore,top5_ma20,top5_std20,top5_dev_pct,top5_zscore,top10_ma20,top10_std20,top10_dev_pct,top10_zscore,top20_ma20,top20_std20,top20_dev_pct,top20_zscore,list_changed,tx_open,tx_close,tx_high,tx_low,tx_dir,tx_range,weekday
2022-09-30,2022-08,198722535264,24750796363,12.455,48158985755,24.2343,62384374004,31.3927,82895929551,41.7144,7.7052,1.8328,61.6443,2.5916,17.8598,3.2181,35.6921,1.9808,26.4419,3.7676,18.7233,1.314,37.8204,3.7749,10.296,1.0315,True,13356.0,13395.0,13458.0,13298.0,0.0029200359389038636,0.011979634621144056,4
2022-10-03,2022-09,156584386986,16068149231,10.2617,41170476925,26.2928,52352208190,33.4339,77020221146,49.1877,7.8469,1.9178,30.7746,1.2592,18.1157,3.6677,45.1382,2.2295,26.3921,3.6615,26.6816,1.9232,38.0315,4.2798,29.3343,2.6068,True,13248.0,13304.0,13444.0,13215.0,0.004227053140096618,0.017285628019323672,0
2022-10-04,2022-09,168379389851,18225995343,10.8244,37866262373,22.4887,52611981560,31.2461,73186933471,43.4655,8.1533,1.877,32.7611,1.4231,18.4532,3.7472,21.8689,1.077,26.6468,3.8178,17.2605,1.2047,38.3357,4.4442,13.3812,1.1543,True,13530.0,13597.0,13615.0,13489.0,0.004951958610495196,0.009312638580931265,1
2022-10-05,2022-09,216800390736,21583755745,9.9556,47357649399,21.8439,68693469866,31.6851,101198898379,46.6784,8.3588,1.8356,19.1031,0.8699,18.7826,3.7408,16.2984,0.8183,27.0935,3.8604,16.9473,1.1894,38.8442,4.7923,20.1682,1.6348,True,13740.0,13820.0,13884.0,13721.0,0.005822416302765648,0.011863173216885008,2
2022-10-06,2022-09,165906565409,13821382520,8.3308,35730860179,21.5367,49208269827,29.6602,72254937252,43.5516,8.2441,1.7564,1.0518,0.0494,18.886,3.789,14.0355,0.6996,27.1055,3.8684,9.4251,0.6604,39.0157,4.9005,11.6259,0.9256,True,13932.0,13869.0,13957.0,13814.0,-0.004521963824289405,0.01026414010910135,3
2022-10-07,2022-09,152133527440,14505036044,9.5344,33982892018,22.3375,48422928489,31.8292,68684208524,45.1473,8.2208,1.7349,15.9786,0.7571,19.1061,3.8581,16.913,0.8376,27.4476,3.9723,15.9636,1.103,39.4176,5.0629,14.536,1.1317,True,13781.0,13689.0,13818.0,13683.0,-0.006675858065452435,0.009796096074305203,4
2022-10-11,2022-09,204664389204,44572345642,21.7783,58675279924,28.669,74285892590,36.2964,94393505067,46.1211,8.9378,3.48,143.6644,3.6898,19.7951,4.2735,44.8288,2.0765,28.0606,4.3466,29.3501,1.8948,39.881,5.2369,15.6467,1.1916,True,13251.0,13091.0,13297.0,13081.0,-0.012074560410535054,0.016300656554222324,1
2022-10-12,2022-09,175115372166,25536098386,14.5824,45234161627,25.8311,60812670672,34.7272,81546719968,46.5674,9.3993,3.5898,55.1428,1.4438,20.5136,3.9977,25.9219,1.3302,28.8305,4.0737,20.453,1.4475,40.6707,4.9756,14.4986,1.1851,True,13049.0,13076.0,13140.0,12975.0,0.002069124070810024,0.01264464709939459,2
2022-10-13,2022-09,199188634570,17239718998,8.655,37630876989,18.8921,53952023177,27.0859,81589070608,40.9607,9.4903,3.5442,-8.8014,-0.2357,20.7765,3.6818,-9.07,-0.5118,29.063,3.8139,-6.8028,-0.5184,41.033,4.6986,-0.1761,-0.0154,True,13032.0,12869.0,13085.0,12805.0,-0.012507673419275629,0.021485573971761818,3
2022-10-14,2022-09,196372526802,24714069328,12.5853,47777652185,24.3301,64583741392,32.8884,94145788762,47.9424,9.7857,3.5436,28.6094,0.7901,21.3351,3.2921,14.0381,0.9098,29.7029,3.263,10.7244,0.9762,41.8877,4.285,14.4547,1.413,True,13150.0,13166.0,13249.0,13074.0,0.0012167300380228137,0.013307984790874524,4
2022-10-17,2022-09,191286759103,17954868983,9.3864,46881768739,24.5086,62809396061,32.8352,88531528999,46.2821,9.811,3.5386,-4.3282,-0.12,21.7864,3.0579,12.4951,0.8902,30.1903,2.9344,8.7608,0.9013,42.6257,3.6261,8.5779,1.0084,True,12964.0,12981.0,13009.0,12821.0,0.0013113236655353285,0.014501697007096576,0
2022-10-18,2022-09,184612610983,16675510801,9.0327,38520263566,20.8655,53621321404,29.0453,79457891396,43.0403,9.9461,3.4492,-9.1836,-0.2648,21.835,3.0338,-4.4403,-0.3196,30.2018,2.9292,-3.8292,-0.3948,42.8994,3.4252,0.3286,0.0412,True,13158.0,13103.0,13182.0,12992.0,-0.0041799665602675175,0.014439884480924153,1
2022-10-19,2022-09,171591145484,19398261013,11.3049,39126752479,22.8023,52635958342,30.6752,79247918063,46.1842,10.1676,3.3832,11.1854,0.3362,22.0959,2.869,3.1969,0.2462,30.4305,2.7661,0.8041,0.0885,43.254,3.3771,6.7745,0.8677,True,13125.0,12998.0,13168.0,12967.0,-0.009676190476190475,0.015314285714285714,2
2022-10-20,2022-09,184612610983,16675510801,9.0327,38520263566,20.8655,53621321404,29.0453,79457891396,43.0403,10.2735,3.3084,-12.0773,-0.375,22.2812,2.6442,-6.3538,-0.5354,30.5631,2.6222,-4.9662,-0.5788,43.5131,3.131,-1.0867,-0.151,True,12815.0,12900.0,12916.0,12662.0,0.006632852126414358,0.01982052282481467,3
2022-10-21,2022-09,151588084054,15297273710,10.0913,30669521430,20.2321,42024295009,27.7227,66294792046,43.7335,10.409,3.2384,-3.0524,-0.0981,22.3055,2.6218,-9.2956,-0.7908,30.5311,2.6542,-9.1985,-1.0581,43.5842,3.1184,0.3426,0.0479,True,12922.0,12805.0,12948.0,12794.0,-0.009054325955734407,0.011917659804983749,4
2022-10-24,2022-09,162864962466,18995017699,11.663,38233817014,23.4758,53536275028,32.8716,78059730407,47.9291,10.593,3.1976,10.1014,0.3346,22.4231,2.6188,4.6948,0.402,30.7871,2.6186,6.7706,0.796,43.9451,3.1853,9.0659,1.2507,True,13100.0,12882.0,13126.0,12864.0,-0.016641221374045802,0.02,0
2022-10-25,2022-09,176275659427,30515958539,17.3115,51154360290,29.0195,64136189963,36.384,87217305136,49.4778,11.0694,3.4564,56.3913,1.806,22.8275,2.9764,27.1253,2.0804,31.0758,2.9011,17.0816,1.8297,44.4073,3.2875,11.4183,1.5424,True,12895.0,12682.0,12946.0,12652.0,-0.01651803024428073,0.0227995347033734,1
2022-10-26,2022-09,165815395416,23045141097,13.8981,44041573077,26.5606,59588658467,35.9367,84668918559,51.0622,11.3954,3.3968,21.9627,0.7368,23.176,2.9855,14.604,1.1337,31.5091,2.9497,14.052,1.5011,44.9969,3.3739,13.4793,1.7977,True,12722.0,12739.0,12833.0,12664.0,0.0013362678824084264,0.013284074831001415,2
2022-10-27,2022-09,165767520050,18190840150,10.9737,37144831908,22.4078,50090435996,30.2173,74567385554,44.9831,11.5477,3.3,-4.9709,-0.1739,23.3291,2.8544,-3.949,-0.3228,31.6183,2.8531,-4.4309,-0.491,45.2753,3.1083,-0.6455,-0.094,True,12883.0,12956.0,12984.0,12878.0,0.00566638205386944,0.00822789722890631,3
2022-10-28,2022-09,165266002967,16923109361,10.2399,40789127602,24.6809,53407576046,32.3161,82661606027,50.0173,11.5949,3.2728,-11.6858,-0.414,23.5937,2.7115,4.6078,0.4009,31.8647,2.6757,1.4165,0.1687,45.8543,2.834,9.0787,1.4689,True,12855.0,12764.0,12915.0,12745.0,-0.007078957604045119,0.013224426293271101,4
2022-10-31,2022-09,160663168444,15721543079,9.7854,32477745582,20.2148,52822343781,32.8777,81684172510,50.8419,11.4614,3.2903,-14.6228,-0.5094,23.3928,2.8088,-13.5852,-1.1315,31.939,2.6825,2.9391,0.3499,46.3107,2.867,9.7844,1.5805,True,12880.0,12943.0,12997.0,12836.0,0.004891304347826087,0.0125,0
2022-11-01,2022-10,148010521062,16428079355,11.0993,34771859692,23.4928,53289220658,36.0037,66981968700,45.2549,11.5033,3.2795,-3.5117,-0.1232,23.2528,2.7251,1.0323,0.0881,32.0675,2.8161,12.2749,1.3978,46.1141,2.7932,-1.8631,-0.3076,True,12960.0,13031.0,13095.0,12934.0,0.0054783950617283955,0.01242283950617284,1
2022-11-02,2022-10,147006640446,9091891929,6.1847,29024561470,19.7437,45949425506,31.2567,60788961776,41.3512,11.2713,3.4875,-45.1286,-1.4585,23.1155,2.8326,-14.5868,-1.1903,32.068,2.8159,-2.5299,-0.2881,46.0083,2.9351,-10.1224,-1.5867,True,13033.0,13083.0,13103.0,13015.0,0.003836415253587048,0.006752090846313205,2
2022-11-03,2022-10,155550360028,16201844314,10.4158,37741665710,24.2633,52348703969,33.6539,66382747925,42.676,11.2943,3.4799,-7.7781,-0.2524,23.2365,2.8271,4.419,0.3632,32.1664,2.8362,4.6243,0.5245,45.8082,3.0222,-6.8377,-1.0364,True,12883.0,12958.0,12983.0,12854.0,0.005821625397811069,0.01001319568423504,3
2022-11-04,2022-10,169304270752,11762941797,6.9478,31059626422,18.3454,48433123132,28.6071,68876352849,40.682,11.2251,3.5548,-38.1049,-1.2032,23.0769,3.0121,-20.5033,-1.5708,32.1138,2.8943,-10.9195,-1.2116,45.6647,3.1979,-10.9116,-1.5581,True,12880.0,13030.0,13039.0,12850.0,0.011645962732919254,0.014673913043478261,4
2022-11-07,2022-10,193135538018,14710405524,7.6166,42067190476,21.7812,61851282927,32.0248,83251857199,43.1054,11.1292,3.628,-31.5623,-0.9682,23.0491,3.0219,-5.5009,-0.4196,32.1236,2.8937,-0.3074,-0.0341,45.5626,3.2475,-5.3931,-0.7566,True,13156.0,13224.0,13265.0,13096.0,0.005168744299179082,0.012845849802371542,0
2022-11-08,2022-10,213172854016,12954941396,6.0772,46771184616,21.9405,67828056852,31.8183,94699956353,44.424,10.3442,2.8086,-41.2501,-1.5193,22.7127,2.723,-3.3998,-0.2836,31.8997,2.7219,-0.255,-0.0299,45.4778,3.2543,-2.3172,-0.3238,True,13312.0,13334.0,13390.0,13298.0,0.0016526442307692308,0.006911057692307692,1
2022-11-09,2022-10,226539811408,23188739823,10.2361,52569962946,23.2056,78946452644,34.8488,104209835013,46.0007,10.1269,2.6256,1.0786,0.0416,22.5814,2.6264,2.7642,0.2377,31.9057,2.7287,9.2243,1.0786,45.4495,3.2468,1.2129,0.1698,True,13467.0,13595.0,13613.0,13438.0,0.009504715229821045,0.012994727853270958,2
2022-11-10,2022-10,180846041841,13757669359,7.6074,36397196242,20.1261,52233478668,28.8828,71858557063,39.7347,10.0745,2.6666,-24.4885,-0.9252,22.6431,2.5485,-11.116,-0.9877,31.9956,2.5876,-9.7288,-1.203,45.3882,3.3461,-12.4558,-1.6896,True,13543.0,13477.0,13565.0,13461.0,-0.004873366314701322,0.007679243889832385,3
2022-11-11,2022-10,315493036256,36838808146,11.6766,76799470517,24.3427,110954559787,35.1686,147189342315,46.6538,10.0291,2.6291,16.4277,0.6267,22.6437,2.5489,7.503,0.6665,32.1096,2.6777,9.5268,1.1424,45.3237,3.3065,2.9346,0.4023,True,13965.0,14058.0,14062.0,13896.0,0.006659505907626208,0.011886860007160759,4
2022-11-14,2022-10,257500202728,28257175788,10.9737,54048203097,20.9896,86954079763,33.7685,112903183345,43.8459,10.1084,2.6326,8.56,0.3287,22.4678,2.5348,-6.5791,-0.5832,32.1563,2.699,5.0138,0.5973,45.2019,3.3142,-2.9999,-0.4092,True,14159.0,14127.0,14195.0,14080.0,-0.0022600466134614027,0.008122042517126915,0
2022-11-15,2022-10,279891359087,56191637241,20.0762,79994597467,28.5806,108209899144,38.6614,134550348587,48.0723,10.6606,3.4319,88.3216,2.7436,22.8535,2.8461,25.0598,2.0123,32.6371,2.9596,18.4586,2.0355,45.4535,3.3324,5.7615,0.7859,True,14237.0,14530.0,14575.0,14212.0,0.020580178408372552,0.025496944581021284,1
2022-11-16,2022-10,267459225444,43103738374,16.116,68346792613,25.5541,91111723974,34.0657,117394865481,43.8926,10.9012,3.6416,47.8376,1.432,22.9911,2.9093,11.1476,0.881,32.8066,2.9383,3.838,0.4285,45.3389,3.3453,-3.1901,-0.4323,True,14620.0,14499.0,14652.0,14451.0,-0.008276333789329685,0.01374829001367989,2
2022-11-17,2022-10,228021628908,22547582604,9.8884,44710528289,19.608,61745883229,27.079,91702589149,40.2166,10.9439,3.6235,-9.6449,-0.2913,22.9283,2.9706,-14.4811,-1.1177,32.7083,3.0993,-17.2105,-1.8163,45.1978,3.5033,-11.0208,-1.4218,True,14471.0,14513.0,14545.0,14357.0,0.002902356437011955,0.012991500241863036,3
2022-11-18,2022-10,224815723740,18131673834,8.0651,41763692948,18.5769,61237839146,27.2391,97666245238,43.4428,10.8426,3.6766,-25.6167,-0.7555,22.8455,3.071,-18.6846,-1.39,32.6841,3.1418,-16.6595,-1.7331,45.1832,3.5103,-3.8519,-0.4958,True,14551.0,14460.0,14681.0,14437.0,-0.006253865713696653,0.016768606968593225,4
2022-11-21,2022-10,166933952627,14843805078,8.892,31163619625,18.6682,42948741814,25.728,67893016286,40.6706,10.7041,3.6962,-16.9288,-0.4903,22.6051,3.2043,-17.416,-1.2286,32.3269,3.5045,-20.4131,-1.883,44.8203,3.5859,-9.2585,-1.1572,True,14492.0,14428.0,14517.0,14411.0,-0.004416229643941485,0.007314380347778085,0
2022-11-22,2022-10,182362410686,19112616916,10.4806,38857535789,21.3079,51883199625,28.4506,76193946424,41.7816,10.3625,3.3532,1.1394,0.0352,22.2195,2.8345,-4.1029,-0.3216,31.9302,3.47,-10.8976,-1.0028,44.4355,3.4708,-5.9724,-0.7646,True,14457.0,14505.0,14529.0,14364.0,0.0033201909109773814,0.011413156256484747,1
2022-11-23,2022-10,180767327823,17111333375,9.4659,36326866221,20.0959,47393160665,26.2178,73267152681,40.5312,10.1409,3.2521,-6.6564,-0.2076,21.8963,2.6777,-8.2224,-0.6724,31.4443,3.5587,-16.6214,-1.4686,43.9089,3.2009,-7.6926,-1.0552,True,14615.0,14600.0,14642.0,14543.0,-0.0010263427984946972,0.006773862470065002,2
2022-11-24,2022-10,205780825663,14073196704,6.8389,36236433426,17.6092,56591930661,27.5011,88188230687,42.8554,9.9342,3.327,-31.1579,-0.9304,21.6564,2.8395,-18.6881,-1.4253,31.3085,3.6585,-12.1609,-1.0407,43.8025,3.1987,-2.1623,-0.2961,True,14690.0,14775.0,14789.0,14656.0,0.005786249149081007,0.009053778080326752,3
2022-11-25,2022-10,228960715175,20594790238,8.9949,41023559646,17.9173,59418490476,25.9514,95566242489,41.7391,9.8719,3.3326,-8.8841,-0.2632,21.3182,2.863,-15.953,-1.1879,30.9903,3.8386,-16.2595,-1.3127,43.3886,2.871,-3.8018,-0.5745,True,14769.0,14703.0,14798.0,14703.0,-0.004468819825309771,0.006432392172794367,4
2022-11-28,2022-10,186837643387,19790586320,10.5924,35324168164,18.9063,49899259568,26.7073,75082736170,40.1861,9.9123,3.3364,6.8614,0.2038,21.2528,2.9042,-11.0408,-0.8079,30.6817,3.9259,-12.9537,-1.0124,42.8558,2.358,-6.2296,-1.1322,True,14550.0,14475.0,14588.0,14433.0,-0.005154639175257732,0.010652920962199313,0
2022-11-29,2022-10,202036252996,19374604221,9.5897,34812223989,17.2307,47953851012,23.7353,67059206554,33.1917,9.8368,3.3252,-2.512,-0.0743,20.9397,2.9864,-17.7126,-1.2419,30.0683,4.0082,-21.0621,-1.58,42.2527,3.1288,-21.4448,-2.896,True,14470.0,14658.0,14678.0,14431.0,0.012992398064961991,0.017069799585349,1
2022-11-30,2022-10,273704990893,29643130386,10.8303,44791011903,16.3647,66413352254,24.2646,87732098610,32.0535,10.0691,3.2171,7.56,0.2366,20.7707,3.1488,-21.2126,-1.3993,29.7187,4.1994,-18.3524,-1.2988,41.7878,3.8722,-23.2946,-2.5139,True,14640.0,14800.0,14838.0,14619.0,0.01092896174863388,0.014959016393442623,2
2022-12-01,2022-11,276714523526,21976936461,7.9421,52904394093,19.1188,78868179349,28.5016,112347942587,40.6007,9.9454,3.2505,-20.1429,-0.6163,20.5135,3.0573,-6.7989,-0.4562,29.4611,4.1022,-3.2568,-0.2339,41.684,3.875,-2.5989,-0.2796,True,15030.0,14977.0,15119.0,14927.0,-0.0035262807717897538,0.01277445109780439,3
2022-12-02,2022-11,216910322520,14745810388,6.7981,30875853717,14.2344,55189409778,25.4434,78658542803,36.2632,9.9379,3.2579,-31.5943,-0.9638,20.3079,3.3362,-29.9072,-1.8205,29.3029,4.1968,-13.1711,-0.9196,41.4631,4.0568,-12.541,-1.2818,True,14860.0,14886.0,14959.0,14842.0,0.0017496635262449528,0.007873485868102287,4
2022-12-05,2022-11,231967094467,16272219716,7.0149,36493539252,15.7322,56729809965,24.456,79306585113,34.1887,9.9078,3.2832,-29.1984,-0.8811,20.0055,3.4672,-21.3606,-1.2325,28.9245,4.2789,-15.4487,-1.0443,41.0173,4.3465,-16.648,-1.5711,True,14898.0,14935.0,15046.0,14880.0,0.002483554839575782,0.01114243522620486,0
2022-12-06,2022-11,233496538220,21703863181,9.2952,39935681729,17.1033,60244820406,25.8012,83386458453,35.7121,10.0687,3.1622,-7.6825,-0.2446,19.7636,3.4937,-13.4607,-0.7615,28.6236,4.2762,-9.8604,-0.66,40.5817,4.423,-11.9994,-1.101,True,14874.0,14675.0,14894.0,14672.0,-0.013379050692483529,0.014925373134328358,1
2022-12-07,2022-11,235200536720,19128832587,8.133,42214173564,17.9482,66691170243,28.355,95805330161,40.7335,9.9636,3.1911,-18.3726,-0.5736,19.5008,3.4181,-7.9615,-0.4542,28.2989,4.0174,0.1982,0.014,40.3183,4.2362,1.0298,0.098,True,14603.0,14623.0,14780.0,14594.0,0.0013695815928233925,0.01273710881325755,2
2022-12-08,2022-11,170036772444,13366736635,7.8611,28706638963,16.8826,43710769872,25.7067,65743493854,38.6643,9.9763,3.1818,-21.2019,-0.6648,19.3386,3.4635,-12.6999,-0.7091,28.1401,4.0557,-8.6475,-0.6,40.2648,4.2507,-3.9749,-0.3765,True,14567.0,14496.0,14570.0,14413.0,-0.00487403034255509,0.010777785405368298,3
2022-12-09,2022-11,184907475427,13881674073,7.5074,34508403330,18.6625,48736205802,26.3571,72321583798,39.1123,9.7678,3.201,-23.1413,-0.7061,19.0546,3.2584,-2.0576,-0.1203,27.6995,3.7164,-4.8464,-0.3612,39.8877,3.98,-1.944,-0.1948,True,14636.0,14707.0,14722.0,14572.0,0.00485105220005466,0.010248701831101393,4
2022-12-12,2022-11,146848560357,11435789974,7.7875,25910025178,17.644,34164029303,23.2648,52410814623,35.6904,9.6085,3.2171,-18.9518,-0.566,18.8873,3.2396,-6.5827,-0.3838,27.1744,3.5522,-14.3869,-1.1006,39.4799,3.9709,-9.5986,-0.9543,True,14649.0,14581.0,14650.0,14485.0,-0.004641955082258175,0.011263567479008805,0
2022-12-13,2022-11,182575525745,17034191389,9.3299,35535462783,19.4634,49792510053,27.2723,70392601543,38.5553,9.0712,2.0695,2.8522,0.125,18.4314,2.3127,5.599,0.4462,26.6049,2.3091,2.5086,0.289,39.0041,3.4189,-1.1506,-0.1313,True,14660.0,14519.0,14687.0,14496.0,-0.009618008185538882,0.013028649386084584,1
2022-12-14,2022-11,181458083440,16860500181,9.2917,34372133535,18.9422,46182301029,25.4507,72654176579,40.0391,8.73,1.2453,6.4347,0.4511,18.1008,1.6054,4.6482,0.5241,26.1742,1.5091,-2.764,-0.4794,38.8114,3.2324,3.1632,0.3798,True,14609.0,14710.0,14732.0,14576.0,0.006913546443972894,0.010678348962968034,2
2022-12-15,2022-11,184697652428,12446105928,6.7386,31967303200,17.3079,46423612717,25.1349,69930082415,37.8619,8.5725,1.2895,-21.3925,-1.4222,17.9858,1.5738,-3.7692,-0.4308,26.0769,1.5103,-3.6126,-0.6237,38.6937,3.2214,-2.1496,-0.2582,True,14658.0,14708.0,14750.0,14607.0,0.003411106562969027,0.009755764770091418,3
2022-12-16,2022-11,287048314781,24262026661,8.4522,44413641695,15.4725,76105394153,26.5131,107000097515,37.276,8.5918,1.2844,-1.625,-0.1087,17.8306,1.663,-13.2251,-1.418,26.0406,1.4895,1.8143,0.3172,38.3853,3.0325,-2.89,-0.3658,True,14440.0,14461.0,14550.0,14411.0,0.0014542936288088643,0.009626038781163434,4
2022-12-19,2022-11,199347908721,11320207884,5.6786,25620488692,12.8521,43410133059,21.7761,64929393720,32.5709,8.4312,1.4368,-32.6474,-1.9158,17.5398,1.986,-26.7261,-2.3604,25.8431,1.7691,-15.7371,-2.2989,37.9804,3.2446,-14.2428,-1.6672,True,14405.0,14404.0,14485.0,14362.0,-6.942034015966679e-05,0.008538701839639014,0
2022-12-20,2022-11,249030185963,15291302176,6.1403,42526041720,17.0767,65830341462,26.4347,97117472203,38.9983,8.2141,1.4387,-25.2472,-1.4414,17.3282,1.7779,-1.4516,-0.1415,25.7423,1.6672,2.6899,0.4153,37.8412,3.1307,3.0578,0.3696,True,14366.0,14154.0,14442.0,14121.0,-0.014757065293053042,0.022344424335235973,1
2022-12-21,2022-11,214083091803,18763874901,8.7648,39782885916,18.5829,63378722878,29.6047,87510851315,40.877,8.1791,1.415,7.1612,0.4139,17.2526,1.6837,7.7108,0.7901,25.9116,1.8768,14.2527,1.9677,37.8585,3.1473,7.9732,0.9591,True,14210.0,14219.0,14278.0,14175.0,0.000633356790992259,0.007248416608022519,2
2022-12-22,2022-11,204476471248,6784664988,3.3181,21899630079,10.7101,45008741324,22.0117,71230327188,34.8355,8.003,1.766,-58.5395,-2.6529,16.9076,2.2261,-36.6553,-2.784,25.6371,2.0275,-14.1413,-1.7881,37.4575,2.9837,-6.9999,-0.8788,True,14311.0,14377.0,14396.0,14285.0,0.004611837048424289,0.007756271399622668,3
2022-12-23,2022-11,142579214433,12200056423,8.5567,24399727151,17.1131,39269704152,27.5424,63462619517,44.5104,7.9811,1.7557,7.2116,0.3278,16.8674,2.2142,1.4565,0.111,25.7167,2.0712,7.0994,0.8815,37.596,3.2459,18.3912,2.1302,True,14168.0,14190.0,14237.0,14125.0,0.0015527950310559005,0.007905138339920948,4
2022-12-26,2022-11,107361250359,4171194858,3.8852,14179479538,13.2073,25110210632,23.3885,45931354420,42.7821,7.6458,1.8677,-49.185,-2.0135,16.5825,2.3029,-20.3539,-1.4656,25.5507,2.1201,-8.4625,-1.0199,37.7258,3.403,13.4026,1.4858,True,14196.0,14245.0,14254.0,14192.0,0.0034516765285996054,0.004367427444350521,0
2022-12-27,2022-11,117386505507,4820155221,4.1062,13175527656,11.2241,24102264768,20.5324,40479076475,34.4836,7.3716,1.9671,-44.297,-1.66,16.2822,2.5879,-31.065,-1.9545,25.3906,2.3706,-19.1338,-2.0494,37.7904,3.3238,-8.7505,-0.9949,True,14295.0,14303.0,14392.0,14278.0,0.0005596362364463099,0.007974816369359917,1
2022-12-28,2022-11,153399420092,15643266841,10.1977,35839905143,23.3638,48651674554,31.7157,65824163245,42.9103,7.34,1.9129,38.9339,1.4939,16.6321,3.0344,40.4741,2.2185,25.7632,2.7409,23.1049,2.1718,38.3333,3.2225,11.9401,1.4203,True,14190.0,14110.0,14195.0,14070.0,-0.005637773079633545,0.008809020436927413,2
2022-12-29,2022-11,133100861323,11400284554,8.5651,22112646166,16.6135,39870101485,29.9548,58795572666,44.1737,7.3711,1.9283,16.1982,0.6192,16.5068,2.9775,0.6462,0.0358,25.8358,2.8349,15.9429,1.4529,38.5119,3.4461,14.7013,1.6429,True,13960.0,14032.0,14072.0,13938.0,0.005157593123209169,0.009598853868194842,3
2022-12-30,2022-11,129292660848,10079102379,7.7956,22779229790,17.6183,38686978368,29.922,61738043175,47.7506,7.421,1.9255,5.048,0.1945,16.676,2.9375,5.6504,0.3208,26.0597,2.9757,14.8208,1.2979,39.0863,3.9692,22.1671,2.1829,True,14193.0,14134.0,14213.0,14127.0,-0.004156978792362432,0.006059325019375748,4
2023-01-03,2022-12,138568526893,6871973708,4.9593,19892695541,14.3559,36411384472,26.2768,60828488226,43.8978,7.3182,2.0017,-32.2334,-1.1784,16.6072,2.9766,-13.5563,-0.7563,26.1508,2.9518,0.4819,0.0427,39.5718,3.9322,10.9322,1.1002,True,14050.0,14230.0,14247.0,13952.0,0.012811387900355872,0.02099644128113879,1
2023-01-04,2022-12,152532034855,9310050329,6.1037,27522949464,18.044,44417717189,29.1203,62582877207,41.0293,7.1586,1.9627,-14.7365,-0.5375,16.6543,2.9923,8.3447,0.4644,26.3167,3.0236,10.6532,0.9272,39.8376,3.8361,2.9914,0.3106,True,14205.0,14208.0,14271.0,14181.0,0.00021119324181626187,0.006335797254487857,2
2023-01-05,2022-12,160720175305,10972616269,6.8272,25189826118,15.6731,42202125052,26.2581,60600597419,37.7057,7.0933,1.9502,-3.752,-0.1365,16.5405,2.9837,-5.2441,-0.2907,26.2119,2.9853,0.1763,0.0155,39.6862,3.8586,-4.9905,-0.5133,True,14324.0,14289.0,14375.0,14239.0,-0.0024434515498464116,0.009494554593688915,3
2023-01-06,2022-12,145894128005,9745142549,6.6796,24579008289,16.8472,39067713449,26.7781,57652760371,39.5168,7.0343,1.9436,-5.042,-0.1825,16.5387,2.9835,1.8651,0.1034,26.2655,2.9853,1.9518,0.1717,39.7289,3.8514,-0.5337,-0.0551,True,14278.0,14364.0,14403.0,14275.0,0.006023252556380446,0.008964841014147639,4
2023-01-09,2022-12,208751004506,23352375299,11.1867,42293017852,20.26,59718052087,28.6073,89689972389,42.965,7.2182,2.1535,54.9783,1.8428,16.6186,3.0637,21.9116,1.1886,26.378,3.031,8.4515,0.7355,39.9215,3.9148,7.6238,0.7774,True,14618.0,14769.0,14770.0,14582.0,0.010329730469284443,0.012860856478314408,0
2023-01-10,2022-12,168152831181,16867391241,10.031,28167414933,16.7511,42268852673,25.1372,67829602441,40.3381,7.3304,2.2414,36.8409,1.2049,16.574,3.0544,1.0688,0.058,26.4716,2.9578,-5.0408,-0.4511,40.1539,3.7862,0.4588,0.0487,True,14745.0,14808.0,14829.0,14735.0,0.004272634791454731,0.006375042387249915,1
2023-01-11,2022-12,151398745963,10531314878,6.956,21192282741,13.9977,35205443605,23.2535,58945862346,38.9342,7.2117,2.1923,-3.5458,-0.1166,16.3007,3.0267,-14.1281,-0.7609,26.2707,3.0361,-11.4849,-0.9938,40.1728,3.7787,-3.0832,-0.3278,True,14855.0,14792.0,14884.0,14746.0,-0.004240996297542915,0.009289801413665432,2
2023-01-12,2022-12,139955327450,10901640739,7.7894,23127810251,16.5251,34872906997,24.9172,53899480525,38.5119,7.1366,2.1424,9.1472,0.3047,16.1798,2.9632,2.134,0.1165,26.244,3.046,-5.0555,-0.4356,40.0965,3.797,-3.9519,-0.4173,True,14825.0,14768.0,14840.0,14709.0,-0.003844856661045531,0.008836424957841484,3
2023-01-13,2022-12,171787269469,41113175651,23.9326,53498777751,31.1425,67361358995,39.2121,82628448991,48.0993,7.9963,4.3187,199.2959,3.6901,16.8716,4.4714,84.5859,3.1916,26.9478,4.1884,45.5111,2.9281,40.6083,4.1532,18.4469,1.8037,True,15000.0,14833.0,15016.0,14822.0,-0.011133333333333334,0.012933333333333333,4
2023-01-16,2022-12,138360613207,19573968332,14.1471,30456702175,22.0126,43245682329,31.2558,61552659488,44.4871,8.281,4.5328,70.8371,1.2941,17.1986,4.601,27.991,1.0463,27.185,4.2954,14.9746,0.9477,40.9689,4.1617,8.5875,0.8454,True,14935.0,14936.0,15004.0,14916.0,6.695681285570806e-05,0.00589219953130231,0
