d,ema20,dn_full,s_thr_09:01,s_B_09:01,dn_09:01,s_thr_09:05,s_B_09:05,dn_09:05,s_thr_09:10,s_B_09:10,dn_09:10,s_thr_09:15,s_B_09:15,dn_09:15,s_thr_09:20,s_B_09:20,dn_09:20,s_thr_09:25,s_B_09:25,dn_09:25,s_thr_09:30,s_B_09:30,dn_09:30,comp_09:01,comp_09:05,comp_09:10,comp_09:15,comp_09:20,comp_09:25,comp_09:30,dn_exc
2025-06-16,233.2731258847454,193.0,0.042624026576716295,0.5296296296296297,147.0,0.0635675080702922,0.5600448933782267,186.0,0.02724414354721091,0.46963123644251625,193.0,-0.08742767609905089,0.2854122621564482,193.0,-0.08429508461520979,0.2931937172774869,193.0,-0.03570982359621572,0.3029989658738366,193.0,-0.04097766958833827,0.3384301732925586,193.0,2.655511535479152,2.5302276910023176,1.7409075492319026,0.3185812463522262,0.32640035481819596,0.6231583490226065,0.6034795059346015,0.8273563414902607
2025-06-17,229.43759008619824,199.0,-0.1344841784139459,-0.6236842105263158,38.0,-0.11707207301690421,-0.6420798065296252,38.0,-0.02952497462238784,-0.5232815964523282,80.0,0.0029294332547259495,-0.49731471535982813,114.0,0.01565968113368446,-0.4486772486772487,114.0,0.017141378315452264,-0.4452479338842975,114.0,0.02067475372137828,-0.4377551020408163,126.0,-3.1068305487086842,-2.2441782819160663,-1.1738331377711382,-0.9366231277749628,-0.8368731657306873,-0.9102054767601382,-0.9605393228462078,0.8673382592853985
2025-06-18,226.5387719827508,115.0,-0.00014112296352996332,-0.09154929577464789,47.0,-0.1144917175987709,-0.2275,47.0,-0.23088258209255502,-0.28243398392652125,47.0,-0.19830893235618163,-0.23772321428571427,50.0,-0.1637203013638736,-0.20607375271149675,50.0,-0.1495028212343388,-0.18259023354564755,50.0,-0.11245214637608193,-0.12159329140461216,68.0,0.4799629847306229,-1.2223071519625686,-2.3208426178453174,-1.8120305581002327,-1.4909732717237123,-1.3278069752401405,-1.0209203994827554,0.5076393722517237
2025-06-19,230.48746036534595,182.0,-0.05054003385588552,0.18030842230130487,52.0,0.04270363219104142,0.46519337016574586,97.0,0.05501701950094112,0.5016042780748663,97.0,0.013340194866162206,0.5528455284552846,97.0,0.01090038769998987,0.565,97.0,0.04961604736546132,0.5854870775347912,101.0,0.13670530892244975,0.6090819348469891,132.0,0.21323068301792902,2.0843570780836678,2.0583652738982994,1.7402492699751102,1.6821978239827784,1.8815779063662896,2.434959125982865,0.7896308098996431
2025-06-20,225.86960699721777,273.0,-0.025602369230201982,0.023778071334214,57.0,-0.16484502416415364,-0.2009685230024213,57.0,0.023562340642531602,-0.05454545454545454,103.0,0.07859587967530839,0.24126637554585154,138.0,0.0913258177946596,0.3397642015005359,138.0,0.15943543588318335,0.4463157894736842,148.0,0.19120034383052392,0.520618556701031,179.0,0.2948399343865903,-1.6853746444832167,0.4287168755930095,1.4614711385519223,1.6821864487186837,2.2417588560046133,2.5632090185767193,1.2086619515983077
2025-06-23,230.3582158546256,193.0,0.023941660854444574,0.8353221957040573,168.0,-0.14641794421010912,0.758082497212932,168.0,-0.260948927197567,0.6815217391304348,168.0,-0.22051414389525198,0.6917372881355932,168.0,-0.08014241684019509,0.7546777546777547,168.0,-0.06335245510522884,0.7761806981519507,168.0,-0.017235174434266025,0.794,193.0,3.025527500431477,0.8088484111789196,-0.225209160011818,0.32021739727152476,1.5177914169488753,1.630143633982387,1.908414842282658,0.8378255547950518
2025-06-24,234.99076672561364,145.0,-0.048887761425505195,-0.8238993710691824,59.0,-0.05513825358943456,-0.8469505178365938,59.0,-0.14725355600966167,-0.8701298701298701,59.0,-0.13245216501660145,-0.8625393494228751,59.0,-0.17454870128041575,-0.8628865979381444,59.0,-0.14937920157235082,-0.8539553752535497,59.0,-0.058873477078332515,-0.826,110.0,-2.0554512427714697,-2.087934934803176,-3.0357305504482746,-2.861301283753775,-3.2213184308606992,-3.0088987510688616,-2.455623408190533,0.6170455206408552
2025-06-25,231.84878894222186,132.0,-0.0872031861648034,-0.711139896373057,94.0,-0.03135598242948341,-0.6157461809635723,94.0,-0.02537388883697368,-0.5733186328555678,94.0,-0.0056148676705763565,-0.5144385026737968,94.0,0.02539017619070661,-0.3104166666666667,114.0,-0.03770177411958614,-0.22722620266120777,119.0,0.02163239271786091,-0.17087967644084934,119.0,-2.473136142354269,-1.2843259832879395,-1.2602885731927493,-1.043431092196185,-0.42008506694590164,-0.7180075271182271,-0.27972457607242496,0.5693365947790014
2025-06-26,224.14890428105787,185.0,0.0722896978006874,-0.5180878552971576,36.0,0.010031605118720057,-0.5081206496519721,62.0,0.05308369537934043,-0.5711111111111111,62.0,0.050644720907770786,-0.6252699784017278,62.0,-0.004208104029321994,-0.6746861924686193,62.0,0.022702076895305616,-0.6521308225966304,62.0,0.09168799307650179,-0.6394891944990176,62.0,0.7812930017884413,-0.5931068146770313,-0.5787280480669371,-0.8933565990783396,-1.5461186664762896,-1.3925925288728953,-1.0119667935330277,0.8253442085446491
2025-06-27,220.4204372066714,232.0,-0.07934651057798431,-0.5988826815642458,53.0,0.06190568462809655,-0.3398157625383828,87.0,0.06753758915405075,-0.26479438314944836,119.0,0.04590924791377313,-0.4065281899109792,119.0,0.07185386336860287,-0.38959764474975467,126.0,0.09492005286908874,-0.2715930902111324,141.0,0.14159120762533814,-0.24809885931558937,157.0,-2.0777160472952376,0.3534233531326508,0.29411054285373794,-0.38784928681162734,-0.2918070830453303,0.0268538669627848,0.299650198793018,1.0525339797891395
2025-06-30,221.52325271079795,171.0,0.04008802347235764,0.11585365853658537,103.0,0.12299954968162441,0.28190899001109876,127.0,0.09137205467392782,0.412327311370882,143.0,0.07101533885324528,0.4677754677754678,143.0,0.07662529022125907,0.5041152263374485,146.0,0.08005966127994082,0.5622489959839357,152.0,0.08823971747490444,0.601593625498008,166.0,1.6639898093813115,2.4844839496925437,2.153596514278503,1.9647397285579822,1.9923829972901959,2.019860847067054,2.1030863149661836,0.7719279935964246
2025-07-01,216.7115143573886,307.0,-0.18291034593409616,-0.5437665782493368,57.0,-0.26296528410297737,-0.6403402187120292,57.0,-0.3035289782063947,-0.7001140250855188,57.0,-0.24998793595188176,-0.7173678532901834,57.0,-0.25077286500599555,-0.7005128205128205,57.0,-0.23274906093746342,-0.7148554336989033,68.0,-0.21130964445158198,-0.6984282907662083,78.0,-3.7779688636373385,-3.7661632664907705,-3.967237955638267,-3.388543253699874,-3.3499775809950423,-3.1985397919464105,-3.1174194760446774,1.4166298496429341
2025-07-02,234.35803679954208,91.0,-0.032234288887403116,-0.05046480743691899,75.0,-0.10578467119828532,-0.15886699507389163,91.0,-0.09585382698962318,-0.22987164527421236,91.0,-0.021551730738696023,-0.15807174887892378,91.0,-0.031181718300269074,-0.028291621327529923,91.0,-0.09870294155000665,-0.0818278427205101,91.0,-0.12897527622712202,-0.06806282722513089,91.0,0.008002749759457806,-0.9665239843655941,-1.0287300886569455,-0.2818842743397022,-0.1085958593863808,-0.747491047941006,-0.9922915163997562,0.3882947700139542
2025-07-03,230.41917615196664,79.0,0.003931600037246396,-0.5318627450980392,68.0,0.06320993348542579,-0.5752508361204013,72.0,0.048502551435758344,-0.5896328293736501,72.0,0.14707060504136427,-0.5918153200419727,72.0,0.1027084519111664,-0.5830753353973168,72.0,0.1288432148404683,-0.5842696629213483,72.0,0.0757437451872418,-0.5806451612903226,72.0,-0.4557353705585416,-0.19791317606557857,-0.6634544377339748,-0.08335600842469604,-0.561428613568706,-0.5374995830838023,-0.9661679503873584,0.3428534088148016
2025-07-04,224.5697308041603,331.0,0.0016872017931866103,-0.3667953667953668,62.0,-0.004084298847529647,-0.3564705882352941,70.0,-0.008320634701692031,-0.23622047244094488,83.0,0.016482615059740236,0.015435501653803748,83.0,0.04135879204392856,0.28771551724137934,96.0,0.10406934009969224,0.39852786540483703,98.0,0.16317748425008194,0.5128733264675592,145.0,-0.11760995566622809,-0.37685162678573564,-0.28985506614609097,0.4342633443807755,1.1987406899628907,1.7646807673859317,2.362685830182542,1.4739297180199853
2025-07-07,234.7059469180498,262.0,0.028579627511915336,0.3852040816326531,137.0,0.1575572805622226,0.5787037037037037,204.0,0.26925285197855614,0.6972375690607735,236.0,0.3116447859584932,0.7135306553911205,262.0,0.25703957156215035,0.6332288401253918,262.0,0.2297730906684667,0.5884177869700103,262.0,0.0976062537272225,0.4586312563840654,262.0,2.0773623766373244,3.5582118460389083,4.382599143470443,4.387579942010198,3.589832418826574,3.051744573591181,1.8021733151253065,1.1162904197373416
2025-07-08,237.3053805449022,256.0,0.03742861087575342,0.42710997442455245,145.0,0.1009162359371839,0.5530660377358491,170.0,0.05174461342178845,0.5717514124293785,175.0,-0.017243479930620254,0.5860566448801743,181.0,-0.040745689850861334,0.5590128755364807,181.0,-0.03696215361393555,0.4883720930232558,181.0,-0.03592809336886247,0.4963579604578564,181.0,2.329304697406718,2.904177865454602,2.201518390849831,1.5917655975955212,1.3029029410570194,1.0794679944869494,1.035308509651328,1.0787787424464255
2025-07-09,239.08582049300674,109.0,0.009727646420593922,0.13733333333333334,109.0,-0.16873619867333942,-0.11571254567600488,109.0,-0.19180463317308194,-0.2744186046511628,109.0,-0.18922778760261086,-0.26256983240223464,109.0,-0.15415284691615502,-0.22916666666666666,109.0,-0.1326795371536551,-0.22580645161290322,109.0,-0.12499023415035967,-0.1283138918345705,109.0,1.1777280797150418,-1.5214883269835713,-1.9644786452441225,-1.805018994502663,-1.4816541310451612,-1.327485337984263,-1.1188679862279491,0.4559032391600499
2025-07-10,247.45859949367275,106.0,0.019362562130337203,0.1813953488372093,104.0,-0.0318824594459074,0.14737991266375547,106.0,-0.05219438257901578,-0.02100840336134454,106.0,0.0074764651644484426,0.05641025641025641,106.0,-0.024794166251177654,0.05515832482124617,106.0,-0.08803527358882496,0.04028197381671702,106.0,-0.0808711133475474,-0.020958083832335328,106.0,1.448464097639894,0.5414612983208777,-0.14225000430229034,0.46772238053178794,0.14659342484846763,-0.3727296048050126,-0.5626065377927579,0.4283544811814483
2025-07-11,246.46254239903726,87.0,0.007524687905249676,-0.2300771208226221,44.0,-0.019326819798318583,-0.1978798586572438,44.0,-0.0413317812614486,-0.23772321428571427,44.0,-0.004819261469423896,-0.2549019607843137,44.0,0.0559640045998875,-0.22929936305732485,46.0,0.06377952060587015,-0.3187042842215256,46.0,0.05854108872004016,-0.3558974358974359,46.0,0.29817285949954836,-0.15572604038328278,-0.5780246643203868,-0.39527312421082594,-0.00020351603574741972,-0.2921648468981626,-0.5091086789719765,0.35299481679103156
2025-07-14,250.22801455150992,175.0,0.04639990014321778,-0.04217687074829932,36.0,0.08251771556164082,0.08980582524271845,70.0,0.15543521955707287,0.20319634703196346,119.0,0.2298209069882786,0.2588105726872247,144.0,0.13740702494166832,0.24242424242424243,146.0,0.2105008712921672,0.2788971367974549,146.0,0.1807142921784879,0.2730125523012552,146.0,1.413696853910342,1.6000163876146098,2.1948440655750856,2.6453899136504115,1.762039299466808,2.15194736571232,1.8695800822837734,0.6993621410202889
