date,session_open,vwap_t1,vwap_t2,or_low,brk_time,brk_close,day_low,max_decline,fwd_mfe,EmaHL,reach_sw,reach_fwd,L3,L4,L3_f,L4_f
2023-10-04,16285.0,16496.52886591814,16564.675578204624,16251.0,08:59:00,16250.0,16164.0,122.0,86.0,137.96617118432766,0.8842747388923601,0.6233412093831391,1.0,0.0,0.0,0.0
2023-10-18,16616.0,16706.10100965174,16645.39751505353,16596.0,09:02:00,16592.0,16411.0,222.0,181.0,129.58287418116672,1.7131893500805293,1.3967895151557468,1.0,1.0,1.0,1.0
2023-10-20,16440.0,16446.81961431321,16520.509987421385,16344.0,09:05:00,16340.0,16255.0,193.0,85.0,137.58598090567165,1.402759196318991,0.6177955009695038,1.0,1.0,0.0,0.0
2023-10-23,16350.0,16358.868859012575,16446.81961431321,16334.0,09:01:00,16329.0,16250.0,116.0,79.0,144.48255415275054,0.8028650980059636,0.5467788167454407,1.0,0.0,0.0,0.0
2023-10-24,16274.0,16302.941077270307,16358.868859012575,16235.0,09:06:00,16228.0,16148.0,139.0,80.0,141.76992994772667,0.9804617950453386,0.5642945582994755,1.0,1.0,0.0,0.0
2023-11-28,17215.0,17244.474035904255,17300.09355819312,17208.0,09:00:00,17198.0,17195.0,68.0,3.0,124.8013616291989,0.5448658501181811,0.024038199269919753,0.0,0.0,0.0,0.0
2023-12-05,17285.0,17431.125610073064,17372.956138699596,17280.0,09:05:00,17271.0,17231.0,99.0,40.0,134.67545213223127,0.7351005579160538,0.2970103264307288,1.0,0.0,0.0,0.0
2023-12-19,17596.0,17632.557514386546,17725.259448925306,17587.0,09:13:00,17586.0,17505.0,116.0,81.0,113.89820189102882,1.018453303687639,0.7111613586094722,1.0,1.0,1.0,0.0
2024-01-02,17838.0,17861.34841669028,17859.438417358007,17832.0,09:12:00,17829.0,17751.0,169.0,78.0,99.68535163552463,1.6953343417787963,0.782462003897906,1.0,1.0,1.0,0.0
2024-01-03,17658.0,17816.585897126297,17861.34841669028,17631.0,08:58:00,17630.0,17507.0,160.0,123.0,106.2867467178556,1.5053617213887387,1.157246823317593,1.0,1.0,1.0,1.0
2024-01-10,17509.0,17623.60863378102,17633.139683350357,17470.0,09:01:00,17463.0,17439.0,82.0,24.0,125.53827078745985,0.6531872670034504,0.1911767610741806,0.0,0.0,0.0,0.0
2024-01-16,17480.0,17591.874201446542,17507.023622047243,17385.0,09:04:00,17377.0,17321.0,178.0,56.0,122.44100445438141,1.4537613505638836,0.4573631215257162,1.0,1.0,0.0,0.0
2024-01-17,17313.0,17381.97673639856,17591.874201446542,17300.0,09:05:00,17286.0,17159.0,185.0,127.0,127.73233736348794,1.4483411469528304,0.9942666252054565,1.0,1.0,1.0,1.0
2024-03-12,19714.0,19739.92840874115,19852.560775897262,19705.0,08:59:00,19701.0,19698.0,39.0,3.0,171.23179767993187,0.2277614352498896,0.017520110403837663,0.0,0.0,0.0,0.0
2024-03-18,19778.0,19803.60703361027,19903.590172532782,19772.0,09:01:00,19766.0,19747.0,73.0,19.0,176.52707002455972,0.41353430943958747,0.10763221752537207,0.0,0.0,0.0,0.0
2024-03-27,20185.0,20238.378408442506,20248.503439054984,20172.0,09:04:00,20164.0,20148.0,72.0,16.0,200.57093273985134,0.3589752463951839,0.07977227697670754,0.0,0.0,0.0,0.0
2024-04-16,20278.0,20535.703508608847,20743.7499355655,20237.0,09:06:00,20236.0,19798.0,488.0,438.0,167.67065963474028,2.9104674667772916,2.6122638328861756,1.0,1.0,1.0,1.0
2024-04-19,19840.0,20214.837400269833,20146.913399294775,19822.0,09:11:00,19777.0,19265.0,659.0,512.0,218.76720164503655,3.01233455035581,2.3403873896542864,1.0,1.0,1.0,1.0
2024-05-24,21448.0,21600.20591470836,21481.30905156489,21434.0,08:59:00,21433.0,21414.0,66.0,19.0,215.84288755177755,0.3057779700253851,0.08802699137094419,0.0,0.0,0.0,0.0
2024-05-30,21512.0,21808.491075381567,21921.810847297224,21444.0,09:02:00,21439.0,21368.0,185.0,71.0,210.02882003195793,0.8808314971814365,0.338048844864227,1.0,0.0,0.0,0.0
2024-06-05,21350.0,21404.71274651881,21583.863816678284,21349.0,09:06:00,21346.0,21226.0,196.0,120.0,230.74504890135688,0.849422342681726,0.5200544955194241,1.0,0.0,0.0,0.0
2024-06-24,23050.0,23185.03832600016,23230.500166588925,22933.0,09:05:00,22925.0,22708.0,365.0,217.0,232.82966466082465,1.5676696546881812,0.9320118221022885,1.0,1.0,1.0,0.0
2024-06-25,22608.0,22816.40355482286,23185.03832600016,22600.0,09:02:00,22590.0,22410.0,257.0,180.0,245.417315645508,1.047195872565172,0.7334445800067353,1.0,1.0,1.0,0.0
2024-07-02,22838.0,23052.734808414905,22976.364610190598,22814.0,09:12:00,22784.0,22717.0,248.0,67.0,261.0070127679327,0.9501660410193747,0.25669808366249236,1.0,0.0,0.0,0.0
2024-07-18,23294.0,23847.71257381035,24001.999948119774,23278.0,09:01:00,23255.0,23154.0,232.0,101.0,300.64174458387754,0.7716825895921887,0.33594802391728906,1.0,0.0,0.0,0.0
2024-07-19,23148.0,23312.933921821885,23847.71257381035,23071.0,09:07:00,23069.0,22853.0,332.0,216.0,299.6282450996987,1.1080397306653447,0.7208933187461278,1.0,1.0,1.0,0.0
2024-07-22,22859.0,23007.96504150776,23312.933921821885,22811.0,09:00:00,22792.0,22184.0,722.0,608.0,302.7112693759178,2.3851110713139465,2.008514586369639,1.0,1.0,1.0,1.0
2024-07-26,22028.0,22766.962600738752,22453.990533209657,21945.0,09:00:00,21924.0,21918.0,186.0,6.0,338.5822409177014,0.5493495450200256,0.01772095306516212,0.0,0.0,0.0,0.0
2024-07-30,21933.0,22328.48024352875,22058.988837032255,21910.0,09:08:00,21908.0,21809.0,270.0,99.0,333.1931722704994,0.810340734655881,0.2971249360404897,1.0,0.0,0.0,0.0
