trade_date,exit_date,is_lc_hv,entry_adj,exit_adj,pnl_pts,ret_pct
2024-01-02,2024-01-16,False,18319.0,17854.0,-471.0,-2.5711010426333316
2024-01-16,2024-01-30,False,17854.0,18511.0,651.0,3.646241738545984
2024-01-31,2024-02-23,False,18350.0,19341.0,985.0,5.367847411444142
2024-02-23,2024-03-11,False,19341.0,20143.0,796.0,4.1156093273357115
2024-03-11,2024-03-25,False,20143.0,20364.0,215.0,1.0673683165367622
2024-03-25,2024-04-10,False,20364.0,20984.0,614.0,3.0151247299155375
2024-04-10,2024-04-24,False,20984.0,20308.0,-682.0,-3.2500953107129242
2024-04-24,2024-05-09,False,20308.0,20750.0,436.0,2.1469371676186726
2024-05-09,2024-05-23,False,20750.0,21424.0,668.0,3.2192771084337353
2024-05-24,2024-06-07,False,21385.0,21717.0,326.0,1.524433013794716
2024-06-07,2024-06-24,False,21717.0,22639.0,916.0,4.217893815904591
2024-06-24,2024-07-08,False,22639.0,23806.0,1161.0,5.128318388621405
2024-07-08,2024-07-22,False,23806.0,22632.0,-1180.0,-4.956733596572293
2024-07-22,2024-08-07,False,22632.0,21384.0,-1254.0,-5.540827147401909
2024-08-07,2024-08-21,False,21384.0,22453.0,1063.0,4.971006359895249
2024-08-21,2024-09-04,False,22453.0,21128.0,-1331.0,-5.9279383601300495
2024-09-04,2024-09-19,False,21128.0,22093.0,959.0,4.539000378644452
2024-09-19,2024-10-07,False,22093.0,22798.0,699.0,3.1638980672611234
2024-10-07,2024-10-22,False,22798.0,23649.0,845.0,3.70646547942802
2024-10-22,2024-11-06,False,23649.0,23340.0,-315.0,-1.3319802105797285
2024-11-06,2024-11-20,False,23340.0,22792.0,-554.0,-2.3736075407026562
2024-11-20,2024-12-04,False,22792.0,23313.0,515.0,2.2595647595647597
2024-12-04,2024-12-18,False,23313.0,23124.0,-195.0,-0.8364431862051216
2024-12-19,2025-01-06,False,23215.0,23975.0,754.0,3.247900064613397
2025-01-06,2025-01-20,False,23975.0,23716.0,-265.0,-1.105318039624609
2025-01-21,2025-02-13,False,23735.0,23769.0,28.0,0.11796924373288394
2025-02-13,2025-02-27,False,23769.0,23568.0,-207.0,-0.870882241575161
2025-02-27,2025-03-14,False,23568.0,22333.0,-1241.0,-5.26561439239647
2025-03-14,2025-03-28,False,22333.0,21982.0,-357.0,-1.5985313213630055
2025-03-28,2025-04-15,False,21982.0,20177.0,-1811.0,-8.238558820853426
2025-04-15,2025-04-29,False,20177.0,20533.0,350.0,1.7346483619963322
2025-04-29,2025-05-14,False,20533.0,22147.0,1608.0,7.831295962596796
2025-05-14,2025-05-28,False,22147.0,21631.0,-522.0,-2.356978371788504
2025-05-28,2025-06-12,False,21631.0,22631.0,994.0,4.5952568073598075
2025-06-13,2025-06-27,False,22319.0,22495.0,170.0,0.7616828710963753
2025-06-27,2025-07-11,False,22495.0,23138.0,637.0,2.8317403867526116
2025-07-11,2025-07-25,False,23138.0,23608.0,464.0,2.0053591494511194
2025-07-29,2025-08-12,False,23533.0,24505.0,966.0,4.104874006713976
2025-08-12,2025-08-26,False,24505.0,24622.0,111.0,0.4529687818812488
2025-08-26,2025-09-09,False,24622.0,25171.0,543.0,2.20534481358135
2025-09-11,2025-09-25,False,25609.0,26468.0,853.0,3.330860244445312
2025-09-25,2025-10-14,False,26468.0,27089.0,615.0,2.32356052591809
2025-10-14,2025-10-29,False,27089.0,28777.0,1682.0,6.209162390638266
2025-10-30,2025-11-13,False,28763.0,28345.0,-424.0,-1.474116051872197
2025-11-13,2025-11-27,False,28345.0,27940.0,-411.0,-1.4499911801023109
2025-11-27,2025-12-11,False,27940.0,28467.0,521.0,1.8647100930565497
2025-12-11,2025-12-26,False,28467.0,29027.0,554.0,1.9461130431727967
2025-12-26,2026-01-12,False,29027.0,31055.0,2022.0,6.965928273676232
2026-01-12,2026-01-26,False,31055.0,32491.0,1430.0,4.604733537272581
2026-01-26,2026-02-09,False,32491.0,32998.0,501.0,1.5419654673601921
2026-02-09,2026-03-05,False,32998.0,33640.0,636.0,1.9273895387599247
2026-03-05,2026-03-19,False,33640.0,33551.0,-95.0,-0.28240190249702735
2026-03-19,2026-04-02,False,33551.0,32485.0,-1072.0,-3.1951357634645765
2026-04-02,2026-04-20,False,32485.0,37254.0,4763.0,14.662151762351854
