trade_date,exit_date,is_lc_hv,entry_adj,exit_adj,pnl_pts,ret_pct
2024-01-02,2024-02-22,False,18319.0,19317.0,992.0,5.415142747966592
2024-02-22,2024-04-09,False,19317.0,21007.0,1684.0,8.717709789304758
2024-04-09,2024-05-22,False,21007.0,21403.0,390.0,1.8565240158042557
2024-05-22,2024-07-04,False,21403.0,23517.0,2108.0,9.849086576648133
2024-07-04,2024-08-19,False,23517.0,22614.0,-909.0,-3.8652889399158057
2024-08-19,2024-10-01,False,22614.0,22410.0,-210.0,-0.9286282833642877
2024-10-01,2024-11-18,False,22410.0,22590.0,174.0,0.7764390896921017
2024-11-18,2024-12-31,False,22590.0,23407.0,811.0,3.590084108012395
2024-12-31,2025-02-21,False,23407.0,24117.0,704.0,3.0076472850002136
2025-02-21,2025-04-09,True,24117.0,17583.0,-6540.0,-27.11780072148277
2025-04-09,2025-05-22,False,17583.0,21882.0,4293.0,24.41562873229824
2025-05-22,2025-07-04,True,21882.0,22809.0,921.0,4.208938853852481
2025-07-04,2025-08-15,False,22809.0,24682.0,1867.0,8.185365425928362
2025-08-15,2025-09-26,False,24682.0,26040.0,1352.0,5.4776760392188635
2025-09-26,2025-11-13,False,26040.0,28345.0,2299.0,8.828725038402457
2025-11-13,2025-12-26,False,28345.0,29027.0,676.0,2.384900335156112
2025-12-26,2026-02-09,False,29027.0,32998.0,3965.0,13.659696144968478
2026-02-09,2026-04-02,False,32998.0,32485.0,-519.0,-1.5728225953088066
