trade_date,up_count,down_count,unchanged_count,up_limit_count,down_limit_count,total_value,lu_value,ld_value,tx_open,tx_close,tx_high,tx_low,up_ratio,lu_value_ratio,ld_value_ratio,tx_ret,daily_close_ret,fwd_ret_1d,fwd_min_1d,fwd_ret_5d,fwd_min_5d,fwd_ret_10d,fwd_min_10d,fwd_ret_20d,fwd_min_20d,fwd_worst_daily_5d,fwd_worst_daily_10d,fwd_worst_daily_20d,lu_cnt_ma7,lu_ratio_ma7
2024-01-22,1156.0,466.0,170.0,23.0,2.0,469076416277.0,50016303016.0,1395184854.0,17816.0,17817.0,17843.0,17747.0,0.6450892857142857,0.10662719608240605,0.0029743231712082334,5.612932195779075e-05,0.00786288041633676,0.0029746870965932093,-0.0015154066341135364,0.01728686086322062,-0.0015154066341135364,0.015097940169501056,-0.0015154066341135364,0.06448897120727404,-0.0015154066341135364,-0.009577107252062511,-0.012870892419841629,,17.857142857142858,0.037139439253852914
2024-01-23,1005.0,570.0,210.0,15.0,0.0,372315189403.0,6423043087.0,0.0,17799.0,17870.0,17877.0,17790.0,0.5630252100840336,0.017251627840645507,0.0,0.003988988145401427,0.0029746870965932093,0.0018466703973138987,0.0003357582540570725,0.011807498601007271,0.0003357582540570725,0.04459988808058202,0.0003357582540570725,0.06105204252937879,0.0003357582540570725,0.0018466703973138987,-0.012870892419841629,,18.571428571428573,0.038974829528512646
2024-01-24,993.0,595.0,203.0,23.0,2.0,330929206527.0,6326286853.0,763876743.0,17903.0,17903.0,17941.0,17876.0,0.5544388609715243,0.019116737743979838,0.0023082784110131918,0.0,0.0018466703973138987,0.005138803552477311,0.0017874099312964464,0.0009495615260011192,5.585656035300701e-05,0.04083114561805279,-0.0011729877674132583,0.078813606658102,-0.0011729877674132583,0.0018466703973138987,-0.012870892419841629,,17.142857142857142,0.03495431249048027
2024-01-25,524.0,1071.0,200.0,15.0,1.0,356368086433.0,4066430114.0,1617714651.0,18016.0,17995.0,18030.0,17935.0,0.29192200557103065,0.011410758338947169,0.0045394487121229446,-0.0011656305506216695,0.005138803552477311,0.00022228396776879933,-0.003278688524590123,-0.0005001389274799095,-0.006279522089469247,0.037565990552931305,-0.006279522089469247,0.07746596276743545,-0.006279522089469247,0.00022228396776879933,-0.012870892419841629,,16.714285714285715,0.03326205167466353
2024-01-26,691.0,902.0,198.0,13.0,2.0,314141689386.0,701314928.0,170321648.0,17951.0,17999.0,18023.0,17936.0,0.3858179787828029,0.00223247964754612,0.0005421809767843902,0.0026739457411843353,0.00022228396776879933,0.007000388910495037,-0.0016112006222568365,0.004722484582476705,-0.006500361131173915,0.04189121617867664,-0.006500361131173915,0.08389354964164686,-0.006500361131173915,0.00022228396776879933,-0.012870892419841629,,17.857142857142858,0.03306111731161403
2024-01-29,1093.0,498.0,200.0,24.0,1.0,280111239491.0,13573260905.0,9222623.0,18011.0,18125.0,18135.0,17970.0,0.6102735901730877,0.0484566807446372,3.292485876953296e-05,0.006329465326744767,0.007000388910495037,-0.002427586206896537,-0.0033655172413793455,-0.002151724137931077,-0.013406896551724112,0.03128275862068963,-0.013406896551724112,0.08739310344827578,-0.013406896551724112,-0.002427586206896537,-0.009577107252062511,-0.014158894257781718,19.714285714285715,0.038592514862959705
2024-01-30,510.0,1115.0,167.0,20.0,0.0,364455801535.0,23599424763.0,0.0,18129.0,18081.0,18139.0,18064.0,0.2845982142857143,0.0647525013008571,0.0,-0.0026476915439351315,-0.002427586206896537,-0.008904374758033295,-0.009789281566285002,0.032409711852220635,-0.01100602842763121,0.04468779381671362,-0.01100602842763121,0.09457441513190634,-0.01100602842763121,-0.008904374758033295,-0.008904374758033295,-0.012870892419841629,19.0,0.03854971167128842
2024-01-31,626.0,958.0,210.0,33.0,0.0,353608430821.0,16520115230.0,67536.0,17990.0,17920.0,18003.0,17904.0,0.34894091415830547,0.046718668985476317,1.9099092135104486e-07,-0.0038910505836575876,-0.008904374758033295,0.003683035714285632,-0.0021205357142857206,0.039843749999999956,-0.0021205357142857206,0.05541294642857153,-0.0021205357142857206,0.10016741071428581,-0.0021205357142857206,-0.008904374758033295,-0.008904374758033295,-0.012870892419841629,20.428571428571427,0.02999135065744132
2024-02-01,980.0,626.0,193.0,22.0,0.0,380348620481.0,23926233098.0,0.0,17956.0,17986.0,17994.0,17882.0,0.5447470817120622,0.06290605988722185,0.0,0.0016707507239919804,0.003683035714285632,0.005448682308462072,0.002057155565439839,0.03808517736016892,-0.0015567663738462745,0.05432002668742353,-0.0015567663738462745,0.10947403536083611,-0.0015567663738462745,-0.008904374758033295,-0.008904374758033295,-0.012870892419841629,21.428571428571427,0.036513412378380794
2024-02-02,653.0,931.0,220.0,27.0,1.0,401302841455.0,21376580735.0,40229905.0,18100.0,18084.0,18105.0,18023.0,0.36197339246119736,0.05326795259533954,0.00010024824358117875,-0.0008839779005524862,0.005448682308462072,0.0001105950011059953,-0.006967485069674817,0.03699402786994033,-0.006967485069674817,0.043297942932979394,-0.006967485069674817,0.10191329351913292,-0.006967485069674817,-0.008904374758033295,-0.008904374758033295,-0.012870892419841629,22.0,0.04139215735714647
2024-02-05,552.0,1110.0,141.0,15.0,7.0,383390497701.0,11287520617.0,21718976149.0,18008.0,18086.0,18102.0,17958.0,0.30615640599001664,0.029441315537775674,0.0566497507873507,0.004331408262994225,0.0001105950011059953,0.032124295034833494,0.024604666592944913,0.03350657967488657,0.024604666592944913,0.04865641932986842,0.024604666592944913,0.1024549375207342,0.024604666592944913,-0.008904374758033295,-0.008904374758033295,-0.012870892419841629,22.0,0.043967951242693405
2024-02-15,1071.0,595.0,138.0,51.0,3.0,584981518161.0,68595417270.0,48897355.0,18590.0,18667.0,18696.0,18531.0,0.593680709534368,0.11726082814657575,8.358786300414769e-05,0.004142011834319527,0.032124295034833494,-0.001767825574543358,-0.001821396046499224,0.01189264477420049,-0.0038035035088659352,0.01574971875502218,-0.0038035035088659352,0.056945411689077075,-0.0038035035088659352,-0.001767825574543358,-0.008904374758033295,-0.012870892419841629,27.428571428571427,0.06040057245684049
2024-02-16,1291.0,377.0,138.0,53.0,1.0,497158057292.0,39373219130.0,3274985550.0,18683.0,18634.0,18726.0,18633.0,0.7148394241417497,0.07919658256061331,0.00658741320182703,-0.0026227051330086175,-0.001767825574543358,0.001985617688097019,-0.0008049801438231308,0.014972630675110121,-0.002039283031018524,0.03649243318664808,-0.002039283031018524,0.06895996565418061,-0.002039283031018524,-0.001767825574543358,-0.008904374758033295,-0.012870892419841629,31.571428571428573,0.06479198700197994
2024-02-19,1237.0,465.0,108.0,48.0,3.0,453045791659.0,12594939611.0,3859321632.0,18680.0,18671.0,18692.0,18619.0,0.6834254143646409,0.027800588467843005,0.008518612694464332,-0.00048179871520342613,0.001985617688097019,0.0043918376091265365,-0.004016924642493702,0.015639226608108903,-0.004016924642493702,0.038455358577473175,-0.004016924642493702,0.06405655829896628,-0.004016924642493702,-0.001767825574543358,-0.008904374758033295,-0.012870892419841629,35.57142857142857,0.059513142311549354
2024-02-20,628.0,1005.0,168.0,43.0,0.0,432943939954.0,14881936594.0,0.0,18634.0,18753.0,18754.0,18596.0,0.34869516935036093,0.03437381891886787,0.0,0.006386175807663411,0.0043918376091265365,-0.0032528128832720604,-0.003946035301018558,0.006079027355623046,-0.003946035301018558,0.04031354983202684,-0.003946035301018558,0.05300485255692422,-0.003946035301018558,-0.0032528128832720604,-0.008904374758033295,-0.012870892419841629,37.0,0.05774959230203386
2024-02-21,926.0,680.0,197.0,45.0,1.0,427971302660.0,33315275342.0,2140606850.0,18755.0,18692.0,18755.0,18679.0,0.5135884636716583,0.07784464784188387,0.005001753240685383,-0.003359104238869635,-0.0032528128832720604,0.010539268136100954,0.0031564305585276564,0.014658677509094886,0.0031029317355018016,0.05440830301733368,0.0031029317355018016,0.08410014979670444,0.0031029317355018016,-0.0032528128832720604,-0.008904374758033295,-0.009577107252062511,40.285714285714285,0.059883676295557006
2024-02-22,780.0,840.0,184.0,31.0,2.0,493398046918.0,23888704863.0,547304964.0,18887.0,18889.0,18890.0,18751.0,0.43237250554323725,0.048416699280064576,0.001109256446025128,0.00010589294223540001,0.010539268136100954,0.001270580761289608,0.000476467785483603,0.003811742283868824,-0.007358780242469165,0.04775266027846903,-0.007358780242469165,0.07162899041770343,-0.007358780242469165,-0.0032528128832720604,-0.0032528128832720604,-0.008904374758033295,40.857142857142854,0.05919064010766057
2024-02-23,505.0,1151.0,151.0,31.0,0.0,540273735107.0,15564375962.0,0.0,18990.0,18913.0,19000.0,18898.0,0.27946873270614275,0.028808315027413853,0.0,-0.004054765666140074,0.001270580761289608,0.0026436842383545933,-0.0031724210860254454,0.021202347591603665,-0.008618410617035943,0.04240469518320733,-0.008618410617035943,0.0696875165230264,-0.008618410617035943,-0.0032528128832720604,-0.0032528128832720604,-0.008904374758033295,43.142857142857146,0.05910021146332318
2024-02-26,1017.0,622.0,165.0,42.0,0.0,444608960403.0,20672933825.0,0.0,18907.0,18963.0,18996.0,18853.0,0.5637472283813747,0.04649688977536969,0.0,0.002961865975564606,0.0026436842383545933,-0.0050624901123239585,-0.011232399936718873,0.022464799873437746,-0.011232399936718873,0.05231239782734809,-0.011232399936718873,0.06454674893213097,-0.011232399936718873,-0.0050624901123239585,-0.0050624901123239585,-0.008904374758033295,41.857142857142854,0.04899107741029374
2024-02-27,466.0,1200.0,136.0,13.0,3.0,531056432248.0,9703147833.0,4439965087.0,18950.0,18867.0,19020.0,18750.0,0.2586015538290788,0.018271406283369696,0.008360627642160945,-0.004379947229551451,-0.0050624901123239585,0.005247257115598591,-0.003286161021890055,0.03402766735570051,-0.003286161021890055,0.05618275295489483,-0.003286161021890055,0.07388562039539948,-0.003286161021890055,-0.0050624901123239585,-0.0050624901123239585,-0.008904374758033295,36.142857142857146,0.04028748079925894
2024-02-29,1111.0,538.0,155.0,40.0,0.0,515270256853.0,59091743145.0,0.0,18808.0,18966.0,18997.0,18805.0,0.6158536585365854,0.1146810675739394,0.0,0.008400680561463206,0.005247257115598591,-0.0002636296530633686,-0.0022144890857324073,0.039175366445217685,-0.0022144890857324073,0.051302330486133085,-0.0022144890857324073,0.06522197616787939,-0.0022144890857324073,-0.0050624901123239585,-0.0050624901123239585,-0.008904374758033295,35.0,0.052698977814415564
2024-03-01,710.0,936.0,160.0,29.0,2.0,500294631087.0,26319732183.0,118447988.0,18968.0,18961.0,19017.0,18924.0,0.39313399778516056,0.052608464188021765,0.00023675646437109612,-0.00036904259805989033,-0.0002636296530633686,0.01861716154211268,0.009282210853857942,0.043774062549443604,0.009282210853857942,0.04055693265123139,0.009282210853857942,0.06956384156953743,0.009282210853857942,-0.0050624901123239585,-0.0050624901123239585,-0.008904374758033295,33.0,0.05530392713858041
2024-03-04,800.0,835.0,170.0,41.0,2.0,581197788836.0,21638644893.0,5401372234.0,19144.0,19314.0,19340.0,19137.0,0.44321329639889195,0.037231120469912705,0.009293518209726254,0.0088800668616799,0.01861716154211268,0.003883193538365859,-0.0004659832246038942,0.020762141451796667,-0.0022263642953298524,0.03132442787615197,-0.0022263642953298524,0.05042974008491252,-0.0022263642953298524,-0.0050624901123239585,-0.0050624901123239585,-0.008904374758033295,32.42857142857143,0.04950199465687023
2024-03-05,800.0,829.0,177.0,46.0,2.0,520905388618.0,33375466059.0,7740678045.0,19362.0,19389.0,19436.0,19305.0,0.4429678848283499,0.06407203071472835,0.01486004601629594,0.0013944840409048653,0.003883193538365859,0.006189076280365136,-0.006085925009025717,0.029191809789055556,-0.006085925009025717,0.024653153850121123,-0.006085925009025717,0.05848677084945075,-0.006085925009025717,-0.0002636296530633686,-0.0050624901123239585,-0.008904374758033295,34.57142857142857,0.05173847057610793
2024-03-06,869.0,757.0,178.0,37.0,1.0,512471329559.0,25769883422.0,3683789610.0,19282.0,19509.0,19523.0,19271.0,0.4817073170731707,0.05028551244842499,0.007188284295182003,0.011772637693185354,0.006189076280365136,0.01025167871238919,0.0038443795171458905,0.021426008508893313,0.0038443795171458905,0.012199497667743087,0.0038443795171458905,0.04305705059203446,0.0038443795171458905,-0.0002636296530633686,-0.0050624901123239585,-0.008904374758033295,35.42857142857143,0.05480664163625237
2024-03-07,431.0,1270.0,105.0,24.0,12.0,644674652484.0,33989998605.0,7325267062.0,19688.0,19709.0,19770.0,19584.0,0.23864894795127353,0.05272426715403331,0.011362734727935971,0.0010666395774075578,0.01025167871238919,0.004160535795829423,-0.0036024151402912485,0.011669795524887006,-0.0036024151402912485,0.028159723983966822,-0.0036024151402912485,0.037597036886701574,-0.0036024151402912485,0.003883193538365859,-0.0050624901123239585,-0.008904374758033295,32.857142857142854,0.055696266976061455
2024-03-08,285.0,1447.0,76.0,15.0,36.0,699971666093.0,3018776862.0,17394193968.0,19930.0,19791.0,20009.0,19638.0,0.15763274336283187,0.0043127129400105145,0.024849854373518263,-0.006974410436527847,0.004160535795829423,-0.0038401293517255075,-0.005659137992016561,-0.003082209084937615,-0.005659137992016561,0.022788136021423933,-0.005659137992016561,0.05472184326208884,-0.005659137992016561,-0.0038401293517255075,-0.0050624901123239585,-0.0050624901123239585,33.142857142857146,0.053702167927010144
2024-03-11,1048.0,620.0,142.0,35.0,2.0,482851506252.0,19516634413.0,324111595.0,19691.0,19715.0,19825.0,19679.0,0.5790055248618785,0.04041953718751429,0.0006712448668035144,0.001218830937991976,-0.0038401293517255075,0.012173471975652994,-0.0008622875982754463,0.010347451179305134,-0.0008622875982754463,0.02617296474765407,-0.0008622875982754463,0.05762110068475779,-0.0008622875982754463,-0.0038401293517255075,-0.0050624901123239585,-0.0050624901123239585,32.42857142857143,0.04309337787180656
2024-03-12,1261.0,420.0,128.0,47.0,5.0,546358190472.0,49070788730.0,444617487.0,19714.0,19955.0,19956.0,19698.0,0.6970702045328911,0.08981431885849032,0.0008137838779645529,0.012224814852389165,0.012173471975652994,-0.0014031571034828216,-0.0034577800050112906,-0.004409922325231741,-0.011626158857429236,0.011626158857429125,-0.011626158857429236,0.039989977449260916,-0.011626158857429236,-0.0038401293517255075,-0.0038401293517255075,-0.0050624901123239585,35.0,0.04840849996758778
2024-03-13,397.0,1305.0,106.0,14.0,16.0,648534722713.0,23334360404.0,15870602888.0,19994.0,19927.0,20064.0,19886.0,0.2195796460176991,0.03598012502150374,0.024471477520292023,-0.003351005301590477,-0.0014031571034828216,0.0006021980227830515,-0.006423445576353659,-0.009032970341747326,-0.010237366387313651,0.01676117830079793,-0.010237366387313651,0.04155166357203788,-0.010237366387313651,-0.0038401293517255075,-0.0038401293517255075,-0.0050624901123239585,31.142857142857142,0.04822978633210078
2024-03-14,700.0,939.0,168.0,13.0,9.0,553178019404.0,31935711284.0,19759939160.0,19897.0,19939.0,19978.0,19799.0,0.387382401770891,0.05773134536041016,0.03572075980403121,0.0021108709855757147,0.0006021980227830515,-0.01048197000852602,-0.010833040774361757,0.016299714128090725,-0.010833040774361757,0.013240383168664493,-0.010833040774361757,0.028537037965795653,-0.010833040774361757,-0.01048197000852602,-0.01048197000852602,-0.01048197000852602,26.428571428571427,0.04732397413862676
2024-03-15,517.0,1147.0,142.0,5.0,8.0,623686289306.0,2820367192.0,1108909920.0,19828.0,19730.0,19873.0,19723.0,0.2862679955703212,0.004522092661582047,0.0017779931016824616,-0.004942505547710308,-0.01048197000852602,0.009579320831221594,0.0008616320324379423,0.02595032944754183,5.068423720233639e-05,0.027876330461226617,5.068423720233639e-05,0.011302584896097256,5.068423720233639e-05,-0.01048197000852602,-0.01048197000852602,-0.01048197000852602,21.857142857142858,0.04078634274050634
2024-03-18,1051.0,605.0,151.0,28.0,4.0,476822635886.0,22381023240.0,157396819.0,19778.0,19919.0,19920.0,19747.0,0.5816270060874378,0.04693783716541283,0.00033009510697313215,0.007129133380523814,0.009579320831221594,-0.00261057281992072,-0.009036598222802339,0.0156634369195241,-0.009438224810482398,0.01852502635674491,-0.009438224810482398,0.013354084040363423,-0.009438224810482398,-0.01048197000852602,-0.01048197000852602,-0.01048197000852602,22.428571428571427,0.039959709884989134
2024-03-19,818.0,829.0,164.0,21.0,3.0,551554597825.0,12885885491.0,942101907.0,19816.0,19867.0,19911.0,19739.0,0.45168415240198784,0.023362846655279806,0.0017080845862133757,0.0025736778360920466,-0.00261057281992072,-0.0060401671112900734,-0.0068455227261287055,0.01610711229677353,-0.0068455227261287055,0.03301958020838569,-0.0068455227261287055,0.024714350430361964,-0.0068455227261287055,-0.01048197000852602,-0.01048197000852602,-0.01048197000852602,23.285714285714285,0.04268115755859903
2024-03-20,634.0,1022.0,156.0,17.0,1.0,586491583444.0,25048870044.0,2449087.0,19860.0,19747.0,19956.0,19731.0,0.3498896247240618,0.04270968373818401,4.175826336020807e-06,-0.005689828801611279,-0.0060401671112900734,0.026181192079809623,0.014280650225350744,0.02602927026890156,0.014280650225350744,0.030485643388869166,0.014280650225350744,-0.010178761330835062,-0.024408770952549785,-0.01048197000852602,-0.01048197000852602,-0.01048197000852602,20.714285714285715,0.043008321351551845
2024-03-21,1137.0,515.0,154.0,23.0,1.0,554644716026.0,32446476087.0,162784.0,20048.0,20264.0,20264.0,20029.0,0.6295681063122923,0.058499567650219915,2.934923840370079e-07,0.01077414205905826,0.026181192079809623,-0.0010856691669957064,-0.007007500986972004,-0.0030102645084879587,-0.011152783260955368,0.009178839320963306,-0.011152783260955368,-0.03651796288985398,-0.049299249901302855,-0.0060401671112900734,-0.01048197000852602,-0.01048197000852602,17.285714285714285,0.03853478546465607
2024-03-22,821.0,802.0,183.0,22.0,1.0,558350074398.0,22297680720.0,499610447.0,20226.0,20242.0,20285.0,20122.0,0.45459579180509413,0.03993494716382162,0.0008947978515784534,0.0007910610105804411,-0.0010856691669957064,-0.0005434245627902179,-0.002667720580970312,0.0018772848532753184,-0.01007805552810992,0.031222211243948195,-0.01007805552810992,-0.027912261634225888,-0.04826598162236928,-0.0060401671112900734,-0.01048197000852602,-0.01048197000852602,18.428571428571427,0.039099760056415765
2024-03-25,1026.0,626.0,164.0,30.0,0.0,438747787671.0,24056979551.0,0.0,20256.0,20231.0,20307.0,20188.0,0.5649779735682819,0.05483099910019238,0.0,-0.0012342022116903634,-0.0005434245627902179,-0.0021748801344471103,-0.009539815135188534,0.002817458355988345,-0.009539815135188534,0.030646038258118624,-0.009539815135188534,-0.0030151747318472033,-0.04774850476990755,-0.0060401671112900734,-0.01048197000852602,-0.01048197000852602,20.857142857142858,0.038685424876384655
2024-03-26,391.0,1294.0,124.0,13.0,4.0,564492422484.0,16502687135.0,7652554955.0,20280.0,20187.0,20459.0,20038.0,0.21614151464897732,0.029234559185721848,0.013556523790568516,-0.004585798816568047,-0.0021748801344471103,0.003665725466884595,-0.0019319363947094548,0.016644375092881525,-0.005250904047159111,0.02803784613860416,-0.005250904047159111,-0.014960122851339963,-0.04567295784415715,-0.0021748801344471103,-0.01048197000852602,-0.01048197000852602,22.0,0.04221577723697606
2024-03-27,1166.0,476.0,164.0,24.0,1.0,453459000111.0,19439355888.0,777259883.0,20185.0,20261.0,20288.0,20148.0,0.64562569213732,0.04286904854295876,0.0017140687092101787,0.00376517215754273,0.003665725466884595,-0.002862642515176983,-0.008884062978135376,0.004343319678199453,-0.008884062978135376,0.024381817284438112,-0.008884062978135376,-0.0040965401510291155,-0.04915848181234883,-0.002862642515176983,-0.01048197000852602,-0.01048197000852602,21.428571428571427,0.04163452171948262
2024-03-28,760.0,852.0,190.0,17.0,1.0,518389452609.0,13261867354.0,79026916.0,20238.0,20203.0,20250.0,20081.0,0.42175360710321863,0.02558282636202262,0.00015244699829879984,-0.0017294199031524854,-0.002862642515176983,0.0038113151512151333,-0.0005444735930307809,0.012225907043508455,-0.0005444735930307809,0.01509676780676128,-0.0005444735930307809,0.017274662178884403,-0.04642874820571208,-0.002862642515176983,-0.0060401671112900734,-0.01048197000852602,20.857142857142858,0.041951661677588736
2024-03-29,671.0,937.0,201.0,13.0,1.0,562341094152.0,10246663851.0,7416968.0,20226.0,20280.0,20299.0,20192.0,0.37092316196793806,0.01822143883411505,1.3189446898211576e-05,0.0026698309107089885,0.0038113151512151333,0.00039447731755415383,-0.0010355029585799036,0.029289940828402417,-0.0010355029585799036,-0.016124260355029563,-0.02376725838264304,0.0065581854043392784,-0.05004930966469423,-0.002862642515176983,-0.0060401671112900734,-0.01048197000852602,20.285714285714285,0.03845334097700746
2024-04-01,1212.0,464.0,139.0,26.0,1.0,422930250835.0,19439571442.0,21306106.0,20393.0,20288.0,20400.0,20259.0,0.6677685950413224,0.04596401275061325,5.037735172155435e-05,-0.005148825577404011,0.00039447731755415383,0.011583201892744421,0.0030559936908516327,0.027750394321766514,-0.0006407728706624427,-0.005076892744479533,-0.02415220820189279,0.00014787066246046976,-0.050423895899053606,-0.002862642515176983,-0.0060401671112900734,-0.01048197000852602,20.714285714285715,0.036662547419920796
2024-04-02,713.0,905.0,192.0,22.0,3.0,491149206460.0,29467978192.0,1732532024.0,20350.0,20523.0,20524.0,20350.0,0.3939226519337017,0.059998016497660615,0.0035275065116919828,0.008501228501228501,0.011583201892744421,-0.008478292647273844,-0.012084003313355796,0.011206938556741264,-0.012084003313355796,-0.008039760268966578,-0.035326219363640776,-0.006870340593480462,-0.06129708132339329,-0.008478292647273844,-0.008478292647273844,-0.01048197000852602,20.714285714285715,0.03952870018189779
