trade_date,exit_date,is_lc_hv,entry_adj,exit_adj,pnl_pts,ret_pct
2025-09-25,2025-11-12,False,26468.0,28419.0,1945.0,7.348496297415748
2025-09-26,2025-11-13,False,26040.0,28345.0,2299.0,8.828725038402457
2025-09-30,2025-11-14,False,26325.0,27766.0,1435.0,5.451092117758784
2025-10-01,2025-11-17,True,26416.0,27844.0,1422.0,5.383101150817686
2025-10-02,2025-11-18,True,26802.0,27170.0,362.0,1.350645474218342
2025-10-03,2025-11-19,True,27116.0,26952.0,-170.0,-0.6269361262723115
2025-10-07,2025-11-20,False,27693.0,27839.0,140.0,0.505542916982631
2025-10-08,2025-11-21,False,27464.0,26843.0,-627.0,-2.2829886396737544
2025-10-09,2025-11-24,False,27706.0,26972.0,-740.0,-2.670901609759619
2025-10-13,2025-11-25,False,27275.0,27290.0,9.0,0.03299725022914757
2025-10-14,2025-11-26,False,27089.0,27686.0,591.0,2.181697367935324
2025-10-15,2025-11-27,False,27653.0,27940.0,281.0,1.0161646114345642
2025-10-16,2025-11-28,True,28187.0,28101.0,-92.0,-0.32639159896406145
2025-10-17,2025-12-01,True,27693.0,27761.0,62.0,0.22388329180659372
2025-10-20,2025-12-02,False,28148.0,27918.0,-236.0,-0.8384254653971863
2025-10-21,2025-12-03,False,28198.0,28115.0,-89.0,-0.3156252216469253
2025-10-22,2025-12-04,False,28069.0,28156.0,81.0,0.2885745840607076
2025-10-23,2025-12-05,False,27921.0,28373.0,446.0,1.5973639912610578
2025-10-27,2025-12-08,False,28590.0,28643.0,47.0,0.16439314445610353
2025-10-28,2025-12-09,True,28367.0,28577.0,204.0,0.7191454859519865
2025-10-29,2025-12-10,True,28777.0,28755.0,-28.0,-0.09729992702505473
2025-10-30,2025-12-11,False,28763.0,28467.0,-302.0,-1.0499600180787818
2025-10-31,2025-12-12,True,28796.0,28649.0,-153.0,-0.5313237949715238
2025-11-03,2025-12-15,False,28705.0,28264.0,-447.0,-1.5572199965162863
2025-11-04,2025-12-16,False,28482.0,27981.0,-507.0,-1.7800716241836951
2025-11-05,2025-12-17,False,28170.0,28046.0,-130.0,-0.4614838480653177
2025-11-06,2025-12-18,False,28399.0,27945.0,-460.0,-1.6197753442022604
2025-11-07,2025-12-19,False,28095.0,28248.0,147.0,0.5232247730912974
2025-11-10,2025-12-22,False,28381.0,28695.0,308.0,1.085233078467989
2025-11-11,2025-12-23,False,28145.0,28767.0,616.0,2.1886658376265764
2025-11-12,2025-12-24,False,28419.0,28826.0,401.0,1.4110278334916782
2025-11-13,2025-12-26,False,28345.0,29027.0,676.0,2.384900335156112
2025-11-14,2025-12-29,False,27766.0,29304.0,1532.0,5.5175394367211705
2025-11-17,2025-12-30,False,27844.0,29235.0,1385.0,4.974141646315185
2025-11-18,2025-12-31,False,27170.0,29370.0,2194.0,8.075082811924919
2025-11-19,2026-01-02,False,26952.0,29827.0,2869.0,10.644850103888395
2025-11-20,2026-01-05,True,27839.0,30667.0,2822.0,10.13685836416538
2025-11-21,2026-01-06,False,26843.0,30971.0,4122.0,15.355958722944528
2025-11-24,2026-01-07,False,26972.0,30870.0,3892.0,14.429779030105294
2025-11-25,2026-01-08,False,27290.0,30812.0,3516.0,12.883840234518138
