trade_date,nh,nl,nb,night_range,sma20,ema20,norm_sma,norm_ema,norm_sma_exp_med,norm_ema_exp_med
2021-06-10,17055.0,16926.0,840,129.0,200.1,164.84609852500665,0.6446776611694153,0.7825480927619958,0.9181516158260343,0.9406521897225099
2021-06-11,17226.0,17117.0,840,109.0,183.7,159.527422475006,0.5933587370713119,0.6832681071937811,0.9157178743336813,0.9378312896663549
2021-06-15,17257.0,17181.0,840,76.0,165.15,151.57242985833878,0.4601877081441114,0.5014104482657592,0.9132841328413284,0.9359754037156782
2021-06-16,17433.0,17329.0,840,104.0,154.95,147.0417222527827,0.6711842529848339,0.7072822489198765,0.8945272431965319,0.9341195177650017
2021-06-18,17319.0,17231.0,840,88.0,150.25,141.418701085851,0.5856905158069884,0.6222656503299225,0.8757703535517353,0.9333663731746258
2021-06-21,17258.0,17045.0,840,213.0,152.1,148.2359676491033,1.4003944773175543,1.4368982331211468,0.8747474216738268,0.93261322858425
2021-06-22,17155.0,17006.0,840,149.0,146.2,148.30873263490298,1.0191518467852259,1.004661002442781,0.8757703535517353,0.9333663731746258
2021-06-23,17110.0,16929.0,840,181.0,140.9,151.42218666967412,1.2845990063875088,1.19533341831108,0.8945272431965319,0.9341195177650017
2021-06-24,17313.0,17218.0,840,95.0,135.15,146.0486450820861,0.7029226785053644,0.650468204936825,0.9132841328413284,0.9359754037156782
2021-06-25,17432.0,17345.0,840,87.0,131.55,140.4249645980779,0.661345496009122,0.6195479575089089,0.8945272431965319,0.9341195177650017
2021-06-28,17486.0,17400.0,840,86.0,129.85,135.2416346363562,0.6623026569118213,0.63589885046303,0.8757703535517353,0.9333663731746258
2021-06-29,17627.0,17523.0,840,104.0,125.45,132.26624086146512,0.8290155440414507,0.7862928538880075,0.8747474216738268,0.93261322858425
2021-06-30,17598.0,17511.0,840,87.0,122.45,127.95517030323035,0.7104940792160065,0.6799256317179362,0.8737244897959183,0.9253401659475823
2021-07-01,17737.0,17630.0,840,107.0,123.35,125.95943979816079,0.867450344548034,0.849479802160587,0.8736229364357208,0.9180671033109146
2021-07-02,17675.0,17566.0,840,109.0,123.65,124.34425505547881,0.881520420541852,0.8765986008068274,0.8735213830755232,0.9176795285403206
2021-07-05,17750.0,17646.0,840,104.0,121.5,122.40670695495702,0.8559670781893004,0.8496266469963097,0.8736229364357208,0.9172919537697267
2021-07-06,17970.0,17890.0,840,80.0,119.0,118.36797295924683,0.6722689075630253,0.675858494489412,0.8735213830755232,0.9166711887417915
2021-07-07,17892.0,17701.0,840,191.0,117.6,125.28530886788998,1.6241496598639455,1.5245203266522207,0.8704858638117786,0.9160504237138564
2021-07-08,17917.0,17820.0,840,97.0,116.45,122.59146992809093,0.832975525976814,0.7912459166767293,0.8735213830755232,0.9166711887417915
2021-07-09,17780.0,17635.0,840,145.0,117.05,124.72561564922513,1.2387868432293891,1.1625518883610404,0.8704858638117786,0.9160504237138564
2021-07-12,17829.0,17704.0,840,125.0,116.85,124.75174749215607,1.069747539580659,1.00198997218744,0.8735213830755232,0.9166711887417915
2021-07-13,17939.0,17808.0,840,131.0,117.95,125.34681915956978,1.1106401017380245,1.0451003135008443,0.8736229364357208,0.9172919537697267
2021-07-14,17937.0,17833.0,840,104.0,119.35,123.31378876342028,0.8713866778382908,0.8433768927457567,0.8737244897959183,0.9176795285403206
2021-07-15,17953.0,17860.0,840,93.0,118.8,120.42676126214215,0.7828282828282829,0.7722536006557528,0.8736229364357208,0.9172919537697267
2021-07-16,18012.0,17800.0,840,212.0,125.0,129.1480220943191,1.696,1.641527268959432,0.8735213830755232,0.9166711887417915
2021-07-19,17951.0,17736.0,840,215.0,125.1,137.32440094247917,1.718625099920064,1.5656358121675453,0.8736229364357208,0.9172919537697267
2021-07-20,17806.0,17539.0,840,267.0,131.0,149.6744579955764,2.0381679389312977,1.7838715006931318,0.8737244897959183,0.9176795285403206
2021-07-21,17656.0,17472.0,840,184.0,131.15,152.94355723409294,1.402973694243233,1.203058195634698,0.8747474216738268,0.9180671033109146
2021-07-23,17449.0,17353.0,840,96.0,131.2,147.52036130703647,0.7317073170731708,0.6507576252487186,0.8757703535517353,0.9253401659475823
2021-07-26,17487.0,17373.0,840,114.0,132.55,144.32794594446156,0.860052810260279,0.7898678198044059,0.8747474216738268,0.9180671033109146
2021-07-27,17324.0,17138.0,840,186.0,137.55,148.29671299736998,1.352235550708833,1.2542422299225113,0.8737244897959183,0.9176795285403206
2021-07-28,17168.0,16945.0,840,223.0,143.5,155.41131175952523,1.5540069686411149,1.4349019867038875,0.8747474216738268,0.9180671033109146
2021-07-29,17135.0,16984.0,840,151.0,146.7,154.99118683004664,1.0293115201090661,0.9742489433646113,0.8757703535517353,0.9253401659475823
2021-07-30,17420.0,17313.0,840,107.0,146.7,150.42059760813743,0.7293796864349013,0.7113387508188674,0.8786453870467936,0.93261322858425
2021-08-02,17300.0,17162.0,840,138.0,148.15,149.23768355021957,0.9314883563955451,0.9246994238795055,0.8757703535517353,0.9253401659475823
2021-08-03,17485.0,17343.0,840,142.0,150.05,148.54838035496056,0.9463512162612462,0.9559175243828777,0.8786453870467936,0.9246994238795055
2021-08-04,17521.0,17409.0,840,112.0,151.65,145.06758222591668,0.7385426969996702,0.7720539508653294,0.881520420541852,0.9286563262318778
2021-08-05,17588.0,17519.0,840,69.0,145.55,137.8230505853532,0.4740638955685331,0.5006419441954567,0.8786453870467936,0.9246994238795055
2021-08-06,17568.0,17295.0,840,273.0,154.35,150.69704576770053,1.7687074829931972,1.8115816312738435,0.8757703535517353,0.9213832635952101
2021-08-09,17477.0,17410.0,840,67.0,150.45,142.72589855172905,0.4453306746427385,0.4694312712679596,0.8786453870467936,0.9246994238795055
2021-08-10,17467.0,17380.0,840,87.0,148.55,137.41867011823103,0.585661393470212,0.6331017461102464,0.8757703535517353,0.9213832635952101
2021-08-11,17324.0,17189.0,840,135.0,148.75,137.1883205831614,0.907563025210084,0.9840487836438315,0.8747474216738268,0.9180671033109146
2021-08-12,17216.0,17116.0,840,100.0,148.55,133.64657576571747,0.6731740154830023,0.7482421410878499,0.8757703535517353,0.9213832635952101
2021-08-13,17212.0,17104.0,840,108.0,149.3,131.20404474041104,0.7233757535164098,0.82314535511218,0.8747474216738268,0.9180671033109146
2021-08-16,16962.0,16866.0,840,96.0,143.5,127.8512785746576,0.6689895470383276,0.7508724282639196,0.8737244897959183,0.9176795285403206
2021-08-17,16866.0,16740.0,840,126.0,139.05,127.67496632945212,0.9061488673139158,0.9868810121701537,0.8736229364357208,0.9172919537697267
2021-08-18,16576.0,16313.0,840,263.0,138.85,140.5630647742662,1.89413035649982,1.8710462839036583,0.8737244897959183,0.9176795285403206
2021-08-20,16348.0,16050.0,840,298.0,144.55,155.55705860528846,2.0615703908682117,1.9156957753755632,0.8747474216738268,0.9180671033109146
2021-08-23,16387.0,16194.0,840,193.0,149.4,159.12305302383243,1.291834002677376,1.2128977940807464,0.8757703535517353,0.9213832635952101
2021-08-24,16797.0,16621.0,840,176.0,152.5,160.73038130727696,1.1540983606557378,1.095001446326014,0.8786453870467936,0.9246994238795055
2021-08-25,16830.0,16736.0,840,94.0,147.9,154.3751068970601,0.6355645706558485,0.6089064609534539,0.881520420541852,0.9286563262318778
2021-08-26,17148.0,16970.0,840,178.0,145.65,156.62509671638773,1.2221077926536217,1.1364717643068234,0.8786453870467936,0.9246994238795055
2021-08-27,17046.0,16928.0,840,118.0,144.0,152.94651607673177,0.8194444444444444,0.7715115259036077,0.881520420541852,0.9286563262318778
2021-08-30,17298.0,17179.0,840,119.0,144.6,149.71351454561446,0.8229598893499309,0.7948514224729076,0.8786453870467936,0.9246994238795055
2021-08-31,17360.0,17277.0,840,83.0,141.85,143.3598464936512,0.5851251321818823,0.5789626735103662,0.8757703535517353,0.9213832635952101
2021-09-01,17482.0,17373.0,840,109.0,140.2,140.0874801609225,0.7774607703281028,0.7780852355598701,0.8747474216738268,0.9180671033109146
2021-09-02,17524.0,17443.0,840,81.0,138.65,134.46010109797749,0.5842048323115759,0.6024091856139351,0.8737244897959183,0.9176795285403206
2021-09-03,17435.0,17342.0,840,93.0,139.85,130.51152004102724,0.6649982123703969,0.7125807742547537,0.8736229364357208,0.9172919537697267
2021-09-06,17504.0,17431.0,840,73.0,129.85,125.03423241807226,0.562187139006546,0.5838401099301561,0.8735213830755232,0.9166711887417915
2021-09-07,17568.0,17503.0,840,65.0,129.75,119.31668647349396,0.5009633911368016,0.5447687320284381,0.8724540304569071,0.9160504237138564
2021-09-08,17447.0,17360.0,840,87.0,129.75,116.23890680935168,0.6705202312138728,0.7484585186498043,0.8713866778382908,0.9130757560125273
2021-09-09,17286.0,17102.0,840,184.0,132.2,122.69234425608009,1.3918305597579426,1.4996860734518223,0.8694185111931625,0.9101010883111983
2021-09-10,17340.0,17224.0,840,116.0,133.0,122.05497813645341,0.8721804511278195,0.9503913873165898,0.8713866778382908,0.9130757560125273
2021-09-13,17496.0,17380.0,840,116.0,133.4,121.47831355202928,0.8695652173913043,0.9549029502316649,0.8717835644830552,0.9160504237138564
2021-09-14,17506.0,17440.0,840,66.0,131.9,116.1946646423122,0.5003790750568612,0.5680123110916587,0.8713866778382908,0.9166711887417915
2021-09-15,17470.0,17372.0,840,98.0,130.5,114.46183943828247,0.7509578544061303,0.8561805443712213,0.8704759476147976,0.9160504237138564
2021-09-17,17280.0,17207.0,840,73.0,121.0,110.51309282511271,0.6033057851239669,0.6605552168874933,0.8695652173913043,0.9130757560125273
2021-09-22,17306.0,17196.0,840,110.0,111.6,110.46422684176864,0.9856630824372761,0.9957974915948707,0.8685077809696692,0.9101010883111983
2021-09-23,17038.0,16869.0,840,169.0,110.4,116.0390623806478,1.5307971014492754,1.4564061147411052,0.8695652173913043,0.9130757560125273
2021-09-24,17190.0,17083.0,840,107.0,106.95,115.17819929677658,1.0004675081813932,0.9289952495636432,0.8704759476147976,0.9160504237138564
2021-09-27,17228.0,17165.0,840,63.0,105.4,110.20884698279787,0.5977229601518026,0.571641948217038,0.8713866778382908,0.9166711887417915
2021-09-28,17285.0,17205.0,840,80.0,100.5,107.33181393681711,0.7960199004975125,0.7453521660138298,0.8704759476147976,0.9160504237138564
2021-09-29,17139.0,16880.0,840,259.0,107.55,121.77640308569167,2.408182240818224,2.126848826514828,0.8695652173913043,0.9130757560125273
2021-09-30,16880.0,16668.0,840,212.0,112.2,130.36912660134007,1.8894830659536541,1.6261518775705355,0.8704759476147976,0.9160504237138564
2021-10-01,16942.0,16751.0,840,191.0,117.6,136.14349549645053,1.6241496598639455,1.4029315121042978,0.8713866778382908,0.9166711887417915
2021-10-04,16654.0,16340.0,840,314.0,127.85,153.08221021107428,2.456003128666406,2.051185435375198,0.8717835644830552,0.9172919537697267
2021-10-05,16457.0,16183.0,840,274.0,137.5,164.59819019097196,1.9927272727272727,1.6646598585445966,0.8721804511278195,0.9176795285403206
2021-10-06,16500.0,16354.0,840,146.0,140.15,162.82693398230796,1.0417409917945057,0.8966575518511188,0.8728509171016714,0.9180671033109146
2021-10-07,16450.0,16200.0,840,250.0,149.0,171.12913074589767,1.6778523489932886,1.4608851158790395,0.8735213830755232,0.9176795285403206
2021-10-08,16799.0,16672.0,840,127.0,152.1,166.9263563891455,0.8349769888231428,0.7608145456906305,0.8736229364357208,0.9180671033109146
2021-10-12,16671.0,16563.0,840,108.0,153.15,161.31432244732213,0.7051909892262488,0.6695003788970311,0.8735213830755232,0.9176795285403206
2021-10-13,16563.0,16378.0,840,185.0,153.2,163.57010126186287,1.2075718015665797,1.1310135444853062,0.8728509171016714,0.9172919537697267
2021-10-14,16411.0,16261.0,840,150.0,154.9,162.277710665495,0.9683666881859264,0.9243413613912561,0.8735213830755232,0.9176795285403206
2021-10-15,16638.0,16445.0,840,193.0,158.75,165.20364298306689,1.215748031496063,1.1682551093608886,0.8736229364357208,0.9180671033109146
2021-10-18,16862.0,16771.0,840,91.0,160.0,158.13662936563193,0.56875,0.5754517493198649,0.8737244897959183,0.9212042323510854
2021-10-19,16816.0,16674.0,840,142.0,162.2,156.59980752128604,0.8754623921085081,0.9067699523238459,0.8736229364357208,0.9180671033109146
2021-10-20,16989.0,16925.0,840,64.0,161.75,147.7807782335445,0.3956723338485317,0.4330739137051908,0.8737244897959183,0.9176795285403206
2021-10-22,16898.0,16801.0,840,97.0,161.1,142.9445136398736,0.6021104903786468,0.6785849804937345,0.8736229364357208,0.9172919537697267
2021-10-25,16900.0,16748.0,840,152.0,160.25,143.80694091226658,0.9485179407176287,1.056972626187298,0.8735213830755232,0.9166711887417915
2021-10-26,16955.0,16883.0,840,72.0,158.5,136.96818463490786,0.45425867507886436,0.5256695209323086,0.8736229364357208,0.9172919537697267
2021-10-27,17066.0,16936.0,840,130.0,161.85,136.30454800301186,0.8032128514056225,0.9537466057048034,0.8735213830755232,0.9166711887417915
2021-10-28,17090.0,16980.0,840,110.0,163.35,133.79935295510597,0.6734006734006734,0.8221265467323192,0.8728509171016714,0.9172919537697267
2021-10-29,17112.0,17013.0,840,99.0,155.35,130.4851288641435,0.6372706791116833,0.7587071481768264,0.8721804511278195,0.9166711887417915
2021-11-01,16983.0,16881.0,840,102.0,149.85,127.77225944851078,0.6806806806806807,0.7982953454861899,0.8717835644830552,0.9160504237138564
2021-11-02,17110.0,17061.0,840,49.0,142.75,120.27013950103357,0.3432574430823117,0.407416173318556,0.8713866778382908,0.9130757560125273
2021-11-03,17112.0,17023.0,840,89.0,131.5,117.2920309771256,0.6768060836501901,0.7587898279070371,0.8704759476147976,0.9101010883111983
2021-11-04,17232.0,17062.0,840,170.0,126.3,122.31183755073269,1.3460015835312749,1.3898900008716422,0.8695652173913043,0.9084355203175221
2021-11-05,17195.0,17059.0,840,136.0,125.8,123.61547206971053,1.0810810810810811,1.1001859049108793,0.8704759476147976,0.9101010883111983
2021-11-08,17350.0,17241.0,840,109.0,118.75,122.22352234878572,0.9178947368421052,0.8918086952931192,0.8713866778382908,0.9130757560125273
2021-11-09,17529.0,17415.0,840,114.0,118.1,121.44032974413946,0.9652836579170195,0.9387326289395347,0.8717835644830552,0.9101010883111983
2021-11-10,17633.0,17537.0,840,96.0,117.5,119.01744119707855,0.8170212765957446,0.8066044693486188,0.8721804511278195,0.9130757560125273
2021-11-11,17627.0,17423.0,840,204.0,118.45,127.11101822592822,1.7222456732798648,1.6048962776571316,0.8717835644830552,0.9101010883111983
2021-11-12,17560.0,17462.0,840,98.0,115.85,124.33854029964934,0.8459214501510575,0.7881707454810484,0.8721804511278195,0.9130757560125273
2021-11-15,17612.0,17520.0,840,92.0,110.8,121.25867931873036,0.8303249097472925,0.758708576712901,0.8717835644830552,0.9101010883111983
2021-11-16,17719.0,17637.0,840,82.0,110.35,117.51975747885128,0.7430901676483915,0.6977550137878444,0.8713866778382908,0.9084355203175221
2021-11-17,17744.0,17698.0,840,46.0,105.55,110.70835200467496,0.4358124111795358,0.41550613993474966,0.8704759476147976,0.9067699523238459
2021-11-19,17919.0,17836.0,840,83.0,106.5,108.06946133756307,0.7793427230046949,0.7680245554360937,0.8695652173913043,0.9052645835749755
2021-11-22,17852.0,17724.0,840,128.0,108.05,109.96760787684278,1.1846367422489588,1.1639791250470086,0.8685077809696692,0.9037592148261052
2021-11-23,17889.0,17740.0,840,149.0,107.9,113.6849785552387,1.3809082483781279,1.3106392937181406,0.8695652173913043,0.9052645835749755
2021-11-24,17695.0,17557.0,840,138.0,111.2,116.00069488331121,1.2410071942446044,1.1896480459778158,0.8704759476147976,0.9067699523238459
2021-11-25,17718.0,17588.0,840,130.0,111.2,117.33396203728157,1.169064748201439,1.1079486087642207,0.8713866778382908,0.9084355203175221
2021-11-26,17676.0,17617.0,840,59.0,108.65,111.77834660515951,0.5430280717901519,0.5278303159055374,0.8717835644830552,0.9101010883111983
2021-11-29,17338.0,17065.0,840,273.0,117.35,127.13278978562052,2.3263740945888367,2.1473610424214726,0.8713866778382908,0.9084355203175221
2021-11-30,17410.0,17295.0,840,115.0,118.0,125.9772859965138,0.9745762711864406,0.9128629743871639,0.8717835644830552,0.9101010883111983
2021-12-01,17400.0,17209.0,840,191.0,125.1,132.16992542541723,1.5267785771382894,1.4451093876706487,0.8721804511278195,0.9114820313491812
2021-12-02,17702.0,17500.0,840,202.0,130.75,138.82040871823463,1.5449330783938815,1.4551174561803928,0.8728509171016714,0.9128629743871639
2021-12-03,17775.0,17658.0,840,117.0,128.1,136.74227455459325,0.9133489461358314,0.8556242053242188,0.8735213830755232,0.9144566990505101
2021-12-06,17728.0,17555.0,840,173.0,129.95,140.1953912636796,1.3312812620238554,1.233992062368309,0.8736229364357208,0.9128629743871639
2021-12-07,17717.0,17602.0,840,115.0,130.25,137.7958301909482,0.8829174664107485,0.8345680695899196,0.8737244897959183,0.9144566990505101
2021-12-08,17937.0,17781.0,840,156.0,132.35,139.52956064895315,1.1786928598413298,1.1180426518541497,0.8745934409522131,0.9128629743871639
2021-12-09,17919.0,17841.0,840,78.0,131.45,133.66960249190998,0.5933815138836059,0.5835283306443644,0.8754623921085081,0.9144566990505101
2021-12-10,17940.0,17824.0,840,116.0,127.05,131.98678320696618,0.9130263675718221,0.8788758781862455,0.8745934409522131,0.9128629743871639
2021-12-13,17875.0,17775.0,840,100.0,127.15,128.94042290154084,0.7864726700747149,0.7755519778026492,0.8754623921085081,0.9114820313491812
2021-12-14,17793.0,17650.0,840,143.0,129.7,130.27943024425124,1.10254433307633,1.0976406615526326,0.8745934409522131,0.9101010883111983
2021-12-15,17614.0,17501.0,840,113.0,131.25,128.63377022098922,0.8609523809523809,0.8784629402206681,0.8754623921085081,0.9114820313491812
2021-12-17,17850.0,17675.0,840,175.0,137.7,133.04960162851407,1.2708787218591142,1.3152989400796182,0.8745934409522131,0.9101010883111983
2021-12-20,17808.0,17731.0,840,77.0,137.4,127.71154433056034,0.5604075691411936,0.6029212190927561,0.8754623921085081,0.9114820313491812
2021-12-21,17634.0,17495.0,840,139.0,137.95,128.78663534669747,1.0076114534251541,1.0793045382838666,0.8745934409522131,0.9101010883111983
2021-12-22,17849.0,17762.0,840,87.0,134.85,124.80695578986914,0.6451612903225806,0.697076532709261,0.8754623921085081,0.9114820313491812
2021-12-23,17952.0,17822.0,840,130.0,134.45,125.30153142892922,0.9669021941242099,1.0374972956634272,0.8745934409522131,0.9101010883111983
2021-12-24,18010.0,17949.0,840,61.0,131.0,119.17757605474549,0.46564885496183206,0.5118412541968382,0.8754623921085081,0.9114820313491812
2021-12-27,17990.0,17917.0,840,73.0,131.7,114.77971166857925,0.554290053151101,0.6360009006712257,0.8745934409522131,0.9101010883111983
2021-12-28,18140.0,18059.0,840,81.0,122.1,111.5625962715717,0.6633906633906634,0.726049793631778,0.8737244897959183,0.9084355203175221
2021-12-29,18263.0,18180.0,840,83.0,120.5,108.8423490076125,0.6887966804979253,0.7625708261238916,0.8736229364357208,0.9067699523238459
2021-12-30,18291.0,18233.0,840,58.0,113.85,104.00022053069702,0.5094422485726834,0.557691125115264,0.8735213830755232,0.9052645835749755
2022-01-03,18267.0,18203.0,840,64.0,106.95,100.19067571824968,0.5984104721832632,0.6387819978375736,0.8728509171016714,0.9037592148261052
2022-01-04,18367.0,18257.0,840,110.0,106.6,101.12489707841638,1.0318949343339587,1.0877637770518718,0.8721804511278195,0.9031109012093759
2022-01-05,18577.0,18474.0,840,103.0,103.1,101.3034783090434,0.9990300678952474,1.0167469243828042,0.8728509171016714,0.9037592148261052
2022-01-06,18565.0,18304.0,840,261.0,110.4,116.51267085103926,2.3641304347826084,2.240099708414434,0.8735213830755232,0.9052645835749755
2022-01-07,18430.0,18333.0,840,97.0,107.45,114.65432124617838,0.9027454630060493,0.8460213182172859,0.8736229364357208,0.9067699523238459
2022-01-10,18195.0,18062.0,840,133.0,110.2,116.40152874654235,1.206896551724138,1.1425966774852232,0.8737244897959183,0.9052645835749755
2022-01-11,18305.0,18091.0,840,214.0,115.1,125.69662124687166,1.8592528236316248,1.7025119520094183,0.8745934409522131,0.9067699523238459
2022-01-12,18391.0,18217.0,840,174.0,118.8,130.2969430328839,1.4646464646464648,1.3354112226262016,0.8754623921085081,0.9084355203175221
2022-01-13,18446.0,18357.0,840,89.0,116.1,126.3639008392759,0.7665805340223946,0.7043150726503798,0.8756163728301216,0.9101010883111983
2022-01-14,18650.0,18477.0,840,173.0,119.1,130.80543409267818,1.452560873215785,1.322575022972105,0.8754623921085081,0.9084355203175221
2022-01-17,18442.0,18307.0,840,135.0,117.1,131.20491656004216,1.1528608027327072,1.0289248569295886,0.8756163728301216,0.9101010883111983
2022-01-18,18552.0,18505.0,840,47.0,115.6,123.18540069718101,0.40657439446366783,0.3815387191501465,0.8757703535517353,0.9114820313491812
2022-01-19,18388.0,18252.0,840,136.0,115.45,124.40583872602092,1.1779991338241662,1.0931962791514385,0.8756163728301216,0.9101010883111983
2022-01-21,18287.0,18043.0,840,244.0,123.3,135.79575884735226,1.9789132197891321,1.796816057225174,0.8757703535517353,0.9114820313491812
2022-01-24,17950.0,17700.0,840,250.0,129.3,146.67235324284252,1.9334880123743232,1.7044793682834005,0.8786453870467936,0.9128629743871639
2022-01-25,17980.0,17508.0,840,472.0,149.85,177.65593864828608,3.1498164831498165,2.6568208391527,0.881520420541852,0.9144566990505101
2022-01-26,17737.0,17509.0,840,228.0,157.6,182.45061115797313,1.4467005076142132,1.2496532543954504,0.8822189434763003,0.9160504237138564
2022-02-07,17732.0,17439.0,840,293.0,168.2,192.9791243810233,1.741973840665874,1.5182989400526699,0.8829174664107485,0.9166711887417915
2022-02-08,17967.0,17863.0,840,104.0,169.25,184.50492205902108,0.6144756277695717,0.5636705993498187,0.8928314647083989,0.9172919537697267
2022-02-09,18050.0,17948.0,840,102.0,171.45,176.64731043435242,0.5949256342957131,0.5774217549601829,0.8829174664107485,0.9166711887417915
2022-02-10,18250.0,18156.0,840,94.0,172.95,168.77613801203313,0.5435096848800232,0.5569507698611882,0.8822189434763003,0.9160504237138564
2022-02-11,18397.0,18199.0,840,198.0,177.35,171.55936296326806,1.1164364251480123,1.1541194638405894,0.881520420541852,0.9144566990505101
2022-02-14,18380.0,18081.0,840,299.0,187.15,183.69656649057586,1.5976489446967672,1.6276842061462238,0.8822189434763003,0.9160504237138564
2022-02-15,18014.0,17830.0,840,184.0,183.3,183.72546492004483,1.0038188761593017,1.001494267983345,0.8829174664107485,0.9166711887417915
2022-02-16,18185.0,17963.0,840,222.0,189.55,187.37065873718342,1.1711949353732525,1.1848173107582955,0.8928314647083989,0.9172919537697267
2022-02-18,18275.0,18072.0,840,203.0,193.05,188.85916742888023,1.0515410515410515,1.0748750127602085,0.9027454630060493,0.9176795285403206
2022-02-21,18233.0,18098.0,840,135.0,189.1,183.72972291184402,0.7139079851930196,0.7347749610702609,0.9044471651599826,0.9180671033109146
2022-02-22,18256.0,17987.0,840,269.0,193.85,191.8507016821446,1.3876708795460408,1.402131958035135,0.9027454630060493,0.9176795285403206
2022-02-23,17990.0,17806.0,840,184.0,198.6,191.10301580765463,0.9264853977844915,0.9628314823937482,0.9044471651599826,0.9180671033109146
2022-02-24,18093.0,17869.0,840,224.0,201.15,194.23606192121133,1.1135968182948048,1.1532359016363394,0.9061488673139158,0.9212042323510854
2022-02-25,17650.0,17226.0,840,424.0,215.6,216.11834173823883,1.966604823747681,1.9618880868221085,0.9068559462619998,0.9243413613912561
2022-03-01,17790.0,17503.0,840,287.0,227.6,222.86897585840654,1.2609841827768014,1.2877521373021308,0.907563025210084,0.9245203926353809
2022-03-02,17980.0,17675.0,840,305.0,236.05,230.6909781576059,1.292099131539928,1.322114988786544,0.9102946963909531,0.9246994238795055
2022-03-03,17965.0,17680.0,840,285.0,238.1,235.86326595211963,1.1969760604787905,1.208327201141424,0.9130263675718221,0.9268473367215744
2022-03-04,17944.0,17750.0,840,194.0,235.3,231.87628824239394,0.8244793880152996,0.8366530336952797,0.9131552502065752,0.9289952495636432
2022-03-07,17746.0,17503.0,840,243.0,223.85,232.93568936216596,1.0855483582756311,1.0432063917100576,0.9130263675718221,0.9268473367215744
2022-03-08,17175.0,16706.0,840,469.0,235.9,255.4180046610073,1.9881305637982196,1.8362057154994236,0.9131552502065752,0.9289952495636432
2022-03-09,16976.0,16638.0,840,338.0,238.15,263.2829565980542,1.4192735670795718,1.283789898014606,0.9132841328413284,0.9308042390739466
2022-03-10,17291.0,16958.0,840,333.0,249.6,269.92267501728713,1.3341346153846154,1.2336866474025314,0.9133165394885798,0.93261322858425
2022-03-11,17496.0,17221.0,840,275.0,258.25,270.4062297775455,1.0648596321393997,1.0169884038035428,0.9133489461358314,0.9333663731746258
2022-03-14,17394.0,17110.0,840,284.0,267.75,271.7008745606364,1.0606909430438842,1.045267154400045,0.9156218414889683,0.9341195177650017
2022-03-15,17321.0,17066.0,840,255.0,270.6,270.110315078671,0.942350332594235,0.9440587262494212,0.9178947368421052,0.9359754037156782
2022-03-16,17095.0,16728.0,840,367.0,274.0,279.3379041187976,1.3394160583941606,1.3138209837928805,0.9180231763340698,0.9378312896663549
2022-03-18,17497.0,17313.0,840,184.0,274.0,270.25810372653115,0.6715328467153284,0.6808306484166927,0.9181516158260343,0.9382819593029448
2022-03-21,17505.0,17305.0,840,200.0,272.9,263.5668557525758,0.7328691828508612,0.7588207531972481,0.9180231763340698,0.9378312896663549
2022-03-22,17566.0,17440.0,840,126.0,269.05,250.46525044280668,0.4683144396952239,0.503063797382032,0.9178947368421052,0.9359754037156782
2022-03-23,17645.0,17520.0,840,125.0,268.55,238.5161789720632,0.46546266989387447,0.5240734634384737,0.9156218414889683,0.9341195177650017
2022-03-24,17700.0,17547.0,840,153.0,262.75,230.37178097472383,0.582302568981922,0.6641438432808183,0.9133489461358314,0.9333663731746258
2022-03-25,17762.0,17620.0,840,142.0,260.65,221.955420881893,0.5447918664876271,0.6397681094509564,0.9133165394885798,0.93261322858425
2022-03-28,17661.0,17538.0,840,123.0,255.6,212.53109508361746,0.4812206572769953,0.5787388426696213,0.9132841328413284,0.9308042390739466
2022-03-29,17583.0,17433.0,840,150.0,241.9,206.57575269470152,0.6200909466721786,0.7261258789732459,0.9131552502065752,0.9289952495636432
2022-03-30,17715.0,17540.0,840,175.0,236.3,203.568538152349,0.7405840033855269,0.8596613287512604,0.9130263675718221,0.9268473367215744
2022-03-31,17746.0,17620.0,840,126.0,227.35,196.18105832831574,0.5542115680668572,0.642263840727858,0.9102946963909531,0.9246994238795055
2022-04-01,17663.0,17468.0,840,195.0,222.85,196.06857658276186,0.8750280457706978,0.9945499855133043,0.907563025210084,0.9245203926353809
2022-04-06,17624.0,17457.0,840,167.0,221.5,193.30014071773692,0.7539503386004515,0.8639414300471657,0.9068559462619998,0.9246994238795055
2022-04-07,17520.0,17335.0,840,185.0,218.6,192.5096511255715,0.8462946020128088,0.9609907810768767,0.9061488673139158,0.9245203926353809
2022-04-08,17268.0,17134.0,840,134.0,201.85,186.9373033993266,0.6638593014614813,0.7168178718923508,0.9044471651599826,0.9246994238795055
2022-04-11,17382.0,17207.0,840,175.0,193.7,185.8004173612955,0.9034589571502324,0.941870865982536,0.9027454630060493,0.9245203926353809
2022-04-12,17100.0,16942.0,840,158.0,184.95,183.15275856498164,0.8542849418761828,0.8626678693673206,0.9031022100781408,0.9246994238795055
2022-04-13,17146.0,16975.0,840,171.0,179.75,181.99535298736433,0.9513212795549374,0.9395844300039479,0.9027454630060493,0.9245203926353809
2022-04-14,17347.0,17248.0,840,99.0,170.5,174.09103365523438,0.5806451612903226,0.5686680004213036,0.9031022100781408,0.9246994238795055
2022-04-15,17331.0,17102.0,840,229.0,169.2,179.32045902140254,1.3534278959810875,1.2770433516047828,0.9027454630060493,0.9245203926353809
