trade_date,nh,nl,nb,night_range,sma20,ema20,norm_sma,norm_ema,norm_sma_exp_med,norm_ema_exp_med
2021-02-25,16332.0,16139.0,840,193.0,157.8,156.17346182926659,1.2230671736375158,1.235805352198655,,
2021-02-26,16397.0,16098.0,840,299.0,164.3,169.77598927409835,1.8198417528910529,1.7611442070131205,,
2021-03-02,15999.0,15746.0,840,253.0,172.2,177.70208553370804,1.4692218350754938,1.423731180419989,,
2021-03-03,16033.0,15905.0,840,128.0,174.1,172.9685535781168,0.7352096496266514,0.7400189072066912,,
2021-03-04,16255.0,16000.0,840,255.0,182.25,180.78107228496282,1.3991769547325104,1.4105458982898766,,
2021-03-05,15998.0,15610.0,840,388.0,193.2,200.5162082578235,2.008281573498965,1.9350056704698408,,
2021-03-08,15935.0,15705.0,840,230.0,196.6,203.32418842374508,1.169888097660224,1.1311984165930136,,
2021-03-09,15958.0,15746.0,840,212.0,201.4,204.15045619291223,1.0526315789473684,1.0384497980238179,,
2021-03-10,15997.0,15768.0,840,229.0,199.9,206.51707941263487,1.1455727863931966,1.1088671244591968,,
2021-03-11,16010.0,15868.0,840,142.0,189.0,200.3725956590506,0.7513227513227513,0.7086797450167484,,
2021-03-12,16273.0,16162.0,840,111.0,184.9,191.86091988199817,0.6003244997295836,0.5785440832258558,,
2021-03-15,16202.0,16093.0,840,109.0,182.6,183.96940370276025,0.5969331872946331,0.5924898260588567,,
2021-03-16,16268.0,16151.0,840,117.0,180.85,177.59136525487833,0.6469449820293061,0.6588158147896556,,
2021-03-17,16361.0,16284.0,840,77.0,178.05,168.0112352306042,0.43246279135074417,0.4583026837122736,,
2021-03-19,16265.0,16050.0,840,215.0,184.45,172.48635568483238,1.1656275413391164,1.2464754046566366,,
2021-03-22,16098.0,15941.0,840,157.0,188.3,171.0114646672293,0.8337758895379713,0.9180671033109146,,
2021-03-23,16242.0,16090.0,840,152.0,189.15,169.20084898463602,0.803595030399154,0.898340646114619,,
2021-03-24,16146.0,16025.0,840,121.0,187.9,164.6102919384802,0.6439595529536988,0.7350694696855365,,
2021-03-25,16040.0,15857.0,840,183.0,189.55,166.36169270624399,0.965444473753627,1.100012851655311,,
2021-03-26,16078.0,15975.0,840,103.0,183.7,160.3272457818398,0.5606967882416984,0.6424360344850805,,
2021-03-29,16425.0,16240.0,840,185.0,183.3,162.67703189785504,1.0092744135297327,1.137222617364703,,
2021-03-30,16499.0,16413.0,840,86.0,172.65,155.37445743139267,0.49811757891688385,0.55350153057155,,
2021-03-31,16567.0,16515.0,840,52.0,162.6,145.52927100935528,0.3198031980319803,0.3573164329027471,,
2021-04-01,16543.0,16413.0,840,130.0,162.7,144.05029281798812,0.7990165949600492,0.9024625875926466,,
2021-04-06,16701.0,16564.0,840,137.0,156.8,143.37883635913212,0.8737244897959183,0.9555106142502471,,
2021-04-07,16795.0,16715.0,840,80.0,141.4,137.34275670588144,0.5657708628005658,0.5824843036412867,,
2021-04-08,16773.0,16703.0,840,70.0,133.4,130.92916082913084,0.5247376311844077,0.5346402555146101,,
2021-04-09,16977.0,16906.0,840,71.0,126.35,125.22162170254695,0.5619311436485952,0.5669947332949761,,
2021-04-12,16917.0,16826.0,840,91.0,119.45,121.96241963563772,0.7618250313938887,0.7461314745301231,,
2021-04-13,16899.0,16801.0,840,98.0,117.25,119.68028443224365,0.835820895522388,0.8188483212995886,,
2021-04-14,16875.0,16784.0,840,91.0,116.25,116.94882877202997,0.7827956989247312,0.7781180962264069,,0.9633504549643956
2021-04-15,16921.0,16826.0,840,95.0,115.55,114.85846412707474,0.8221549112938122,0.8271049131816343,,0.9555106142502471
2021-04-16,17150.0,17033.0,840,117.0,115.55,115.0624199244962,1.0125486802250108,1.016839382282897,,0.9528170265876015
2021-04-19,17180.0,17130.0,840,50.0,114.2,108.86599897930608,0.4378283712784588,0.4592802203514828,,0.9555106142502471
2021-04-20,17300.0,17201.0,840,99.0,108.4,107.92638002889598,0.9132841328413284,0.9172919537697267,,0.9528170265876015
2021-04-21,17329.0,17231.0,840,98.0,105.45,106.98101050233446,0.9293504030346136,0.9160504237138564,,0.9501234389249558
2021-04-23,17180.0,17011.0,840,169.0,106.3,112.88758093068355,1.5898400752587019,1.4970645894500227,,0.9439773642956553
2021-04-26,17352.0,17251.0,840,101.0,105.3,111.75543036585655,0.9591642924976258,0.9037592148261052,,0.9501234389249558
2021-04-27,17565.0,17485.0,840,80.0,100.15,108.7311036643464,0.7988017973040439,0.7357600291353659,,0.9439773642956553
2021-04-28,17570.0,17509.0,840,61.0,98.05,104.18528426774199,0.6221315655277919,0.5854953550180686,,0.9378312896663549
2021-04-29,17591.0,17503.0,840,88.0,93.2,102.64382862319513,0.944206008583691,0.8573335696883196,,0.9359754037156782
2021-05-03,17633.0,17525.0,840,108.0,94.3,103.15394018289084,1.1452810180275717,1.0469789114067496,,0.9341195177650017
2021-05-04,17328.0,17212.0,840,116.0,97.5,104.37737445118695,1.1897435897435897,1.1113519631043074,,0.9359754037156782
2021-05-05,16949.0,16662.0,840,287.0,105.35,121.77000545583581,2.7242524916943522,2.356902251302688,,0.9378312896663549
2021-05-06,16851.0,16730.0,840,121.0,104.55,121.69667160289907,1.1573409851745577,0.9942753438222834,,0.9439773642956553
2021-05-07,17097.0,16942.0,840,155.0,108.3,124.86841716452773,1.4312096029547554,1.2413066772182324,,0.9501234389249558
2021-05-10,17375.0,17256.0,840,119.0,110.75,124.30952029171556,1.074492099322799,0.9572879029759284,,0.9528170265876015
2021-05-11,17220.0,17008.0,840,212.0,117.8,132.6609945496474,1.7996604414261461,1.5980582741723723,,0.9555106142502471
2021-05-12,16580.0,16175.0,840,405.0,133.5,158.59804268777623,3.033707865168539,2.5536254618053675,,0.9563992586130877
2021-05-13,15828.0,15391.0,840,437.0,150.45,185.1125148127499,2.904619474908608,2.360726396278751,0.9220387708759801,0.9572879029759284
2021-05-14,15765.0,15318.0,840,447.0,168.25,210.05418006867848,2.6567607726597324,2.1280223980967703,0.9259259259259259,0.9642390993272363
2021-05-17,15974.0,15666.0,840,308.0,178.9,219.382353395471,1.7216321967579653,1.403941544217013,0.9276381644802698,0.9711902956785443
2021-05-18,15466.0,15284.0,840,182.0,182.15,215.822129262569,0.9991765028822399,0.8432870189070323,0.9293504030346136,0.9827328197504139
2021-05-19,16318.0,16142.0,840,176.0,188.45,212.0295455232767,0.9339347306977979,0.8300729955612655,0.9323241445025727,0.9711902956785443
2021-05-21,16200.0,15933.0,840,267.0,196.85,217.26482690201226,1.3563627127254254,1.2289149781267568,0.9339347306977979,0.9642390993272363
2021-05-24,16293.0,16006.0,840,287.0,206.3,223.9062719589635,1.3911778962675714,1.2817863362603796,0.9346163083341648,0.9711902956785443
2021-05-25,16475.0,16265.0,840,210.0,208.35,222.58186510572887,1.007919366450684,0.9434730897786648,0.9352978859705318,0.9827328197504139
2021-05-26,16653.0,16494.0,840,159.0,211.25,216.52644938137374,0.7526627218934911,0.7343213748448307,0.9359599014616942,0.9711902956785443
2021-05-27,16673.0,16553.0,840,120.0,213.25,207.3334542021953,0.5627198124267292,0.5787777976388405,0.9352978859705318,0.9642390993272363
2021-05-28,16685.0,16493.0,840,192.0,219.8,205.87312523055766,0.8735213830755232,0.93261322858425,0.9346163083341648,0.9572879029759284
2021-05-31,16952.0,16805.0,840,147.0,222.75,200.26616092288552,0.6599326599326599,0.7340231585934471,0.9339347306977979,0.9563992586130877
2021-06-01,17055.0,16966.0,840,89.0,221.8,189.66938369213452,0.40126239855725876,0.46923756627196117,0.9316425668662057,0.9555106142502471
2021-06-02,17226.0,17123.0,840,103.0,221.15,181.41515667383598,0.4657472303866154,0.567758515266629,0.9293504030346136,0.9528170265876015
2021-06-03,17206.0,17059.0,840,147.0,214.15,178.13752270489923,0.6864347420032687,0.8252051435761723,0.9276381644802698,0.9501234389249558
2021-06-04,17210.0,17080.0,840,130.0,214.6,173.55299673300405,0.6057781919850885,0.7490507363580331,0.9259259259259259,0.9467982643518102
2021-06-07,17260.0,17041.0,840,219.0,217.8,177.88128275843223,1.0055096418732783,1.231158200592741,0.9220387708759801,0.9434730897786648
2021-06-08,17200.0,17080.0,840,120.0,217.85,172.36877963858154,0.5508377323846684,0.6961817578079565,0.9259259259259259,0.9467982643518102
2021-06-09,17125.0,16992.0,840,133.0,213.9,168.61937205395472,0.6217858812529219,0.7887587195938717,0.9220387708759801,0.9434730897786648
