Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,EmaHL,sl_dist,is_sl_hit,bbpct,bucket,year,pool
1,57211,57217,16865.0,16807.0,,,-58.0,0.0,-0.003439075007411807,2021-10-18 09:06:00,2021-10-18 09:12:00,0 days 00:06:00,,220.65736650173415,55.164341625433536,True,0.7807007226849735,2,2021,A
1,57506,57554,16828.0,16886.0,,,58.0,0.0,0.0034466365581173886,2021-10-19 09:00:00,2021-10-19 09:48:00,0 days 00:48:00,,215.35666493014043,53.839166232535106,False,0.8333306292099518,2,2021,A
1,59018,59196,16997.0,17046.0,,,49.0,0.0,0.0028828616814731145,2021-10-26 09:07:00,2021-10-26 12:05:00,0 days 02:58:00,,199.5654590023253,49.891364750581324,False,1.057154085377114,3,2021,A
1,60221,60294,17090.0,17049.0,,,-41.0,0.0,-0.0023990637799883308,2021-11-01 09:06:00,2021-11-01 10:19:00,0 days 01:13:00,,185.84434563089468,46.46108640772367,False,0.7271831672815019,2,2021,A
1,60520,60581,17196.0,17168.0,,,-28.0,0.0,-0.001628285647825023,2021-11-02 09:04:00,2021-11-02 10:05:00,0 days 01:01:00,,177.85916985652378,44.464792464130944,False,0.9828988886314145,2,2021,A
1,61725,61810,17306.0,17375.0,,,69.0,0.0,0.003987056512192222,2021-11-08 09:05:00,2021-11-08 10:30:00,0 days 01:25:00,,179.96484425147975,44.99121106286994,False,0.8264480811024795,2,2021,A
1,62023,62104,17513.0,17558.0,,,45.0,0.0,0.0025695197853023988,2021-11-09 09:02:00,2021-11-09 10:23:00,0 days 01:21:00,,179.3967638465769,44.849190961644226,False,1.041325281834122,3,2021,A
1,63227,63308,17652.0,17657.0,,,5.0,0.0,0.00028325402220708007,2021-11-15 09:02:00,2021-11-15 10:23:00,0 days 01:21:00,,161.0462701304999,40.26156753262497,False,0.8939533765803045,2,2021,A
1,63527,63630,17684.0,17696.0,,,12.0,0.0,0.0006785795068988687,2021-11-16 09:01:00,2021-11-16 10:44:00,0 days 01:43:00,,155.61329202283324,38.90332300570831,False,0.6896766817678638,2,2021,A
1,66536,66622,17446.0,17476.0,,,30.0,0.0,0.001719591883526217,2021-11-30 09:00:00,2021-11-30 10:26:00,0 days 01:26:00,,150.02967317940212,37.50741829485053,False,1.0061360816451732,3,2021,A
1,72563,72646,18135.0,18142.0,,,7.0,0.0,0.0003859939343811014,2021-12-28 09:07:00,2021-12-28 10:30:00,0 days 01:23:00,,139.13431690797745,34.78357922699436,False,0.8957328862182493,2,2021,A
1,72856,72916,18226.0,18192.0,,,-34.0,0.0,-0.001865466915395575,2021-12-29 08:59:00,2021-12-29 09:59:00,0 days 01:00:00,,135.78819148817007,33.94704787204252,True,0.8539213154586407,2,2021,A
1,73459,73498,18342.0,18295.0,,,-47.0,0.0,-0.0025624250354377986,2022-01-03 09:00:00,2022-01-03 09:39:00,0 days 00:39:00,,128.2393132136721,32.05982830341802,True,1.0020030921706033,3,2022,A
1,73760,73827,18414.0,18424.0,,,10.0,0.0,0.0005430650591939923,2022-01-04 09:00:00,2022-01-04 10:07:00,0 days 01:07:00,,133.74033100284618,33.435082750711544,False,1.0674663623438239,3,2022,A
1,79177,79243,17995.0,18007.0,,,12.0,0.0,0.000666851903306398,2022-02-08 08:59:00,2022-02-08 10:05:00,0 days 01:06:00,,191.07298847564158,47.768247118910395,False,1.0828737867402556,3,2022,A
1,79481,79546,18084.0,18075.0,,,-9.0,0.0,-0.0004976775049767568,2022-02-09 09:02:00,2022-02-09 10:07:00,0 days 01:05:00,,184.78032290653286,46.195080726633215,False,0.8024088627123344,2,2022,A
1,83403,83462,17791.0,17904.0,,,113.0,0.0,0.006351526052498446,2022-03-01 09:11:00,2022-03-01 10:10:00,0 days 00:59:00,,202.1506464985496,50.5376616246374,False,0.8838000935003075,2,2022,A
1,87606,87718,17527.0,17530.0,,,3.0,0.0,0.00017116448907406046,2022-03-21 09:00:00,2022-03-21 10:52:00,0 days 01:52:00,,222.52336059843668,55.63084014960917,False,0.8880962988062979,2,2022,A
1,88210,88297,17668.0,17695.0,,,27.0,0.0,0.0015281865519582993,2022-03-23 09:02:00,2022-03-23 10:29:00,0 days 01:27:00,,202.61889609078378,50.654724022695945,False,1.3669781012974342,3,2022,A
1,89716,89804,17714.0,17703.0,,,-11.0,0.0,-0.000620977757705754,2022-03-30 09:03:00,2022-03-30 10:31:00,0 days 01:28:00,,178.70554131533322,44.676385328833305,False,1.0953254780370631,3,2022,A
1,92123,92219,17168.0,17241.0,,,73.0,0.0,0.004252096924510784,2022-04-13 09:02:00,2022-04-13 10:38:00,0 days 01:36:00,,186.51526930174632,46.62881732543658,False,0.9552832855670328,2,2022,A
1,93338,93391,17091.0,17062.0,,,-29.0,0.0,-0.0016967994851091461,2022-04-19 09:13:00,2022-04-19 10:06:00,0 days 00:53:00,,181.35308030436332,45.33827007609083,False,0.981842588919349,2,2022,A
1,98755,98779,16034.0,15987.0,,,-47.0,0.0,-0.0029312710490208005,2022-05-16 09:12:00,2022-05-16 09:36:00,0 days 00:24:00,,173.65132894892386,43.412832237230965,True,1.1455396798656063,3,2022,A
1,99344,99441,16140.0,16156.0,,,16.0,0.0,0.0009913258983891282,2022-05-18 08:59:00,2022-05-18 10:36:00,0 days 01:37:00,,171.791677438915,42.94791935972875,False,0.9199018991742789,2,2022,A
1,101764,101840,16452.0,16532.0,,,80.0,0.0,0.004862630683199587,2022-05-30 09:11:00,2022-05-30 10:27:00,0 days 01:16:00,,176.99405940328558,44.248514850821394,False,1.0317964647763416,3,2022,A
1,102366,102463,16664.0,16722.0,,,58.0,0.0,0.0034805568891023153,2022-06-01 09:11:00,2022-06-01 10:48:00,0 days 01:37:00,,185.89763139361926,46.474407848404816,False,0.8557086570178697,2,2022,A
1,103559,103642,16594.0,16672.0,,,78.0,0.0,0.004700494154513679,2022-06-08 09:00:00,2022-06-08 10:23:00,0 days 01:23:00,,172.8001564206676,43.2000391051669,False,0.6240074633490249,2,2022,A
1,107473,107592,15252.0,15381.0,,,129.0,0.0,0.008457907159716838,2022-06-27 09:01:00,2022-06-27 11:00:00,0 days 01:59:00,,216.80734698154157,54.20183674538539,False,1.0080577573828313,3,2022,A
1,111991,112074,14590.0,14593.0,,,3.0,0.0,0.00020562028786841324,2022-07-18 09:04:00,2022-07-18 10:27:00,0 days 01:23:00,,277.80344677012283,69.45086169253071,False,0.9938878718353679,2,2022,A
1,118321,118406,15422.0,15424.0,,,2.0,0.0,0.00012968486577613625,2022-08-16 09:13:00,2022-08-16 10:38:00,0 days 01:25:00,,165.59428491684284,41.39857122921071,False,0.7065895102233902,2,2022,A
1,122827,122842,14765.0,14704.0,,,-61.0,0.0,-0.004131391804944151,2022-09-06 09:04:00,2022-09-06 09:19:00,0 days 00:15:00,,151.61176563142834,37.902941407857085,True,1.0280150673139694,3,2022,A
1,124034,124059,14924.0,14884.0,,,-40.0,0.0,-0.002680246582685619,2022-09-13 09:07:00,2022-09-13 09:32:00,0 days 00:25:00,,149.329522723831,37.33238068095775,True,0.8290260896893465,2,2022,A
1,128543,128608,13571.0,13515.0,,,-56.0,0.0,-0.00412644609829782,2022-10-04 09:01:00,2022-10-04 10:06:00,0 days 01:05:00,,176.62815489640485,44.15703872410121,True,1.1786476208613115,3,2022,A
1,128844,128948,13770.0,13851.0,,,81.0,0.0,0.00588235294117645,2022-10-05 09:01:00,2022-10-05 10:45:00,0 days 01:44:00,,171.806425858652,42.951606464663,False,0.9891477410439196,2,2022,A
1,135768,135834,13327.0,13364.0,,,37.0,0.0,0.0027763187514069365,2022-11-08 09:02:00,2022-11-08 10:08:00,0 days 01:06:00,,171.89851746409212,42.97462936602303,False,0.8858706162137441,2,2022,A
1,136069,136148,13468.0,13548.0,,,80.0,0.0,0.005940005940005877,2022-11-09 09:02:00,2022-11-09 10:21:00,0 days 01:19:00,,164.2891348484643,41.072283712116075,False,0.9940902042254636,2,2022,A
1,137270,137328,14268.0,14360.0,,,92.0,0.0,0.006447995514437865,2022-11-15 08:59:00,2022-11-15 09:57:00,0 days 00:58:00,,155.7976375203064,38.9494093800766,False,0.9508826099954153,2,2022,A
1,140585,140718,14673.0,14760.0,,,87.0,0.0,0.005929257820486589,2022-11-30 09:03:00,2022-11-30 11:16:00,0 days 02:13:00,,166.92059996624363,41.73014999156091,False,0.7934914647848496,2,2022,A
1,143606,143666,14640.0,14665.0,,,25.0,0.0,0.0017076502732240595,2022-12-14 09:14:00,2022-12-14 10:14:00,0 days 01:00:00,,172.10732151286408,43.02683037821602,False,0.7991787314072137,2,2022,A
1,146314,146425,14355.0,14367.0,,,12.0,0.0,0.0008359456635318452,2022-12-27 09:13:00,2022-12-27 11:04:00,0 days 01:51:00,,149.6754472309013,37.41886180772533,False,1.189675628619016,3,2022,A
1,147809,147869,14219.0,14238.0,,,19.0,0.0,0.001336240241929909,2023-01-04 09:03:00,2023-01-04 10:03:00,0 days 01:00:00,,152.78974962004798,38.197437405011996,False,0.6939938979272967,2,2023,A
1,149009,149096,14788.0,14793.0,,,5.0,0.0,0.00033811198268862697,2023-01-10 08:59:00,2023-01-10 10:26:00,0 days 01:27:00,,148.26911091692392,37.06727772923098,False,0.7817537907872303,2,2023,A
1,152923,153030,15530.0,15582.0,,,52.0,0.0,0.003348358016741715,2023-02-08 09:00:00,2023-02-08 10:47:00,0 days 01:47:00,,131.39241629887408,32.84810407471852,False,1.0978100139119873,3,2023,A
1,160747,160751,15472.0,15431.0,,,-41.0,0.0,-0.002649948293691806,2023-03-20 08:58:00,2023-03-20 09:02:00,0 days 00:04:00,,141.9872347300489,35.496808682512224,True,0.8918178150394479,2,2023,A
1,161051,161059,15482.0,15441.0,,,-41.0,0.0,-0.002648236661930037,2023-03-21 09:01:00,2023-03-21 09:09:00,0 days 00:08:00,,140.3694028509966,35.09235071274915,True,1.106792121587341,3,2023,A
1,161351,161416,15596.0,15685.0,,,89.0,0.0,0.005706591433700892,2023-03-22 09:00:00,2023-03-22 10:05:00,0 days 01:05:00,,135.7627930556636,33.9406982639159,False,1.1913559781432754,3,2023,A
1,164359,164394,15883.0,15851.0,,,-32.0,0.0,-0.0020147327331109244,2023-04-10 08:58:00,2023-04-10 09:33:00,0 days 00:35:00,,123.44130912533285,30.860327281333213,True,0.7417184935397712,2,2023,A
1,171898,171994,15625.0,15669.0,,,44.0,0.0,0.0028159999999999297,2023-05-16 09:12:00,2023-05-16 10:48:00,0 days 01:36:00,,121.76941371234525,30.442353428086314,False,1.2183743528788769,3,2023,A
1,173092,173129,16143.0,16107.0,,,-36.0,0.0,-0.0022300687604533964,2023-05-22 09:02:00,2023-05-22 09:39:00,0 days 00:37:00,,129.41765912560376,32.35441478140094,True,0.7561177548871801,2,2023,A
1,181523,181564,16939.0,17022.0,,,83.0,0.0,0.004899935061101646,2023-07-03 09:05:00,2023-07-03 09:46:00,0 days 00:41:00,,132.0090753772344,33.0022688443086,False,1.2381545423932763,3,2023,A
1,181830,181841,17046.0,17004.0,,,-42.0,0.0,-0.0024639211545230966,2023-07-04 09:11:00,2023-07-04 09:22:00,0 days 00:11:00,,132.86535391273588,33.21633847818397,True,0.7398038368307102,2,2023,A
1,183324,183464,16781.0,16858.0,,,77.0,0.0,0.004588522734044531,2023-07-11 09:00:00,2023-07-11 11:20:00,0 days 02:20:00,,148.36503797481288,37.09125949370322,False,1.0252226773103632,3,2023,A
1,184528,184599,17257.0,17326.0,,,69.0,0.0,0.003998377470012082,2023-07-17 09:00:00,2023-07-17 10:11:00,0 days 01:11:00,,150.0558723675608,37.5139680918902,False,0.5360073207998386,2,2023,A
1,184835,184867,17344.0,17302.0,,,-42.0,0.0,-0.002421586715867119,2023-07-18 09:06:00,2023-07-18 09:38:00,0 days 00:32:00,,146.8124559516026,36.70311398790065,True,0.9379493136005976,2,2023,A
1,186342,186418,17113.0,17140.0,,,27.0,0.0,0.0015777479109448933,2023-07-25 09:08:00,2023-07-25 10:24:00,0 days 01:16:00,,159.41647950658108,39.85411987664527,False,1.3758390985325188,3,2023,A
1,187538,187554,17422.0,17380.0,,,-42.0,0.0,-0.002410745035013151,2023-07-31 09:00:00,2023-07-31 09:16:00,0 days 00:16:00,,152.8260911131532,38.2065227782883,True,1.31593410292332,3,2023,A
1,193857,193920,16760.0,16758.0,,,-2.0,0.0,-0.00011933174224343368,2023-08-30 08:58:00,2023-08-30 10:01:00,0 days 01:03:00,,169.0761802063218,42.26904505158045,False,1.343550929036957,3,2023,A
1,195078,195130,16740.0,16723.0,,,-17.0,0.0,-0.0010155316606929032,2023-09-05 09:15:00,2023-09-05 10:07:00,0 days 00:52:00,,156.81884030145906,39.204710075364765,False,0.6942316351791489,2,2023,A
1,195363,195380,16789.0,16752.0,,,-37.0,0.0,-0.002203823932336646,2023-09-06 08:59:00,2023-09-06 09:16:00,0 days 00:17:00,,147.40752217751057,36.85188054437764,True,0.6878784244285878,2,2023,A
1,196867,196941,16587.0,16572.0,,,-15.0,0.0,-0.0009043226623258738,2023-09-13 08:58:00,2023-09-13 10:12:00,0 days 01:14:00,,146.6070340219823,36.65175850549557,False,0.8265972068681644,2,2023,A
1,199278,199323,16387.0,16420.0,,,33.0,0.0,0.0020137914200279994,2023-09-25 09:01:00,2023-09-25 09:46:00,0 days 00:45:00,,144.81816960132517,36.20454240033129,False,0.807462643156564,2,2023,A
1,200489,200633,16537.0,16582.0,,,45.0,0.0,0.0027211707081091774,2023-10-02 09:08:00,2023-10-02 11:32:00,0 days 02:24:00,,140.5126911143726,35.12817277859315,False,1.294331478212554,3,2023,A
1,204998,205066,16390.0,16476.0,,,86.0,0.0,0.005247101891397099,2023-10-25 09:02:00,2023-10-25 10:10:00,0 days 01:08:00,,146.83946042889556,36.70986510722389,False,1.0419277797599258,3,2023,A
1,210717,210736,17334.0,17368.0,,,34.0,0.0,0.0019614630206530315,2023-11-21 09:02:00,2023-11-21 09:21:00,0 days 00:19:00,,121.48284532693275,30.370711331733187,False,1.1594967759954888,3,2023,A
1,212522,212594,17385.0,17394.0,,,9.0,0.0,0.0005176876617773996,2023-11-29 09:01:00,2023-11-29 10:13:00,0 days 01:12:00,,132.629803378799,33.15745084469975,False,0.6770670001603196,2,2023,A
1,213427,213430,17488.0,17453.0,,,-35.0,0.0,-0.002001372369624832,2023-12-04 09:03:00,2023-12-04 09:06:00,0 days 00:03:00,,136.74655235667666,34.186638089169165,True,1.1241233430468507,3,2023,A
1,218545,218643,17767.0,17832.0,,,65.0,0.0,0.003658467946192401,2023-12-27 09:04:00,2023-12-27 10:42:00,0 days 01:38:00,,103.23662946443991,25.80915736610998,False,0.8976318710930749,2,2023,A
1,225178,225192,18033.0,18044.0,,,11.0,0.0,0.0006099927909943847,2024-01-29 09:15:00,2024-01-29 09:29:00,0 days 00:14:00,,116.09433961459712,29.02358490364928,False,0.7802106963683002,2,2024,A
1,229375,229388,18982.0,19010.0,,,28.0,0.0,0.0014750816563060543,2024-02-27 08:58:00,2024-02-27 09:11:00,0 days 00:13:00,,116.97093283326603,29.24273320831651,False,0.6117063272401482,2,2024,A
1,230581,230597,19386.0,19341.0,,,-45.0,0.0,-0.00232126276694522,2024-03-05 09:00:00,2024-03-05 09:16:00,0 days 00:16:00,,139.74214929871846,34.935537324679615,True,0.8134595380190482,2,2024,A
1,232387,232399,20045.0,19989.0,,,-56.0,0.0,-0.002793714143177861,2024-03-13 09:00:00,2024-03-13 09:12:00,0 days 00:12:00,,179.49543599612883,44.87385899903221,True,0.9697503263938555,2,2024,A
1,233892,233924,19916.0,19864.0,,,-52.0,0.0,-0.0026109660574412663,2024-03-20 09:00:00,2024-03-20 09:32:00,0 days 00:32:00,,175.79200063234936,43.94800015808734,True,0.5713441541184835,2,2024,A
1,235094,235120,20321.0,20422.0,,,101.0,0.0,0.004970227843117847,2024-03-26 08:58:00,2024-03-26 09:24:00,0 days 00:26:00,,177.36787302825672,44.34196825706418,False,0.7722616207072787,2,2024,A
1,236601,236740,20388.0,20479.0,,,91.0,0.0,0.004463409848930677,2024-04-02 09:00:00,2024-04-02 11:19:00,0 days 02:19:00,,180.1009380124031,45.025234503100776,False,0.8593019382923844,2,2024,A
1,237805,237933,20841.0,20868.0,,,27.0,0.0,0.001295523247444974,2024-04-10 09:00:00,2024-04-10 11:08:00,0 days 02:08:00,,190.86955714293111,47.71738928573278,False,0.7680422046967337,2,2024,A
1,240820,240874,19998.0,20128.0,,,130.0,0.0,0.006500650065006441,2024-04-24 09:05:00,2024-04-24 09:59:00,0 days 00:54:00,,254.85846410574516,63.71461602643629,False,1.223870702011376,3,2024,A
1,241718,241778,20393.0,20541.0,,,148.0,0.0,0.007257392242436156,2024-04-29 09:00:00,2024-04-29 10:00:00,0 days 01:00:00,,242.69066032839928,60.67266508209982,False,0.9414455150864082,2,2024,A
1,242021,242027,20544.0,20477.0,,,-67.0,0.0,-0.003261292834890961,2024-04-30 09:02:00,2024-04-30 09:08:00,0 days 00:06:00,,243.38678791617076,60.84669697904269,True,0.7130420549926997,2,2024,A
1,245042,245116,21195.0,21340.0,,,145.0,0.0,0.006841236140599172,2024-05-15 09:13:00,2024-05-15 10:27:00,0 days 01:14:00,,201.08460228862668,50.27115057215667,False,1.355204849077203,3,2024,A
1,246534,246599,21353.0,21478.0,,,125.0,0.0,0.005853978363695944,2024-05-22 09:00:00,2024-05-22 10:05:00,0 days 01:05:00,,209.2762144330579,52.319053608264475,False,0.49195818868951635,1,2024,A
1,247437,247527,21730.0,21871.0,,,141.0,0.0,0.006488725264611084,2024-05-27 09:00:00,2024-05-27 10:30:00,0 days 01:30:00,,214.61975540398922,53.654938850997304,False,0.9041396828840992,2,2024,A
1,247744,247811,21904.0,21915.0,,,11.0,0.0,0.0005021913805698386,2024-05-28 09:06:00,2024-05-28 10:13:00,0 days 01:07:00,,219.13215965122836,54.78303991280709,False,0.7762744610443549,2,2024,A
1,251966,251983,22775.0,22709.0,,,-66.0,0.0,-0.0028979143798024687,2024-06-18 09:14:00,2024-06-18 09:31:00,0 days 00:17:00,,218.21281307618753,54.55320326904688,True,1.3092720885541902,3,2024,A
1,252254,252350,22980.0,23173.0,,,193.0,0.0,0.008398607484769283,2024-06-19 09:01:00,2024-06-19 10:37:00,0 days 01:36:00,,211.3354023070268,52.8338505767567,False,0.9809671501599782,2,2024,A
1,254662,254713,23035.0,23110.0,,,75.0,0.0,0.0032559149120903186,2024-07-01 09:01:00,2024-07-01 09:52:00,0 days 00:51:00,,264.4814351645572,66.1203587911393,False,0.6101011170678927,2,2024,A
1,256478,256515,23963.0,23844.0,,,-119.0,0.0,-0.004965989233401524,2024-07-09 09:11:00,2024-07-09 09:48:00,0 days 00:37:00,,262.2374356823363,65.55935892058407,True,0.7913302892232317,2,2024,A
1,262186,262246,20680.0,21067.0,,,387.0,0.0,0.018713733075435224,2024-08-07 09:00:00,2024-08-07 10:00:00,0 days 01:00:00,,529.6783905459641,132.41959763649103,False,0.7558171859330314,2,2024,A
1,274228,274300,22594.0,22599.0,,,5.0,0.0,0.00022129768965206686,2024-10-07 09:02:00,2024-10-07 10:14:00,0 days 01:12:00,,286.0647609629467,71.51619024073668,False,1.1993744344988342,3,2024,A
1,274828,274891,22838.0,22760.0,,,-78.0,0.0,-0.00341536036430512,2024-10-09 09:00:00,2024-10-09 10:03:00,0 days 01:03:00,,280.3976841442715,70.09942103606788,True,0.8661044182538236,2,2024,A
1,285664,285746,22598.0,22736.0,,,138.0,0.0,0.006106735109301598,2024-12-02 09:00:00,2024-12-02 10:22:00,0 days 01:22:00,,313.50013821811683,78.37503455452921,False,1.1181482770579427,3,2024,A
1,288674,288690,23243.0,23179.0,,,-64.0,0.0,-0.0027535171879705667,2024-12-16 09:00:00,2024-12-16 09:16:00,0 days 00:16:00,,250.77390881835362,62.693477204588405,True,1.0580252310563658,3,2024,A
1,288982,289059,23146.0,23146.0,,,0.0,0.0,0.0,2024-12-17 09:07:00,2024-12-17 10:24:00,0 days 01:17:00,,257.7478222642247,64.43695556605617,False,0.6295459796273001,2,2024,A
1,290189,290286,22983.0,23163.0,,,180.0,0.0,0.00783187573423838,2024-12-23 09:10:00,2024-12-23 10:47:00,0 days 01:37:00,,244.95368671127787,61.23842167781947,False,0.9302843656179071,2,2024,A
1,292587,292689,23314.0,23482.0,,,168.0,0.0,0.007205970661405159,2025-01-06 09:00:00,2025-01-06 10:42:00,0 days 01:42:00,,222.6875532699457,55.67188831748643,False,1.046965119228708,3,2025,A
1,295596,295739,23286.0,23401.0,,,115.0,0.0,0.004938589710555608,2025-01-20 08:59:00,2025-01-20 11:22:00,0 days 02:23:00,,278.2416695832505,69.56041739581262,False,0.920828639771787,2,2025,A
