trade_date,breadth_adv_dec,breadth_adv_dec_cum,new_highs_52w,new_lows_52w,new_high_low_diff,value_concentration_top20,value_per_stock
2010-03-12,0.8431372549019608,-230.0,0.0,0.0,0.0,0.2691512665035196,75737815.54475309
2010-03-15,0.42939481268011526,-428.0,0.0,0.0,0.0,0.2523414954556559,72709029.69504644
2010-03-16,1.7514792899408285,-301.0,0.0,0.0,0.0,0.27537345144837283,63852186.86542924
2010-03-17,5.291139240506329,38.0,0.0,0.0,0.0,0.2788195858659467,109814672.61252901
2010-03-18,3.5,313.0,0.0,0.0,0.0,0.22476642037577751,132009210.7638889
2010-03-19,1.5,412.0,0.0,0.0,0.0,0.19859849109246464,111070113.60986893
2010-03-22,1.586734693877551,527.0,0.0,0.0,0.0,0.18919282786457203,106098017.30709876
2010-03-23,0.8969465648854962,500.0,0.0,0.0,0.0,0.2112210698273637,121114371.54749034
2010-03-24,0.6804123711340206,407.0,0.0,0.0,0.0,0.22953312272899146,113652714.19043948
2010-03-25,0.7340425531914894,332.0,0.0,0.0,0.0,0.2861382912372091,101592851.60138781
2010-03-26,1.3883495145631068,412.0,0.0,0.0,0.0,0.31403647181238126,113750692.46029298
2010-03-29,1.3557692307692308,486.0,0.0,0.0,0.0,0.22379327233080717,116070823.13625866
2010-03-30,0.7455830388692579,414.0,0.0,0.0,0.0,0.22243772820230764,110772860.7613549
2010-03-31,0.8528301886792453,375.0,0.0,0.0,0.0,0.2546131444408983,110665771.21093148
2010-04-01,1.48,471.0,0.0,0.0,0.0,0.2389773005758639,129364402.09223674
2010-04-02,1.8666666666666667,614.0,0.0,0.0,0.0,0.20335361246897127,105880310.9969207
2010-04-06,1.1050420168067228,639.0,0.0,0.0,0.0,0.21860801101451516,123631792.89324117
2010-04-07,1.2420091324200913,692.0,0.0,0.0,0.0,0.23223475017043302,121856952.65797547
2010-04-08,0.5609756097560976,548.0,0.0,0.0,0.0,0.2062675422998362,139416375.60490045
2010-04-09,1.4509803921568627,640.0,0.0,0.0,0.0,0.21195725877572447,104272218.90735069
2010-04-12,1.4066985645933014,725.0,0.0,0.0,0.0,0.21166194463495966,102712039.27029097
2010-04-13,0.3941018766756032,499.0,0.0,0.0,0.0,0.2226079946191138,98502710.79585572
2010-04-14,3.5779816513761467,780.0,0.0,0.0,0.0,0.21884924385594773,93978935.15195702
2010-04-15,1.517766497461929,882.0,0.0,0.0,0.0,0.19804618019173634,134886949.13056836
2010-04-16,0.8035714285714286,827.0,0.0,0.0,0.0,0.21137778427543966,117601008.44803695
2010-04-19,0.08196721311475409,379.0,0.0,0.0,0.0,0.21101389213084865,132260608.63364056
2010-04-20,2.3815789473684212,589.0,0.0,0.0,0.0,0.25274058270642596,99604487.25499232
2010-04-21,5.864864864864865,949.0,0.0,0.0,0.0,0.29042304241881195,111796964.02070552
2010-04-22,1.261467889908257,1006.0,0.0,0.0,0.0,0.3361677861471434,110350598.29615384
2010-04-23,1.5025906735751295,1103.0,0.0,0.0,0.0,0.2776801529372736,118377413.60215054
2010-04-26,1.0808510638297872,1122.0,0.0,0.0,0.0,0.2607134320969985,127793073.91564417
2010-04-27,0.5709779179810726,986.0,0.0,0.0,0.0,0.2639000353922595,111292779.05218726
2010-04-28,0.4632768361581921,796.0,0.0,0.0,0.0,0.261046269254285,115858877.19523443
2010-04-29,1.1929824561403508,840.0,0.0,0.0,0.0,0.26871149497155633,129409421.4877112
2010-04-30,0.14725274725274726,452.0,0.0,0.0,0.0,0.237479923468801,144708492.7256705
2010-05-03,0.30788804071246817,180.0,0.0,0.0,0.0,0.24294842935491517,87280664.15384616
2010-05-04,0.7877697841726619,121.0,0.0,0.0,0.0,0.2422981431346201,92539826.20216049
2010-05-05,0.10251046025104603,-308.0,0.0,0.0,0.0,0.2971674723544751,125694598.76787087
2010-05-06,0.3007518796992481,-587.0,0.0,0.0,0.0,0.30652011207382795,107860415.81783244
