d,th_09:05,th_09:10,th_09:15,th_09:20,th_09:25,th_09:30,dir_full,up_full,dn_full
2025-07-31,0.11238203970738118,0.04781280803021227,0.053400747070687433,0.05840071876635934,-0.04931802255051796,0.07682566506193243,1,266.0,156.0
2025-08-01,0.2935702892733097,0.40617442372736445,0.4991410806797427,0.30561813638359336,0.2761788033460638,0.3098236891973941,1,394.0,128.0
2025-08-04,0.06857807176511452,-0.10695494487720748,-0.12338824988642422,-0.1385919396955623,-0.09956674178704163,-0.17251050351625405,1,268.0,125.0
2025-08-05,0.1047783946780022,0.16017802667486936,-0.020862608748564587,0.021120365955852698,0.06659259058920962,0.11131610540349068,1,163.0,125.0
2025-08-06,0.040602269985873046,-0.0022785368852122415,0.03381715803465134,0.042664851075931695,0.058476365462617225,-0.06482521763460247,1,102.0,91.0
2025-08-07,0.1666104328573084,0.14821702286013141,0.07926393782928533,0.2637615555017762,0.24468100102949966,0.3233015297896333,1,401.0,99.0
2025-08-08,0.121629215297829,-0.07712998043740142,-0.00043015674422512847,-0.11272181171288048,-0.10868392556575936,-0.0060711708343505685,-1,86.0,148.0
2025-08-11,-0.029109124084644833,0.003383612121178559,-0.07078635371462351,-0.07246055925851869,-0.0702051082979632,-0.07021919709411834,1,390.0,152.0
2025-08-12,-0.24048989254024122,-0.2611143548698093,-0.25939284012911074,-0.2190439254900764,-0.17894837206322617,-0.26050477432654123,1,153.0,115.0
2025-08-13,-0.012398638985037772,-0.0968434011489763,-0.11313016187310879,-0.15874079728407361,-0.1559312056359879,-0.09989723875591557,-1,194.0,258.0
2025-08-14,0.20975549943230207,0.14861040906612277,0.13821776672812947,0.10874907029960904,0.111293432780882,0.09188515694396776,-1,122.0,155.0
2025-08-15,0.04380001190842465,-0.025389709140557104,-0.09805813315191977,-0.0559356914018739,-0.12390653182817835,-0.132706306507766,1,197.0,167.0
2025-08-18,0.0789837607917532,0.02181597606189103,0.12044917063090728,0.02737140054098199,0.15058006451374037,0.1263154869166408,1,286.0,86.0
2025-08-19,0.10432413166183022,0.09622588652549126,-0.12051426781337586,-0.15858702222604418,-0.07148965521167264,0.00666639910007912,-1,120.0,134.0
2025-08-20,0.07090923513445015,-0.09813403104056612,0.005397926577854234,-0.04262503828729003,-0.23372175638857243,-0.19922184965930553,-1,104.0,527.0
2025-08-21,0.1851835287223216,0.12364116076882098,0.16480335698725215,0.2177953330429509,0.2394844523043626,0.30797462825896316,1,252.0,130.0
2025-08-22,-0.18526047090968809,-0.2553913221483938,-0.1698631708156756,-0.29959188397205705,-0.372702548126911,-0.29750447962820453,-1,129.0,250.0
2025-08-25,0.0587290668099636,-0.004861351906033503,-0.07332397953373825,0.03964756442716226,0.008343171533349214,-0.0242293812576946,1,244.0,121.0
2025-08-26,-0.0918523848198603,0.06786053806668985,-0.05573022629637169,-0.12577058913691827,-0.16753638729463174,-0.22329600268968214,1,191.0,112.0
2025-08-27,-0.07060437342989136,-0.08279957681624757,-0.10357031826126971,-0.07065385253748653,-0.07370250013651646,-0.04870272298745138,1,165.0,90.0
2025-08-28,-0.09959514685189456,-0.08149328682630748,-0.026417092527383168,-0.19700159231382947,-0.2557664497848411,-0.09958027611768469,-1,114.0,217.0
2025-08-29,0.07152687437882724,-0.02840935714766035,-0.02446498327403291,-0.024572875982326086,-0.040126168539244236,-0.0017335157077038065,-1,107.0,207.0
2025-09-01,-0.08473327086152165,0.025247707916778852,0.037665331660839615,-0.07116493402170253,0.04346057847139716,0.06054435415815057,-1,176.0,398.0
2025-09-02,0.13213825887274355,0.11187161290083947,0.014322888280187077,-0.10014734070968398,-0.1189515598731337,-0.19400456682375186,-1,184.0,370.0
2025-09-03,0.054189052740023454,0.10728163641764717,-0.006451186664669367,-0.05219348101521961,0.013847085152621,0.12438301276408813,1,195.0,125.0
2025-09-04,-0.004499653759005584,-0.0042997917604992615,-0.08190130809631063,-0.13083815278776562,-0.20533466997670896,-0.03148939059224626,-1,176.0,252.0
2025-09-05,-0.01619894588376136,0.023068762722382938,-0.05785754750150677,-0.04979226751245857,-0.07100351244547534,-0.03432873632260354,1,143.0,97.0
2025-09-08,-0.11310133182821154,-0.17349404834649043,-0.17096953757893302,-0.1851658605070629,-0.21023324758529496,-0.17147485947360874,-1,115.0,156.0
2025-09-09,0.0037841833085272697,0.006807065620220024,0.03488339389673755,0.008950496751473873,0.006060594409012237,0.004165009302498067,1,178.0,138.0
2025-09-10,0.03602815704127942,-0.01279549081352834,-0.0008912191066593673,-0.004760241730587677,0.09042807183451779,0.14034308867694303,1,283.0,96.0
2025-09-11,-0.09588918580176115,-0.23998704573202512,-0.1479049130606343,-0.07777231448325059,-0.04516076417415329,-0.04747973020429032,-1,152.0,288.0
2025-09-12,-0.023442274440912892,-0.09007692979395868,-0.07900528041115386,-0.13286404156755546,-0.20364563505763944,-0.21755706765164978,1,116.0,103.0
2025-09-15,-0.2596409966888776,-0.3115183354482879,-0.27302460166635945,-0.2379173968721382,-0.25082820405876305,-0.20497769606150482,-1,139.0,181.0
2025-09-16,0.05502112436695244,0.10849380240328882,0.08772172843521481,0.10870072836500036,0.18944057505073345,0.0951766852485937,1,253.0,75.0
2025-09-17,0.10763970559096185,0.13738749854758597,-0.02639529527466063,-0.004792343420329516,-0.057408140511598635,-0.09596676708775424,-1,81.0,155.0
2025-09-18,0.05225246095149559,0.008499990801245366,-0.04131751793609225,-0.04776306066970687,-0.04446050577539095,-0.025438479438115925,1,257.0,157.0
2025-09-19,-0.06975813481815614,-0.1543396698858457,-0.15673956747819143,-0.1583112967666903,-0.29437451560286354,-0.2837535917139254,-1,138.0,217.0
2025-09-22,0.09163129815746239,0.07921252393907573,0.07578226994375915,0.12405498323063881,0.1611752351391972,0.13527693585514888,1,252.0,111.0
2025-09-23,0.03353630072537697,-0.005583196438124216,-0.06824677919321294,-0.10025481095293667,-0.15394601608556355,-0.11147867743246952,1,305.0,157.0
2025-09-24,-0.183905804356867,-0.1289266340411604,-0.3400504718828001,-0.4517710136517592,-0.43732726179271963,-0.3968016444185813,-1,188.0,321.0
2025-09-25,0.06700768246614779,0.14672874312995007,0.21564876658108417,0.2199497843607819,0.25538828049287904,0.2389504545581414,-1,169.0,196.0
2025-09-26,-0.06908661267916065,-0.2533598099910718,-0.3415303142573018,-0.4621003013330235,-0.4794923909697627,-0.5654805688631055,-1,194.0,491.0
2025-09-30,0.1277520417914294,0.12915289801658,0.16601034070714582,0.18808853665124461,0.29038971116832535,0.2621024691999108,1,249.0,171.0
2025-10-01,0.07359618316782802,0.12355501091339177,0.15349074026115064,0.25764720067944924,0.26166984058211123,0.3377731618435155,-1,314.0,375.0
2025-10-02,0.004500474387747167,-0.01870227324678563,-0.03800359062729894,-0.008909283204184087,-0.029311275974520806,-0.005360082589532498,-1,139.0,146.0
2025-10-03,0.15627438590745737,0.09636361273378884,0.17518989286751221,0.2302203669089056,0.18592021303937478,0.13662214383027668,1,376.0,102.0
2025-10-07,0.21923259014828583,0.28120619833850374,0.09721513863671384,0.07037726223409246,0.0878488727430766,0.007309593346134492,1,361.0,229.0
2025-10-08,0.04949991318965426,-0.10650827186380987,-0.18997464293542074,-0.2135009786017713,-0.09347283516960554,-0.1315460486133535,1,215.0,165.0
2025-10-09,-0.09610322150788198,-0.17496927142422772,-0.30735392568196296,-0.25940551320620014,-0.31416501981617306,-0.20270051080890544,-1,148.0,182.0
2025-10-13,0.4879074893225262,0.5222543400641737,0.5588652977612819,0.6109830380032613,0.6091037741011658,0.6119513686571657,1,555.0,240.0
2025-10-14,0.03970923344102061,0.05349504149478193,-0.10675127783870952,-0.21601559911618168,-0.19659723896021108,-0.22443603734720427,-1,190.0,734.0
2025-10-15,-0.2531013278453819,-0.3303807710370673,-0.10794462149548778,-0.12077229833633933,-0.0749472190858986,-0.0727442929582019,1,479.0,182.0
2025-10-16,0.1273819357986333,0.09112368999244286,0.1661049267553996,0.18794879337536644,0.19300874139701985,0.19569077901311138,1,427.0,282.0
2025-10-17,0.1232505518673592,0.2427385438095956,0.17767454779353753,0.10614429736279103,0.11897776943600334,0.065578246736546,1,301.0,224.0
2025-10-20,0.014961671011317963,-0.08512098382598438,-0.048556479759843486,0.025152889443438985,0.19914559698974066,0.24509297506576536,1,392.0,152.0
2025-10-21,0.049855624279100716,0.07882148622746121,0.04689814226787174,0.10394536040918938,0.018291274519239887,0.028118024820029064,-1,176.0,238.0
2025-10-22,0.09808881197906436,0.23061666220127705,0.20187648320278753,0.18333072600935033,0.1711068363031526,0.14369421759019366,1,271.0,189.0
2025-10-23,0.05788451225327604,0.05307806646598665,0.12624345239028664,0.17273012328261525,0.22739471429103877,0.12115869426891616,1,316.0,112.0
2025-10-27,-0.1350569025226539,-0.21764013859263764,-0.17338645859594656,-0.16248725605116313,-0.2098349939633677,-0.21167916913643087,-1,177.0,212.0
2025-10-28,-0.015598341011312054,-0.10672711018497982,-0.04637089053743343,-0.039049018720955585,0.1140779536561753,0.1932769055226768,-1,118.0,266.0
2025-10-29,0.06771759639428841,0.01666626282281771,-0.05662578779710426,-0.016000888955283385,-0.15789790540056417,-0.01877912051706279,1,243.0,106.0
2025-10-30,0.13450378031069377,0.20883861326534234,0.09659780400496762,-0.03223282683932414,-0.10628955120676375,-0.3017567010864899,-1,238.0,371.0
2025-10-31,-0.12117897844016762,-0.09393994526677316,-0.06705619308201025,-0.025100727335255063,-0.10474726304551565,-0.12255798405387967,-1,167.0,210.0
2025-11-03,-0.04593575015562985,0.08698889338737163,0.10975572627795833,0.19804235424812447,0.15485044688409766,0.11730089523473813,-1,219.0,354.0
2025-11-04,-0.0939388543265306,-0.12877444850903777,-0.13643331807702058,-0.0834954972764449,-0.008675123186756502,-0.040994567451464604,-1,212.0,481.0
2025-11-05,0.13565509101009005,0.14698505081730517,0.2570077826921992,0.13851181950119215,-0.0666530525996607,0.042707619257245845,1,435.0,413.0
2025-11-06,0.06904508583316012,0.03438651284988454,0.12910788133745865,0.1425635746040114,0.11512443734708505,-0.03298261611609872,1,238.0,146.0
2025-11-07,0.07553253135146508,-0.017933763512391843,0.08292538917848453,0.08251346254678228,0.07270284039403209,0.07970598610498103,-1,224.0,242.0
2025-11-10,0.07216215779198641,0.024695813783895463,0.07199420072821866,-0.12985059444661443,-0.039192057513888615,0.023936306662890813,1,321.0,184.0
2025-11-11,0.18315541435608312,-0.017268150569949795,0.07886185409726505,0.10327596991460626,0.08864291328984517,0.012011425297794392,-1,118.0,418.0
2025-11-12,-0.08937196831452736,-0.24052391318150265,-0.15205227218674394,-0.09320419412011446,-0.13474289875673093,-0.16261481580748746,1,220.0,136.0
2025-11-13,0.1062331721812625,-0.014808698955034267,0.025954019118489373,0.11747569194480009,0.08206199297209275,-0.06819639990244018,-1,221.0,242.0
2025-11-14,0.1055999998419851,0.12830421348973756,-0.06527281989597354,-0.0469215620756399,-0.050362856872364546,-0.0404256277075256,-1,216.0,230.0
2025-11-17,-0.12834631023512583,-0.006320040175141936,-0.07254078068076897,-0.017976123010714093,-0.054760667887629295,0.04675194641937706,-1,162.0,225.0
2025-11-18,-0.03630903141617609,0.010020304812188867,-0.06171078287024315,-0.01731382436539794,-0.03190769986435087,-0.17434058571577768,-1,258.0,526.0
2025-11-19,0.2916469312169598,0.23310861181316542,0.21688676519013197,0.3424709294719707,0.33026799646098254,0.31311720934412873,-1,198.0,360.0
2025-11-20,-0.03455686120293852,0.05122585082250575,-0.09834351973360453,-0.07477696668229376,-0.07070525544192038,-0.016557622843727353,1,291.0,280.0
2025-11-21,0.0402086514163594,0.12642711914902155,0.049388080993462674,0.11427251640855811,0.10085374794194736,0.1994028134774223,-1,194.0,373.0
2025-11-24,-0.008214116417092788,0.004627497832234408,-0.052956280558003346,-0.30246731754568895,-0.22972145488263784,-0.22321813558346143,-1,183.0,194.0
2025-11-25,-0.04347875900439272,-0.08557231034661304,-0.21640365800114694,-0.25138650861718226,-0.17411931771708158,-0.2531545073845316,-1,172.0,332.0
2025-11-26,0.10752067870577785,0.038786114721498156,0.011330806466398786,0.11043291201478664,0.0984819268573947,0.09835403195608589,1,251.0,139.0
2025-11-27,-0.021607908835005372,-0.03471239447084261,0.048079562739998166,0.10524571758700549,0.07437040298866807,-0.0031870658990219617,-1,173.0,188.0
2025-11-28,-0.09992775266474191,-0.06158159540644963,-0.1292563934629529,-0.05007248650199651,0.03527389049852563,0.0008105305819279144,1,296.0,129.0
2025-12-01,-0.12072179552785911,-0.3022553990333967,-0.35522638534347867,-0.35282004496143493,-0.4279514302171596,-0.3970775412357156,-1,118.0,273.0
2025-12-02,0.03592625993764055,0.07364263565814111,0.18105668196276245,0.07654469261066009,0.03690375441364363,0.09659235058889441,-1,162.0,261.0
2025-12-03,0.004468636753155011,0.011723275706372337,0.07115099684019582,0.06637767654450037,0.0805733317113137,0.10984530679850277,-1,126.0,198.0
2025-12-04,-0.059469504746987284,-0.13889543887201067,-0.06200659351318263,-0.009656312675075456,-0.07355707074801432,-0.08937570332362603,-1,148.0,210.0
2025-12-05,0.13617087870827418,0.0648552334117054,0.04767122172771501,0.08908379765496799,0.1339558990647794,0.14658843459263174,1,256.0,169.0
2025-12-08,-0.06754721176050922,0.05309092972427708,0.04990546646164543,0.05868525594348574,-0.03903139449210417,-0.014195787857284859,1,279.0,61.0
2025-12-09,-0.02937013824100924,-0.14093582592327455,-0.12276502863238876,-0.07243536440158284,-0.13482225289576852,-0.2251493624002227,-1,80.0,156.0
2025-12-10,-0.011005291970213342,-0.019715680402410236,0.016325421511696178,-0.014090064254030832,0.005796244167373764,-0.05441059224028715,1,182.0,114.0
2025-12-11,-0.14341989809364047,-0.19710462796830916,-0.18854106542243815,-0.2178942250805748,-0.2086413960180797,-0.1863191209486921,-1,116.0,543.0
2025-12-12,0.07257749390316773,0.035481546935373885,-0.05483939228162407,0.09395740103824199,0.060417771582492216,0.055189086655635475,-1,145.0,185.0
2025-12-15,-0.058415189180261014,0.016897647441849434,0.12568601092170298,0.13379254174442706,0.07477939671028593,0.1202936657222641,1,229.0,111.0
2025-12-16,0.07258283642798642,0.11249012065307085,0.05294343712723523,0.02357219439839226,-0.0193203945526589,-0.026115919719772562,1,278.0,272.0
2025-12-17,0.14494050195981203,0.0479934265994219,-0.07520070271210359,-0.08990250793163926,-0.05423363189464986,-0.1075772058620596,-1,163.0,267.0
2025-12-18,0.016003854867795497,0.0476265847463321,0.11822587720401981,0.13063553702423333,0.0866282042222971,0.10902137810408939,-1,215.0,222.0
2025-12-19,-0.1035606946829871,0.019247498487361375,-0.03823988917104237,0.059946581940543614,-0.011638741552884828,0.0007216485056390785,1,188.0,145.0
2025-12-22,-0.05628374257410306,0.004079298267096701,0.025821718905654215,-0.0324706587163973,-0.04489577939242172,-0.15777393145400234,1,198.0,134.0
2025-12-23,-0.07222819630989848,-0.07446813026216785,-0.08455853080209332,-0.16985788162468077,-0.11275071496437393,-0.09607828075459762,1,96.0,87.0
2025-12-24,-0.029508079752820885,-0.010127213514679382,-0.015351762363669976,-0.04477430975735778,0.03211113516128341,0.08510054395544354,-1,80.0,177.0
2025-12-26,-0.021467331808095125,0.015303747899748987,-0.08426882804555628,-0.020060702710130014,-0.016256382720635013,0.007410779517040447,1,178.0,145.0
2025-12-29,-0.1052872812890953,-0.09572972138559063,0.019598217646994102,0.06677328939211856,0.05513496814799203,0.010314842829514035,1,285.0,90.0
2025-12-30,0.10081760862189058,0.04495249019497315,0.041311056208565795,-0.004496987475168813,-0.0890548910526925,0.05003406945347119,1,237.0,102.0
2025-12-31,0.11881272932722729,0.20866003949498907,0.1990312645550789,0.2610580111379294,0.16665520800623246,0.20165335163384307,1,271.0,93.0
2026-01-02,-0.06806808954724973,-0.17170174097565397,-0.04986792402205872,-0.06997967623453669,-0.009193588157226158,0.05729973364504917,1,474.0,97.0
2026-01-05,0.011637303222770453,0.01464724018991689,0.025093331012128527,-0.0056614820419725615,0.0953610535865464,0.09595833914666912,1,637.0,233.0
2026-01-06,0.2612206839894259,0.14485785328442824,0.1686220119567034,0.19140401729526157,0.2893352238398519,0.30004604376908495,1,489.0,106.0
2026-01-07,-0.0487321788296217,-0.04457374944058595,-0.07681598549072798,-0.3038794411318259,-0.22857286711177854,-0.2289521390418507,1,228.0,194.0
2026-01-08,-0.09810582640078463,-0.05514837541704852,0.0012798289315370517,0.1703182912395995,0.055064198541829944,-0.04239640344235983,1,310.0,244.0
2026-01-09,0.12540850790251631,0.04472040089158123,0.015227492474574746,-0.09986264331620587,-0.35238640611285055,-0.42241891707470003,1,573.0,460.0
2026-01-12,0.020552454860845316,0.0328288517030497,-0.03613724933802893,-0.05527098820621847,-0.08516632274652065,-0.18796455432064668,1,208.0,198.0
2026-01-13,-0.1355730964433504,-0.10616848278604828,-0.04643664182133291,-0.08073848313216588,-0.12777267557715055,-0.17428159516043204,-1,251.0,626.0
2026-01-14,0.03409283695375938,0.11032958538573306,0.10699267953545548,0.12303447045626989,0.10934794446566065,0.18835723308299174,1,225.0,217.0
2026-01-15,0.02600386897765783,-0.07215616704673164,-0.05150476559797598,-0.045094470670855286,-0.03147907546298318,0.06128916228283079,1,313.0,198.0
2026-01-16,-0.21352962502421782,-0.21972175841200126,-0.22131436076428626,-0.19877379651669796,-0.23351987045872621,-0.2387287810239732,1,379.0,267.0
2026-01-19,-0.035340801013699435,-0.03502589870497034,-0.08566404736670771,0.08251113306811231,0.09463496799281483,0.1445641679439313,1,566.0,170.0
2026-01-20,0.1572649495165487,0.10200812315795202,0.26374927839509577,0.2852286892779087,0.3769664266471281,0.3207240597844999,1,414.0,167.0
2026-01-21,0.014230883038014789,0.022089878146050564,0.05191695670260333,0.06715681051838171,0.04887555314304609,0.08579852458762748,-1,365.0,425.0
2026-01-22,0.03219727629077405,-0.003515918939667776,-0.05870221630028336,-0.18058806416146897,-0.1435350087515674,-0.1069050908717612,-1,224.0,274.0
2026-01-23,0.01026410632765439,-0.05805823412541222,-0.16899578117500055,-0.2232224527606032,-0.29862557937095074,-0.3354830561240816,1,293.0,283.0
2026-01-26,0.14041421404875823,0.19004932829160684,0.23210806680082544,0.1633876590217896,0.18029581075186274,0.0892918535541479,1,145.0,144.0
2026-01-27,-0.12572543484460916,-0.06401957163472889,-0.09764930067508949,-0.05956988830728794,0.035929613365662444,0.005694173778067604,1,326.0,147.0
2026-01-28,0.15820699349653203,0.16941141716331615,0.25557373524503113,0.14401548689877458,0.21958524596869392,0.23450899254144603,1,270.0,170.0
2026-01-29,0.005045660026804932,-0.0153227800843219,-0.0076881841895949975,-0.18022613484339328,-0.4152416049268243,-0.3325933457714556,-1,252.0,427.0
2026-01-30,-0.07236797333568737,-0.05634258626356555,0.036026650783787424,-0.03127784071522157,-0.0675023791235215,-0.08006039202506934,-1,320.0,434.0
2026-02-02,-0.16188188788871158,-0.09376463680054305,-0.10473008061494495,-0.022179882021745777,0.011870595794940195,-0.10326887195767176,-1,287.0,572.0
2026-02-03,-0.12060829534621959,-0.04042931190886211,-0.04419151181228796,-0.09837354299544593,-0.07458638757847826,-0.1439069616126397,-1,296.0,442.0
2026-02-04,0.0019971825477466533,0.0369628756185909,0.0894636113315342,0.0782927947406278,0.13583648896361467,0.1639720487853811,1,441.0,217.0
2026-02-05,-0.06586879896139539,0.08000793179221612,0.030817450652486558,-0.03225763525613762,-0.06553127349211503,0.0025636387516891307,-1,215.0,368.0
2026-02-06,-0.266453036596882,-0.16519625671734758,-0.20397647494560248,-0.34199414207472223,-0.3085056231115679,-0.2469310581059581,1,663.0,370.0
2026-02-09,-0.2675051866688381,-0.18744533486799697,-0.20156221565343052,-0.2108163497906594,-0.1896974535069525,-0.27939901734444894,-1,188.0,321.0
2026-02-10,0.007440719159419536,0.11885800921982961,0.1901580465344733,0.054144846511683484,0.09135686191822853,0.04904825914642604,1,430.0,148.0
2026-02-11,0.25492785845436633,0.24683335007510088,0.2184136413004779,0.27526428018906784,0.2772939363550548,0.32311354955518773,1,571.0,206.0
2026-02-23,0.015158065022628954,0.010068274179225373,0.07330709643217381,0.12667605524687503,0.19280721135276396,0.20454902726506052,-1,405.0,671.0
2026-02-24,0.11622898629627751,0.11009078402240066,0.1941265132106012,0.2094248161963393,0.310323401407926,0.3236822918451867,1,856.0,157.0
2026-02-25,-0.02588843201175503,-0.1789625277065664,-0.16568808805182625,-0.08587818088398766,-0.1417129762626515,-0.14928981570117017,1,712.0,411.0
2026-02-26,0.029794120621536472,-0.15053044319444278,-0.2190272978092841,-0.26905842850316847,-0.2927647034876097,-0.29124529517381775,1,407.0,247.0
