leg_ext,est_min,est_bucket,side,anchor,leg_amp,reach_L3,reach_L4,reach_L5,had_pullback,pb_depth,pb_min,matured_pre_pb,date
63,641,09:30-11:30,bear,17252,63,False,False,False,False,,,False,2023-11-17
134,534,≤09:30,bear,17288,134,True,True,False,True,14,535,False,2023-11-20
145,549,≤09:30,bull,17280,145,True,True,False,True,12,550,False,2023-11-21
78,716,>11:30,bear,17334,78,False,False,False,True,8,720,False,2023-11-22
64,572,09:30-11:30,bull,17259,64,False,False,False,True,14,575,False,2023-11-23
109,611,09:30-11:30,bear,17323,109,True,False,False,True,6,612,False,2023-11-23
98,752,>11:30,bull,17214,98,True,False,False,True,17,753,False,2023-11-23
85,565,≤09:30,bear,17350,85,True,False,False,True,12,566,False,2023-11-24
125,534,≤09:30,bull,17236,125,True,True,False,True,6,536,False,2023-11-27
216,575,09:30-11:30,bear,17361,216,True,True,True,True,11,576,False,2023-11-27
207,572,09:30-11:30,bull,17195,207,True,True,True,True,18,573,False,2023-11-28
68,800,>11:30,bear,17402,68,False,False,False,False,,,False,2023-11-28
115,543,≤09:30,bull,17335,115,True,False,False,True,26,544,False,2023-11-29
136,588,09:30-11:30,bear,17450,136,True,True,False,True,40,589,False,2023-11-29
125,576,09:30-11:30,bear,17416,125,True,False,False,True,20,577,False,2023-11-30
115,612,09:30-11:30,bull,17291,115,True,False,False,True,15,613,False,2023-11-30
180,526,≤09:30,bull,17254,180,True,True,True,True,60,527,False,2023-12-01
115,573,09:30-11:30,bear,17491,115,True,False,False,True,21,574,False,2023-12-04
72,752,>11:30,bull,17376,72,False,False,False,True,17,753,False,2023-12-04
96,551,≤09:30,bear,17330,96,True,False,False,True,21,552,False,2023-12-05
80,596,09:30-11:30,bull,17234,80,False,False,False,True,16,597,False,2023-12-05
83,654,09:30-11:30,bear,17314,83,False,False,False,True,16,655,False,2023-12-05
86,721,>11:30,bull,17231,86,False,False,False,True,21,724,False,2023-12-05
107,577,09:30-11:30,bull,17346,107,True,False,False,True,10,578,False,2023-12-06
87,656,09:30-11:30,bear,17453,87,False,False,False,True,36,661,False,2023-12-06
69,577,09:30-11:30,bull,17302,69,False,False,False,True,12,579,False,2023-12-07
110,647,09:30-11:30,bear,17371,110,True,False,False,True,17,648,False,2023-12-07
66,555,≤09:30,bull,17404,66,False,False,False,False,,,False,2023-12-08
107,595,09:30-11:30,bear,17470,107,True,False,False,True,17,596,False,2023-12-08
107,543,≤09:30,bear,17457,107,True,False,False,True,13,544,False,2023-12-11
70,696,>11:30,bull,17350,70,False,False,False,True,27,698,False,2023-12-11
118,603,09:30-11:30,bear,17545,118,True,False,False,True,15,606,False,2023-12-12
93,656,09:30-11:30,bear,17519,93,True,False,False,True,13,657,False,2023-12-13
60,550,≤09:30,bear,17655,60,False,False,False,False,,,False,2023-12-14
96,565,≤09:30,bull,17595,96,True,False,False,True,15,566,False,2023-12-14
85,655,09:30-11:30,bear,17691,85,False,False,False,True,20,656,False,2023-12-14
60,824,>11:30,bull,17606,60,False,False,False,False,,,False,2023-12-14
103,714,>11:30,bear,17775,103,True,False,False,True,12,716,False,2023-12-15
90,537,≤09:30,bear,17673,90,True,False,False,True,18,538,False,2023-12-18
79,574,09:30-11:30,bull,17583,79,False,False,False,True,16,575,False,2023-12-18
116,575,09:30-11:30,bear,17621,116,True,True,False,True,12,577,False,2023-12-19
79,792,>11:30,bull,17505,79,False,False,False,True,12,793,False,2023-12-19
85,596,09:30-11:30,bull,17591,85,True,False,False,True,49,599,False,2023-12-20
130,547,≤09:30,bull,17414,130,True,True,False,True,14,548,False,2023-12-21
59,535,≤09:30,bear,17666,59,False,False,False,True,24,536,False,2023-12-25
106,560,≤09:30,bull,17634,106,True,True,False,True,9,561,False,2023-12-26
137,551,≤09:30,bull,17737,137,True,True,True,True,7,552,False,2023-12-27
66,646,09:30-11:30,bear,17887,66,False,False,False,True,6,648,False,2023-12-28
72,598,09:30-11:30,bull,17828,72,False,False,False,True,7,599,False,2023-12-29
62,613,09:30-11:30,bear,17900,62,False,False,False,True,22,614,False,2023-12-29
88,534,≤09:30,bull,17832,88,True,False,False,True,16,535,False,2024-01-02
169,549,≤09:30,bear,17920,169,True,True,True,False,,,True,2024-01-02
58,812,>11:30,bull,17751,58,False,False,False,True,6,813,False,2024-01-02
160,543,≤09:30,bear,17667,160,True,True,True,True,12,544,False,2024-01-03
76,734,>11:30,bull,17507,76,True,False,False,True,6,735,False,2024-01-03
58,550,≤09:30,bull,17525,58,False,False,False,False,,,False,2024-01-04
57,569,≤09:30,bear,17583,57,False,False,False,False,,,False,2024-01-04
74,555,≤09:30,bull,17552,74,False,False,False,True,11,556,False,2024-01-05
135,566,≤09:30,bear,17626,135,True,True,True,True,9,568,False,2024-01-05
68,627,09:30-11:30,bull,17491,68,False,False,False,True,15,628,False,2024-01-05
55,782,>11:30,bear,17559,55,False,False,False,True,8,783,False,2024-01-05
138,534,≤09:30,bull,17568,138,True,True,True,True,16,535,False,2024-01-08
129,593,09:30-11:30,bear,17706,129,True,True,False,True,10,594,False,2024-01-08
256,534,≤09:30,bear,17782,256,True,True,True,True,16,535,False,2024-01-09
78,654,09:30-11:30,bull,17526,78,False,False,False,True,12,655,False,2024-01-09
59,815,>11:30,bear,17604,59,False,False,False,True,9,816,False,2024-01-09
82,541,≤09:30,bear,17521,82,False,False,False,True,13,542,False,2024-01-10
74,560,≤09:30,bull,17439,74,False,False,False,True,41,561,False,2024-01-10
67,812,>11:30,bear,17513,67,False,False,False,True,0,813,False,2024-01-10
62,563,≤09:30,bear,17543,62,False,False,False,True,0,564,False,2024-01-11
125,616,09:30-11:30,bull,17481,125,True,True,False,True,14,617,False,2024-01-11
123,587,09:30-11:30,bull,17447,123,True,True,False,True,12,588,False,2024-01-12
87,730,>11:30,bear,17570,87,True,False,False,True,7,731,False,2024-01-12
67,528,≤09:30,bear,17652,67,False,False,False,False,,,False,2024-01-15
70,534,≤09:30,bull,17585,70,False,False,False,False,,,False,2024-01-15
128,539,≤09:30,bear,17655,128,True,True,False,True,36,540,False,2024-01-15
119,620,09:30-11:30,bull,17527,119,True,False,False,True,12,621,False,2024-01-15
97,782,>11:30,bear,17646,97,True,False,False,True,7,784,False,2024-01-15
178,525,≤09:30,bear,17499,178,True,True,True,False,,,True,2024-01-16
69,570,09:30-11:30,bull,17321,69,False,False,False,False,,,False,2024-01-16
62,581,09:30-11:30,bear,17390,62,False,False,False,False,,,False,2024-01-16
106,623,09:30-11:30,bull,17328,106,True,False,False,True,39,624,False,2024-01-16
107,795,>11:30,bear,17434,107,True,False,False,True,12,796,False,2024-01-16
77,561,≤09:30,bull,17267,77,False,False,False,True,30,562,False,2024-01-17
185,592,09:30-11:30,bear,17344,185,True,True,True,True,21,594,False,2024-01-17
92,546,≤09:30,bull,17234,92,False,False,False,True,11,547,False,2024-01-18
111,573,09:30-11:30,bear,17326,111,True,False,False,True,18,574,False,2024-01-18
74,697,>11:30,bull,17215,74,False,False,False,True,0,700,False,2024-01-18
75,545,≤09:30,bear,17579,75,False,False,False,True,30,546,False,2024-01-19
180,598,09:30-11:30,bull,17504,180,True,True,True,True,49,599,False,2024-01-19
69,527,≤09:30,bear,17820,69,False,False,False,False,,,False,2024-01-22
92,546,≤09:30,bull,17751,92,False,False,False,True,32,547,False,2024-01-22
96,631,09:30-11:30,bear,17843,96,False,False,False,True,21,632,False,2024-01-22
71,816,>11:30,bull,17747,71,False,False,False,True,8,819,False,2024-01-22
87,541,≤09:30,bull,17790,87,False,False,False,True,12,542,False,2024-01-23
65,679,09:30-11:30,bull,17876,65,False,False,False,False,,,False,2024-01-24
95,552,≤09:30,bear,18030,95,True,False,False,True,10,553,False,2024-01-25
68,599,09:30-11:30,bull,17935,68,False,False,False,True,12,600,False,2024-01-25
62,646,09:30-11:30,bear,18003,62,False,False,False,False,,,False,2024-01-25
70,691,>11:30,bull,17941,70,False,False,False,True,0,693,False,2024-01-25
87,548,≤09:30,bull,17936,87,True,False,False,True,13,549,False,2024-01-26
66,773,>11:30,bear,18023,66,False,False,False,True,6,774,False,2024-01-26
165,555,≤09:30,bull,17970,165,True,True,True,True,10,556,False,2024-01-29
75,544,≤09:30,bear,18139,75,False,False,False,True,14,545,False,2024-01-30
99,568,≤09:30,bear,18003,99,True,False,False,True,31,569,False,2024-01-31
112,556,≤09:30,bear,17994,112,True,False,False,True,28,558,False,2024-02-01
112,613,09:30-11:30,bull,17882,112,True,False,False,True,24,614,False,2024-02-01
82,536,≤09:30,bear,18105,82,True,False,False,True,13,537,False,2024-02-02
67,642,09:30-11:30,bull,18023,67,False,False,False,True,29,645,False,2024-02-02
68,528,≤09:30,bear,18026,68,False,False,False,False,,,False,2024-02-05
144,540,≤09:30,bull,17958,144,True,True,True,True,18,541,False,2024-02-05
119,535,≤09:30,bull,18533,119,True,True,False,True,9,536,False,2024-02-15
96,546,≤09:30,bear,18652,96,True,False,False,False,,,True,2024-02-15
90,562,≤09:30,bull,18556,90,True,False,False,True,12,563,False,2024-02-15
86,578,09:30-11:30,bear,18646,86,True,False,False,True,16,579,False,2024-02-15
136,637,09:30-11:30,bull,18560,136,True,True,False,True,10,642,False,2024-02-15
63,738,>11:30,bear,18696,63,False,False,False,True,6,740,False,2024-02-15
93,609,09:30-11:30,bear,18726,93,True,False,False,True,6,610,False,2024-02-16
73,634,09:30-11:30,bear,18692,73,False,False,False,True,21,635,False,2024-02-19
69,750,>11:30,bull,18619,69,False,False,False,False,,,False,2024-02-19
158,551,≤09:30,bull,18596,158,True,True,True,True,7,552,False,2024-02-20
76,553,≤09:30,bear,18755,76,False,False,False,True,9,554,False,2024-02-21
57,534,≤09:30,bull,18829,57,False,False,False,False,,,False,2024-02-22
135,543,≤09:30,bear,18886,135,True,True,False,True,30,544,False,2024-02-22
138,647,09:30-11:30,bull,18751,138,True,True,False,True,8,648,False,2024-02-22
94,574,09:30-11:30,bear,18999,94,True,False,False,True,25,575,False,2024-02-23
95,641,09:30-11:30,bull,18905,95,True,False,False,True,9,642,False,2024-02-23
102,757,>11:30,bear,19000,102,True,False,False,True,6,759,False,2024-02-23
60,546,≤09:30,bear,18913,60,False,False,False,False,,,False,2024-02-26
143,558,≤09:30,bull,18853,143,True,True,True,True,8,559,False,2024-02-26
79,543,≤09:30,bull,18941,79,False,False,False,True,14,544,False,2024-02-27
270,591,09:30-11:30,bear,19020,270,True,True,True,True,10,592,False,2024-02-27
138,658,09:30-11:30,bull,18750,138,True,True,False,True,11,659,False,2024-02-27
192,566,≤09:30,bull,18805,192,True,True,True,True,9,568,False,2024-02-29
93,561,≤09:30,bear,19017,93,False,False,False,False,,,False,2024-03-01
83,578,09:30-11:30,bull,18924,83,False,False,False,True,46,579,False,2024-03-01
203,562,≤09:30,bull,19137,203,True,True,True,True,17,563,False,2024-03-04
102,557,≤09:30,bear,19407,102,True,False,False,True,13,558,False,2024-03-05
131,575,09:30-11:30,bull,19305,131,True,False,False,True,10,576,False,2024-03-05
252,571,09:30-11:30,bull,19271,252,True,True,True,True,11,572,False,2024-03-06
72,763,>11:30,bear,19523,72,False,False,False,True,0,764,False,2024-03-06
118,543,≤09:30,bull,19633,118,True,False,False,True,36,544,False,2024-03-07
167,576,09:30-11:30,bear,19751,167,True,True,False,True,64,577,False,2024-03-07
186,650,09:30-11:30,bull,19584,186,True,True,True,True,23,652,False,2024-03-07
97,810,>11:30,bear,19770,97,False,False,False,True,10,811,False,2024-03-07
87,549,≤09:30,bear,19995,87,False,False,False,False,,,False,2024-03-08
101,564,≤09:30,bull,19908,101,False,False,False,True,45,565,False,2024-03-08
305,595,09:30-11:30,bear,20009,305,True,True,True,True,48,596,False,2024-03-08
86,666,09:30-11:30,bull,19704,86,False,False,False,True,0,667,False,2024-03-08
152,670,09:30-11:30,bear,19790,152,True,True,False,True,52,671,False,2024-03-08
170,684,09:30-11:30,bull,19638,170,True,True,False,False,,,True,2024-03-08
96,708,>11:30,bear,19808,96,False,False,False,True,0,709,False,2024-03-08
114,735,>11:30,bull,19712,114,True,False,False,True,35,736,False,2024-03-08
141,554,≤09:30,bull,19684,141,True,False,False,True,35,555,False,2024-03-11
146,601,09:30-11:30,bear,19825,146,True,False,False,True,46,602,False,2024-03-11
258,562,≤09:30,bull,19698,258,True,True,True,True,12,563,False,2024-03-12
172,554,≤09:30,bear,20064,172,True,False,False,True,46,555,False,2024-03-13
94,708,>11:30,bull,19892,94,False,False,False,False,,,False,2024-03-13
100,751,>11:30,bear,19986,100,False,False,False,True,0,752,False,2024-03-13
151,553,≤09:30,bear,19950,151,True,False,False,True,20,554,False,2024-03-14
179,583,09:30-11:30,bull,19799,179,True,True,False,True,14,584,False,2024-03-14
95,738,>11:30,bear,19978,95,False,False,False,False,,,False,2024-03-14
150,619,09:30-11:30,bear,19873,150,True,False,False,True,55,620,False,2024-03-15
173,650,09:30-11:30,bull,19747,173,True,True,False,True,33,651,False,2024-03-18
172,605,09:30-11:30,bull,19739,172,True,False,False,True,9,608,False,2024-03-19
111,542,≤09:30,bull,19845,111,False,False,False,True,19,543,False,2024-03-20
130,572,09:30-11:30,bear,19956,130,True,False,False,True,28,573,False,2024-03-20
96,671,09:30-11:30,bull,19826,96,False,False,False,True,23,674,False,2024-03-20
191,728,>11:30,bear,19922,191,True,True,False,True,40,729,False,2024-03-20
235,578,09:30-11:30,bull,20029,235,True,True,True,True,52,579,False,2024-03-21
163,592,09:30-11:30,bear,20285,163,True,False,False,True,10,593,False,2024-03-22
130,774,>11:30,bull,20122,130,False,False,False,True,12,775,False,2024-03-22
119,656,09:30-11:30,bull,20188,119,False,False,False,True,24,657,False,2024-03-25
189,541,≤09:30,bull,20270,189,True,True,False,True,35,542,False,2024-03-26
421,571,09:30-11:30,bear,20459,421,True,True,True,True,29,572,False,2024-03-26
194,710,>11:30,bull,20038,194,True,True,False,True,37,711,False,2024-03-26
140,665,09:30-11:30,bull,20148,140,False,False,False,True,46,666,False,2024-03-27
167,568,≤09:30,bear,20248,167,True,False,False,True,13,569,False,2024-03-28
169,591,09:30-11:30,bull,20081,169,True,False,False,True,34,592,False,2024-03-28
107,659,09:30-11:30,bull,20192,107,False,False,False,True,10,661,False,2024-03-29
141,587,09:30-11:30,bear,20400,141,True,False,False,True,40,588,False,2024-04-01
174,555,≤09:30,bull,20350,174,True,False,False,True,61,556,False,2024-04-02
140,580,09:30-11:30,bear,20415,140,True,False,False,True,32,581,False,2024-04-03
144,647,09:30-11:30,bull,20275,144,True,False,False,True,11,648,False,2024-04-03
145,585,09:30-11:30,bull,20375,145,True,False,False,True,19,586,False,2024-04-08
359,547,≤09:30,bull,20518,359,True,True,True,True,17,548,False,2024-04-09
93,567,≤09:30,bear,20744,93,False,False,False,True,12,568,False,2024-04-11
113,590,09:30-11:30,bull,20651,113,False,False,False,True,12,591,False,2024-04-11
96,667,09:30-11:30,bear,20764,96,False,False,False,True,52,668,False,2024-04-11
127,608,09:30-11:30,bull,20682,127,True,False,False,True,46,609,False,2024-04-12
85,593,09:30-11:30,bull,20520,85,False,False,False,False,,,False,2024-04-15
145,644,09:30-11:30,bear,20605,145,True,False,False,True,14,645,False,2024-04-15
89,757,>11:30,bull,20460,89,False,False,False,False,,,False,2024-04-15
373,552,≤09:30,bear,20286,373,True,True,True,True,15,553,False,2024-04-16
108,616,09:30-11:30,bull,19913,108,False,False,False,True,18,617,False,2024-04-16
223,629,09:30-11:30,bear,20021,223,True,True,True,True,44,630,False,2024-04-16
187,780,>11:30,bull,19798,187,True,True,False,True,21,781,False,2024-04-16
287,540,≤09:30,bull,19955,287,True,True,True,True,42,541,False,2024-04-17
334,595,09:30-11:30,bull,20025,334,True,True,True,True,13,596,False,2024-04-18
484,551,≤09:30,bear,19924,484,True,True,True,True,30,552,False,2024-04-19
256,584,09:30-11:30,bull,19440,256,True,True,False,False,,,True,2024-04-19
431,604,09:30-11:30,bear,19696,431,True,True,True,True,90,605,False,2024-04-19
390,665,09:30-11:30,bull,19265,390,True,True,True,False,,,True,2024-04-19
161,793,>11:30,bear,19655,161,True,False,False,True,27,795,False,2024-04-19
242,531,≤09:30,bear,19715,242,True,False,False,True,40,532,False,2024-04-22
208,549,≤09:30,bull,19473,208,True,False,False,True,39,550,False,2024-04-22
153,579,09:30-11:30,bear,19681,153,False,False,False,True,26,580,False,2024-04-22
145,600,09:30-11:30,bull,19528,145,False,False,False,True,37,601,False,2024-04-22
228,635,09:30-11:30,bear,19673,228,True,False,False,True,30,636,False,2024-04-22
159,734,>11:30,bull,19445,159,False,False,False,True,29,735,False,2024-04-22
191,586,09:30-11:30,bear,19745,191,True,False,False,True,19,587,False,2024-04-23
173,677,09:30-11:30,bull,19554,173,False,False,False,True,25,678,False,2024-04-23
286,553,≤09:30,bull,19916,286,True,True,False,True,32,554,False,2024-04-24
145,585,09:30-11:30,bear,19979,145,False,False,False,True,58,586,False,2024-04-25
201,564,≤09:30,bull,20070,201,True,False,False,True,27,565,False,2024-04-26
191,644,09:30-11:30,bear,20271,191,True,False,False,False,,,True,2024-04-26
132,745,>11:30,bull,20080,132,False,False,False,False,,,False,2024-04-26
250,544,≤09:30,bull,20310,250,True,True,False,True,35,545,False,2024-04-29
172,810,>11:30,bear,20576,172,False,False,False,True,17,811,False,2024-04-30
165,527,≤09:30,bull,20215,165,False,False,False,True,41,528,False,2024-05-02
125,620,09:30-11:30,bear,20380,125,False,False,False,False,,,False,2024-05-02
291,598,09:30-11:30,bear,20597,291,True,True,True,True,56,599,False,2024-05-03
129,548,≤09:30,bear,20691,129,False,False,False,True,0,549,False,2024-05-06
152,598,09:30-11:30,bull,20562,152,False,False,False,True,24,600,False,2024-05-06
129,720,>11:30,bear,20714,129,False,False,False,True,51,725,False,2024-05-06
220,560,≤09:30,bear,20756,220,True,False,False,True,27,561,False,2024-05-07
140,718,>11:30,bull,20536,140,False,False,False,True,13,721,False,2024-05-07
164,645,09:30-11:30,bull,20574,164,True,False,False,True,58,648,False,2024-05-08
158,667,09:30-11:30,bear,20763,158,True,False,False,True,63,668,False,2024-05-09
135,585,09:30-11:30,bear,20751,135,False,False,False,True,14,587,False,2024-05-10
212,751,>11:30,bull,20616,212,True,True,False,True,13,758,False,2024-05-10
132,744,>11:30,bear,20965,132,False,False,False,True,18,745,False,2024-05-13
147,663,09:30-11:30,bull,20868,147,False,False,False,True,38,664,False,2024-05-14
245,585,09:30-11:30,bull,21116,245,True,True,False,True,15,587,False,2024-05-15
229,650,09:30-11:30,bear,21361,229,True,True,False,True,56,651,False,2024-05-15
108,584,09:30-11:30,bull,21448,108,False,False,False,True,0,585,False,2024-05-16
230,604,09:30-11:30,bear,21556,230,True,True,False,True,28,605,False,2024-05-16
106,599,09:30-11:30,bull,21301,106,False,False,False,False,,,False,2024-05-17
119,668,09:30-11:30,bear,21407,119,False,False,False,True,17,670,False,2024-05-17
332,539,≤09:30,bear,21485,332,True,True,True,True,38,540,False,2024-05-20
195,717,>11:30,bull,21153,195,True,True,False,True,14,718,False,2024-05-20
185,591,09:30-11:30,bear,21350,185,True,False,False,True,22,592,False,2024-05-21
142,626,09:30-11:30,bull,21165,142,False,False,False,True,55,627,False,2024-05-21
330,544,≤09:30,bull,21283,330,True,True,True,True,33,545,False,2024-05-22
158,557,≤09:30,bear,21650,158,True,False,False,True,17,558,False,2024-05-23
169,578,09:30-11:30,bull,21492,169,True,False,False,True,22,580,False,2024-05-23
203,558,≤09:30,bull,21414,203,True,False,False,True,34,560,False,2024-05-24
262,543,≤09:30,bull,21655,262,True,True,False,True,17,544,False,2024-05-27
127,737,>11:30,bear,21917,127,False,False,False,True,24,738,False,2024-05-27
149,677,09:30-11:30,bull,21845,149,False,False,False,True,16,678,False,2024-05-28
187,579,09:30-11:30,bear,21907,187,True,False,False,True,55,580,False,2024-05-29
128,579,09:30-11:30,bull,21425,128,False,False,False,True,22,581,False,2024-05-30
185,646,09:30-11:30,bear,21553,185,True,False,False,True,65,648,False,2024-05-30
130,598,09:30-11:30,bull,21453,130,False,False,False,True,11,599,False,2024-05-31
282,632,09:30-11:30,bear,21583,282,True,True,True,True,18,633,False,2024-05-31
152,681,09:30-11:30,bull,21301,152,True,False,False,True,21,682,False,2024-05-31
200,757,>11:30,bear,21453,200,True,False,False,True,18,758,False,2024-05-31
114,541,≤09:30,bull,21468,114,False,False,False,False,,,False,2024-06-03
158,552,≤09:30,bear,21582,158,True,False,False,True,34,553,False,2024-06-03
274,578,09:30-11:30,bull,21424,274,True,True,True,True,29,579,False,2024-06-03
290,549,≤09:30,bear,21574,290,True,True,True,True,66,550,False,2024-06-04
129,704,>11:30,bull,21284,129,False,False,False,True,0,705,False,2024-06-04
124,779,>11:30,bear,21413,124,False,False,False,True,26,780,False,2024-06-04
196,555,≤09:30,bear,21422,196,True,False,False,True,34,556,False,2024-06-05
267,582,09:30-11:30,bull,21226,267,True,True,False,True,16,583,False,2024-06-05
157,653,09:30-11:30,bear,21493,157,False,False,False,True,25,654,False,2024-06-05
143,716,>11:30,bull,21336,143,False,False,False,True,13,719,False,2024-06-05
122,580,09:30-11:30,bear,21913,122,False,False,False,False,,,False,2024-06-06
171,650,09:30-11:30,bull,21791,171,True,False,False,True,22,651,False,2024-06-06
129,805,>11:30,bear,21962,129,False,False,False,False,,,False,2024-06-06
127,813,>11:30,bull,21781,127,False,False,False,False,,,False,2024-06-07
138,605,09:30-11:30,bull,21832,138,False,False,False,False,,,False,2024-06-11
187,632,09:30-11:30,bear,21970,187,True,False,False,True,22,633,False,2024-06-11
163,555,≤09:30,bull,21790,163,True,False,False,True,49,556,False,2024-06-12
108,644,09:30-11:30,bear,21953,108,False,False,False,False,,,False,2024-06-12
218,662,09:30-11:30,bull,21845,218,True,True,False,True,32,663,False,2024-06-12
213,553,≤09:30,bull,22260,213,True,False,False,True,33,555,False,2024-06-13
266,592,09:30-11:30,bear,22473,266,True,True,False,True,70,593,False,2024-06-13
152,762,>11:30,bull,22207,152,False,False,False,True,14,765,False,2024-06-13
244,634,09:30-11:30,bull,22270,244,True,True,False,True,14,638,False,2024-06-14
134,597,09:30-11:30,bull,22420,134,False,False,False,False,,,False,2024-06-17
114,784,>11:30,bear,22554,114,False,False,False,True,0,785,False,2024-06-17
122,583,09:30-11:30,bear,22788,122,False,False,False,True,52,584,False,2024-06-18
146,632,09:30-11:30,bull,22666,146,False,False,False,True,35,633,False,2024-06-18
351,574,09:30-11:30,bull,22940,351,True,True,True,True,14,576,False,2024-06-19
157,682,09:30-11:30,bear,23291,157,True,False,False,True,55,683,False,2024-06-19
114,718,>11:30,bull,23134,114,False,False,False,True,23,719,False,2024-06-19
127,753,>11:30,bear,23248,127,False,False,False,True,42,754,False,2024-06-19
157,778,>11:30,bull,23121,157,True,False,False,True,19,779,False,2024-06-19
274,632,09:30-11:30,bull,23106,274,True,True,False,True,15,635,False,2024-06-20
266,541,≤09:30,bull,23025,266,True,True,False,True,59,542,False,2024-06-21
129,720,>11:30,bear,23291,129,False,False,False,True,0,721,False,2024-06-21
342,536,≤09:30,bear,23073,342,True,True,True,True,65,537,False,2024-06-24
134,662,09:30-11:30,bull,22731,134,False,False,False,True,25,663,False,2024-06-24
157,718,>11:30,bear,22865,157,False,False,False,True,37,722,False,2024-06-24
257,545,≤09:30,bear,22667,257,True,True,False,True,52,546,False,2024-06-25
366,574,09:30-11:30,bull,22410,366,True,True,True,True,48,575,False,2024-06-25
235,544,≤09:30,bull,22770,235,True,False,False,True,61,545,False,2024-06-26
261,678,09:30-11:30,bear,23005,261,True,True,False,True,22,679,False,2024-06-26
144,797,>11:30,bull,22744,144,False,False,False,True,13,803,False,2024-06-26
267,543,≤09:30,bull,22555,267,True,True,False,True,66,544,False,2024-06-27
152,543,≤09:30,bear,22945,152,False,False,False,True,35,544,False,2024-06-28
324,584,09:30-11:30,bull,22793,324,True,True,True,True,24,585,False,2024-06-28
163,673,09:30-11:30,bear,23117,163,False,False,False,True,104,674,False,2024-06-28
211,578,09:30-11:30,bull,22955,211,True,False,False,True,14,580,False,2024-07-01
228,748,>11:30,bear,23166,228,True,False,False,True,45,749,False,2024-07-01
175,553,≤09:30,bear,22892,175,False,False,False,True,46,554,False,2024-07-02
276,569,≤09:30,bull,22717,276,True,True,False,True,34,570,False,2024-07-02
248,641,09:30-11:30,bear,22993,248,True,False,False,True,21,642,False,2024-07-02
136,564,≤09:30,bear,23117,136,False,False,False,True,21,565,False,2024-07-03
207,620,09:30-11:30,bull,22981,207,True,False,False,True,78,621,False,2024-07-03
159,599,09:30-11:30,bull,23461,159,False,False,False,True,52,600,False,2024-07-04
130,709,>11:30,bear,23620,130,False,False,False,False,,,False,2024-07-04
136,798,>11:30,bull,23490,136,False,False,False,False,,,False,2024-07-04
151,726,>11:30,bear,23677,151,False,False,False,True,37,727,False,2024-07-05
482,555,≤09:30,bull,23512,482,True,True,True,True,14,556,False,2024-07-08
217,562,≤09:30,bull,23875,217,True,False,False,True,23,563,False,2024-07-09
468,582,09:30-11:30,bear,24092,468,True,True,True,False,,,True,2024-07-09
270,613,09:30-11:30,bull,23624,270,True,True,False,True,50,614,False,2024-07-09
142,657,09:30-11:30,bear,23894,142,False,False,False,False,,,False,2024-07-09
136,797,>11:30,bull,23752,136,False,False,False,False,,,False,2024-07-09
153,598,09:30-11:30,bear,23855,153,False,False,False,True,0,599,False,2024-07-10
312,618,09:30-11:30,bull,23702,312,True,True,False,True,17,619,False,2024-07-10
245,581,09:30-11:30,bull,24160,245,True,False,False,True,51,582,False,2024-07-11
259,539,≤09:30,bear,24070,259,True,False,False,True,138,540,False,2024-07-12
168,632,09:30-11:30,bull,23811,168,False,False,False,True,0,633,False,2024-07-12
195,744,>11:30,bear,23979,195,False,False,False,True,18,747,False,2024-07-12
356,536,≤09:30,bear,24112,356,True,True,True,True,46,537,False,2024-07-15
176,573,09:30-11:30,bull,23756,176,False,False,False,True,20,574,False,2024-07-15
149,593,09:30-11:30,bear,23932,149,False,False,False,True,24,594,False,2024-07-15
160,600,09:30-11:30,bull,23783,160,False,False,False,True,49,601,False,2024-07-15
358,599,09:30-11:30,bull,23824,358,True,True,True,False,,,True,2024-07-16
272,669,09:30-11:30,bear,24182,272,True,False,False,True,16,670,False,2024-07-16
283,525,≤09:30,bear,24000,283,True,False,False,False,,,True,2024-07-17
240,559,≤09:30,bull,23750,240,True,False,False,True,33,560,False,2024-07-17
343,684,09:30-11:30,bear,23990,343,True,True,False,True,59,685,False,2024-07-17
228,542,≤09:30,bear,23382,228,True,False,False,True,61,543,False,2024-07-18
265,548,≤09:30,bull,23154,265,True,False,False,True,142,549,False,2024-07-18
232,619,09:30-11:30,bear,23419,232,True,False,False,True,37,620,False,2024-07-18
257,707,>11:30,bull,23187,257,True,False,False,True,48,708,False,2024-07-18
332,559,≤09:30,bear,23185,332,True,True,False,True,121,560,False,2024-07-19
229,643,09:30-11:30,bull,22853,229,True,False,False,True,40,644,False,2024-07-19
196,770,>11:30,bear,23082,196,False,False,False,True,33,771,False,2024-07-19
654,542,≤09:30,bear,22906,654,True,True,True,True,48,543,False,2024-07-22
155,607,09:30-11:30,bull,22252,155,False,False,False,False,,,False,2024-07-22
223,624,09:30-11:30,bear,22407,223,True,False,False,True,61,625,False,2024-07-22
309,636,09:30-11:30,bull,22184,309,True,True,False,True,47,637,False,2024-07-22
188,693,>11:30,bear,22493,188,False,False,False,True,36,694,False,2024-07-22
300,551,≤09:30,bull,22571,300,True,False,False,True,48,553,False,2024-07-23
230,547,≤09:30,bull,21918,230,False,False,False,True,83,548,False,2024-07-26
186,594,09:30-11:30,bear,22148,186,False,False,False,False,,,False,2024-07-26
194,618,09:30-11:30,bull,21962,194,False,False,False,True,0,619,False,2024-07-26
