leg_ext,est_min,est_bucket,side,anchor,leg_amp,reach_L3,reach_L4,reach_L5,had_pullback,pb_depth,pb_min,matured_pre_pb,date
131,665,09:30-11:30,bull,15013,131,True,False,False,True,72,666,False,2022-06-20
178,763,>11:30,bear,15144,178,True,True,False,True,11,772,False,2022-06-20
247,600,09:30-11:30,bull,15115,247,True,True,True,True,21,601,False,2022-06-21
335,566,≤09:30,bear,15319,335,True,True,True,True,16,567,False,2022-06-22
219,545,≤09:30,bear,15145,219,True,True,False,True,70,546,False,2022-06-23
159,566,≤09:30,bull,14926,159,True,False,False,True,42,567,False,2022-06-23
281,586,09:30-11:30,bear,15085,281,True,True,True,True,39,587,False,2022-06-23
193,752,>11:30,bull,14804,193,True,False,False,True,21,753,False,2022-06-23
123,792,>11:30,bear,14997,123,False,False,False,True,23,794,False,2022-06-23
136,555,≤09:30,bull,15006,136,False,False,False,True,58,556,False,2022-06-24
183,674,09:30-11:30,bear,15142,183,True,False,False,True,17,675,False,2022-06-24
199,557,≤09:30,bull,15201,199,True,False,False,True,60,558,False,2022-06-27
136,807,>11:30,bear,15400,136,False,False,False,True,21,809,False,2022-06-27
208,568,≤09:30,bear,15304,208,True,False,False,True,47,569,False,2022-06-28
134,569,≤09:30,bull,14980,134,False,False,False,True,22,570,False,2022-06-29
120,674,09:30-11:30,bear,15114,120,False,False,False,True,16,675,False,2022-06-29
335,544,≤09:30,bear,14945,335,True,True,True,True,17,545,False,2022-06-30
190,541,≤09:30,bear,14702,190,True,False,False,True,30,542,False,2022-07-01
110,563,≤09:30,bull,14512,110,False,False,False,False,,,False,2022-07-01
494,574,09:30-11:30,bear,14622,494,True,True,True,True,38,575,False,2022-07-01
138,543,≤09:30,bull,14174,138,False,False,False,False,,,False,2022-07-04
219,549,≤09:30,bear,14312,219,True,False,False,False,,,True,2022-07-04
192,555,≤09:30,bull,14093,192,True,False,False,True,100,556,False,2022-07-04
220,626,09:30-11:30,bear,14285,220,True,False,False,True,36,627,False,2022-07-04
138,663,09:30-11:30,bull,14065,138,False,False,False,True,0,664,False,2022-07-04
178,740,>11:30,bear,14203,178,False,False,False,True,26,741,False,2022-07-04
138,816,>11:30,bull,14025,138,False,False,False,True,13,817,False,2022-07-04
455,562,≤09:30,bear,14430,455,True,True,True,True,24,565,False,2022-07-05
283,732,>11:30,bull,13975,283,True,True,False,True,26,733,False,2022-07-05
381,575,09:30-11:30,bear,14239,381,True,True,True,True,25,576,False,2022-07-06
244,555,≤09:30,bear,14076,244,True,False,False,True,17,556,False,2022-07-07
463,567,≤09:30,bull,13832,463,True,True,True,True,100,568,False,2022-07-07
155,603,09:30-11:30,bull,14330,155,False,False,False,False,,,False,2022-07-08
221,657,09:30-11:30,bear,14485,221,True,False,False,True,31,658,False,2022-07-08
267,556,≤09:30,bear,14496,267,True,False,False,True,35,557,False,2022-07-11
331,550,≤09:30,bear,14181,331,True,True,False,True,25,551,False,2022-07-12
153,782,>11:30,bull,14203,153,False,False,False,True,0,783,False,2022-07-13
315,586,09:30-11:30,bull,14122,315,True,True,False,True,50,587,False,2022-07-14
209,608,09:30-11:30,bull,14333,209,True,False,False,True,20,610,False,2022-07-15
164,569,≤09:30,bull,14533,164,False,False,False,True,14,570,False,2022-07-19
211,762,>11:30,bear,14907,211,True,False,False,True,52,763,False,2022-07-20
198,702,>11:30,bull,14573,198,True,False,False,True,25,706,False,2022-07-21
123,638,09:30-11:30,bear,14848,123,False,False,False,False,,,False,2022-07-22
157,654,09:30-11:30,bull,14688,157,False,False,False,True,23,655,False,2022-07-25
138,598,09:30-11:30,bear,14788,138,False,False,False,True,20,600,False,2022-07-26
132,583,09:30-11:30,bear,14747,132,False,False,False,True,51,587,False,2022-07-27
185,706,>11:30,bull,14615,185,True,False,False,True,18,707,False,2022-07-27
163,562,≤09:30,bear,14949,163,True,False,False,True,29,563,False,2022-07-28
120,716,>11:30,bear,14990,120,False,False,False,True,20,717,False,2022-07-29
122,545,≤09:30,bear,14926,122,False,False,False,True,15,546,False,2022-08-01
136,576,09:30-11:30,bull,14804,136,False,False,False,True,31,578,False,2022-08-01
189,545,≤09:30,bear,14778,189,True,False,False,True,18,546,False,2022-08-02
107,641,09:30-11:30,bull,14589,107,False,False,False,False,,,False,2022-08-02
133,546,≤09:30,bull,14594,133,False,False,False,True,12,547,False,2022-08-03
107,567,≤09:30,bear,14727,107,False,False,False,True,22,568,False,2022-08-03
261,662,09:30-11:30,bear,14722,261,True,True,True,False,,,True,2022-08-04
218,725,>11:30,bull,14461,218,True,True,False,True,20,726,False,2022-08-04
243,531,≤09:30,bull,14777,243,True,True,True,True,22,532,False,2022-08-05
212,662,09:30-11:30,bull,14853,212,True,True,False,True,11,663,False,2022-08-09
113,702,>11:30,bull,14832,113,False,False,False,True,14,703,False,2022-08-10
98,624,09:30-11:30,bull,15093,98,False,False,False,True,10,626,False,2022-08-11
109,716,>11:30,bull,15200,109,False,False,False,False,,,False,2022-08-12
122,597,09:30-11:30,bull,15310,122,True,False,False,True,37,598,False,2022-08-15
101,639,09:30-11:30,bull,15224,101,False,False,False,True,15,640,False,2022-08-18
131,614,09:30-11:30,bull,15275,131,True,False,False,True,12,615,False,2022-08-19
94,577,09:30-11:30,bull,15156,94,False,False,False,True,36,578,False,2022-08-22
83,736,>11:30,bear,15250,83,False,False,False,True,27,737,False,2022-08-22
87,585,09:30-11:30,bear,15109,87,False,False,False,True,36,586,False,2022-08-23
73,649,09:30-11:30,bull,15022,73,False,False,False,False,,,False,2022-08-23
72,821,>11:30,bear,15095,72,False,False,False,False,,,False,2022-08-23
133,592,09:30-11:30,bear,15120,133,True,True,False,True,28,593,False,2022-08-24
75,770,>11:30,bull,14987,75,False,False,False,True,12,771,False,2022-08-24
105,576,09:30-11:30,bull,15120,105,True,False,False,True,17,578,False,2022-08-25
109,707,>11:30,bear,15225,109,True,False,False,True,29,708,False,2022-08-25
72,774,>11:30,bull,15116,72,False,False,False,True,16,775,False,2022-08-25
65,587,09:30-11:30,bull,15253,65,False,False,False,False,,,False,2022-08-26
90,772,>11:30,bear,15318,90,False,False,False,True,9,773,False,2022-08-26
85,556,≤09:30,bear,14847,85,False,False,False,True,25,557,False,2022-08-29
136,593,09:30-11:30,bull,14762,136,True,True,False,True,29,594,False,2022-08-29
82,816,>11:30,bear,14898,82,False,False,False,True,8,819,False,2022-08-29
73,564,≤09:30,bull,14841,73,False,False,False,True,0,565,False,2022-08-30
77,590,09:30-11:30,bear,14914,77,False,False,False,True,0,591,False,2022-08-30
157,673,09:30-11:30,bull,14837,157,True,True,True,True,13,674,False,2022-08-30
68,806,>11:30,bear,14994,68,False,False,False,False,,,False,2022-08-30
273,573,09:30-11:30,bull,14826,273,True,True,True,True,7,574,False,2022-08-31
67,811,>11:30,bear,15099,67,False,False,False,False,,,False,2022-08-31
148,525,≤09:30,bear,14842,148,True,True,False,False,,,True,2022-09-01
94,604,09:30-11:30,bull,14694,94,False,False,False,True,0,605,False,2022-09-01
113,655,09:30-11:30,bear,14788,113,True,False,False,True,31,656,False,2022-09-01
78,796,>11:30,bull,14675,78,False,False,False,False,,,False,2022-09-01
154,552,≤09:30,bear,14782,154,True,True,False,True,40,554,False,2022-09-02
86,737,>11:30,bull,14628,86,False,False,False,True,0,738,False,2022-09-02
130,787,>11:30,bear,14714,130,True,False,False,True,8,788,False,2022-09-02
141,527,≤09:30,bull,14578,141,True,False,False,True,17,528,False,2022-09-05
131,562,≤09:30,bear,14719,131,True,False,False,True,17,563,False,2022-09-05
77,620,09:30-11:30,bull,14588,77,False,False,False,False,,,False,2022-09-05
104,635,09:30-11:30,bear,14665,104,False,False,False,True,22,636,False,2022-09-05
102,706,>11:30,bull,14561,102,False,False,False,True,33,709,False,2022-09-05
215,560,≤09:30,bear,14770,215,True,True,True,True,23,561,False,2022-09-06
93,723,>11:30,bull,14555,93,False,False,False,True,15,726,False,2022-09-06
124,550,≤09:30,bear,14455,124,True,False,False,True,25,551,False,2022-09-07
94,626,09:30-11:30,bull,14331,94,False,False,False,True,14,627,False,2022-09-07
91,676,09:30-11:30,bear,14425,91,False,False,False,True,15,677,False,2022-09-07
85,560,≤09:30,bear,14474,85,False,False,False,True,24,561,False,2022-09-08
163,679,09:30-11:30,bull,14389,163,True,True,False,True,30,680,False,2022-09-08
93,577,09:30-11:30,bull,14731,93,False,False,False,True,17,578,False,2022-09-12
101,685,09:30-11:30,bear,14928,101,False,False,False,True,22,688,False,2022-09-13
198,541,≤09:30,bull,14443,198,True,True,True,True,15,542,False,2022-09-14
153,582,09:30-11:30,bull,14562,153,True,True,False,True,12,583,False,2022-09-15
82,726,>11:30,bear,14715,82,False,False,False,True,24,728,False,2022-09-15
173,548,≤09:30,bear,14579,173,True,True,False,True,30,549,False,2022-09-19
86,562,≤09:30,bear,14550,86,False,False,False,True,18,563,False,2022-09-20
105,732,>11:30,bull,14464,105,True,False,False,True,17,733,False,2022-09-20
128,728,>11:30,bear,14520,128,True,False,False,True,9,729,False,2022-09-21
155,543,≤09:30,bear,14243,155,True,True,False,True,9,544,False,2022-09-22
162,601,09:30-11:30,bull,14088,162,True,True,False,True,26,602,False,2022-09-22
173,615,09:30-11:30,bear,14229,173,True,True,False,True,20,618,False,2022-09-23
86,760,>11:30,bull,14056,86,False,False,False,True,8,761,False,2022-09-23
152,544,≤09:30,bear,13953,152,True,True,False,True,42,545,False,2022-09-26
90,604,09:30-11:30,bull,13801,90,False,False,False,True,54,605,False,2022-09-26
151,658,09:30-11:30,bear,13891,151,True,True,False,True,21,660,False,2022-09-26
75,800,>11:30,bull,13740,75,False,False,False,False,,,False,2022-09-26
126,560,≤09:30,bear,13861,126,True,False,False,True,44,561,False,2022-09-27
109,624,09:30-11:30,bull,13735,109,True,False,False,True,21,625,False,2022-09-27
289,555,≤09:30,bear,13849,289,True,True,True,True,20,556,False,2022-09-28
78,598,09:30-11:30,bull,13560,78,False,False,False,False,,,False,2022-09-28
152,612,09:30-11:30,bear,13638,152,True,True,False,True,19,613,False,2022-09-28
80,696,>11:30,bull,13486,80,False,False,False,False,,,False,2022-09-28
78,803,>11:30,bear,13566,78,False,False,False,True,0,805,False,2022-09-28
201,594,09:30-11:30,bear,13672,201,True,True,False,True,14,596,False,2022-09-29
146,711,>11:30,bull,13471,146,True,False,False,True,13,712,False,2022-09-29
109,792,>11:30,bear,13617,109,False,False,False,True,11,794,False,2022-09-29
152,582,09:30-11:30,bull,13298,152,True,False,False,True,21,583,False,2022-09-30
117,615,09:30-11:30,bear,13450,117,False,False,False,True,18,616,False,2022-09-30
125,667,09:30-11:30,bull,13333,125,True,False,False,True,66,668,False,2022-09-30
229,546,≤09:30,bull,13215,229,True,True,True,True,64,547,False,2022-10-03
181,683,09:30-11:30,bear,13444,181,True,True,False,True,10,686,False,2022-10-03
105,606,09:30-11:30,bear,13594,105,False,False,False,True,14,607,False,2022-10-04
126,691,>11:30,bull,13489,126,True,False,False,True,15,692,False,2022-10-04
163,550,≤09:30,bull,13721,163,True,False,False,True,19,551,False,2022-10-05
156,719,>11:30,bear,13884,156,True,False,False,True,21,720,False,2022-10-05
92,786,>11:30,bull,13728,92,False,False,False,True,39,787,False,2022-10-05
143,540,≤09:30,bear,13957,143,True,False,False,True,31,541,False,2022-10-06
135,690,>11:30,bear,13818,135,True,False,False,True,11,693,False,2022-10-07
103,542,≤09:30,bear,13297,103,False,False,False,True,16,543,False,2022-10-11
102,550,≤09:30,bull,13194,102,False,False,False,True,0,551,False,2022-10-11
152,578,09:30-11:30,bear,13296,152,True,False,False,True,11,579,False,2022-10-11
84,623,09:30-11:30,bull,13144,84,False,False,False,False,,,False,2022-10-11
147,657,09:30-11:30,bear,13228,147,True,False,False,True,25,658,False,2022-10-11
135,549,≤09:30,bear,13110,135,True,False,False,True,29,550,False,2022-10-12
165,603,09:30-11:30,bull,12975,165,True,False,False,True,74,604,False,2022-10-12
280,611,09:30-11:30,bear,13085,280,True,True,True,True,17,612,False,2022-10-13
121,821,>11:30,bull,12805,121,True,False,False,False,,,True,2022-10-13
175,582,09:30-11:30,bull,13074,175,True,False,False,True,18,583,False,2022-10-14
107,805,>11:30,bear,13249,107,False,False,False,True,0,809,False,2022-10-14
188,543,≤09:30,bear,13009,188,True,True,False,True,55,544,False,2022-10-17
175,676,09:30-11:30,bull,12821,175,True,False,False,True,27,677,False,2022-10-17
190,556,≤09:30,bear,13182,190,True,True,False,True,25,557,False,2022-10-18
163,703,>11:30,bull,12992,163,True,False,False,True,17,705,False,2022-10-18
92,583,09:30-11:30,bull,13076,92,False,False,False,False,,,False,2022-10-19
201,664,09:30-11:30,bear,13168,201,True,True,False,True,11,665,False,2022-10-19
157,542,≤09:30,bear,12819,157,True,False,False,True,15,543,False,2022-10-20
154,590,09:30-11:30,bull,12662,154,True,False,False,True,63,591,False,2022-10-20
105,726,>11:30,bear,12816,105,False,False,False,False,,,False,2022-10-20
205,780,>11:30,bull,12711,205,True,True,False,True,34,781,False,2022-10-20
154,723,>11:30,bear,12948,154,True,False,False,True,15,725,False,2022-10-21
262,542,≤09:30,bear,13126,262,True,True,True,True,22,543,False,2022-10-24
294,542,≤09:30,bear,12946,294,True,True,True,True,26,543,False,2022-10-25
165,684,09:30-11:30,bull,12652,165,True,False,False,True,27,685,False,2022-10-25
151,765,>11:30,bear,12817,151,True,False,False,True,13,766,False,2022-10-25
169,644,09:30-11:30,bull,12664,169,True,False,False,True,12,646,False,2022-10-26
106,560,≤09:30,bull,12878,106,False,False,False,True,75,561,False,2022-10-27
170,637,09:30-11:30,bear,12915,170,True,False,False,True,16,638,False,2022-10-28
161,587,09:30-11:30,bull,12836,161,True,False,False,True,21,588,False,2022-10-31
161,564,≤09:30,bull,12934,161,True,False,False,True,19,567,False,2022-11-01
129,550,≤09:30,bull,12854,129,True,False,False,True,20,551,False,2022-11-03
189,588,09:30-11:30,bull,12850,189,True,True,False,True,17,589,False,2022-11-04
169,577,09:30-11:30,bull,13096,169,True,True,False,True,19,578,False,2022-11-07
92,596,09:30-11:30,bull,13298,92,False,False,False,True,34,597,False,2022-11-08
175,576,09:30-11:30,bull,13438,175,True,True,False,True,17,578,False,2022-11-09
104,610,09:30-11:30,bear,13565,104,False,False,False,True,17,611,False,2022-11-10
110,540,≤09:30,bull,13933,110,False,False,False,True,31,541,False,2022-11-11
147,564,≤09:30,bear,14043,147,True,False,False,True,22,565,False,2022-11-11
166,613,09:30-11:30,bull,13896,166,True,True,False,True,30,614,False,2022-11-11
97,554,≤09:30,bear,14177,97,False,False,False,True,53,555,False,2022-11-14
115,646,09:30-11:30,bull,14080,115,True,False,False,True,24,647,False,2022-11-14
338,547,≤09:30,bull,14212,338,True,True,True,True,13,548,False,2022-11-15
104,622,09:30-11:30,bear,14550,104,False,False,False,True,62,623,False,2022-11-15
129,695,>11:30,bull,14446,129,True,False,False,True,14,696,False,2022-11-15
80,820,>11:30,bear,14575,80,False,False,False,True,0,821,False,2022-11-15
195,555,≤09:30,bear,14646,195,True,True,False,True,23,556,False,2022-11-16
201,577,09:30-11:30,bull,14451,201,True,True,False,True,17,578,False,2022-11-16
139,650,09:30-11:30,bear,14652,139,True,False,False,True,43,651,False,2022-11-16
89,717,>11:30,bull,14513,89,False,False,False,False,,,False,2022-11-16
117,758,>11:30,bear,14602,117,False,False,False,True,49,759,False,2022-11-16
137,589,09:30-11:30,bear,14494,137,True,False,False,True,19,590,False,2022-11-17
188,677,09:30-11:30,bull,14357,188,True,True,False,True,9,678,False,2022-11-17
156,550,≤09:30,bull,14525,156,True,False,False,True,15,551,False,2022-11-18
244,571,09:30-11:30,bear,14681,244,True,True,True,True,25,572,False,2022-11-18
106,605,09:30-11:30,bear,14517,106,False,False,False,True,50,606,False,2022-11-21
111,540,≤09:30,bear,14475,111,False,False,False,True,0,541,False,2022-11-22
106,568,≤09:30,bull,14364,106,False,False,False,True,10,569,False,2022-11-22
91,606,09:30-11:30,bear,14470,91,False,False,False,True,0,607,False,2022-11-22
150,658,09:30-11:30,bull,14379,150,True,False,False,True,27,659,False,2022-11-22
94,609,09:30-11:30,bear,14637,94,False,False,False,True,11,610,False,2022-11-23
99,658,09:30-11:30,bull,14543,99,False,False,False,False,,,False,2022-11-23
133,757,>11:30,bull,14656,133,True,False,False,True,10,759,False,2022-11-24
95,661,09:30-11:30,bear,14798,95,False,False,False,True,48,663,False,2022-11-25
107,532,≤09:30,bear,14568,107,False,False,False,True,14,533,False,2022-11-28
106,543,≤09:30,bull,14461,106,False,False,False,True,42,544,False,2022-11-28
134,576,09:30-11:30,bear,14567,134,True,False,False,True,33,577,False,2022-11-28
155,621,09:30-11:30,bull,14433,155,True,False,False,True,10,622,False,2022-11-28
118,809,>11:30,bear,14588,118,True,False,False,True,15,810,False,2022-11-28
96,555,≤09:30,bear,14527,96,False,False,False,True,11,556,False,2022-11-29
247,572,09:30-11:30,bull,14431,247,True,True,True,True,24,573,False,2022-11-29
219,574,09:30-11:30,bull,14619,219,True,True,True,True,16,575,False,2022-11-30
114,548,≤09:30,bull,15005,114,False,False,False,True,49,549,False,2022-12-01
192,595,09:30-11:30,bear,15119,192,True,True,False,True,22,596,False,2022-12-01
117,599,09:30-11:30,bull,14842,117,False,False,False,True,11,600,False,2022-12-02
166,549,≤09:30,bull,14880,166,True,True,False,True,13,550,False,2022-12-05
132,747,>11:30,bear,15046,132,True,False,False,True,20,748,False,2022-12-05
222,574,09:30-11:30,bear,14894,222,True,True,True,True,11,575,False,2022-12-06
180,556,≤09:30,bull,14600,180,True,True,False,True,19,557,False,2022-12-07
186,624,09:30-11:30,bear,14780,186,True,True,False,True,11,625,False,2022-12-07
105,708,>11:30,bull,14594,105,False,False,False,True,14,710,False,2022-12-07
88,818,>11:30,bear,14699,88,False,False,False,False,,,False,2022-12-07
157,562,≤09:30,bear,14570,157,True,False,False,True,16,563,False,2022-12-08
132,631,09:30-11:30,bull,14413,132,True,False,False,True,31,632,False,2022-12-08
150,569,≤09:30,bull,14572,150,True,False,False,True,52,570,False,2022-12-09
165,540,≤09:30,bear,14650,165,True,False,False,True,21,541,False,2022-12-12
107,720,>11:30,bull,14485,107,False,False,False,True,19,721,False,2022-12-12
191,565,≤09:30,bear,14687,191,True,True,False,True,11,566,False,2022-12-13
156,556,≤09:30,bull,14576,156,True,False,False,True,13,557,False,2022-12-14
105,564,≤09:30,bull,14607,105,False,False,False,True,9,565,False,2022-12-15
90,593,09:30-11:30,bear,14712,90,False,False,False,False,,,False,2022-12-15
128,671,09:30-11:30,bull,14622,128,True,False,False,True,15,672,False,2022-12-15
139,625,09:30-11:30,bull,14411,139,True,False,False,True,10,627,False,2022-12-16
114,768,>11:30,bear,14550,114,False,False,False,True,15,769,False,2022-12-16
123,556,≤09:30,bull,14362,123,True,False,False,True,26,557,False,2022-12-19
90,729,>11:30,bear,14485,90,False,False,False,False,,,False,2022-12-19
84,552,≤09:30,bull,14358,84,False,False,False,True,0,553,False,2022-12-20
321,571,09:30-11:30,bear,14442,321,True,True,True,True,25,572,False,2022-12-20
103,737,>11:30,bear,14278,103,False,False,False,True,0,738,False,2022-12-21
111,595,09:30-11:30,bull,14285,111,False,False,False,True,26,596,False,2022-12-22
112,584,09:30-11:30,bull,14125,112,False,False,False,True,23,585,False,2022-12-23
100,555,≤09:30,bull,14292,100,False,False,False,True,12,556,False,2022-12-27
114,715,>11:30,bear,14392,114,True,False,False,True,10,716,False,2022-12-27
73,571,09:30-11:30,bull,14122,73,False,False,False,False,,,False,2022-12-28
125,585,09:30-11:30,bear,14195,125,True,False,False,True,51,586,False,2022-12-28
85,577,09:30-11:30,bear,14023,85,False,False,False,True,0,579,False,2022-12-29
134,627,09:30-11:30,bull,13938,134,True,False,False,True,38,628,False,2022-12-29
86,621,09:30-11:30,bear,14213,86,False,False,False,True,55,622,False,2022-12-30
111,561,≤09:30,bear,14063,111,True,False,False,True,17,562,False,2023-01-03
295,598,09:30-11:30,bull,13952,295,True,True,True,True,20,599,False,2023-01-03
90,580,09:30-11:30,bull,14181,90,False,False,False,True,0,581,False,2023-01-04
84,701,>11:30,bear,14271,84,False,False,False,True,16,702,False,2023-01-04
75,563,≤09:30,bull,14300,75,False,False,False,False,,,False,2023-01-05
136,601,09:30-11:30,bear,14375,136,True,False,False,True,10,602,False,2023-01-05
128,661,09:30-11:30,bull,14275,128,True,False,False,True,9,662,False,2023-01-06
188,589,09:30-11:30,bull,14582,188,True,True,True,True,28,590,False,2023-01-09
89,593,09:30-11:30,bull,14740,89,False,False,False,True,9,594,False,2023-01-10
94,634,09:30-11:30,bear,14829,94,False,False,False,True,8,635,False,2023-01-10
89,805,>11:30,bull,14735,89,False,False,False,True,0,810,False,2023-01-10
138,553,≤09:30,bear,14884,138,True,False,False,True,15,554,False,2023-01-11
131,616,09:30-11:30,bear,14840,131,True,False,False,True,14,617,False,2023-01-12
77,818,>11:30,bull,14709,77,False,False,False,True,0,819,False,2023-01-12
194,555,≤09:30,bear,15016,194,True,True,True,True,19,556,False,2023-01-13
81,598,09:30-11:30,bull,14923,81,False,False,False,True,11,600,False,2023-01-16
88,673,09:30-11:30,bear,15004,88,False,False,False,True,54,674,False,2023-01-16
82,525,≤09:30,bull,15450,82,False,False,False,True,56,526,False,2023-01-30
183,541,≤09:30,bear,15532,183,True,True,True,True,18,542,False,2023-01-30
111,692,>11:30,bull,15349,111,True,False,False,True,30,700,False,2023-01-30
191,609,09:30-11:30,bear,15456,191,True,True,True,True,22,611,False,2023-01-31
99,641,09:30-11:30,bear,15396,99,False,False,False,True,11,643,False,2023-02-01
105,792,>11:30,bull,15297,105,True,False,False,True,17,797,False,2023-02-01
102,578,09:30-11:30,bear,15570,102,True,False,False,True,11,580,False,2023-02-02
132,632,09:30-11:30,bull,15468,132,True,False,False,True,7,633,False,2023-02-02
100,550,≤09:30,bear,15588,100,True,False,False,True,9,551,False,2023-02-03
141,574,09:30-11:30,bull,15488,141,True,True,False,True,46,575,False,2023-02-03
114,560,≤09:30,bear,15505,114,True,False,False,True,21,561,False,2023-02-06
77,555,≤09:30,bull,15370,77,False,False,False,True,13,556,False,2023-02-07
81,640,09:30-11:30,bear,15447,81,False,False,False,True,8,641,False,2023-02-07
150,544,≤09:30,bull,15474,150,True,True,False,True,44,546,False,2023-02-08
78,639,09:30-11:30,bull,15530,78,False,False,False,True,9,640,False,2023-02-09
78,554,≤09:30,bear,15598,78,False,False,False,True,0,555,False,2023-02-10
67,567,≤09:30,bull,15520,67,False,False,False,True,42,568,False,2023-02-10
116,547,≤09:30,bear,15547,116,True,False,False,True,11,548,False,2023-02-13
106,580,09:30-11:30,bull,15431,106,True,False,False,True,50,581,False,2023-02-13
94,611,09:30-11:30,bull,15588,94,True,False,False,True,8,612,False,2023-02-14
77,525,≤09:30,bull,15456,77,False,False,False,True,49,526,False,2023-02-15
173,602,09:30-11:30,bear,15533,173,True,True,True,True,12,603,False,2023-02-15
148,564,≤09:30,bull,15451,148,True,True,False,True,25,565,False,2023-02-16
91,586,09:30-11:30,bear,15475,91,True,False,False,True,10,587,False,2023-02-17
81,697,>11:30,bull,15384,81,False,False,False,True,13,704,False,2023-02-17
188,546,≤09:30,bull,15367,188,True,True,True,True,11,547,False,2023-02-20
76,634,09:30-11:30,bull,15471,76,False,False,False,True,13,641,False,2023-02-21
69,546,≤09:30,bear,15379,69,False,False,False,True,14,547,False,2023-02-22
65,570,09:30-11:30,bull,15310,65,False,False,False,True,0,571,False,2023-02-22
69,589,09:30-11:30,bear,15375,69,False,False,False,False,,,False,2023-02-22
109,645,09:30-11:30,bull,15306,109,True,False,False,True,13,646,False,2023-02-22
223,545,≤09:30,bull,15433,223,True,True,True,True,29,546,False,2023-02-23
67,818,>11:30,bear,15656,67,False,False,False,False,,,False,2023-02-23
158,562,≤09:30,bear,15684,158,True,True,False,True,27,563,False,2023-02-24
222,562,≤09:30,bull,15333,222,True,True,True,True,9,564,False,2023-03-01
183,539,≤09:30,bear,15618,183,True,True,True,True,32,540,False,2023-03-02
145,606,09:30-11:30,bull,15435,145,True,True,False,True,17,607,False,2023-03-02
98,574,09:30-11:30,bear,15666,98,False,False,False,True,27,575,False,2023-03-03
102,691,>11:30,bull,15568,102,False,False,False,True,9,695,False,2023-03-03
77,757,>11:30,bear,15670,77,False,False,False,True,0,759,False,2023-03-03
81,548,≤09:30,bear,15773,81,False,False,False,True,19,551,False,2023-03-06
142,621,09:30-11:30,bull,15692,142,True,True,False,True,11,622,False,2023-03-06
78,819,>11:30,bear,15834,78,False,False,False,True,0,820,False,2023-03-06
144,605,09:30-11:30,bull,15750,144,True,True,False,True,17,607,False,2023-03-07
83,551,≤09:30,bull,15725,83,False,False,False,True,15,552,False,2023-03-08
87,650,09:30-11:30,bear,15808,87,False,False,False,True,12,651,False,2023-03-08
88,782,>11:30,bull,15721,88,False,False,False,True,0,790,False,2023-03-08
111,591,09:30-11:30,bear,15862,111,True,False,False,True,33,592,False,2023-03-09
172,552,≤09:30,bear,15624,172,True,True,True,True,24,553,False,2023-03-10
71,527,≤09:30,bull,15444,71,False,False,False,False,,,False,2023-03-13
170,547,≤09:30,bear,15515,170,True,True,True,True,25,548,False,2023-03-13
195,590,09:30-11:30,bull,15345,195,True,True,True,True,49,591,False,2023-03-13
79,561,≤09:30,bull,15325,79,False,False,False,True,9,562,False,2023-03-14
94,593,09:30-11:30,bear,15404,94,False,False,False,True,13,594,False,2023-03-14
118,609,09:30-11:30,bull,15310,118,True,False,False,True,9,610,False,2023-03-14
77,806,>11:30,bear,15428,77,False,False,False,False,,,False,2023-03-14
94,566,≤09:30,bull,15381,94,False,False,False,True,13,569,False,2023-03-15
159,691,>11:30,bear,15475,159,True,True,False,True,11,695,False,2023-03-15
86,547,≤09:30,bull,15191,86,False,False,False,True,0,548,False,2023-03-16
93,556,≤09:30,bear,15277,93,False,False,False,True,0,557,False,2023-03-16
121,569,≤09:30,bull,15184,121,True,False,False,True,30,570,False,2023-03-16
90,603,09:30-11:30,bear,15305,90,False,False,False,True,0,604,False,2023-03-16
76,641,09:30-11:30,bull,15215,76,False,False,False,True,0,643,False,2023-03-16
141,691,>11:30,bear,15291,141,True,True,False,True,28,692,False,2023-03-16
79,790,>11:30,bull,15150,79,False,False,False,True,22,791,False,2023-03-16
120,551,≤09:30,bull,15298,120,True,False,False,True,18,552,False,2023-03-17
125,548,≤09:30,bear,15477,125,True,False,False,True,25,549,False,2023-03-20
71,561,≤09:30,bear,15496,71,False,False,False,False,,,False,2023-03-21
92,601,09:30-11:30,bull,15425,92,False,False,False,True,19,603,False,2023-03-21
77,699,>11:30,bear,15517,77,False,False,False,True,18,701,False,2023-03-21
157,549,≤09:30,bull,15568,157,True,True,False,True,14,550,False,2023-03-22
183,621,09:30-11:30,bull,15683,183,True,True,True,True,11,622,False,2023-03-23
78,729,>11:30,bear,15866,78,False,False,False,False,,,False,2023-03-23
78,549,≤09:30,bear,15884,78,False,False,False,False,,,False,2023-03-24
117,612,09:30-11:30,bull,15806,117,True,False,False,True,55,613,False,2023-03-24
91,563,≤09:30,bear,15884,91,False,False,False,True,22,564,False,2023-03-27
100,699,>11:30,bull,15793,100,True,False,False,True,8,701,False,2023-03-27
77,806,>11:30,bear,15893,77,False,False,False,False,,,False,2023-03-27
174,561,≤09:30,bear,15829,174,True,True,True,True,13,562,False,2023-03-28
71,568,≤09:30,bull,15716,71,False,False,False,False,,,False,2023-03-29
134,632,09:30-11:30,bear,15787,134,True,False,False,True,9,633,False,2023-03-29
90,778,>11:30,bull,15653,90,False,False,False,True,13,783,False,2023-03-29
101,646,09:30-11:30,bear,15862,101,True,False,False,True,9,647,False,2023-03-30
78,712,>11:30,bull,15761,78,False,False,False,True,20,715,False,2023-03-30
