Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,trade_date,weekday,year,night_norm
1,48514,48573,17414.0,17412.0,,,-2.0,0.0,-0.00011485012059264665,2021-09-01 09:38:00,2021-09-01 10:37:00,0 days 00:59:00,,2021-09-01,2,2021,0.7774607703281028
1,53308,53367,17251.0,17319.0,,,68.0,0.0,0.003941800475334656,2021-09-27 09:16:00,2021-09-27 10:15:00,0 days 00:59:00,,2021-09-27,0,2021,0.5977229601518026
-1,53616,53697,17092.0,17143.0,,,-51.0,0.0,-0.0029838520945471014,2021-09-28 09:23:00,2021-09-28 10:44:00,0 days 01:21:00,,2021-09-28,1,2021,0.7960199004975125
-1,53940,53983,16823.0,16880.0,,,-57.0,0.0,-0.0033882185103726314,2021-09-29 09:46:00,2021-09-29 10:29:00,0 days 00:43:00,,2021-09-29,2,2021,2.408182240818224
-1,55150,55187,16269.0,16295.0,,,-26.0,0.0,-0.0015981314155757431,2021-10-05 09:52:00,2021-10-05 10:29:00,0 days 00:37:00,,2021-10-05,1,2021,1.9927272727272727
-1,56325,56367,16392.0,16413.0,,,-21.0,0.0,-0.0012811127379208642,2021-10-12 09:23:00,2021-10-12 10:05:00,0 days 00:42:00,,2021-10-12,1,2021,0.7051909892262488
1,58158,58225,16921.0,16930.0,,,9.0,0.0,0.0005318834584244758,2021-10-20 09:50:00,2021-10-20 10:57:00,0 days 01:07:00,,2021-10-20,2,2021,0.3956723338485317
-1,59049,59086,16801.0,16795.0,,,6.0,0.0,0.0003571215999047528,2021-10-25 09:38:00,2021-10-25 10:15:00,0 days 00:37:00,,2021-10-25,0,2021,0.9485179407176287
1,59375,59497,16970.0,17046.0,,,76.0,0.0,0.004478491455509825,2021-10-26 10:03:00,2021-10-26 12:05:00,0 days 02:02:00,,2021-10-26,1,2021,0.45425867507886436
1,60855,60882,17180.0,17168.0,,,-12.0,0.0,-0.0006984866123399547,2021-11-02 09:38:00,2021-11-02 10:05:00,0 days 00:27:00,,2021-11-02,1,2021,0.3432574430823117
1,62360,62405,17550.0,17558.0,,,8.0,0.0,0.0004558404558403506,2021-11-09 09:38:00,2021-11-09 10:23:00,0 days 00:45:00,,2021-11-09,1,2021,0.9652836579170195
-1,62964,63003,17481.0,17494.0,,,-13.0,0.0,-0.0007436645500829009,2021-11-11 09:40:00,2021-11-11 10:19:00,0 days 00:39:00,,2021-11-11,3,2021,1.7222456732798648
1,63581,63644,17675.0,17640.0,,,-35.0,0.0,-0.001980198019801982,2021-11-15 09:55:00,2021-11-15 10:58:00,0 days 01:03:00,,2021-11-15,0,2021,0.8303249097472925
1,64141,64333,17715.0,17742.0,,,27.0,0.0,0.0015241320914478607,2021-11-17 09:13:00,2021-11-17 12:25:00,0 days 03:12:00,,2021-11-17,2,2021,0.4358124111795358
1,64766,64805,17902.0,17869.0,,,-33.0,0.0,-0.001843369455926669,2021-11-19 09:36:00,2021-11-19 10:15:00,0 days 00:39:00,,2021-11-19,4,2021,0.7793427230046949
-1,65379,65415,17735.0,17712.0,,,23.0,0.0,0.0012968705948689374,2021-11-23 09:47:00,2021-11-23 10:23:00,0 days 00:36:00,,2021-11-23,1,2021,1.3809082483781279
-1,66587,66632,17343.0,17392.0,,,-49.0,0.0,-0.00282534740241025,2021-11-29 09:51:00,2021-11-29 10:36:00,0 days 00:45:00,,2021-11-29,0,2021,2.3263740945888367
1,66898,66923,17493.0,17476.0,,,-17.0,0.0,-0.0009718172983479434,2021-11-30 10:01:00,2021-11-30 10:26:00,0 days 00:25:00,,2021-11-30,1,2021,0.9745762711864406
1,67167,67196,17375.0,17432.0,,,57.0,0.0,0.0032805755395683978,2021-12-01 09:29:00,2021-12-01 09:58:00,0 days 00:29:00,,2021-12-01,2,2021,1.5267785771382894
1,67774,67845,17657.0,17679.0,,,22.0,0.0,0.0012459647731777324,2021-12-03 09:34:00,2021-12-03 10:45:00,0 days 01:11:00,,2021-12-03,4,2021,0.9133489461358314
-1,68094,68113,17649.0,17655.0,,,-6.0,0.0,-0.00033996260411361945,2021-12-06 09:53:00,2021-12-06 10:12:00,0 days 00:19:00,,2021-12-06,0,2021,1.3312812620238554
1,68704,68769,17923.0,17910.0,,,-13.0,0.0,-0.0007253250013948831,2021-12-08 10:01:00,2021-12-08 11:06:00,0 days 01:05:00,,2021-12-08,2,2021,1.1786928598413298
-1,69299,69317,17856.0,17858.0,,,-2.0,0.0,-0.00011200716845882752,2021-12-10 09:54:00,2021-12-10 10:12:00,0 days 00:18:00,,2021-12-10,4,2021,0.9130263675718221
-1,69884,69987,17666.0,17634.0,,,32.0,0.0,0.0018113891090230094,2021-12-14 09:37:00,2021-12-14 11:20:00,0 days 01:43:00,,2021-12-14,1,2021,1.10254433307633
-1,70197,70266,17606.0,17634.0,,,-28.0,0.0,-0.0015903669203680693,2021-12-15 09:49:00,2021-12-15 10:58:00,0 days 01:09:00,,2021-12-15,2,2021,0.8609523809523809
1,70791,70812,17761.0,17766.0,,,5.0,0.0,0.00028151568042344977,2021-12-17 09:41:00,2021-12-17 10:02:00,0 days 00:21:00,,2021-12-17,4,2021,1.2708787218591142
