d,e,uL3,uL4,uL5,cont,mae_pct,reg
2024-04-18,206.63743339714568,1,1,1,1,-0.048393942160424315,升壓
2024-04-19,218.76720164503658,1,1,1,1,-0.03656855296334822,升壓
2024-04-22,260.6941348216998,1,0,0,0,-0.8400649295381493,升壓
2024-04-24,254.85846410574518,1,1,0,1,-0.21188230961634638,升壓
2024-04-26,247.0791508892835,1,0,0,0,-0.7487479187707697,升壓
2024-04-29,242.69066032839936,1,1,0,1,-0.045325188802549043,升壓
2024-05-08,226.91192851803683,1,0,0,0,-0.14543087362362656,降壓
2024-05-10,214.92790520410725,1,1,0,1,-0.051179952596447635,降壓
2024-05-15,201.08460228862666,1,1,0,1,-0.08454153031368887,降壓
2024-05-20,199.18230073401256,1,1,0,1,-0.3715189538794382,降壓
2024-05-22,209.27621443305787,1,1,1,1,-0.3249294248953049,升壓
2024-05-23,220.77371782038568,1,0,0,0,-0.23100575785697436,升壓
2024-05-24,215.84288755177752,1,0,0,0,-0.27334697320451096,降壓
2024-05-27,214.6197554039892,1,1,0,1,-0.24228897242995118,降壓
2024-05-31,207.64512288605712,1,0,0,0,-0.9294704220233795,升壓
2024-06-03,219.29796832548024,1,1,1,1,-0.07752009801918794,升壓
2024-06-05,230.74504890135682,1,1,0,1,-0.05633923701460429,升壓
2024-06-06,234.19790138694188,1,0,0,0,-0.47395813259917197,升壓
2024-06-12,215.5388625000577,1,1,1,1,-0.3943604369721365,升壓
2024-06-13,221.0113517857665,1,0,0,0,-1.167360852351547,升壓
2024-06-14,225.29598494902683,1,1,0,1,-0.11984234874895237,降壓
2024-06-19,211.33540230702678,1,1,1,1,-0.09936811235010842,升壓
2024-06-20,224.63679256350042,1,1,0,1,-0.1068391322993791,升壓
2024-06-21,229.3380504145956,1,1,0,1,-0.039243378862469036,升壓
2024-06-25,245.41731564550795,1,1,1,1,-0.048896305333782364,升壓
2024-06-26,256.90138082212627,1,0,0,0,-0.9381031710641676,升壓
2024-06-27,257.29172550573327,1,1,0,1,-0.2565181599613055,升壓
2024-06-28,258.2163230766158,1,1,1,1,-0.03485449677528556,升壓
2024-07-01,264.4814351645572,1,0,0,0,-0.7788826458531173,升壓
2024-07-02,261.0070127679327,1,1,0,1,-0.09578286703824343,升壓
2024-07-03,262.43491631384387,1,0,0,0,0.0,升壓
2024-07-08,239.10453417521381,1,1,1,1,-0.10037450809031083,降壓
2024-07-09,262.2374356823363,1,1,0,1,-1.7350688272866137,升壓
2024-07-10,281.83387037925667,1,1,0,1,-0.2944997345007149,升壓
2024-07-11,284.70683510504176,1,0,0,0,-0.2704536403967649,升壓
2024-07-16,288.51249130606647,1,1,1,1,-0.01039816330453946,升壓
2024-07-17,295.1303492769173,1,0,0,0,-1.1486449998468993,升壓
2024-07-18,300.64174458387754,1,0,0,0,-0.7217893187133835,升壓
2024-07-19,299.62824509969874,1,0,0,0,-0.6207692466980544,升壓
2024-07-22,302.71126937591794,1,1,0,1,-0.24776084535809684,升壓
2024-07-23,342.6435294353543,1,0,0,0,-0.323951834674707,升壓
2024-07-30,333.1931722704994,1,1,1,1,-0.09604038336662293,升壓
2024-07-31,348.12715586378516,1,0,0,0,-0.39640688086394643,升壓
2024-08-05,363.33011144257665,1,1,1,1,-1.805520597770986,升壓
2024-08-06,459.0129579718551,1,1,1,1,0.0,升壓
2024-08-07,529.6783905459641,1,1,1,1,-0.3417167912276634,升壓
2024-08-08,559.3280676368247,1,0,0,0,-0.6883259079535107,升壓
2024-08-09,557.2015850047461,1,1,0,1,-0.13280651382097142,升壓
2024-08-23,359.3858596914649,1,0,0,0,-0.16416895214144453,降壓
2024-08-28,337.62915577408035,1,1,0,1,-0.020732806632031354,降壓
2024-08-29,340.33114093845364,1,1,0,1,-0.1469157358392958,降壓
2024-09-04,318.0048776910866,1,1,1,1,-0.16666411026400912,降壓
2024-09-06,342.94276835937023,1,1,1,1,-0.12830129123437978,升壓
2024-09-09,350.4720285156207,1,1,1,1,-0.2938893595481593,升壓
2024-09-12,348.79533998365645,1,0,0,0,-0.3268392290027204,升壓
2024-09-19,311.38190107007927,1,1,1,1,-0.08671024201218236,升壓
2024-09-24,296.7973717136026,1,1,0,1,-0.09434045806517068,降壓
2024-10-01,294.8214946943477,1,0,0,0,-0.44433666594022436,升壓
2024-10-04,289.1242094853622,1,0,0,0,-0.8197168975294642,升壓
2024-10-07,286.06476096294676,1,0,0,0,-0.7061338115188698,升壓
2024-10-08,284.4395456331423,1,0,0,0,-0.25664504503938496,升壓
2024-10-11,274.8359999400552,1,0,0,0,-0.6622131017759545,升壓
2024-10-14,272.7563808981452,1,0,0,0,-0.21264397118415648,升壓
2024-10-15,268.77958271736946,1,1,0,1,-0.14882082781585873,升壓
2024-10-16,270.3243843633343,1,1,1,1,-0.03329333393728696,升壓
2024-10-17,276.8649191858739,1,1,0,1,-0.3467394868309415,升壓
2024-10-22,278.94552215699264,1,1,0,1,-0.33698336246134863,升壓
2024-10-25,268.88233845964936,1,0,0,0,-0.08182017504768725,升壓
2024-10-28,265.6554490825399,1,0,0,0,-0.3011419501323452,升壓
2024-10-29,282.354930122298,1,1,0,1,-0.4816632737423552,升壓
2024-11-01,298.91185889829836,1,1,1,1,-0.25091008525532593,升壓
2024-11-04,326.6345390032223,1,1,0,1,-0.43167510830386807,升壓
2024-11-05,328.47886862196304,1,1,1,1,0.0,升壓
2024-11-06,340.71897637225226,1,1,0,1,-0.005869940152129658,升壓
2024-11-07,346.0790738606092,1,1,1,1,-0.014447565246357132,降壓
2024-11-08,359.88106682626545,1,0,0,0,-0.04168043662947496,降壓
2024-11-11,350.9400128428116,1,0,0,0,-0.1681199003843044,降壓
2024-11-12,348.2790592387343,1,0,0,0,-1.0020700089257204,降壓
2024-11-13,351.2048631207596,1,0,0,0,-0.6235676751568733,降壓
2024-11-15,341.0044344367216,1,0,0,0,-0.6510179269859183,降壓
2024-11-19,323.67483181781523,1,1,1,1,-0.06796944908086952,升壓
2024-11-22,313.02469187327443,1,0,0,0,-0.47280615185436115,降壓
2024-11-26,306.88415820011807,1,0,0,0,-0.5800234233137797,降壓
2024-11-28,304.2702519506635,1,0,0,0,-0.4469710697253834,降壓
2024-11-29,300.8159422410765,1,1,1,1,-0.20278180586291555,降壓
2024-12-02,313.50013821811683,1,1,0,1,-0.16586914537122516,降壓
2024-12-04,303.35045328058993,1,0,0,0,-0.0428547241627999,降壓
2024-12-11,263.846503800375,1,0,0,0,-0.8186578062956809,降壓
2024-12-12,260.71826534319644,1,0,0,0,-0.5254714310854288,降壓
2024-12-13,255.6974781676539,1,0,0,0,-0.39499802940479933,降壓
2024-12-18,251.39088681048895,1,1,0,1,-0.07557950982655609,降壓
2024-12-19,255.82984997139476,1,0,0,0,-0.19544240050795744,降壓
2024-12-23,244.95368671127778,1,1,1,1,-0.13880174843040902,降壓
2025-01-02,216.20834069818847,1,0,0,0,-0.11100404324133961,降壓
2025-01-03,224.759927298361,1,0,0,0,-0.6540311779192854,降壓
2025-01-06,222.68755326994565,1,1,1,1,-0.026943580419722415,降壓
2025-01-13,241.76186533196883,1,0,0,0,-0.7445342951537779,升壓
2025-01-14,273.6893067289242,1,0,0,0,-0.26672580259886775,升壓
2025-01-16,273.89079303660236,1,0,0,0,-0.788635490829128,升壓
2025-01-17,269.4250032235926,1,0,0,0,-0.27837060073358666,升壓
2025-01-21,270.3138915277028,1,0,0,0,-0.29225283078692155,升壓
2025-02-03,254.91454612585198,1,1,0,1,-0.5413578867793172,升壓
2025-02-05,255.19762165857722,1,0,0,0,-0.6152094952124849,升壓
2025-02-07,241.75587623298497,1,0,0,0,-0.12409212329171432,降壓
2025-02-10,236.5410308774626,1,0,0,0,-0.3804836719707351,降壓
2025-02-13,231.26216723771904,1,0,0,0,-0.20755664695756237,降壓
2025-02-17,229.595560936092,1,1,0,1,-0.11759809244533025,降壓
2025-02-18,232.20550751360705,1,0,0,0,-0.06459795101595948,降壓
2025-02-20,219.15235422315678,1,0,0,0,-0.21446267445587738,降壓
2025-02-21,216.66165382095136,1,1,1,1,-0.1569267076124948,降壓
2025-02-25,213.5166826062663,1,0,0,0,-0.4027788318470065,降壓
2025-02-26,212.89604616757427,1,1,1,1,-0.24425066099663437,降壓
2025-03-03,230.82873620520252,1,0,0,0,-0.7148156798524341,升壓
2025-03-04,226.559332757088,1,1,1,1,-0.17214033747978486,升壓
2025-03-05,250.12511058974627,1,1,0,1,-0.35182393240132165,升壓
2025-03-07,259.5491268092934,1,0,0,0,-0.6935103277471513,升壓
2025-03-10,254.353971875075,1,0,0,0,-0.42460512491247354,升壓
2025-03-11,252.2250221726869,1,1,1,1,-0.08722370132229629,升壓
2025-03-12,268.58454387052626,1,1,0,1,-0.08563411605355582,升壓
2025-03-20,277.9768290252052,1,0,0,0,-0.18706595144045252,升壓
2025-03-31,252.87097393645888,1,0,0,0,-1.249649159335322,升壓
2025-04-01,261.264214513939,1,1,1,1,-0.05358560117406768,升壓
2025-04-08,238.18089270609087,1,1,1,1,-0.5206127099078969,升壓
2025-04-09,286.9255695912251,1,1,1,1,0.0,升壓
2025-04-11,333.71004676288493,1,1,1,1,-0.07491533516149591,升壓
2025-04-14,409.0709946902292,1,0,0,0,-1.224726285908842,升壓
2025-04-15,420.7785190054455,1,0,0,0,-0.11882735867358506,升壓
2025-04-17,401.9615541064985,1,0,0,0,-0.345804215801127,升壓
2025-04-23,355.6527048540114,1,1,0,1,-0.26711451565930217,升壓
2025-04-29,314.48657786251414,1,0,0,0,-0.32115838038771477,降壓
2025-05-02,297.79513516636644,1,0,0,0,-0.11753046261298686,降壓
2025-05-05,292.38607467433155,1,0,0,0,-0.2667705706808327,降壓
2025-05-06,320.7302580386809,1,1,0,1,-0.3523209836546569,降壓
2025-05-08,319.33701395003135,1,0,0,0,-0.4728546751665559,降壓
2025-05-09,312.0668221452665,1,0,0,0,-0.1441998854304755,降壓
2025-05-14,288.1816578225227,1,0,0,0,-0.11798113820602342,降壓
2025-05-16,266.58861331957075,1,0,0,0,-0.32259442340437944,降壓
2025-05-21,259.8429217966673,1,1,0,1,-0.20396938132289646,降壓
2025-06-03,270.51002965358094,1,0,0,0,-0.9204834302035788,降壓
2025-06-04,270.0805030199066,1,1,0,1,-0.09626759321491504,降壓
2025-06-10,238.53968888506972,1,1,1,1,-0.03772957046295248,降壓
2025-06-13,231.93345492524492,1,1,0,1,-0.16384009806712826,降壓
2025-06-16,233.2731258847454,1,0,0,0,-0.0985968697112746,升壓
2025-06-18,226.5387719827508,1,1,0,1,-0.24719830300953505,升壓
2025-06-20,225.86960699721777,1,0,0,0,-0.21693932464585008,升壓
2025-06-23,230.3582158546256,1,1,0,1,-0.6945704081202503,升壓
2025-06-24,234.99076672561364,1,0,0,0,-0.5319357936559096,升壓
2025-07-01,216.7115143573886,1,1,1,1,-0.018457717910657125,升壓
2025-07-02,234.35803679954208,1,0,0,0,-0.24748457869021256,升壓
2025-07-03,230.41917615196664,1,0,0,0,-0.3037941597093179,升壓
2025-07-07,234.7059469180498,1,0,0,0,-0.5837091126107473,升壓
2025-07-08,237.3053805449022,1,0,0,0,-0.3961140694920468,升壓
2025-07-09,239.08582049300674,1,1,1,1,-0.09619976606129492,升壓
2025-07-10,247.45859949367275,1,0,0,0,-0.27479344075791023,降壓
2025-07-11,246.46254239903726,1,1,0,1,-0.2840188181077265,降壓
2025-07-15,243.0634417370804,1,1,1,1,-0.004114152226486167,降壓
2025-07-16,255.15263776212038,1,1,0,1,-0.10581901185427754,降壓
2025-07-17,259.1381008323946,1,1,0,1,-0.06560208608997742,降壓
2025-07-22,240.91526116071643,1,0,0,0,-1.7142957154735188,降壓
2025-07-23,258.8280934311244,1,1,0,1,-0.39794752816277607,降壓
2025-07-28,238.7584378408468,1,0,0,0,-0.3853266960195391,降壓
2025-07-29,236.78144376076614,1,0,0,0,-0.5912625490258013,升壓
2025-07-30,245.8498776883122,1,0,0,0,-0.321334306703036,升壓
2025-07-31,243.6736988608539,1,1,0,1,-0.22571168023926497,升壓
2025-08-01,245.8000132550583,1,1,1,1,-0.0935720047180538,升壓
2025-08-04,259.9142977069575,1,1,0,1,-0.2462350111734035,升壓
2025-08-07,237.15432112860614,1,1,1,1,-0.09276659980430906,升壓
2025-08-11,242.78165516423317,1,1,1,1,-0.19358958554016847,降壓
2025-08-13,246.91650229997316,1,0,0,0,-0.13364841836253238,降壓
2025-08-15,239.11759031811863,1,0,0,0,-0.4725708378445367,降壓
2025-08-18,235.10639124020256,1,1,0,1,-0.08081447679824304,降壓
2025-08-21,258.16140130834134,1,0,0,0,-0.41834294148027024,升壓
2025-08-25,256.85321059481004,1,0,0,0,-0.3075686685677593,升壓
2025-08-26,255.6290953000662,1,0,0,0,-0.179948217342019,升壓
2025-09-01,236.04489553529612,1,0,0,0,-1.6140997208856336,降壓
2025-09-02,251.46919119860127,1,0,0,0,-0.41754617931337284,升壓
2025-09-03,262.7578396558773,1,0,0,0,-0.39580170143050475,升壓
2025-09-09,236.6530633933062,1,0,0,0,-0.515522589273403,降壓
2025-09-10,231.06705735584848,1,1,0,1,-0.07357171634301646,降壓
2025-09-16,224.48542521722703,1,1,0,1,-0.2316408735653165,降壓
2025-09-18,220.32480386262802,1,1,0,1,-0.08623631868451113,升壓
2025-09-22,223.16837685806965,1,1,0,1,-0.013442764795963616,降壓
2025-09-23,225.9142457287297,1,1,1,1,-0.13279375058101914,降壓
2025-09-24,233.44622232599355,1,0,0,0,-0.5525897944060937,降壓
2025-09-26,237.42423188136888,1,0,0,0,-0.5054244002354362,升壓
2025-09-30,261.5743050355242,1,0,0,0,-0.569627815621127,升壓
2025-10-01,260.3767521749981,1,1,0,1,-0.04992765249357883,升壓
2025-10-03,259.36056130425015,1,1,1,1,-0.11952472590323625,升壓
2025-10-07,270.46907927527394,1,1,1,1,-0.21813953801333374,升壓
2025-10-08,279.09107172524784,1,0,0,0,-0.12182403324414268,升壓
2025-10-13,264.32171631023687,1,1,1,1,0.0,升壓
2025-10-15,334.1000897686973,1,1,1,1,-0.21251116708515227,升壓
2025-10-16,347.90008121929753,1,1,1,1,-0.7904568433447843,升壓
2025-10-17,355.4334068174597,1,0,0,0,-0.599268374650531,升壓
2025-10-20,350.2492728348445,1,1,0,1,-0.03711642252610752,升壓
2025-10-22,343.1564342253489,1,0,0,0,-0.2477004407388759,升壓
2025-10-23,336.28439287055375,1,0,0,0,-0.2497885771116776,升壓
2025-10-29,317.2999298886868,1,0,0,0,-0.17333757375646053,升壓
2025-10-30,310.22374608976423,1,0,0,0,-0.06446959735381745,升壓
2025-11-03,305.9155835337979,1,0,0,0,-0.9970070712867206,降壓
2025-11-05,326.7336182668958,1,1,1,1,-0.0642725413790935,升壓
2025-11-10,319.4583616988055,1,1,0,1,-0.06260596809438525,升壓
2025-11-18,296.0775131352503,1,0,0,0,-1.746164355831477,升壓
2025-11-20,321.97728399506883,1,0,0,0,-0.16771369498485186,升壓
2025-11-26,313.69707903353725,1,0,0,0,-0.4048491633752907,升壓
2025-11-28,296.3234592542108,1,1,0,1,-0.10124071875883278,降壓
2025-12-05,275.2102000258789,1,0,0,0,-0.0799388976060163,降壓
2025-12-08,273.3806571662714,1,1,0,1,-0.16460564718238563,降壓
2025-12-15,273.1508025459575,1,0,0,0,-0.34413224901356293,降壓
2025-12-16,268.9459642082473,1,1,0,1,0.0,降壓
2025-12-18,269.540800633055,1,0,0,0,-0.7531327336092553,降壓
2025-12-22,257.67852387422414,1,0,0,0,-0.3221067815512373,降壓
2025-12-26,231.41075426555486,1,0,0,0,-0.28088582229592235,降壓
2025-12-29,226.32401576407344,1,1,1,1,-0.25626975468860913,降壓
2025-12-30,231.91220473892358,1,1,0,1,-0.13367127458815037,降壓
2025-12-31,232.3967566685499,1,1,0,1,-0.31411798101861826,降壓
2026-01-02,236.0732560334499,1,1,1,1,-0.1482590641061042,降壓
2026-01-05,258.73294593502607,1,1,1,1,-0.12367964923970662,降壓
2026-01-06,294.75837965549977,1,1,1,1,-0.15945263389943815,升壓
2026-01-07,313.2575815930712,1,0,0,0,-0.568222480345986,升壓
2026-01-08,305.1378119175406,1,1,0,1,-0.08520740132667055,升壓
2026-01-09,305.6008774492034,1,1,1,1,-0.11452846697345513,升壓
2026-01-13,319.3467500207765,1,0,0,0,-0.4321321572585968,升壓
2026-01-15,336.78498130952454,1,0,0,0,-0.09501611347267942,升壓
2026-01-16,334.51974499433175,1,1,0,1,-0.15245736840097188,升壓
2026-01-19,338.75595975677635,1,1,1,1,-0.3601412653746221,升壓
2026-01-20,360.39824930375005,1,1,0,1,-0.19700428661117034,升壓
2026-01-21,365.50317794148816,1,1,0,1,-0.08207862970976021,升壓
2026-01-23,361.91529985686446,1,0,0,0,-0.20999388539268052,升壓
2026-01-27,335.318420064236,1,0,0,0,-0.3310286383275218,降壓
2026-01-28,334.43095148668976,1,0,0,0,-0.0478424617364903,升壓
2026-01-29,328.2946703927193,1,0,0,0,-0.6579454967746267,升壓
2026-01-30,337.6951779743651,1,0,0,0,-0.49749007672461676,升壓
2026-02-02,346.86706578633033,1,0,0,0,-0.17297692954499153,升壓
2026-02-03,368.3082976162036,1,0,0,0,-0.10317443360887289,升壓
2026-02-04,375.326554986089,1,1,0,1,-0.2664346518292754,升壓
2026-02-06,380.28772414961026,1,1,1,1,-0.03155505486492917,升壓
2026-02-10,399.00196920183515,1,1,0,1,-0.19799401030032973,升壓
2026-02-11,401.9541626111842,1,1,1,1,-0.06717183826285554,升壓
2026-02-23,418.0537661720238,1,0,0,0,-1.5237274521715052,升壓
2026-02-24,442.1438836794501,1,1,1,1,-0.14701096724233859,升壓
2026-02-25,481.5587519004548,1,1,1,1,-0.06852746392785232,升壓
2026-02-26,503.50553743374485,1,0,0,0,-0.401187246181142,升壓
2026-03-02,494.3145338686263,1,1,1,1,0.0,升壓
2026-03-04,567.0601966588981,1,1,0,1,-1.070433092600091,升壓
2026-03-05,607.054463643765,1,0,0,0,-0.7758776653628147,升壓
2026-03-06,635.1445147253112,1,0,0,0,-0.6124590403937215,升壓
2026-03-09,631.0355133229006,1,1,1,1,-0.02693984671398535,升壓
2026-03-10,664.9368930064338,1,0,0,0,-0.2601750659642314,升壓
2026-03-11,692.5619508153449,1,1,1,1,-0.09963007629680945,升壓
2026-03-13,703.5484449985023,1,1,0,1,-0.4022466427320473,升壓
2026-03-20,640.4266919726879,1,0,0,0,-0.6464440117646686,升壓
2026-03-23,628.67176892767,1,1,0,1,-0.1956505860121602,升壓
2026-03-24,633.2744576012252,1,1,0,1,-0.45477911913724217,升壓
2026-03-27,653.0065332779186,1,0,0,0,-0.16232609414780014,升壓
2026-03-30,647.101149156212,1,1,0,1,-0.45124321040188786,升壓
2026-03-31,650.7105635222871,1,0,0,0,-0.9189953775500961,升壓
2026-04-01,650.1667003296883,1,0,0,0,-0.11535503119733569,升壓
2026-04-08,664.5832412872619,1,0,0,0,-0.27235113489984003,降壓
2026-04-14,586.5338649420626,1,0,0,0,-0.12105012897595152,降壓
2026-04-15,572.5782587571042,1,0,0,0,-0.6689041963126197,降壓
2026-04-16,560.9041388754753,1,1,0,1,-0.2870365697831714,降壓
2026-04-20,542.9396692382008,1,0,0,0,-0.8490814470175472,降壓
2026-04-21,538.3739864536103,1,0,0,0,-0.29904862428540235,降壓
2026-04-22,535.8621782199332,1,0,0,0,-0.3881595090195577,降壓
2026-04-23,527.1133993418443,1,1,0,1,-0.08726774932573478,降壓
2026-04-24,636.8168851188116,1,1,1,1,-0.2198434169563203,升壓
2026-04-27,669.12003891702,1,0,0,0,-0.8428980858394882,升壓
2026-04-28,664.53717806778,1,0,0,0,-0.9946772307336291,升壓
2026-04-29,666.581256347039,1,0,0,0,-0.47706111891397257,升壓
2026-05-04,667.1334093906601,1,1,1,1,-0.11242129226971677,升壓
2026-05-06,652.7418612018781,1,0,0,0,-0.17158390882695504,升壓
2026-05-08,661.7501403489298,1,0,0,0,-0.3097845961799221,升壓
2026-05-12,654.4122464080808,1,1,0,1,-0.14516843246964475,升壓
2026-05-13,664.0872705596922,1,0,0,0,-0.5240275117857716,升壓
2026-05-18,744.7930664905442,1,1,0,1,-0.27121627347018884,升壓
2026-05-21,730.9804171319126,1,0,0,0,-0.2489806781884778,升壓
2026-05-22,728.8870440717305,1,0,0,0,-0.11112833004619671,降壓
2026-05-25,727.2787541601372,1,1,1,1,0.0,降壓
2026-05-27,748.4300005709966,1,1,0,1,-0.11223494506622426,降壓
2026-05-28,768.8652386118541,1,0,0,0,-0.7725671160168924,降壓
2026-05-29,875.6399777916776,1,0,0,0,-0.2638070506814582,降壓
2026-06-01,869.9599799067558,1,1,0,1,-0.18506598431948137,降壓
2026-06-02,888.0590294394458,1,0,0,0,-0.08895805051367565,降壓
2026-06-05,808.3309451382312,1,1,1,1,-0.12371170570848204,降壓
2026-06-08,838.9660932203044,1,1,1,1,-0.21931756418633164,降壓
2026-06-09,895.2550367231325,1,1,1,1,-0.1709010211883532,升壓
2026-06-10,924.0878903685485,1,0,0,0,-1.3851496306152278,升壓
