d,lvl,tk,ema20,swing_at_tk,up_full,satcons,cont,W5_level,W5_slope,W5_ddpeak,W5_frozen,W10_level,W10_slope,W10_ddpeak,W10_frozen,is_seg,tk_min,tk_t,tod,vol_ratio
2026-01-02,L3,09:36:00,236.0732560334499,169.0,474.0,0.7158794809694746,1.0,0.2423253257017723,-0.0153692539172297,0.1006172903287546,0.0207076180739652,0.1624159219654154,-0.0105715041323719,0.0719387809192495,-0.0183278707425574,IS,576,09:36:00,576,1.0179617545723745
2026-01-05,L3,09:22:00,258.73294593502607,198.0,637.0,0.7652678296706847,1.0,0.1040671038812203,0.0290806392087336,0.0,0.0968104586559813,0.0861147538365206,0.0318205244524882,0.0,0.0769248553751551,IS,562,09:22:00,562,1.7799183166997312
2026-01-06,L3,10:01:00,294.75837965549977,212.0,489.0,0.7192331571634231,1.0,0.5770913525320682,0.0335801330735501,0.0,0.3211022529799441,0.4571834612417143,-0.0097734134390556,0.0230521545492933,0.1871679496643984,IS,601,10:01:00,601,0.9412937818691718
2026-01-07,L3,11:29:00,313.2575815930712,228.0,228.0,0.7278355366229483,0.0,0.1609735863651661,0.0693794770688166,0.0883848055569504,0.0226140176923727,0.0469186869578218,0.0569961622072815,0.0140531682697403,-0.0784834598879904,IS,689,11:29:00,689,0.9726441972430567
2026-01-08,L3,09:43:00,305.1378119175406,242.0,310.0,0.7930842738867029,1.0,0.3661595176150951,0.2458976500427837,0.0,0.0164833679182229,0.2039937098864519,0.2393492078155873,0.0,-0.0404499574663042,IS,583,09:43:00,583,0.9366033428136159
2026-01-09,L3,09:47:00,305.6008774492034,228.0,573.0,0.746071156284222,1.0,-0.4572813089965239,0.0218754273065552,0.3970767533874745,-0.0602045556090493,-0.3816797458793901,-0.0080522581463347,0.3629801920361455,-0.0186995538432445,IS,587,09:47:00,587,1.610317514085319
2026-01-13,L3,11:23:00,319.3467500207765,244.0,251.0,0.7640597563123017,0.0,-0.4953797867147604,0.066607092428248,0.4027310582346032,-0.0926487284801571,-0.4107387601230899,0.0554796389134103,0.3908657272869502,-0.0393888960542898,IS,683,11:23:00,683,1.4664944396032802
2026-01-15,L3,13:19:00,336.78498130952454,240.0,313.0,0.7126208510450956,0.0,0.1943120905784753,0.1534546576498697,0.0,0.0003233171280904,0.1241110214738054,0.111789284175187,0.0287195037743561,0.0166993544509799,IS,799,13:19:00,799,0.8745419286809882
2026-01-16,L3,10:39:00,334.51974499433175,241.0,379.0,0.7204357996987102,1.0,0.1077679461794253,0.0632893345570372,0.0081279634020652,-0.3269024003551979,0.1733222379859879,0.0403571393550777,0.0086268494482172,-0.2894748863442982,IS,639,10:39:00,639,1.1636476826999458
2026-01-19,L3,09:28:00,338.75595975677635,245.0,566.0,0.7232345083342822,1.0,0.2438404100752539,-0.0081282819916849,0.0081282819916849,-0.0001895986855146,0.1008947837769133,0.0023513140760939,0.0070031075695013,-0.0907102709604148,IS,568,09:28:00,568,1.0829408696841134
2026-01-20,L3,10:11:00,360.3982493037501,268.0,414.0,0.7436218142506148,1.0,0.3091764107301339,0.0086887372658721,0.0934482560145003,0.2191671564419519,0.3792880993009733,0.0080996669655974,0.0676713648541582,0.2700146426829608,IS,611,10:11:00,611,0.9976098426456987
2026-01-21,L3,09:30:00,365.50317794148816,263.0,365.0,0.7195559871222311,1.0,-0.0033646120000172,0.0239810120395233,0.1549621929688097,0.0114859267762255,0.0879022091726019,0.0160910382341529,0.1264441332592418,0.1196764141611922,IS,570,09:30:00,570,0.6022432469652172
2026-01-23,L3,11:16:00,361.91529985686446,258.0,293.0,0.7128739793593628,0.0,-0.0181138223434324,0.0907024294814689,0.0,-0.3642771076919163,-0.0094749087551419,0.0576245598007911,0.0,-0.194388727142631,IS,676,11:16:00,676,1.1385893680275951
2026-01-27,L3,10:07:00,335.318420064236,239.0,326.0,0.7127553563988982,0.0,0.2602712728305398,-0.1152650396616351,0.1152650396616351,-0.1063518057504904,0.2430741650784494,-0.0694815862412674,0.0694815862412674,-0.0401434875042592,IS,607,10:07:00,607,0.9754356925613827
2026-01-28,L3,13:22:00,334.43095148668976,250.0,270.0,0.7475384646326609,0.0,0.5160946256317387,0.0368959015827746,0.0,0.3391097755864939,0.3758947177333446,0.0339401565298202,0.0,0.2815800834735913,IS,802,13:22:00,802,0.9391408840764377
2026-01-29,L3,09:39:00,328.2946703927193,252.0,252.0,0.7676030795703978,0.0,-0.2259643527187486,0.057024123446817,0.3244480695321613,0.0984837168134126,-0.271042432284666,0.0395003978640202,0.2852988245232736,0.0142563922386076,IS,579,09:39:00,579,1.4524195930713395
2026-01-30,L3,10:56:00,337.6951779743651,256.0,320.0,0.7580801169137017,0.0,0.070609322918892,0.2166711272289259,0.0089739742713806,0.0795832971902727,0.0971691943740543,0.1565944813189919,0.0245470545824908,0.1217162489565451,IS,656,10:56:00,656,1.3224470127391237
2026-02-02,L3,12:42:00,346.86706578633033,254.0,287.0,0.732269001740464,0.0,-0.1021975826848536,0.0867262623382842,0.0751157535317229,-0.1125058642672312,-0.2259758321539177,0.0703215481158351,0.2129158963078962,-0.1328832041899068,IS,762,12:42:00,762,1.6235123699567449
2026-02-03,L3,13:22:00,368.3082976162036,264.0,296.0,0.7167908019142749,0.0,-0.3288652241752802,-0.0972332427274948,0.1514131738018812,-0.1791882805274032,-0.34664698273762,-0.0546987004040199,0.2213578683342966,-0.1254305292912288,IS,802,13:22:00,802,1.1486008588748557
2026-02-04,L3,09:31:00,375.326554986089,280.0,441.0,0.7460170251219711,1.0,0.0986786251046061,0.1045617733706857,0.0,-0.0021476997853979,0.1663036623569642,0.0682149401594745,0.0,0.0608578854692067,IS,571,09:31:00,571,1.1135849903208166
2026-02-06,L3,09:52:00,380.28772414961026,303.0,663.0,0.7967651353394615,1.0,0.0926581146467297,0.2249034539731625,0.0,-0.1026196073997685,0.0277792810703693,0.1910741657923721,0.0,-0.1407180791132375,IS,592,09:52:00,592,1.5525579390480686
2026-02-10,L3,12:06:00,399.0019692018351,287.0,430.0,0.7192946956480334,1.0,0.2990945814589373,0.025584297549974,0.0792510058887977,0.3756516275104632,0.169502234931087,0.0293250950383165,0.1020840302059852,0.2715862651370723,IS,726,12:06:00,726,0.8528341903234024
