date,side,ordinal,day_side_total,group,entry_min,entry,anchor,depth_frac,risk_pts,ema20,mfe_pts,mfe_L,mae_close_pts,mae_close_L,reach_L3,reach_L4,reach_L5,mae_before_L3,vwap_flip_before,dci_side,dci_regime
2022-05-16,short,1,1,A_1st_single,609,15954.0,16044.0,0.209,70,173.7,107.0,0.616,5.0,0.029,1,1,0,5.0,1,-0.337,strong
2022-05-16,long,1,1,A_1st_single,788,15917.0,15847.0,0.313,55,173.7,31.0,0.179,21.0,0.121,0,0,0,,1,-0.464,weak
2022-05-17,long,1,1,A_1st_single,584,16059.0,15963.0,0.217,74,175.9,37.0,0.21,53.0,0.301,1,0,0,53.0,1,0.08,mid
2022-05-18,long,1,1,A_1st_single,732,16200.0,16104.0,0.141,73,171.8,29.0,0.169,17.0,0.099,1,0,0,17.0,1,0.227,strong
2022-05-19,short,1,1,A_1st_single,573,15876.0,15948.0,0.433,59,167.3,56.0,0.335,89.0,0.532,1,0,0,16.0,1,-0.043,mid
2022-05-19,long,1,1,A_1st_single,683,15897.0,15820.0,0.409,61,167.3,68.0,0.406,3.0,0.018,1,0,0,3.0,1,0.022,mid
2022-05-20,long,1,1,A_1st_single,573,16100.0,16013.0,0.183,67,165.2,45.0,0.272,38.0,0.23,1,0,0,38.0,1,0.08,mid
2022-05-23,short,1,2,B_1st_multi,562,16175.0,16263.0,0.335,71,162.0,99.0,0.611,41.0,0.253,1,1,0,22.0,1,-0.176,mid
2022-05-23,long,1,1,A_1st_single,642,16157.0,16076.0,0.211,64,162.0,59.0,0.364,32.0,0.197,1,0,0,10.0,1,-0.262,weak
2022-05-23,short,2,2,C_2nd+,790,16165.0,16216.0,0.546,40,162.0,40.0,0.247,1.0,0.006,0,0,0,,1,-0.176,mid
2022-05-24,short,1,1,A_1st_single,627,16057.0,16156.0,0.367,80,164.4,143.0,0.87,4.0,0.024,1,1,1,4.0,1,-0.646,strong
2022-05-25,long,1,1,A_1st_single,609,16072.0,15968.0,0.293,84,171.8,74.0,0.431,49.0,0.285,1,1,0,49.0,1,0.366,strong
2022-05-26,short,1,1,A_1st_single,572,16098.0,16184.0,0.233,68,172.4,170.0,0.986,9.0,0.052,1,1,1,9.0,1,-0.53,strong
2022-05-27,long,1,1,A_1st_single,573,16202.0,16100.0,0.446,82,180.4,43.0,0.238,29.0,0.161,1,0,0,29.0,1,0.501,strong
2022-05-30,long,1,1,A_1st_single,579,16476.0,16391.0,0.148,66,177.0,108.0,0.61,8.0,0.045,1,1,0,8.0,0,0.714,strong
2022-05-31,long,1,1,A_1st_single,637,16550.0,16460.0,0.304,70,178.5,166.0,0.93,8.0,0.045,1,1,1,8.0,1,0.437,strong
2022-06-01,long,1,1,A_1st_single,586,16712.0,16621.0,0.281,72,185.9,43.0,0.231,120.0,0.646,1,0,0,14.0,1,-0.179,weak
2022-06-01,short,1,1,A_1st_single,667,16650.0,16755.0,0.411,83,185.9,58.0,0.312,41.0,0.221,1,0,0,34.0,1,-0.095,mid
2022-06-02,long,1,1,A_1st_single,647,16534.0,16471.0,0.449,50,183.7,51.0,0.278,20.0,0.109,0,0,0,,1,-0.106,weak
2022-06-06,long,1,1,A_1st_single,620,16559.0,16463.0,0.341,77,177.1,89.0,0.503,16.0,0.09,1,1,0,16.0,1,-0.059,mid
2022-06-07,short,1,1,A_1st_single,572,16416.0,16531.0,0.43,94,177.8,10.0,0.056,104.0,0.585,0,0,0,,1,-0.067,mid
2022-06-07,long,1,1,A_1st_single,680,16498.0,16406.0,0.204,72,177.8,22.0,0.124,50.0,0.281,0,0,0,,1,-0.078,mid
2022-06-08,long,1,1,A_1st_single,568,16646.0,16555.0,0.419,71,172.8,47.0,0.272,28.0,0.162,1,0,0,5.0,0,0.182,mid
2022-06-10,long,1,1,A_1st_single,587,16426.0,16350.0,0.3,60,161.2,60.0,0.372,19.0,0.118,1,0,0,19.0,1,0.385,strong
2022-06-13,short,1,1,A_1st_single,549,16050.0,16120.0,0.368,56,158.8,57.0,0.359,20.0,0.126,1,0,0,8.0,1,-0.488,strong
2022-06-14,short,1,1,A_1st_single,567,15891.0,15974.0,0.62,70,155.7,50.0,0.321,177.0,1.137,1,0,0,23.0,1,0.24,weak
2022-06-14,long,1,1,A_1st_single,615,15913.0,15841.0,0.349,56,155.7,155.0,0.995,45.0,0.289,1,1,1,45.0,1,0.371,strong
2022-06-15,long,1,2,B_1st_multi,571,16084.0,15999.0,0.21,65,162.5,12.0,0.074,95.0,0.585,0,0,0,,1,-0.09,mid
2022-06-15,short,1,1,A_1st_single,691,16019.0,16096.0,0.111,59,162.5,30.0,0.185,65.0,0.4,0,0,0,,1,-0.052,mid
2022-06-15,long,2,2,C_2nd+,792,16049.0,15989.0,0.508,46,162.5,18.0,0.111,3.0,0.018,0,0,0,,1,-0.09,mid
2022-06-17,long,1,3,B_1st_multi,555,15236.0,15187.0,0.981,44,182.5,64.0,0.351,99.0,0.542,0,0,0,,1,-0.146,weak
2022-06-17,short,1,2,B_1st_multi,568,15221.0,15295.0,0.628,62,182.5,84.0,0.46,79.0,0.433,1,0,0,79.0,1,-0.198,mid
2022-06-17,long,2,3,C_2nd+,587,15275.0,15192.0,0.386,65,182.5,25.0,0.137,138.0,0.756,0,0,0,,1,-0.146,weak
2022-06-17,short,2,2,C_2nd+,627,15194.0,15300.0,0.32,85,182.5,57.0,0.312,68.0,0.373,1,0,0,46.0,1,-0.198,mid
2022-06-17,long,3,3,C_2nd+,747,15218.0,15137.0,0.22,62,182.5,44.0,0.241,25.0,0.137,0,0,0,,1,-0.146,weak
2022-06-20,long,1,1,A_1st_single,674,15075.0,15013.0,0.535,50,180.7,69.0,0.382,109.0,0.603,1,0,0,40.0,1,-0.821,weak
2022-06-20,short,1,1,A_1st_single,772,15043.0,15144.0,0.122,78,180.7,77.0,0.426,1.0,0.006,1,1,0,1.0,1,-0.821,strong
2022-06-21,long,1,1,A_1st_single,608,15237.0,15115.0,0.352,97,188.7,125.0,0.662,37.0,0.196,1,1,1,37.0,1,0.776,strong
2022-06-22,short,1,1,A_1st_single,572,15209.0,15319.0,0.228,86,194.3,225.0,1.158,9.0,0.046,1,1,1,9.0,0,-0.872,strong
2022-06-23,short,1,3,B_1st_multi,552,15060.0,15145.0,0.678,69,207.7,256.0,1.233,25.0,0.12,1,1,1,6.0,1,-0.229,strong
2022-06-23,long,1,1,A_1st_single,568,15019.0,14926.0,0.407,76,207.7,66.0,0.318,215.0,1.035,1,0,0,9.0,0,-0.281,weak
2022-06-23,short,2,3,C_2nd+,588,14966.0,15085.0,0.484,102,207.7,162.0,0.78,31.0,0.149,1,1,1,23.0,1,-0.229,strong
2022-06-23,short,3,3,C_2nd+,797,14902.0,14997.0,0.223,74,207.7,28.0,0.135,43.0,0.207,0,0,0,,1,-0.229,strong
2022-06-24,long,1,1,A_1st_single,563,15104.0,15006.0,0.493,82,220.4,38.0,0.172,145.0,0.658,0,0,0,,1,-0.145,weak
2022-06-24,short,1,1,A_1st_single,677,15037.0,15142.0,0.155,81,220.4,78.0,0.354,25.0,0.113,1,0,0,0.0,1,-0.005,mid
2022-06-27,long,1,1,A_1st_single,566,15289.0,15201.0,0.557,70,216.8,111.0,0.512,25.0,0.115,1,0,0,4.0,1,0.259,strong
2022-06-27,short,1,1,A_1st_single,818,15276.0,15400.0,0.371,100,216.8,6.0,0.028,7.0,0.032,0,0,0,,1,0.375,weak
2022-06-28,short,1,1,A_1st_single,574,15207.0,15304.0,0.318,76,215.1,111.0,0.516,28.0,0.13,1,0,0,28.0,1,-0.367,strong
2022-06-29,long,1,1,A_1st_single,576,15095.0,14980.0,0.225,92,214.4,19.0,0.089,101.0,0.471,0,0,0,,1,-0.008,mid
2022-06-29,short,1,1,A_1st_single,685,15022.0,15114.0,0.385,72,214.4,15.0,0.07,44.0,0.205,0,0,0,,1,-0.061,mid
2022-07-01,long,1,1,A_1st_single,572,14551.0,14512.0,0.937,37,219.0,17.0,0.078,423.0,1.932,0,0,0,,1,-0.671,weak
2022-07-01,short,1,1,A_1st_single,582,14525.0,14622.0,0.496,78,219.0,397.0,1.813,43.0,0.196,1,1,1,43.0,1,-0.71,strong
2022-07-04,long,1,3,B_1st_multi,563,14192.0,14093.0,0.788,91,252.8,93.0,0.368,167.0,0.661,1,0,0,69.0,1,-0.005,mid
2022-07-04,short,1,2,B_1st_multi,628,14167.0,14285.0,0.151,90,252.8,142.0,0.562,36.0,0.142,1,1,0,24.0,1,0.025,mid
2022-07-04,long,2,3,C_2nd+,671,14168.0,14065.0,0.382,80,252.8,25.0,0.099,143.0,0.566,0,0,0,,1,-0.005,mid
2022-07-04,short,2,2,C_2nd+,742,14079.0,14203.0,0.127,95,252.8,54.0,0.214,84.0,0.332,0,0,0,,1,0.025,mid
2022-07-04,long,3,3,C_2nd+,821,14159.0,14025.0,0.119,103,252.8,2.0,0.008,11.0,0.044,0,0,0,,1,-0.005,mid
2022-07-05,short,1,1,A_1st_single,572,14279.0,14430.0,0.251,117,256.1,304.0,1.187,11.0,0.043,1,1,1,6.0,1,0.006,mid
2022-07-06,short,1,1,A_1st_single,588,14064.0,14239.0,0.549,146,275.0,206.0,0.749,81.0,0.295,1,1,1,81.0,1,-0.858,strong
2022-07-07,long,1,1,A_1st_single,572,13944.0,13832.0,0.438,92,285.1,351.0,1.231,70.0,0.246,1,1,1,70.0,1,0.561,strong
2022-07-08,long,1,1,A_1st_single,611,14466.0,14330.0,0.193,104,302.0,10.0,0.033,202.0,0.669,0,0,0,,1,-0.077,mid
2022-07-11,short,1,1,A_1st_single,568,14352.0,14496.0,0.328,114,294.3,123.0,0.418,58.0,0.197,1,0,0,58.0,1,-0.454,strong
2022-07-12,short,1,1,A_1st_single,556,14024.0,14181.0,0.255,124,291.7,174.0,0.596,21.0,0.072,1,1,0,21.0,1,-0.639,strong
2022-07-13,long,1,1,A_1st_single,786,14346.0,14203.0,0.15,110,295.5,5.0,0.017,87.0,0.294,0,0,0,,1,0.126,mid
2022-07-14,long,1,1,A_1st_single,591,14242.0,14122.0,0.271,93,281.9,195.0,0.692,24.0,0.085,1,1,0,24.0,1,0.612,strong
2022-07-15,long,1,1,A_1st_single,618,14484.0,14333.0,0.148,117,285.0,58.0,0.203,29.0,0.102,1,0,0,29.0,1,0.07,mid
2022-07-19,long,1,1,A_1st_single,577,14683.0,14533.0,0.229,118,263.8,14.0,0.053,45.0,0.171,0,0,0,,1,0.273,strong
2022-07-20,short,1,1,A_1st_single,772,14791.0,14907.0,0.483,92,254.3,95.0,0.374,11.0,0.043,1,0,0,11.0,1,-0.192,mid
2022-07-21,long,1,1,A_1st_single,714,14691.0,14573.0,0.105,90,250.2,80.0,0.32,17.0,0.068,1,0,0,17.0,1,0.699,strong
2022-07-22,short,1,1,A_1st_single,647,14751.0,14848.0,0.287,75,245.2,21.0,0.086,41.0,0.167,0,0,0,,1,-0.099,mid
2022-07-25,long,1,1,A_1st_single,661,14798.0,14688.0,0.121,84,233.6,47.0,0.201,16.0,0.068,0,0,0,,1,0.256,strong
2022-07-26,short,1,1,A_1st_single,603,14662.0,14788.0,0.285,101,226.3,12.0,0.053,57.0,0.252,0,0,0,,1,-0.248,strong
2022-07-27,short,1,1,A_1st_single,590,14649.0,14747.0,0.212,76,217.9,34.0,0.156,151.0,0.693,0,0,0,,1,0.319,weak
2022-07-27,long,1,1,A_1st_single,710,14728.0,14615.0,0.12,86,217.9,72.0,0.33,12.0,0.055,1,0,0,12.0,1,0.315,strong
2022-07-28,short,1,1,A_1st_single,566,14851.0,14949.0,0.272,78,214.7,65.0,0.303,18.0,0.084,1,0,0,18.0,1,-0.201,strong
2022-07-29,short,1,1,A_1st_single,725,14883.0,14990.0,0.211,82,209.8,5.0,0.024,62.0,0.295,0,0,0,,1,0.18,weak
2022-08-01,short,1,1,A_1st_single,559,14840.0,14926.0,0.52,68,201.3,5.0,0.025,100.0,0.497,0,0,0,,0,0.198,weak
2022-08-01,long,1,1,A_1st_single,590,14894.0,14804.0,0.37,70,201.3,46.0,0.229,41.0,0.204,0,0,0,,1,0.197,mid
2022-08-02,short,1,1,A_1st_single,550,14672.0,14778.0,0.268,84,195.0,83.0,0.426,50.0,0.256,1,0,0,50.0,1,-0.265,strong
2022-08-02,long,1,1,A_1st_single,647,14675.0,14589.0,0.32,67,195.0,7.0,0.036,60.0,0.308,0,0,0,,1,-0.161,weak
2022-08-03,long,1,1,A_1st_single,555,14710.0,14594.0,0.362,94,194.5,17.0,0.087,90.0,0.463,0,0,0,,1,-0.001,mid
2022-08-03,short,1,1,A_1st_single,570,14623.0,14727.0,0.31,85,194.5,3.0,0.015,80.0,0.411,0,0,0,,1,-0.105,mid
2022-08-05,long,1,1,A_1st_single,535,14861.0,14777.0,0.226,65,195.5,159.0,0.813,11.0,0.056,1,1,1,11.0,0,0.566,strong
2022-08-10,long,1,1,A_1st_single,710,14937.0,14832.0,0.199,82,192.5,3.0,0.016,63.0,0.327,0,0,0,,1,0.206,strong
2022-08-11,long,1,1,A_1st_single,633,15185.0,15093.0,0.163,71,184.9,2.0,0.011,38.0,0.206,0,0,0,,1,0.316,strong
2022-08-12,long,1,1,A_1st_single,729,15295.0,15200.0,0.194,72,176.6,7.0,0.04,24.0,0.136,0,0,0,,1,0.287,strong
2022-08-15,long,1,1,A_1st_single,607,15378.0,15310.0,0.343,54,170.2,54.0,0.317,20.0,0.118,1,0,0,20.0,1,0.193,mid
2022-08-18,long,1,1,A_1st_single,645,15306.0,15224.0,0.205,64,147.3,19.0,0.129,16.0,0.109,0,0,0,,1,0.251,strong
2022-08-19,long,1,1,A_1st_single,620,15349.0,15275.0,0.169,58,142.9,57.0,0.399,6.0,0.042,1,0,0,1.0,1,0.169,mid
2022-08-22,long,1,1,A_1st_single,582,15217.0,15156.0,0.227,47,141.8,33.0,0.233,50.0,0.353,0,0,0,,1,-0.273,weak
2022-08-22,short,1,1,A_1st_single,744,15193.0,15250.0,0.326,44,141.8,26.0,0.183,10.0,0.071,0,0,0,,1,-0.284,strong
2022-08-23,short,1,1,A_1st_single,589,15060.0,15109.0,0.528,40,137.2,38.0,0.277,35.0,0.255,0,0,0,,1,-0.235,strong
2022-08-23,long,1,1,A_1st_single,656,15081.0,15022.0,0.293,46,137.2,2.0,0.015,58.0,0.423,0,0,0,,1,-0.244,weak
2022-08-24,short,1,1,A_1st_single,599,15061.0,15120.0,0.38,46,132.5,74.0,0.559,9.0,0.068,1,1,0,9.0,1,-0.16,mid
2022-08-24,long,1,1,A_1st_single,800,15034.0,14987.0,0.532,37,132.5,5.0,0.038,22.0,0.166,0,0,0,,1,-0.229,weak
2022-08-25,long,1,2,B_1st_multi,587,15210.0,15120.0,0.38,73,132.5,15.0,0.113,94.0,0.709,1,0,0,0.0,1,0.442,strong
2022-08-25,short,1,1,A_1st_single,717,15151.0,15225.0,0.425,58,132.5,35.0,0.264,37.0,0.279,1,0,0,9.0,1,0.444,weak
2022-08-25,long,2,2,C_2nd+,777,15178.0,15116.0,0.152,48,132.5,10.0,0.075,16.0,0.121,0,0,0,,1,0.442,strong
2022-08-26,long,1,1,A_1st_single,595,15280.0,15253.0,0.741,23,130.3,30.0,0.23,52.0,0.399,0,0,0,,1,-0.088,mid
2022-08-26,short,1,1,A_1st_single,784,15244.0,15318.0,0.293,59,130.3,16.0,0.123,11.0,0.084,0,0,0,,1,-0.027,mid
2022-08-29,short,1,1,A_1st_single,559,14788.0,14847.0,0.398,49,126.4,26.0,0.206,110.0,0.87,0,0,0,,1,0.011,mid
2022-08-29,long,1,1,A_1st_single,606,14825.0,14762.0,0.461,50,126.4,73.0,0.577,9.0,0.071,1,1,0,1.0,1,0.195,mid
2022-08-30,long,1,2,B_1st_multi,569,14903.0,14841.0,0.348,49,127.3,91.0,0.715,66.0,0.518,1,1,0,66.0,1,0.217,strong
2022-08-30,short,1,2,B_1st_multi,597,14857.0,14914.0,0.442,45,127.3,6.0,0.047,137.0,1.076,0,0,0,,1,0.273,weak
2022-08-30,long,2,2,C_2nd+,676,14900.0,14837.0,0.205,49,127.3,94.0,0.738,5.0,0.039,1,1,1,5.0,1,0.217,strong
2022-08-30,short,2,2,C_2nd+,812,14940.0,14994.0,0.348,42,127.3,7.0,0.055,12.0,0.094,0,0,0,,1,0.273,weak
2022-08-31,short,1,1,A_1st_single,815,15039.0,15099.0,0.247,47,130.2,4.0,0.031,9.0,0.069,0,0,0,,1,0.521,weak
2022-09-01,short,1,2,B_1st_multi,533,14750.0,14842.0,0.294,73,143.8,75.0,0.522,49.0,0.341,1,1,0,49.0,0,-0.514,strong
2022-09-01,long,1,2,B_1st_multi,616,14753.0,14694.0,0.672,48,143.8,28.0,0.195,78.0,0.543,0,0,0,,1,-0.489,weak
2022-09-01,short,2,2,C_2nd+,663,14734.0,14788.0,0.462,43,143.8,59.0,0.41,19.0,0.132,1,0,0,16.0,1,-0.514,strong
2022-09-01,long,2,2,C_2nd+,802,14743.0,14675.0,0.266,53,143.8,9.0,0.063,26.0,0.181,0,0,0,,1,-0.489,weak
2022-09-02,short,1,2,B_1st_multi,561,14730.0,14782.0,0.579,43,146.0,146.0,1.0,3.0,0.021,1,1,1,3.0,1,-0.297,strong
2022-09-02,long,1,1,A_1st_single,747,14703.0,14628.0,0.358,60,146.0,8.0,0.055,119.0,0.815,0,0,0,,1,-0.357,weak
2022-09-02,short,2,2,C_2nd+,796,14630.0,14714.0,0.345,66,146.0,46.0,0.315,1.0,0.007,1,0,0,1.0,1,-0.297,strong
2022-09-05,long,1,3,B_1st_multi,535,14678.0,14578.0,0.28,80,150.9,41.0,0.272,117.0,0.775,1,0,0,21.0,0,-0.102,weak
2022-09-05,short,1,2,B_1st_multi,569,14638.0,14719.0,0.307,66,150.9,77.0,0.51,27.0,0.179,1,1,0,18.0,1,-0.191,mid
2022-09-05,long,2,3,C_2nd+,628,14640.0,14588.0,0.493,42,150.9,23.0,0.152,79.0,0.523,0,0,0,,1,-0.102,weak
2022-09-05,short,2,2,C_2nd+,639,14580.0,14665.0,0.253,66,150.9,19.0,0.126,83.0,0.55,0,0,0,,1,-0.191,mid
2022-09-05,long,3,3,C_2nd+,713,14629.0,14561.0,0.347,54,150.9,34.0,0.225,31.0,0.205,0,0,0,,1,-0.102,weak
2022-09-06,long,1,1,A_1st_single,728,14627.0,14555.0,0.199,56,151.6,21.0,0.139,14.0,0.092,0,0,0,,1,-0.441,weak
2022-09-07,short,1,2,B_1st_multi,556,14358.0,14455.0,0.37,79,157.6,27.0,0.171,67.0,0.425,1,0,0,37.0,1,-0.423,strong
2022-09-07,long,1,1,A_1st_single,649,14368.0,14331.0,0.855,30,157.6,10.0,0.063,34.0,0.216,0,0,0,,1,-0.428,weak
2022-09-07,short,2,2,C_2nd+,681,14340.0,14425.0,0.191,67,157.6,6.0,0.038,31.0,0.197,0,0,0,,1,-0.423,strong
2022-09-08,short,1,1,A_1st_single,568,14398.0,14474.0,0.339,62,154.4,9.0,0.058,154.0,0.997,0,0,0,,1,0.493,weak
2022-09-08,long,1,1,A_1st_single,686,14480.0,14389.0,0.274,70,154.4,72.0,0.466,23.0,0.149,1,1,0,23.0,1,0.44,strong
2022-09-12,long,1,1,A_1st_single,597,14816.0,14731.0,0.363,69,155.3,8.0,0.052,43.0,0.277,0,0,0,,1,0.318,strong
2022-09-13,short,1,1,A_1st_single,690,14851.0,14928.0,0.175,59,149.3,24.0,0.161,30.0,0.201,0,0,0,,1,-0.104,mid
2022-09-14,long,1,1,A_1st_single,549,14521.0,14443.0,0.361,63,144.7,120.0,0.829,10.0,0.069,1,1,1,10.0,1,0.301,strong
2022-09-15,long,1,1,A_1st_single,588,14641.0,14562.0,0.242,63,149.8,74.0,0.494,8.0,0.053,1,1,0,6.0,1,0.042,mid
2022-09-15,short,1,1,A_1st_single,731,14643.0,14715.0,0.175,56,149.8,10.0,0.067,19.0,0.127,0,0,0,,1,0.033,mid
2022-09-19,short,1,1,A_1st_single,553,14521.0,14579.0,0.355,46,141.7,115.0,0.811,16.0,0.113,1,1,0,16.0,1,-0.647,strong
2022-09-20,short,1,1,A_1st_single,570,14487.0,14550.0,0.25,50,144.7,23.0,0.159,82.0,0.567,0,0,0,,1,0.091,mid
2022-09-20,long,1,1,A_1st_single,744,14550.0,14464.0,0.389,68,144.7,19.0,0.131,14.0,0.097,1,0,0,1.0,1,0.039,mid
2022-09-21,short,1,1,A_1st_single,730,14451.0,14520.0,0.114,53,140.9,59.0,0.419,6.0,0.043,1,0,0,6.0,1,-0.505,strong
2022-09-22,long,1,1,A_1st_single,610,14156.0,14088.0,0.259,54,139.7,94.0,0.673,20.0,0.143,1,1,0,20.0,1,0.06,mid
2022-09-23,short,1,1,A_1st_single,622,14151.0,14229.0,0.241,60,141.8,95.0,0.67,14.0,0.099,1,1,0,11.0,1,-0.481,strong
2022-09-23,long,1,1,A_1st_single,770,14128.0,14056.0,0.326,56,141.8,8.0,0.056,23.0,0.162,0,0,0,,1,-0.459,weak
2022-09-26,short,1,2,B_1st_multi,550,13892.0,13953.0,0.584,52,144.8,152.0,1.05,2.0,0.014,1,1,1,2.0,1,-0.805,strong
2022-09-26,long,1,2,B_1st_multi,613,13838.0,13801.0,0.806,30,144.8,53.0,0.366,98.0,0.677,0,0,0,,1,-0.781,weak
2022-09-26,short,2,2,C_2nd+,663,13825.0,13891.0,0.195,51,144.8,85.0,0.587,13.0,0.09,1,1,0,13.0,1,-0.805,strong
2022-09-26,long,2,2,C_2nd+,805,13802.0,13740.0,0.32,49,144.8,1.0,0.007,49.0,0.338,0,0,0,,1,-0.781,weak
2022-09-27,short,1,1,A_1st_single,563,13785.0,13861.0,0.306,61,151.3,50.0,0.331,59.0,0.39,1,0,0,37.0,1,-0.008,mid
2022-09-27,long,1,1,A_1st_single,632,13817.0,13735.0,0.452,65,151.3,27.0,0.178,46.0,0.304,1,0,0,20.0,1,-0.112,weak
2022-09-28,long,1,2,B_1st_multi,604,13597.0,13560.0,0.865,34,148.9,2.0,0.013,111.0,0.746,0,0,0,,1,-0.898,weak
2022-09-28,long,2,2,C_2nd+,710,13534.0,13486.0,0.554,38,148.9,19.0,0.128,46.0,0.309,0,0,0,,1,-0.898,weak
2022-09-28,short,1,1,A_1st_single,809,13498.0,13566.0,0.27,54,148.9,9.0,0.06,22.0,0.148,0,0,0,,1,-0.901,strong
2022-09-29,short,1,2,B_1st_multi,602,13583.0,13672.0,0.25,70,169.3,112.0,0.662,34.0,0.201,1,1,0,1.0,1,-0.038,mid
2022-09-29,long,1,1,A_1st_single,717,13560.0,13471.0,0.19,70,169.3,57.0,0.337,52.0,0.307,1,0,0,8.0,1,-0.206,weak
2022-09-29,short,2,2,C_2nd+,803,13524.0,13617.0,0.285,72,169.3,14.0,0.083,25.0,0.148,0,0,0,,1,-0.038,mid
2022-09-30,long,1,2,B_1st_multi,587,13393.0,13298.0,0.28,76,172.3,65.0,0.377,60.0,0.348,1,0,0,2.0,1,0.288,strong
2022-09-30,short,1,1,A_1st_single,632,13359.0,13450.0,0.561,74,172.3,16.0,0.093,99.0,0.575,0,0,0,,1,0.285,weak
2022-09-30,long,2,2,C_2nd+,675,13384.0,13333.0,0.619,43,172.3,74.0,0.43,31.0,0.18,1,0,0,31.0,1,0.288,strong
2022-10-03,long,1,1,A_1st_single,551,13302.0,13215.0,0.365,71,171.1,142.0,0.83,55.0,0.321,1,1,1,55.0,1,-0.243,weak
2022-10-03,short,1,1,A_1st_single,688,13353.0,13444.0,0.118,70,171.1,90.0,0.526,1.0,0.006,1,1,0,1.0,1,-0.226,strong
2022-10-04,short,1,1,A_1st_single,616,13506.0,13594.0,0.353,70,176.6,6.0,0.034,109.0,0.617,0,0,0,,1,0.333,weak
2022-10-05,long,1,2,B_1st_multi,560,13819.0,13721.0,0.328,79,171.8,65.0,0.378,91.0,0.53,1,0,0,0.0,1,-0.073,mid
2022-10-05,short,1,1,A_1st_single,732,13805.0,13884.0,0.293,61,171.8,77.0,0.448,15.0,0.087,1,0,0,1.0,1,-0.072,mid
2022-10-05,long,2,2,C_2nd+,798,13798.0,13728.0,0.328,56,171.8,22.0,0.128,23.0,0.134,0,0,0,,1,-0.073,mid
2022-10-06,short,1,1,A_1st_single,548,13873.0,13957.0,0.377,68,171.0,59.0,0.345,14.0,0.082,1,0,0,8.0,1,0.262,weak
2022-10-07,short,1,1,A_1st_single,694,13729.0,13818.0,0.132,68,168.3,46.0,0.273,12.0,0.071,1,0,0,12.0,1,-0.264,strong
2022-10-11,long,1,2,B_1st_multi,560,13259.0,13194.0,0.695,54,165.1,9.0,0.055,178.0,1.078,0,0,0,,1,-0.704,weak
2022-10-11,long,2,2,C_2nd+,634,13195.0,13144.0,0.512,40,165.1,3.0,0.018,114.0,0.69,0,0,0,,1,-0.704,weak
2022-10-11,short,1,1,A_1st_single,662,13147.0,13228.0,0.317,65,165.1,66.0,0.4,12.0,0.073,1,0,0,12.0,1,-0.727,strong
2022-10-12,short,1,1,A_1st_single,562,13024.0,13110.0,0.592,70,170.0,49.0,0.288,116.0,0.682,1,0,0,25.0,1,0.047,mid
2022-10-12,long,1,1,A_1st_single,605,13050.0,12975.0,0.249,59,170.0,90.0,0.529,63.0,0.371,1,0,0,63.0,1,0.082,mid
2022-10-14,long,1,1,A_1st_single,588,13169.0,13074.0,0.257,75,180.0,80.0,0.444,27.0,0.15,1,0,0,1.0,1,-0.102,weak
2022-10-17,short,1,1,A_1st_single,548,12939.0,13009.0,0.616,61,179.5,118.0,0.657,57.0,0.317,1,1,0,16.0,1,0.012,mid
2022-10-18,short,1,1,A_1st_single,560,13090.0,13182.0,0.279,73,180.4,98.0,0.543,65.0,0.36,1,1,0,9.0,1,-0.041,mid
2022-10-18,long,1,1,A_1st_single,712,13101.0,12992.0,0.368,88,180.4,54.0,0.299,21.0,0.116,1,0,0,21.0,1,-0.139,weak
2022-10-19,long,1,1,A_1st_single,588,13155.0,13076.0,0.289,62,181.3,8.0,0.044,188.0,1.037,0,0,0,,1,-0.306,weak
2022-10-20,long,1,2,B_1st_multi,598,12750.0,12662.0,0.417,68,183.2,166.0,0.906,39.0,0.213,1,1,1,35.0,1,0.252,strong
2022-10-20,short,1,1,A_1st_single,732,12715.0,12816.0,0.11,77,183.2,3.0,0.016,201.0,1.097,0,0,0,,1,0.105,weak
2022-10-20,long,2,2,C_2nd+,785,12789.0,12711.0,0.374,62,183.2,127.0,0.693,4.0,0.022,1,1,0,4.0,1,0.252,strong
2022-10-21,short,1,1,A_1st_single,731,12827.0,12948.0,0.265,94,189.9,33.0,0.174,40.0,0.211,1,0,0,3.0,1,-0.335,strong
2022-10-24,short,1,1,A_1st_single,546,13038.0,13126.0,0.259,70,186.5,174.0,0.933,6.0,0.032,1,1,1,6.0,1,-0.199,mid
2022-10-25,short,1,2,B_1st_multi,546,12838.0,12946.0,0.322,88,193.7,186.0,0.96,17.0,0.088,1,1,1,17.0,1,-0.384,strong
2022-10-25,short,2,2,C_2nd+,773,12724.0,12817.0,0.197,72,193.7,58.0,0.299,2.0,0.01,1,0,0,2.0,1,-0.384,strong
2022-10-26,long,1,1,A_1st_single,655,12805.0,12664.0,0.436,116,203.2,28.0,0.138,66.0,0.325,1,0,0,0.0,1,0.139,mid
2022-10-27,long,1,1,A_1st_single,574,12924.0,12878.0,0.755,40,200.0,60.0,0.3,16.0,0.08,0,0,0,,1,0.362,strong
2022-10-28,short,1,1,A_1st_single,644,12821.0,12915.0,0.263,73,191.0,76.0,0.398,27.0,0.141,1,0,0,27.0,1,-0.457,strong
2022-10-31,long,1,1,A_1st_single,593,12938.0,12836.0,0.255,80,189.0,59.0,0.312,20.0,0.106,1,0,0,6.0,1,0.19,mid
