date,side,ordinal,day_side_total,group,entry_min,entry,anchor,depth_frac,risk_pts,ema20,mfe_pts,mfe_L,mae_close_pts,mae_close_L,reach_L3,reach_L4,reach_L5,mae_before_L3,vwap_flip_before,dci_side,dci_regime
2023-12-18,short,1,1,A_1st_single,539,17620.0,17673.0,0.138,40,116.4,37.0,0.318,42.0,0.361,1,0,0,12.0,0,-0.04,mid
2023-12-18,long,1,1,A_1st_single,583,17643.0,17583.0,0.277,49,116.4,19.0,0.163,25.0,0.215,0,0,0,,1,0.015,mid
2023-12-19,long,1,1,A_1st_single,797,17569.0,17505.0,0.212,50,113.9,15.0,0.132,2.0,0.018,0,0,0,,1,-0.207,weak
2023-12-20,long,1,1,A_1st_single,613,17612.0,17591.0,0.776,17,114.1,64.0,0.561,9.0,0.079,1,0,0,9.0,1,-0.03,mid
2023-12-21,long,1,1,A_1st_single,558,17478.0,17414.0,0.488,52,111.3,66.0,0.593,23.0,0.207,1,1,0,12.0,1,0.445,strong
2023-12-25,short,1,1,A_1st_single,547,17625.0,17666.0,0.411,33,107.6,18.0,0.167,20.0,0.186,0,0,0,,1,-0.028,mid
2023-12-26,long,1,1,A_1st_single,570,17698.0,17634.0,0.45,52,102.9,42.0,0.408,13.0,0.126,1,1,0,4.0,1,0.461,strong
2023-12-27,long,1,1,A_1st_single,560,17802.0,17737.0,0.409,53,103.2,72.0,0.697,8.0,0.077,1,1,1,1.0,1,0.452,strong
2023-12-28,short,1,1,A_1st_single,676,17847.0,17887.0,0.586,31,106.5,3.0,0.028,25.0,0.235,0,0,0,,1,0.11,weak
2023-12-29,short,1,1,A_1st_single,625,17857.0,17900.0,0.353,33,102.6,19.0,0.185,29.0,0.283,0,0,0,,1,0.132,weak
2024-01-02,long,1,1,A_1st_single,822,17803.0,17751.0,0.182,40,99.7,2.0,0.02,5.0,0.05,0,0,0,,1,-0.164,weak
2024-01-03,short,1,1,A_1st_single,553,17612.0,17667.0,0.322,44,106.3,105.0,0.988,16.0,0.151,1,1,1,16.0,1,-0.554,strong
2024-01-03,long,1,1,A_1st_single,745,17564.0,17507.0,0.265,44,106.3,19.0,0.179,25.0,0.235,1,0,0,2.0,1,-0.579,weak
2024-01-04,long,1,1,A_1st_single,559,17570.0,17525.0,0.379,36,111.4,0.0,0.0,44.0,0.395,0,0,0,,1,-0.184,weak
2024-01-04,short,1,1,A_1st_single,575,17546.0,17583.0,0.506,30,111.4,19.0,0.171,22.0,0.197,0,0,0,,1,-0.207,strong
2024-01-05,short,1,2,B_1st_multi,571,17572.0,17626.0,0.265,42,106.3,81.0,0.762,11.0,0.103,1,1,1,11.0,1,-0.017,mid
2024-01-05,long,1,1,A_1st_single,630,17537.0,17491.0,0.284,36,106.3,22.0,0.207,33.0,0.31,0,0,0,,1,-0.065,mid
2024-01-05,short,2,2,C_2nd+,785,17507.0,17559.0,0.151,40,106.3,3.0,0.028,16.0,0.15,0,0,0,,1,-0.017,mid
2024-01-08,long,1,1,A_1st_single,542,17638.0,17568.0,0.369,58,109.0,68.0,0.624,61.0,0.559,1,1,1,1.0,0,-0.2,weak
2024-01-09,short,1,2,B_1st_multi,539,17722.0,17782.0,0.342,49,111.8,196.0,1.753,0.0,0.0,1,1,1,0.0,1,-0.617,strong
2024-01-09,long,1,1,A_1st_single,659,17584.0,17526.0,0.216,46,111.8,20.0,0.179,39.0,0.349,0,0,0,,0,-0.655,weak
2024-01-09,short,2,2,C_2nd+,818,17552.0,17604.0,0.162,40,111.8,7.0,0.063,2.0,0.018,0,0,0,,1,-0.617,strong
2024-01-10,short,1,2,B_1st_multi,552,17469.0,17521.0,0.817,44,125.5,23.0,0.183,44.0,0.35,0,0,0,,1,-0.061,mid
2024-01-10,long,1,1,A_1st_single,566,17488.0,17439.0,0.513,40,125.5,25.0,0.199,42.0,0.335,0,0,0,,1,-0.007,mid
2024-01-10,short,2,2,C_2nd+,824,17458.0,17513.0,0.321,43,125.5,0.0,0.0,0.0,0.0,0,0,0,,1,-0.061,mid
2024-01-11,short,1,1,A_1st_single,578,17507.0,17543.0,0.597,30,121.4,11.0,0.091,99.0,0.816,0,0,0,,1,0.367,weak
2024-01-12,long,1,1,A_1st_single,592,17519.0,17447.0,0.264,57,121.7,51.0,0.419,36.0,0.296,1,1,0,0.0,1,0.233,strong
2024-01-12,short,1,1,A_1st_single,744,17501.0,17570.0,0.298,56,121.7,18.0,0.148,17.0,0.14,1,0,0,17.0,1,0.136,weak
2024-01-15,short,1,1,A_1st_single,541,17605.0,17655.0,0.594,41,121.9,78.0,0.64,41.0,0.336,1,1,0,12.0,1,-0.153,mid
2024-01-16,short,1,3,B_1st_multi,535,17421.0,17499.0,0.624,66,122.4,100.0,0.817,13.0,0.106,1,1,1,10.0,1,-0.329,strong
2024-01-16,long,1,2,B_1st_multi,575,17370.0,17321.0,0.624,41,122.4,64.0,0.523,43.0,0.351,1,0,0,42.0,1,-0.286,weak
2024-01-16,short,2,3,C_2nd+,588,17352.0,17390.0,0.575,31,122.4,25.0,0.204,82.0,0.67,0,0,0,,1,-0.329,strong
2024-01-16,long,2,2,C_2nd+,628,17392.0,17328.0,0.214,50,122.4,42.0,0.343,65.0,0.531,1,0,0,33.0,1,-0.286,weak
2024-01-16,short,3,3,C_2nd+,799,17380.0,17434.0,0.197,42,122.4,53.0,0.433,5.0,0.041,1,0,0,5.0,1,-0.329,strong
2024-01-17,long,1,1,A_1st_single,573,17319.0,17267.0,0.504,44,127.7,25.0,0.196,160.0,1.253,0,0,0,,1,-0.805,weak
2024-01-17,short,1,1,A_1st_single,598,17286.0,17344.0,0.41,46,127.7,127.0,0.994,5.0,0.039,1,1,1,5.0,1,-0.772,strong
2024-01-18,long,1,2,B_1st_multi,569,17276.0,17234.0,0.891,34,133.2,13.0,0.098,61.0,0.458,0,0,0,,1,0.119,mid
2024-01-18,short,1,1,A_1st_single,577,17257.0,17326.0,0.272,56,133.2,42.0,0.315,32.0,0.24,1,0,0,0.0,1,0.074,mid
2024-01-18,long,2,2,C_2nd+,708,17276.0,17215.0,0.257,47,133.2,10.0,0.075,37.0,0.278,0,0,0,,1,0.119,mid
2024-01-19,short,1,1,A_1st_single,560,17527.0,17579.0,0.461,42,131.1,23.0,0.175,157.0,1.198,0,0,0,,1,0.437,weak
2024-01-19,long,1,1,A_1st_single,607,17555.0,17504.0,0.752,41,131.1,129.0,0.984,2.0,0.015,1,1,1,2.0,1,0.472,strong
2024-01-22,short,1,2,B_1st_multi,535,17779.0,17820.0,0.652,35,135.7,32.0,0.236,64.0,0.472,0,0,0,,0,0.332,weak
2024-01-22,long,1,1,A_1st_single,556,17805.0,17751.0,0.474,44,135.7,38.0,0.28,58.0,0.427,0,0,0,,1,0.305,strong
2024-01-22,short,2,2,C_2nd+,647,17777.0,17843.0,0.474,52,135.7,30.0,0.221,41.0,0.302,0,0,0,,1,0.332,weak
2024-01-23,long,1,1,A_1st_single,551,17856.0,17790.0,0.412,52,131.9,21.0,0.159,39.0,0.296,0,0,0,,0,0.117,mid
2024-01-24,long,1,1,A_1st_single,691,17929.0,17876.0,0.299,42,127.7,5.0,0.039,51.0,0.399,0,0,0,,1,-0.123,weak
2024-01-25,short,1,2,B_1st_multi,560,17966.0,18030.0,0.479,51,121.7,31.0,0.255,45.0,0.37,1,0,0,14.0,1,-0.036,mid
2024-01-25,long,1,2,B_1st_multi,604,17999.0,17935.0,0.298,52,121.7,12.0,0.099,58.0,0.477,0,0,0,,1,0.042,mid
2024-01-25,short,2,2,C_2nd+,651,17952.0,18003.0,0.364,41,121.7,4.0,0.033,59.0,0.485,0,0,0,,1,-0.036,mid
2024-01-25,long,2,2,C_2nd+,700,17997.0,17941.0,0.314,43,121.7,8.0,0.066,22.0,0.181,0,0,0,,1,0.042,mid
2024-01-26,long,1,1,A_1st_single,557,18012.0,17936.0,0.304,61,119.2,11.0,0.092,55.0,0.462,1,0,0,38.0,1,0.018,mid
2024-01-26,short,1,1,A_1st_single,778,17960.0,18023.0,0.135,48,119.2,3.0,0.025,43.0,0.361,0,0,0,,1,-0.022,mid
2024-01-30,short,1,1,A_1st_single,550,18081.0,18139.0,0.317,46,120.8,17.0,0.141,48.0,0.398,0,0,0,,0,-0.199,mid
2024-01-31,short,1,1,A_1st_single,582,17948.0,18003.0,0.57,46,116.4,44.0,0.378,9.0,0.077,1,0,0,9.0,1,-0.002,mid
2024-02-01,long,1,1,A_1st_single,622,17931.0,17882.0,0.509,40,114.7,63.0,0.549,38.0,0.331,1,0,0,38.0,1,0.36,strong
2024-02-02,short,1,1,A_1st_single,539,18046.0,18105.0,0.281,48,114.5,23.0,0.201,44.0,0.384,1,0,0,14.0,0,0.044,mid
2024-02-02,long,1,1,A_1st_single,647,18087.0,18023.0,0.158,50,114.5,3.0,0.026,27.0,0.236,0,0,0,,1,0.083,mid
2024-02-05,short,1,1,A_1st_single,533,17970.0,18026.0,0.379,44,111.4,0.0,0.0,132.0,1.185,0,0,0,,0,0.139,weak
2024-02-05,long,1,1,A_1st_single,545,18018.0,17958.0,0.325,48,111.4,84.0,0.754,36.0,0.323,1,1,1,36.0,1,0.257,strong
2024-02-15,long,1,1,A_1st_single,644,18619.0,18560.0,0.176,46,114.5,77.0,0.673,8.0,0.07,1,1,0,8.0,1,-0.047,mid
2024-02-15,short,1,1,A_1st_single,751,18648.0,18696.0,0.351,37,114.5,13.0,0.114,29.0,0.253,0,0,0,,1,0.018,mid
2024-02-19,short,1,1,A_1st_single,645,18632.0,18692.0,0.362,47,116.8,13.0,0.111,56.0,0.479,0,0,0,,1,0.136,weak
2024-02-19,long,1,1,A_1st_single,771,18680.0,18619.0,0.207,47,116.8,8.0,0.068,17.0,0.146,0,0,0,,1,0.081,mid
2024-02-21,short,1,1,A_1st_single,555,18698.0,18755.0,0.224,44,116.9,19.0,0.162,41.0,0.351,0,0,0,,1,-0.047,mid
2024-02-22,short,1,1,A_1st_single,550,18835.0,18886.0,0.338,40,113.0,84.0,0.743,54.0,0.478,1,1,0,20.0,1,-0.002,mid
2024-02-22,long,1,1,A_1st_single,652,18813.0,18751.0,0.142,48,113.0,76.0,0.672,3.0,0.027,1,1,0,3.0,1,0.017,mid
2024-02-23,short,1,2,B_1st_multi,587,18949.0,18999.0,0.575,41,115.5,51.0,0.441,51.0,0.441,1,0,0,7.0,1,-0.434,strong
2024-02-23,long,1,1,A_1st_single,644,18963.0,18905.0,0.157,46,115.5,37.0,0.32,65.0,0.563,1,0,0,13.0,1,-0.457,weak
2024-02-23,short,2,2,C_2nd+,766,18931.0,19000.0,0.244,54,115.5,33.0,0.286,11.0,0.095,1,0,0,11.0,1,-0.434,strong
2024-02-26,short,1,1,A_1st_single,555,18899.0,18913.0,0.986,13,114.2,0.0,0.0,97.0,0.849,0,0,0,,1,0.249,weak
2024-02-26,long,1,1,A_1st_single,564,18923.0,18853.0,0.282,55,114.2,73.0,0.639,18.0,0.158,1,1,1,5.0,1,0.253,strong
2024-02-27,long,1,2,B_1st_multi,561,19000.0,18941.0,0.533,47,117.0,13.0,0.111,250.0,2.137,0,0,0,,1,-0.247,weak
2024-02-27,long,2,2,C_2nd+,663,18812.0,18750.0,0.189,48,117.0,76.0,0.65,2.0,0.017,1,1,0,2.0,1,-0.247,weak
2024-02-29,long,1,1,A_1st_single,570,18875.0,18805.0,0.153,54,131.5,122.0,0.927,39.0,0.296,1,1,1,39.0,1,0.626,strong
2024-03-01,short,1,1,A_1st_single,575,18973.0,19017.0,0.835,35,137.3,30.0,0.218,34.0,0.248,0,0,0,,1,-0.161,mid
2024-03-01,long,1,1,A_1st_single,586,18965.0,18924.0,0.542,33,137.3,42.0,0.306,22.0,0.16,0,0,0,,1,-0.19,weak
2024-03-04,long,1,1,A_1st_single,573,19217.0,19137.0,0.393,65,133.1,123.0,0.924,1.0,0.008,1,1,1,1.0,1,0.059,mid
2024-03-05,long,1,1,A_1st_single,586,19399.0,19305.0,0.432,77,139.7,37.0,0.265,39.0,0.279,1,0,0,2.0,1,0.069,mid
2024-03-06,long,1,1,A_1st_single,579,19349.0,19271.0,0.232,62,138.9,174.0,1.253,15.0,0.108,1,1,1,15.0,1,0.495,strong
2024-03-06,short,1,1,A_1st_single,772,19487.0,19523.0,0.666,30,138.9,19.0,0.137,28.0,0.202,0,0,0,,1,0.403,weak
2024-03-07,long,1,2,B_1st_multi,556,19730.0,19633.0,0.712,86,149.7,40.0,0.267,146.0,0.975,1,0,0,38.0,1,-0.068,mid
2024-03-07,short,1,1,A_1st_single,590,19708.0,19751.0,0.928,36,149.7,124.0,0.828,62.0,0.414,1,1,0,3.0,1,-0.161,mid
2024-03-07,long,2,2,C_2nd+,663,19676.0,19584.0,0.336,73,149.7,94.0,0.628,12.0,0.08,1,1,1,12.0,1,-0.068,mid
2024-03-08,short,1,4,B_1st_multi,555,19961.0,19995.0,0.946,30,153.1,323.0,2.109,48.0,0.313,1,1,1,48.0,1,-0.38,strong
2024-03-08,long,1,2,B_1st_multi,566,19976.0,19908.0,0.315,54,153.1,33.0,0.215,338.0,2.207,0,0,0,,1,-0.292,weak
2024-03-08,short,2,4,C_2nd+,604,19959.0,20009.0,0.657,41,153.1,321.0,2.096,36.0,0.235,1,1,1,36.0,1,-0.38,strong
2024-03-08,short,3,4,C_2nd+,673,19726.0,19790.0,0.683,54,153.1,88.0,0.575,100.0,0.653,1,1,0,3.0,1,-0.38,strong
2024-03-08,short,4,4,C_2nd+,711,19726.0,19808.0,0.407,66,153.1,6.0,0.039,100.0,0.653,0,0,0,,1,-0.38,strong
2024-03-08,long,2,2,C_2nd+,738,19802.0,19712.0,0.46,72,153.1,24.0,0.157,44.0,0.287,1,0,0,2.0,1,-0.292,weak
2024-03-11,long,1,1,A_1st_single,570,19799.0,19684.0,0.509,96,173.9,26.0,0.15,120.0,0.69,1,0,0,2.0,1,0.13,mid
2024-03-11,short,1,1,A_1st_single,607,19756.0,19825.0,0.532,57,173.9,77.0,0.443,5.0,0.029,1,0,0,0.0,1,0.153,weak
2024-03-12,long,1,1,A_1st_single,573,19792.0,19698.0,0.364,75,171.2,164.0,0.958,21.0,0.123,1,1,1,21.0,1,0.448,strong
2024-03-13,short,1,2,B_1st_multi,558,19991.0,20064.0,0.516,59,179.5,105.0,0.585,13.0,0.072,1,1,0,13.0,1,-0.29,strong
2024-03-13,long,1,1,A_1st_single,717,19972.0,19892.0,0.224,62,179.5,0.0,0.0,86.0,0.479,0,0,0,,1,-0.228,weak
2024-03-13,short,2,2,C_2nd+,756,19896.0,19986.0,0.224,70,179.5,1.0,0.006,53.0,0.295,0,0,0,,1,-0.29,strong
2024-03-14,short,1,1,A_1st_single,752,19906.0,19978.0,0.37,56,179.4,11.0,0.061,42.0,0.234,0,0,0,,1,-0.041,mid
2024-03-15,short,1,1,A_1st_single,631,19802.0,19873.0,0.617,60,179.3,79.0,0.441,31.0,0.173,1,0,0,31.0,1,-0.137,mid
2024-03-18,long,1,1,A_1st_single,661,19809.0,19747.0,0.376,48,176.5,111.0,0.629,2.0,0.011,1,1,0,2.0,1,0.073,mid
2024-03-19,long,1,1,A_1st_single,610,19837.0,19739.0,0.148,76,176.2,74.0,0.42,12.0,0.068,1,0,0,5.0,1,0.42,strong
2024-03-20,long,1,2,B_1st_multi,551,19937.0,19845.0,0.378,74,175.8,19.0,0.108,206.0,1.172,0,0,0,,1,-0.33,weak
2024-03-20,short,1,2,B_1st_multi,579,19876.0,19956.0,0.32,64,175.8,145.0,0.825,46.0,0.262,1,1,1,12.0,1,-0.304,strong
2024-03-20,long,2,2,C_2nd+,677,19909.0,19826.0,0.263,65,175.8,13.0,0.074,178.0,1.013,0,0,0,,1,-0.33,weak
2024-03-20,short,2,2,C_2nd+,733,19835.0,19922.0,0.172,68,175.8,104.0,0.592,34.0,0.193,1,1,0,34.0,1,-0.304,strong
2024-03-21,long,1,1,A_1st_single,591,20082.0,20029.0,0.613,43,180.5,182.0,1.008,6.0,0.033,1,1,1,6.0,1,0.37,strong
2024-03-22,short,1,1,A_1st_single,603,20189.0,20285.0,0.39,75,185.7,67.0,0.361,63.0,0.339,1,0,0,15.0,1,-0.097,mid
2024-03-22,long,1,1,A_1st_single,782,20215.0,20122.0,0.173,72,185.7,37.0,0.199,12.0,0.065,0,0,0,,1,-0.128,weak
2024-03-25,long,1,1,A_1st_single,663,20276.0,20188.0,0.318,70,183.5,31.0,0.169,52.0,0.283,0,0,0,,1,-0.034,mid
2024-03-26,short,1,1,A_1st_single,574,20376.0,20459.0,0.329,68,177.4,338.0,1.906,4.0,0.023,1,1,1,4.0,0,-0.468,strong
2024-03-26,long,1,1,A_1st_single,718,20113.0,20038.0,0.42,61,177.4,119.0,0.671,8.0,0.045,1,1,0,8.0,1,-0.441,weak
2024-03-27,long,1,1,A_1st_single,668,20236.0,20148.0,0.211,68,200.6,52.0,0.259,34.0,0.17,0,0,0,,1,0.184,mid
2024-03-28,long,1,1,A_1st_single,598,20175.0,20081.0,0.351,76,194.8,75.0,0.385,6.0,0.031,1,0,0,6.0,1,-0.014,mid
2024-03-29,long,1,1,A_1st_single,669,20284.0,20192.0,0.22,70,192.3,8.0,0.042,31.0,0.161,0,0,0,,1,0.424,strong
2024-04-01,short,1,1,A_1st_single,596,20331.0,20400.0,0.437,55,184.2,72.0,0.391,1.0,0.005,1,0,0,1.0,1,-0.027,mid
2024-04-02,long,1,1,A_1st_single,560,20430.0,20350.0,0.469,66,180.1,94.0,0.522,46.0,0.255,1,0,0,46.0,1,0.212,strong
2024-04-03,short,1,1,A_1st_single,588,20314.0,20415.0,0.381,82,179.5,39.0,0.217,105.0,0.585,1,0,0,6.0,1,-0.03,mid
2024-04-03,long,1,1,A_1st_single,652,20372.0,20275.0,0.202,76,179.5,47.0,0.262,27.0,0.15,1,0,0,8.0,1,-0.004,mid
2024-04-08,long,1,1,A_1st_single,596,20464.0,20375.0,0.354,70,176.1,56.0,0.318,30.0,0.17,1,0,0,6.0,1,0.189,mid
2024-04-11,short,1,2,B_1st_multi,582,20722.0,20744.0,0.945,20,181.1,54.0,0.298,42.0,0.232,0,0,0,,1,-0.118,mid
2024-04-11,long,1,1,A_1st_single,592,20739.0,20651.0,0.133,68,181.1,25.0,0.138,71.0,0.392,0,0,0,,1,-0.054,mid
2024-04-11,short,2,2,C_2nd+,684,20711.0,20764.0,0.5,41,181.1,43.0,0.237,46.0,0.254,0,0,0,,1,-0.118,mid
2024-04-12,long,1,1,A_1st_single,620,20749.0,20682.0,0.38,53,174.6,60.0,0.344,24.0,0.137,1,0,0,24.0,1,-0.037,mid
2024-04-15,long,1,2,B_1st_multi,601,20584.0,20520.0,0.461,52,170.1,11.0,0.065,124.0,0.729,0,0,0,,1,-0.282,weak
2024-04-15,short,1,1,A_1st_single,649,20511.0,20605.0,0.166,74,170.1,51.0,0.3,38.0,0.223,1,0,0,15.0,1,-0.332,strong
2024-04-15,long,2,2,C_2nd+,765,20532.0,20460.0,0.272,56,170.1,16.0,0.094,42.0,0.247,0,0,0,,1,-0.282,weak
2024-04-16,long,1,1,A_1st_single,623,19993.0,19913.0,0.66,67,167.7,4.0,0.024,195.0,1.163,0,0,0,,1,-0.804,weak
2024-04-16,short,1,1,A_1st_single,638,19945.0,20021.0,0.66,65,167.7,147.0,0.877,40.0,0.239,1,1,1,36.0,1,-0.803,strong
2024-04-19,short,1,2,B_1st_multi,609,19610.0,19696.0,0.828,78,218.8,345.0,1.577,45.0,0.206,1,1,1,5.0,1,-0.785,strong
2024-04-19,short,2,2,C_2nd+,799,19538.0,19655.0,0.276,95,218.8,44.0,0.201,61.0,0.279,1,0,0,24.0,1,-0.785,strong
2024-04-22,short,1,3,B_1st_multi,535,19580.0,19715.0,0.34,108,260.7,135.0,0.518,101.0,0.387,1,1,0,10.0,1,-0.188,mid
2024-04-22,short,2,3,C_2nd+,590,19634.0,19681.0,0.903,38,260.7,189.0,0.725,39.0,0.15,1,0,0,39.0,1,-0.188,mid
2024-04-22,long,1,2,B_1st_multi,602,19637.0,19528.0,0.286,85,260.7,36.0,0.138,192.0,0.736,0,0,0,,1,-0.165,weak
2024-04-22,short,3,3,C_2nd+,643,19525.0,19673.0,0.432,120,260.7,80.0,0.307,79.0,0.303,1,0,0,53.0,1,-0.188,mid
2024-04-22,long,2,2,C_2nd+,739,19571.0,19445.0,0.255,99,260.7,33.0,0.127,93.0,0.357,0,0,0,,1,-0.165,weak
2024-04-23,short,1,1,A_1st_single,591,19585.0,19745.0,0.323,129,261.6,31.0,0.119,142.0,0.543,1,0,0,22.0,1,0.048,mid
2024-04-23,long,1,1,A_1st_single,681,19680.0,19554.0,0.192,99,261.6,47.0,0.18,21.0,0.08,0,0,0,,1,-0.058,mid
2024-04-24,long,1,1,A_1st_single,559,20050.0,19916.0,0.253,105,254.9,152.0,0.596,16.0,0.063,1,1,0,16.0,1,0.464,strong
2024-04-25,short,1,1,A_1st_single,587,19859.0,19979.0,0.187,94,257.8,25.0,0.097,102.0,0.396,0,0,0,,1,-0.342,strong
2024-04-26,long,1,2,B_1st_multi,568,20181.0,20070.0,0.22,86,247.1,90.0,0.364,101.0,0.409,1,0,0,8.0,1,0.147,mid
2024-04-26,long,2,2,C_2nd+,753,20199.0,20080.0,0.171,91,247.1,3.0,0.012,52.0,0.21,0,0,0,,1,0.147,mid
2024-04-29,long,1,1,A_1st_single,551,20451.0,20310.0,0.381,116,242.7,109.0,0.449,74.0,0.305,1,1,0,74.0,1,0.359,strong
2024-04-30,short,1,1,A_1st_single,822,20415.0,20576.0,0.496,133,243.4,3.0,0.012,5.0,0.021,0,0,0,,1,-0.309,strong
2024-05-02,long,1,1,A_1st_single,544,20347.0,20215.0,0.578,110,236.6,33.0,0.139,92.0,0.389,0,0,0,,1,0.178,mid
2024-05-02,short,1,1,A_1st_single,625,20266.0,20380.0,0.264,90,236.6,5.0,0.021,69.0,0.292,0,0,0,,1,0.181,weak
2024-05-03,short,1,1,A_1st_single,604,20489.0,20597.0,0.412,84,229.8,183.0,0.796,22.0,0.096,1,1,1,22.0,1,-0.273,strong
2024-05-06,short,1,2,B_1st_multi,557,20614.0,20691.0,0.606,62,235.6,29.0,0.123,100.0,0.424,0,0,0,,1,0.032,mid
2024-05-06,long,1,1,A_1st_single,607,20707.0,20562.0,0.282,116,235.6,7.0,0.03,122.0,0.518,0,0,0,,1,0.016,mid
2024-05-06,short,2,2,C_2nd+,732,20620.0,20714.0,0.299,72,235.6,35.0,0.149,22.0,0.093,0,0,0,,1,0.032,mid
2024-05-07,short,1,1,A_1st_single,566,20616.0,20756.0,0.239,109,227.6,80.0,0.351,60.0,0.264,1,0,0,47.0,1,-0.063,mid
2024-05-07,long,1,1,A_1st_single,723,20645.0,20536.0,0.115,84,227.6,31.0,0.136,18.0,0.079,0,0,0,,1,-0.043,mid
2024-05-08,long,1,1,A_1st_single,653,20648.0,20574.0,0.514,58,226.9,90.0,0.397,5.0,0.022,1,0,0,5.0,1,0.288,strong
2024-05-09,short,1,1,A_1st_single,671,20669.0,20763.0,0.273,74,220.9,64.0,0.29,45.0,0.204,1,0,0,45.0,1,-0.252,strong
2024-05-10,short,1,1,A_1st_single,596,20642.0,20751.0,0.356,85,214.9,13.0,0.06,186.0,0.865,0,0,0,,1,0.103,weak
2024-05-10,long,1,1,A_1st_single,759,20739.0,20616.0,0.122,94,214.9,89.0,0.414,0.0,0.0,1,1,0,0.0,1,0.113,mid
2024-05-13,short,1,1,A_1st_single,751,20843.0,20965.0,0.169,94,214.6,10.0,0.047,46.0,0.214,0,0,0,,1,-0.148,mid
2024-05-14,long,1,1,A_1st_single,666,20959.0,20868.0,0.263,72,206.8,56.0,0.271,24.0,0.116,0,0,0,,1,0.197,mid
2024-05-15,long,1,1,A_1st_single,591,21250.0,21116.0,0.37,109,201.1,111.0,0.552,118.0,0.587,1,1,0,4.0,1,-0.058,mid
2024-05-15,short,1,1,A_1st_single,661,21274.0,21361.0,0.38,68,201.1,142.0,0.706,29.0,0.144,1,1,0,29.0,1,-0.048,mid
2024-05-16,long,1,1,A_1st_single,592,21516.0,21448.0,0.667,58,205.3,2.0,0.01,190.0,0.926,0,0,0,,1,-0.015,mid
2024-05-17,long,1,1,A_1st_single,604,21393.0,21301.0,0.233,72,207.6,4.0,0.019,105.0,0.506,0,0,0,,1,0.213,strong
2024-05-17,short,1,1,A_1st_single,671,21301.0,21407.0,0.252,84,207.6,13.0,0.063,59.0,0.284,0,0,0,,1,0.192,weak
2024-05-20,short,1,1,A_1st_single,540,21377.0,21485.0,0.384,87,199.2,224.0,1.125,22.0,0.11,1,1,1,18.0,1,-0.098,mid
2024-05-21,long,1,1,A_1st_single,633,21277.0,21165.0,0.19,86,211.8,30.0,0.142,42.0,0.198,0,0,0,,1,-0.104,weak
2024-05-22,long,1,1,A_1st_single,555,21394.0,21283.0,0.433,88,209.3,219.0,1.046,41.0,0.196,1,1,1,10.0,1,0.419,strong
2024-05-23,long,1,1,A_1st_single,587,21598.0,21492.0,0.237,82,220.8,63.0,0.285,15.0,0.068,1,0,0,15.0,1,-0.118,weak
2024-05-24,long,1,1,A_1st_single,570,21506.0,21414.0,0.317,72,215.8,111.0,0.514,4.0,0.019,1,0,0,4.0,1,0.367,strong
2024-05-27,long,1,1,A_1st_single,553,21780.0,21655.0,0.375,101,214.6,137.0,0.638,1.0,0.005,1,1,0,1.0,1,0.448,strong
2024-05-27,short,1,1,A_1st_single,741,21817.0,21917.0,0.225,78,214.6,27.0,0.126,58.0,0.27,0,0,0,,1,0.422,weak
2024-05-28,long,1,1,A_1st_single,679,21950.0,21845.0,0.147,81,219.1,44.0,0.201,24.0,0.11,0,0,0,,1,-0.039,mid
2024-05-29,short,1,1,A_1st_single,596,21833.0,21907.0,0.616,58,212.5,113.0,0.532,29.0,0.137,1,0,0,29.0,1,-0.39,strong
2024-05-30,long,1,1,A_1st_single,588,21537.0,21425.0,0.23,87,210.0,16.0,0.076,169.0,0.805,0,0,0,,1,-0.492,weak
2024-05-30,short,1,1,A_1st_single,658,21494.0,21553.0,0.623,46,210.0,126.0,0.6,2.0,0.01,1,0,0,2.0,1,-0.488,strong
2024-05-31,long,1,1,A_1st_single,604,21570.0,21453.0,0.3,92,207.6,1.0,0.005,317.0,1.527,0,0,0,,1,-0.171,weak
2024-05-31,short,1,2,B_1st_multi,639,21478.0,21583.0,0.174,82,207.6,225.0,1.084,10.0,0.048,1,1,1,10.0,1,-0.114,mid
2024-05-31,short,2,2,C_2nd+,766,21336.0,21453.0,0.281,91,207.6,83.0,0.4,61.0,0.294,1,0,0,61.0,1,-0.114,mid
2024-06-03,short,1,1,A_1st_single,558,21451.0,21582.0,0.358,108,219.3,27.0,0.123,247.0,1.126,1,0,0,4.0,1,0.123,weak
2024-06-03,long,1,1,A_1st_single,584,21537.0,21424.0,0.321,91,219.3,161.0,0.734,14.0,0.064,1,1,1,14.0,1,0.125,mid
2024-06-04,short,1,2,B_1st_multi,555,21500.0,21574.0,0.592,61,224.5,216.0,0.962,6.0,0.027,1,1,1,6.0,1,-0.33,strong
2024-06-04,long,1,1,A_1st_single,716,21365.0,21284.0,0.52,63,224.5,32.0,0.143,76.0,0.339,0,0,0,,1,-0.34,weak
2024-06-04,short,2,2,C_2nd+,785,21305.0,21413.0,0.233,85,224.5,16.0,0.071,59.0,0.263,0,0,0,,1,-0.33,strong
2024-06-05,long,1,2,B_1st_multi,590,21373.0,21226.0,0.401,119,230.7,120.0,0.52,37.0,0.16,1,1,0,28.0,1,0.02,mid
2024-06-05,short,1,1,A_1st_single,660,21381.0,21493.0,0.218,88,230.7,45.0,0.195,98.0,0.425,0,0,0,,1,-0.026,mid
