date,scenario,breakout_time,direction,key_price,entry_price,key_range,timestamp,spike_time,has_burst,max_burst_ticks,large_tick_count,mfe,mae,mfe_in_range,mae_in_range,outcome
2020-12-31,h062,09:31:00,long,14657.0,14666.0,27.0,2020-12-31 09:31:00,09:25:00,True,23,50,39.0,62.0,1.4444444444444444,2.2962962962962963,tp
2020-12-31,h062,10:39:00,short,14641.0,14639.0,16.0,2020-12-31 10:39:00,10:35:00,True,22,33,35.0,43.0,2.1875,2.6875,tp
2020-12-31,h062,10:51:00,short,14616.0,14615.0,17.0,2020-12-31 10:51:00,10:50:00,True,20,60,11.0,67.0,0.6470588235294118,3.9411764705882355,sl
2020-12-31,h062,11:55:00,long,14664.0,14665.0,9.0,2020-12-31 11:55:00,11:54:00,True,6,14,17.0,28.0,1.8888888888888888,3.111111111111111,tp
2020-12-31,h062,12:00:00,short,14664.0,14662.0,6.0,2020-12-31 12:00:00,11:56:00,False,0,4,25.0,20.0,4.166666666666667,3.3333333333333335,sl
2020-12-31,h062,12:25:00,short,14641.0,14639.0,14.0,2020-12-31 12:25:00,12:20:00,False,2,5,2.0,43.0,0.14285714285714285,3.0714285714285716,sl
2020-12-31,h062,13:15:00,long,14670.0,14673.0,9.0,2020-12-31 13:15:00,13:14:00,True,9,25,9.0,4.0,1.0,0.4444444444444444,tp
2021-01-04,h062,09:41:00,long,14733.0,14740.0,23.0,2021-01-04 09:41:00,09:29:00,True,60,90,185.0,7.0,8.043478260869565,0.30434782608695654,tp
2021-01-04,h062,11:07:00,long,14858.0,14860.0,14.0,2021-01-04 11:07:00,11:06:00,True,23,74,65.0,10.0,4.642857142857143,0.7142857142857143,tp
2021-01-04,h062,11:10:00,long,14872.0,14875.0,14.0,2021-01-04 11:10:00,11:08:00,True,20,43,50.0,25.0,3.5714285714285716,1.7857142857142858,tp
2021-01-04,h062,12:51:00,short,14904.0,14903.0,10.0,2021-01-04 12:51:00,12:49:00,True,8,13,53.0,13.0,5.3,1.3,sl
2021-01-05,h062,10:37:00,long,14928.0,14929.0,14.0,2021-01-05 10:37:00,10:35:00,True,7,24,51.0,60.0,3.642857142857143,4.285714285714286,sl
2021-01-05,h062,11:34:00,short,14937.0,14934.0,8.0,2021-01-05 11:34:00,11:32:00,True,7,13,65.0,46.0,8.125,5.75,tp
2021-01-05,h062,13:26:00,long,14940.0,14941.0,13.0,2021-01-05 13:26:00,13:25:00,True,26,56,39.0,1.0,3.0,0.07692307692307693,tp
2021-01-06,h062,09:36:00,short,15042.0,15019.0,59.0,2021-01-06 09:36:00,09:30:00,True,120,325,255.0,75.0,4.322033898305085,1.271186440677966,sl
2021-01-06,h062,10:35:00,short,15075.0,15067.0,12.0,2021-01-06 10:35:00,10:30:00,True,19,45,303.0,27.0,25.25,2.25,sl
2021-01-06,h062,11:16:00,long,14981.0,14985.0,20.0,2021-01-06 11:16:00,11:15:00,True,38,91,10.0,221.0,0.5,11.05,sl
2021-01-06,h062,11:53:00,short,14882.0,14873.0,33.0,2021-01-06 11:53:00,11:52:00,True,60,182,109.0,102.0,3.303030303030303,3.090909090909091,tp
2021-01-06,h062,12:02:00,short,14804.0,14772.0,54.0,2021-01-06 12:02:00,12:01:00,True,72,256,8.0,203.0,0.14814814814814814,3.759259259259259,sl
2021-01-07,h062,09:16:00,long,15101.0,15102.0,27.0,2021-01-07 09:16:00,09:15:00,True,19,55,158.0,78.0,5.851851851851852,2.888888888888889,sl
2021-01-07,h062,09:59:00,short,15095.0,15092.0,20.0,2021-01-07 09:59:00,09:55:00,True,11,25,16.0,168.0,0.8,8.4,sl
2021-01-07,h062,10:34:00,long,15119.0,15125.0,11.0,2021-01-07 10:34:00,10:21:00,True,26,54,135.0,13.0,12.272727272727273,1.1818181818181819,sl
2021-01-07,h062,10:55:00,long,15150.0,15151.0,18.0,2021-01-07 10:55:00,10:53:00,True,14,34,109.0,1.0,6.055555555555555,0.05555555555555555,tp
2021-01-07,h062,11:43:00,long,15208.0,15209.0,33.0,2021-01-07 11:43:00,11:39:00,True,15,48,51.0,31.0,1.5454545454545454,0.9393939393939394,tp
2021-01-07,h062,12:25:00,long,15213.0,15225.0,18.0,2021-01-07 12:25:00,12:21:00,True,16,38,35.0,23.0,1.9444444444444444,1.2777777777777777,tp
2021-01-07,h062,12:37:00,short,15237.0,15231.0,10.0,2021-01-07 12:37:00,12:36:00,True,13,28,29.0,29.0,2.9,2.9,sl
2021-01-07,h062,13:26:00,short,15232.0,15225.0,28.0,2021-01-07 13:26:00,13:25:00,True,16,52,23.0,10.0,0.8214285714285714,0.35714285714285715,timeout
2021-01-08,h062,09:56:00,short,15291.0,15281.0,35.0,2021-01-08 09:56:00,09:55:00,True,47,115,17.0,192.0,0.4857142857142857,5.485714285714286,sl
2021-01-08,h062,11:57:00,short,15423.0,15422.0,17.0,2021-01-08 11:57:00,11:48:00,True,7,18,57.0,51.0,3.3529411764705883,3.0,sl
2021-01-08,h062,12:29:00,short,15383.0,15375.0,25.0,2021-01-08 12:29:00,12:28:00,True,77,145,9.0,98.0,0.36,3.92,sl
2021-01-08,h062,13:28:00,short,15446.0,15443.0,27.0,2021-01-08 13:28:00,13:25:00,True,17,32,1.0,16.0,0.037037037037037035,0.5925925925925926,timeout
2021-01-11,h062,11:27:00,short,15438.0,15431.0,16.0,2021-01-11 11:27:00,11:26:00,True,21,38,42.0,107.0,2.625,6.6875,sl
2021-01-11,h062,12:28:00,short,15412.0,15411.0,12.0,2021-01-11 12:28:00,12:27:00,True,15,33,22.0,127.0,1.8333333333333333,10.583333333333334,tp
2021-01-11,h062,13:19:00,long,15516.0,15518.0,15.0,2021-01-11 13:19:00,13:18:00,True,14,51,20.0,3.0,1.3333333333333333,0.2,tp
2021-01-12,h062,10:27:00,long,15559.0,15560.0,21.0,2021-01-12 10:27:00,10:26:00,True,30,64,27.0,153.0,1.2857142857142858,7.285714285714286,tp
2021-01-12,h062,11:36:00,short,15458.0,15452.0,29.0,2021-01-12 11:36:00,11:34:00,True,49,135,45.0,53.0,1.5517241379310345,1.8275862068965518,sl
2021-01-12,h062,13:07:00,long,15432.0,15441.0,23.0,2021-01-12 13:07:00,13:04:00,True,29,64,57.0,4.0,2.4782608695652173,0.17391304347826086,tp
2021-01-13,h062,11:54:00,long,15730.0,15737.0,10.0,2021-01-13 11:54:00,11:53:00,True,8,25,53.0,7.0,5.3,0.7,tp
2021-01-13,h062,12:46:00,short,15760.0,15759.0,6.0,2021-01-13 12:46:00,12:43:00,True,5,5,19.0,31.0,3.1666666666666665,5.166666666666667,sl
2021-01-13,h062,13:28:00,short,15760.0,15759.0,16.0,2021-01-13 13:28:00,13:25:00,True,14,38,19.0,15.0,1.1875,0.9375,tp
2021-01-14,h062,09:39:00,short,15636.0,15635.0,37.0,2021-01-14 09:39:00,09:36:00,True,30,67,3.0,131.0,0.08108108108108109,3.5405405405405403,sl
2021-01-14,h062,10:36:00,long,15705.0,15708.0,16.0,2021-01-14 10:36:00,10:32:00,True,14,40,58.0,23.0,3.625,1.4375,sl
2021-01-14,h062,11:09:00,short,15712.0,15707.0,18.0,2021-01-14 11:09:00,10:59:00,True,30,45,12.0,59.0,0.6666666666666666,3.2777777777777777,sl
2021-01-14,h062,11:47:00,long,15733.0,15734.0,7.0,2021-01-14 11:47:00,11:44:00,False,4,12,32.0,31.0,4.571428571428571,4.428571428571429,tp
2021-01-14,h062,11:52:00,long,15747.0,15748.0,9.0,2021-01-14 11:52:00,11:50:00,True,12,30,18.0,45.0,2.0,5.0,sl
2021-01-14,h062,12:39:00,short,15759.0,15758.0,7.0,2021-01-14 12:39:00,12:37:00,True,7,18,55.0,3.0,7.857142857142857,0.42857142857142855,tp
2021-01-14,h062,12:43:00,short,15747.0,15746.0,13.0,2021-01-14 12:43:00,12:42:00,True,15,27,43.0,7.0,3.3076923076923075,0.5384615384615384,tp
2021-01-14,h062,13:05:00,long,15728.0,15729.0,15.0,2021-01-14 13:05:00,13:04:00,True,17,55,8.0,26.0,0.5333333333333333,1.7333333333333334,sl
2021-01-15,h062,09:42:00,short,15832.0,15820.0,36.0,2021-01-15 09:42:00,09:38:00,True,22,63,236.0,87.0,6.555555555555555,2.4166666666666665,tp
2021-01-15,h062,12:04:00,short,15723.0,15710.0,33.0,2021-01-15 12:04:00,12:02:00,True,31,94,126.0,63.0,3.8181818181818183,1.9090909090909092,sl
2021-01-15,h062,12:25:00,long,15663.0,15672.0,57.0,2021-01-15 12:25:00,12:24:00,True,37,115,64.0,88.0,1.1228070175438596,1.543859649122807,tp
2021-01-18,h062,11:29:00,short,15558.0,15553.0,10.0,2021-01-18 11:29:00,11:25:00,False,4,10,63.0,58.0,6.3,5.8,sl
2021-01-18,h062,12:26:00,short,15504.0,15491.0,35.0,2021-01-18 12:26:00,12:25:00,True,27,55,1.0,120.0,0.02857142857142857,3.4285714285714284,sl
2021-01-18,h062,12:48:00,long,15562.0,15568.0,23.0,2021-01-18 12:48:00,12:46:00,True,20,50,43.0,19.0,1.8695652173913044,0.8260869565217391,tp
2021-01-19,h062,09:40:00,short,15794.0,15792.0,32.0,2021-01-19 09:40:00,09:33:00,True,45,63,40.0,154.0,1.25,4.8125,tp
2021-01-19,h062,10:05:00,short,15826.0,15825.0,15.0,2021-01-19 10:05:00,10:03:00,True,21,42,59.0,121.0,3.933333333333333,8.066666666666666,tp
2021-01-19,h062,10:31:00,short,15780.0,15775.0,41.0,2021-01-19 10:31:00,10:30:00,True,25,84,9.0,171.0,0.21951219512195122,4.170731707317073,sl
2021-01-19,h062,11:19:00,short,15833.0,15822.0,11.0,2021-01-19 11:19:00,11:13:00,True,16,36,0.0,124.0,0.0,11.272727272727273,sl
2021-01-19,h062,13:26:00,short,15933.0,15930.0,12.0,2021-01-19 13:26:00,13:25:00,True,22,58,47.0,6.0,3.9166666666666665,0.5,tp
2021-01-20,h062,11:06:00,short,15808.0,15795.0,35.0,2021-01-20 11:06:00,11:03:00,True,42,152,60.0,97.0,1.7142857142857142,2.7714285714285714,sl
2021-01-20,h062,13:01:00,short,15753.0,15743.0,56.0,2021-01-20 13:01:00,13:00:00,True,82,182,8.0,26.0,0.14285714285714285,0.4642857142857143,timeout
2021-01-21,h062,09:48:00,long,15995.0,16000.0,39.0,2021-01-21 09:48:00,09:45:00,True,36,97,183.0,52.0,4.6923076923076925,1.3333333333333333,sl
2021-01-21,h062,10:16:00,long,16037.0,16039.0,24.0,2021-01-21 10:16:00,10:13:00,True,50,81,144.0,83.0,6.0,3.4583333333333335,sl
2021-01-21,h062,11:19:00,short,16113.0,16092.0,37.0,2021-01-21 11:19:00,11:18:00,True,95,227,136.0,73.0,3.675675675675676,1.972972972972973,tp
2021-01-21,h062,13:26:00,short,16106.0,16099.0,27.0,2021-01-21 13:26:00,13:25:00,True,28,79,16.0,32.0,0.5925925925925926,1.1851851851851851,sl
2021-01-22,h062,11:51:00,short,15952.0,15937.0,30.0,2021-01-22 11:51:00,11:47:00,True,49,101,9.0,108.0,0.3,3.6,sl
2021-01-25,h062,09:36:00,short,15865.0,15846.0,45.0,2021-01-25 09:36:00,09:33:00,True,68,127,127.0,95.0,2.8222222222222224,2.111111111111111,tp
2021-01-25,h062,09:41:00,long,15823.0,15826.0,45.0,2021-01-25 09:41:00,09:39:00,True,92,241,115.0,107.0,2.5555555555555554,2.3777777777777778,sl
2021-01-25,h062,11:55:00,long,15878.0,15879.0,20.0,2021-01-25 11:55:00,11:54:00,True,13,34,62.0,8.0,3.1,0.4,tp
2021-01-25,h062,12:04:00,long,15896.0,15905.0,23.0,2021-01-25 12:04:00,12:00:00,True,28,54,36.0,20.0,1.565217391304348,0.8695652173913043,tp
2021-01-25,h062,12:09:00,short,15904.0,15901.0,18.0,2021-01-25 12:09:00,12:05:00,True,15,27,16.0,40.0,0.8888888888888888,2.2222222222222223,sl
2021-01-26,h062,09:16:00,long,15918.0,15920.0,36.0,2021-01-26 09:16:00,09:11:00,True,35,76,12.0,383.0,0.3333333333333333,10.63888888888889,sl
2021-01-26,h062,10:05:00,short,15843.0,15842.0,58.0,2021-01-26 10:05:00,09:45:00,True,52,86,305.0,11.0,5.258620689655173,0.1896551724137931,tp
2021-01-26,h062,10:54:00,long,15736.0,15739.0,30.0,2021-01-26 10:54:00,10:51:00,True,28,52,11.0,202.0,0.36666666666666664,6.733333333333333,sl
2021-01-26,h062,11:40:00,long,15654.0,15657.0,25.0,2021-01-26 11:40:00,11:39:00,True,30,77,67.0,120.0,2.68,4.8,tp
2021-01-26,h062,12:28:00,long,15637.0,15644.0,15.0,2021-01-26 12:28:00,12:27:00,True,21,51,-1.0,107.0,-0.06666666666666667,7.133333333333334,sl
2021-01-27,h062,10:02:00,short,15713.0,15705.0,41.0,2021-01-27 10:02:00,10:01:00,True,33,95,120.0,16.0,2.926829268292683,0.3902439024390244,tp
2021-01-27,h062,10:54:00,short,15642.0,15639.0,17.0,2021-01-27 10:54:00,10:52:00,True,13,45,54.0,67.0,3.176470588235294,3.9411764705882355,tp
2021-01-27,h062,10:59:00,short,15617.0,15613.0,20.0,2021-01-27 10:59:00,10:56:00,True,65,126,28.0,93.0,1.4,4.65,tp
2021-01-27,h062,12:03:00,short,15604.0,15603.0,19.0,2021-01-27 12:03:00,12:02:00,True,12,30,2.0,103.0,0.10526315789473684,5.421052631578948,sl
2021-01-27,h062,13:09:00,short,15686.0,15683.0,20.0,2021-01-27 13:09:00,13:00:00,True,28,61,33.0,22.0,1.65,1.1,sl
2021-01-27,h062,13:28:00,short,15670.0,15667.0,23.0,2021-01-27 13:28:00,13:25:00,True,18,42,17.0,6.0,0.7391304347826086,0.2608695652173913,timeout
2021-01-28,h062,10:57:00,long,15369.0,15385.0,54.0,2021-01-28 10:57:00,10:53:00,True,151,247,35.0,80.0,0.6481481481481481,1.4814814814814814,sl
2021-01-28,h062,11:46:00,short,15327.0,15324.0,23.0,2021-01-28 11:46:00,11:45:00,True,20,66,19.0,92.0,0.8260869565217391,4.0,sl
2021-01-29,h062,11:34:00,short,15314.0,15313.0,28.0,2021-01-29 11:34:00,11:28:00,True,36,77,250.0,42.0,8.928571428571429,1.5,tp
2021-01-29,h062,13:02:00,short,15219.0,15217.0,23.0,2021-01-29 13:02:00,13:01:00,True,19,67,154.0,5.0,6.695652173913044,0.21739130434782608,tp
2021-02-01,h062,09:57:00,short,15192.0,15186.0,56.0,2021-02-01 09:57:00,09:47:00,True,27,42,32.0,212.0,0.5714285714285714,3.7857142857142856,sl
2021-02-01,h062,10:36:00,short,15231.0,15228.0,30.0,2021-02-01 10:36:00,10:24:00,True,9,20,38.0,170.0,1.2666666666666666,5.666666666666667,tp
2021-02-01,h062,11:21:00,long,15276.0,15278.0,19.0,2021-02-01 11:21:00,11:20:00,True,12,41,120.0,6.0,6.315789473684211,0.3157894736842105,tp
2021-02-01,h062,11:51:00,short,15328.0,15327.0,45.0,2021-02-01 11:51:00,11:45:00,True,16,32,8.0,71.0,0.17777777777777778,1.5777777777777777,sl
2021-02-01,h062,12:25:00,long,15380.0,15383.0,24.0,2021-02-01 12:25:00,12:23:00,True,26,46,15.0,47.0,0.625,1.9583333333333333,sl
2021-02-01,h062,13:26:00,short,15374.0,15370.0,21.0,2021-02-01 13:26:00,13:18:00,True,7,15,12.0,6.0,0.5714285714285714,0.2857142857142857,timeout
2021-02-02,h062,11:39:00,long,15797.0,15804.0,13.0,2021-02-02 11:39:00,11:37:00,True,19,53,16.0,78.0,1.2307692307692308,6.0,tp
2021-02-02,h062,12:38:00,long,15794.0,15795.0,11.0,2021-02-02 12:38:00,12:32:00,True,15,27,7.0,69.0,0.6363636363636364,6.2727272727272725,sl
2021-02-02,h062,12:46:00,long,15783.0,15785.0,8.0,2021-02-02 12:46:00,12:45:00,True,10,31,17.0,59.0,2.125,7.375,sl
2021-02-02,h062,13:01:00,short,15765.0,15764.0,23.0,2021-02-02 13:01:00,13:00:00,True,54,122,38.0,21.0,1.6521739130434783,0.9130434782608695,tp
2021-02-03,h062,10:51:00,short,15783.0,15780.0,36.0,2021-02-03 10:51:00,10:50:00,True,18,56,43.0,55.0,1.1944444444444444,1.5277777777777777,sl
2021-02-03,h062,12:09:00,long,15829.0,15830.0,15.0,2021-02-03 12:09:00,12:07:00,True,24,54,2.0,93.0,0.13333333333333333,6.2,sl
2021-02-03,h062,13:06:00,short,15748.0,15747.0,18.0,2021-02-03 13:06:00,12:56:00,True,14,29,10.0,40.0,0.5555555555555556,2.2222222222222223,sl
2021-02-04,h062,09:59:00,long,15736.0,15740.0,36.0,2021-02-04 09:59:00,09:45:00,True,24,50,37.0,115.0,1.0277777777777777,3.1944444444444446,tp
2021-02-04,h062,12:33:00,long,15640.0,15645.0,15.0,2021-02-04 12:33:00,12:30:00,True,10,20,59.0,16.0,3.933333333333333,1.0666666666666667,sl
2021-02-05,h062,09:55:00,long,15886.0,15897.0,62.0,2021-02-05 09:55:00,09:53:00,True,103,198,87.0,133.0,1.403225806451613,2.1451612903225805,tp
2021-02-05,h062,10:42:00,short,15901.0,15815.0,26.0,2021-02-05 10:42:00,10:39:00,True,214,479,51.0,44.0,1.9615384615384615,1.6923076923076923,tp
2021-02-17,h062,09:40:00,long,16371.0,16377.0,107.0,2021-02-17 09:40:00,09:34:00,True,129,226,56.0,191.0,0.5233644859813084,1.7850467289719627,sl
2021-02-17,h062,10:48:00,long,16372.0,16378.0,186.0,2021-02-17 10:48:00,09:42:00,True,12,38,55.0,68.0,0.2956989247311828,0.3655913978494624,timeout
2021-02-17,h062,11:11:00,long,16411.0,16416.0,24.0,2021-02-17 11:11:00,11:03:00,True,18,53,17.0,106.0,0.7083333333333334,4.416666666666667,sl
2021-02-17,h062,12:21:00,long,16384.0,16387.0,18.0,2021-02-17 12:21:00,12:15:00,True,5,10,4.0,77.0,0.2222222222222222,4.277777777777778,sl
2021-02-17,h062,12:52:00,long,16365.0,16373.0,16.0,2021-02-17 12:52:00,12:48:00,True,12,27,3.0,63.0,0.1875,3.9375,sl
2021-02-17,h062,13:17:00,long,16318.0,16320.0,8.0,2021-02-17 13:17:00,13:15:00,True,26,65,7.0,3.0,0.875,0.375,timeout
2021-02-18,h062,10:41:00,short,16360.0,16358.0,18.0,2021-02-18 10:41:00,10:30:00,True,15,24,68.0,167.0,3.7777777777777777,9.277777777777779,sl
2021-02-18,h062,10:47:00,long,16392.0,16414.0,28.0,2021-02-18 10:47:00,10:46:00,True,104,182,111.0,124.0,3.9642857142857144,4.428571428571429,tp
2021-02-18,h062,10:55:00,long,16455.0,16459.0,30.0,2021-02-18 10:55:00,10:54:00,True,61,135,66.0,169.0,2.2,5.633333333333334,tp
2021-02-18,h062,11:26:00,short,16421.0,16412.0,38.0,2021-02-18 11:26:00,11:21:00,True,60,97,122.0,10.0,3.210526315789474,0.2631578947368421,tp
2021-02-18,h062,12:09:00,short,16328.0,16311.0,30.0,2021-02-18 12:09:00,12:05:00,True,24,70,21.0,111.0,0.7,3.7,sl
2021-02-18,h062,12:11:00,long,16313.0,16316.0,21.0,2021-02-18 12:11:00,12:10:00,True,53,104,106.0,11.0,5.0476190476190474,0.5238095238095238,tp
2021-02-19,h062,09:14:00,short,16263.0,16255.0,34.0,2021-02-19 09:14:00,09:11:00,True,46,88,125.0,68.0,3.676470588235294,2.0,sl
2021-02-19,h062,09:36:00,long,16252.0,16255.0,27.0,2021-02-19 09:36:00,09:35:00,True,29,97,68.0,125.0,2.5185185185185186,4.62962962962963,sl
2021-02-19,h062,10:19:00,short,16183.0,16178.0,26.0,2021-02-19 10:19:00,10:16:00,True,7,24,48.0,145.0,1.8461538461538463,5.576923076923077,sl
2021-02-19,h062,11:31:00,short,16236.0,16232.0,16.0,2021-02-19 11:31:00,11:27:00,True,14,34,20.0,91.0,1.25,5.6875,sl
2021-02-19,h062,12:24:00,long,16261.0,16265.0,21.0,2021-02-19 12:24:00,12:15:00,True,56,75,58.0,0.0,2.761904761904762,0.0,tp
2021-02-19,h062,12:49:00,long,16298.0,16301.0,18.0,2021-02-19 12:49:00,12:36:00,True,16,19,22.0,26.0,1.2222222222222223,1.4444444444444444,sl
2021-02-19,h062,13:05:00,short,16294.0,16292.0,16.0,2021-02-19 13:05:00,13:01:00,True,5,10,5.0,31.0,0.3125,1.9375,sl
2021-02-22,h062,09:21:00,long,16551.0,16556.0,62.0,2021-02-22 09:21:00,09:15:00,True,24,59,2.0,220.0,0.03225806451612903,3.5483870967741935,sl
2021-02-22,h062,10:50:00,short,16356.0,16342.0,29.0,2021-02-22 10:50:00,10:45:00,True,40,79,6.0,101.0,0.20689655172413793,3.4827586206896552,sl
2021-02-23,h062,09:14:00,long,16219.0,16223.0,36.0,2021-02-23 09:14:00,09:11:00,True,18,49,228.0,17.0,6.333333333333333,0.4722222222222222,tp
2021-02-23,h062,10:37:00,long,16402.0,16405.0,16.0,2021-02-23 10:37:00,10:35:00,True,21,48,46.0,95.0,2.875,5.9375,tp
2021-02-23,h062,13:02:00,long,16432.0,16435.0,27.0,2021-02-23 13:02:00,13:00:00,True,12,29,16.0,16.0,0.5925925925925926,0.5925925925925926,timeout
2021-02-24,h062,10:39:00,short,16343.0,16342.0,21.0,2021-02-24 10:39:00,10:37:00,True,10,22,209.0,3.0,9.952380952380953,0.14285714285714285,tp
2021-02-24,h062,10:55:00,short,16270.0,16264.0,36.0,2021-02-24 10:55:00,10:50:00,True,55,93,131.0,59.0,3.638888888888889,1.6388888888888888,sl
2021-02-24,h062,12:07:00,short,16200.0,16163.0,28.0,2021-02-24 12:07:00,12:06:00,True,85,170,30.0,68.0,1.0714285714285714,2.4285714285714284,sl
2021-02-24,h062,12:18:00,short,16153.0,16149.0,32.0,2021-02-24 12:18:00,12:08:00,True,15,29,16.0,82.0,0.5,2.5625,sl
2021-02-24,h062,13:02:00,short,16175.0,16169.0,50.0,2021-02-24 13:02:00,12:28:00,True,12,20,27.0,16.0,0.54,0.32,timeout
2021-02-25,h062,09:17:00,long,16420.0,16421.0,24.0,2021-02-25 09:17:00,09:16:00,True,23,60,1.0,178.0,0.041666666666666664,7.416666666666667,sl
2021-02-25,h062,10:14:00,long,16304.0,16305.0,29.0,2021-02-25 10:14:00,09:53:00,True,16,25,93.0,62.0,3.206896551724138,2.1379310344827585,tp
2021-02-25,h062,13:02:00,long,16365.0,16370.0,10.0,2021-02-25 13:02:00,13:00:00,True,21,38,28.0,27.0,2.8,2.7,tp
2021-02-26,h062,09:44:00,short,15935.0,15906.0,93.0,2021-02-26 09:44:00,09:33:00,True,114,200,54.0,148.0,0.5806451612903226,1.5913978494623655,sl
2021-02-26,h062,12:08:00,short,15968.0,15961.0,31.0,2021-02-26 12:08:00,12:02:00,True,7,19,83.0,10.0,2.6774193548387095,0.3225806451612903,tp
2021-02-26,h062,12:26:00,long,15939.0,15946.0,27.0,2021-02-26 12:26:00,12:25:00,True,16,39,25.0,68.0,0.9259259259259259,2.5185185185185186,sl
2021-02-26,h062,13:26:00,short,15915.0,15894.0,35.0,2021-02-26 13:26:00,13:25:00,True,30,69,16.0,46.0,0.45714285714285713,1.3142857142857143,sl
2021-03-02,h062,10:42:00,short,16097.0,16090.0,23.0,2021-03-02 10:42:00,10:39:00,True,23,58,222.0,11.0,9.652173913043478,0.4782608695652174,tp
2021-03-02,h062,12:10:00,short,16068.0,16060.0,25.0,2021-03-02 12:10:00,12:00:00,True,12,17,192.0,9.0,7.68,0.36,tp
2021-03-03,h062,10:44:00,long,15995.0,15997.0,24.0,2021-03-03 10:44:00,10:41:00,True,20,40,199.0,1.0,8.291666666666666,0.041666666666666664,tp
2021-03-03,h062,10:47:00,long,16050.0,16058.0,46.0,2021-03-03 10:47:00,10:46:00,True,45,131,138.0,10.0,3.0,0.21739130434782608,tp
2021-03-03,h062,12:15:00,long,16143.0,16154.0,22.0,2021-03-03 12:15:00,12:14:00,True,49,84,42.0,21.0,1.9090909090909092,0.9545454545454546,tp
2021-03-03,h062,13:07:00,long,16169.0,16173.0,9.0,2021-03-03 13:07:00,13:06:00,True,13,35,23.0,3.0,2.5555555555555554,0.3333333333333333,tp
2021-03-03,h062,13:27:00,long,16183.0,16195.0,13.0,2021-03-03 13:27:00,13:25:00,True,32,72,1.0,25.0,0.07692307692307693,1.9230769230769231,sl
2021-03-04,h062,09:39:00,short,15965.0,15954.0,49.0,2021-03-04 09:39:00,09:38:00,True,69,129,198.0,33.0,4.040816326530612,0.673469387755102,tp
2021-03-04,h062,10:24:00,short,15855.0,15853.0,70.0,2021-03-04 10:24:00,10:22:00,True,19,67,97.0,127.0,1.3857142857142857,1.8142857142857143,tp
2021-03-04,h062,11:22:00,short,15794.0,15793.0,26.0,2021-03-04 11:22:00,11:21:00,True,12,39,37.0,187.0,1.4230769230769231,7.1923076923076925,sl
2021-03-04,h062,12:03:00,short,15791.0,15785.0,21.0,2021-03-04 12:03:00,12:00:00,True,11,31,29.0,195.0,1.380952380952381,9.285714285714286,tp
2021-03-04,h062,12:36:00,long,15881.0,15886.0,24.0,2021-03-04 12:36:00,12:30:00,True,13,37,94.0,1.0,3.9166666666666665,0.041666666666666664,tp
2021-03-04,h062,12:45:00,long,15936.0,15964.0,42.0,2021-03-04 12:45:00,12:39:00,True,114,206,16.0,60.0,0.38095238095238093,1.4285714285714286,sl
2021-03-05,h062,10:40:00,short,15791.0,15780.0,23.0,2021-03-05 10:40:00,10:38:00,True,11,32,0.0,134.0,0.0,5.826086956521739,sl
2021-03-05,h062,12:56:00,short,15805.0,15804.0,26.0,2021-03-05 12:56:00,12:55:00,True,12,30,20.0,51.0,0.7692307692307693,1.9615384615384615,sl
2021-03-08,h062,10:04:00,long,16059.0,16071.0,69.0,2021-03-08 10:04:00,10:00:00,True,106,156,24.0,304.0,0.34782608695652173,4.405797101449275,sl
2021-03-08,h062,12:47:00,long,15785.0,15787.0,18.0,2021-03-08 12:47:00,12:45:00,True,9,21,60.0,15.0,3.3333333333333335,0.8333333333333334,tp
2021-03-09,h062,09:41:00,short,15651.0,15637.0,33.0,2021-03-09 09:41:00,09:39:00,True,47,106,29.0,211.0,0.8787878787878788,6.393939393939394,sl
2021-03-09,h062,09:46:00,long,15670.0,15678.0,53.0,2021-03-09 09:46:00,09:45:00,True,59,112,170.0,70.0,3.207547169811321,1.320754716981132,sl
2021-03-09,h062,13:26:00,long,15801.0,15805.0,18.0,2021-03-09 13:26:00,13:25:00,True,15,30,20.0,4.0,1.1111111111111112,0.2222222222222222,tp
2021-03-10,h062,12:03:00,short,15846.0,15842.0,25.0,2021-03-10 12:03:00,12:02:00,True,12,36,22.0,53.0,0.88,2.12,sl
2021-03-11,h062,09:11:00,long,16022.0,16035.0,17.0,2021-03-11 09:11:00,09:10:00,True,41,103,179.0,0.0,10.529411764705882,0.0,tp
2021-03-11,h062,10:19:00,long,16164.0,16165.0,36.0,2021-03-11 10:19:00,10:12:00,True,12,31,49.0,19.0,1.3611111111111112,0.5277777777777778,tp
2021-03-11,h062,10:42:00,long,16190.0,16192.0,20.0,2021-03-11 10:42:00,10:37:00,True,26,63,22.0,30.0,1.1,1.5,sl
2021-03-11,h062,11:43:00,long,16179.0,16180.0,8.0,2021-03-11 11:43:00,11:41:00,True,7,11,34.0,18.0,4.25,2.25,tp
2021-03-11,h062,12:54:00,short,16178.0,16175.0,9.0,2021-03-11 12:54:00,12:51:00,True,17,31,13.0,17.0,1.4444444444444444,1.8888888888888888,sl
2021-03-11,h062,13:27:00,short,16178.0,16172.0,12.0,2021-03-11 13:27:00,13:18:00,True,45,65,10.0,3.0,0.8333333333333334,0.25,timeout
2021-03-12,h062,09:55:00,short,16190.0,16183.0,26.0,2021-03-12 09:55:00,09:54:00,True,56,86,28.0,58.0,1.0769230769230769,2.230769230769231,sl
