trade_date,ema20,active,breadth_09:01,thrust_09:01,breadth_09:05,thrust_09:05,breadth_09:10,thrust_09:10,breadth_09:15,thrust_09:15,breadth_09:30,thrust_09:30,up_L3_full,dn_L3_full,up_L3_pre_09:01,dn_L3_pre_09:01,up_L3_fwd_09:01,dn_L3_fwd_09:01,up_L3_pre_09:05,dn_L3_pre_09:05,up_L3_fwd_09:05,dn_L3_fwd_09:05,up_L3_pre_09:10,dn_L3_pre_09:10,up_L3_fwd_09:10,dn_L3_fwd_09:10,up_L3_pre_09:15,dn_L3_pre_09:15,up_L3_fwd_09:15,dn_L3_fwd_09:15,up_L3_pre_09:30,dn_L3_pre_09:30,up_L3_fwd_09:30,dn_L3_fwd_09:30,up_L4_full,dn_L4_full,up_L4_pre_09:01,dn_L4_pre_09:01,up_L4_fwd_09:01,dn_L4_fwd_09:01,up_L4_pre_09:05,dn_L4_pre_09:05,up_L4_fwd_09:05,dn_L4_fwd_09:05,up_L4_pre_09:10,dn_L4_pre_09:10,up_L4_fwd_09:10,dn_L4_fwd_09:10,up_L4_pre_09:15,dn_L4_pre_09:15,up_L4_fwd_09:15,dn_L4_fwd_09:15,up_L4_pre_09:30,dn_L4_pre_09:30,up_L4_fwd_09:30,dn_L4_fwd_09:30,dir_full,dir_10
2025-07-29,236.78144376076614,962,0.05093555093555094,0.00786322154491034,0.05405405405405406,-0.019195423612883917,0.0841995841995842,-0.17623086792106687,0.15280665280665282,-0.07570643203763874,0.21933471933471935,-0.20529194517423283,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1,-1
2025-07-30,245.8498776883122,955,0.28272251308900526,-0.11730494995442399,0.2837696335078534,0.025343072455258762,0.24397905759162303,-0.02722515924915882,0.18848167539267016,-0.03612826091815864,-0.21256544502617802,-0.07196841464177553,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-07-31,243.6736988608539,983,-0.1953204476093591,-0.11762152444745123,-0.24720244150559512,-0.052390806825662,-0.23499491353001017,-0.04221546641305699,-0.2777212614445575,-0.06377452131157887,-0.40386571719226855,-0.08281778594049487,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,-1
2025-08-01,245.8000132550583,1031,-0.7604267701260912,-0.07255691787936644,-0.6605237633365665,0.21190637320308475,-0.562560620756547,0.3586660035065644,-0.4684772065955383,0.49518167986569755,-0.3879728419010669,0.2665227753958782,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
2025-08-04,259.9142977069575,1004,-0.5239043824701195,-0.06449425999955855,-0.5547808764940239,0.09188973491629894,-0.6932270916334662,-0.13504713764921294,-0.6782868525896414,-0.14314668131099048,-0.38147410358565736,-0.14303307579506228,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
2025-08-05,260.68436459200916,1009,0.5014866204162537,0.2344754050276778,0.47472745292368684,0.12055413804293857,0.5044598612487612,0.13297217285575288,0.3815659068384539,-0.06396731191571664,0.27353815659068387,0.06397042970787452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
2025-08-06,251.38109177372257,1019,0.03434739941118744,0.1252470781107452,0.13738959764474976,0.2032772476600624,-0.02649656526005888,0.1361869286013711,0.010794896957801767,0.17468807780580684,0.0068694798822374874,0.08783677057532314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-08-07,237.15432112860614,1006,0.4900596421471173,0.3321381460176559,0.426441351888668,0.34447692418871917,0.3827037773359841,0.33464232693182394,0.3648111332007952,0.219453541521609,0.21669980119284293,0.464427861076598,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
2025-08-08,252.75867149731033,1003,0.1674975074775673,0.1357173954424181,0.1036889332003988,0.1148262302425642,0.09072781655034895,-0.2618576916345815,0.018943170488534396,-0.10180036371888998,-0.0029910269192422734,-0.08943610869692578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
2025-08-11,242.78165516423317,1023,-0.33528836754643204,-0.1273960601112421,-0.3118279569892473,-0.1609039542236236,-0.4340175953079179,-0.06574675519028862,-0.4232649071358749,-0.09757932844500114,-0.27663734115347016,-0.04249636920249278,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
