d,HT5lin_09:15,HT10lin_09:15,HT15lin_09:15,HT10tanh_09:15,HT10eq_09:15,HT5lin_09:30,HT10lin_09:30,HT15lin_09:30,HT10tanh_09:30,HT10eq_09:30,ema20,up_full,upsw_09:30,W50_09:30,fwdL4,tx_own
2025-09-15,-0.4869181757897181,-0.3487543467963297,-0.30737935347556383,-0.3186971260448196,0.10455945777039459,-0.3269317941204134,-0.18484879186645137,-0.1596516564098327,-0.1953103937339732,0.1842452688107191,229.06283839798775,139.0,64.0,-0.2117661652284253,0,0.2793993143872709
2025-09-16,0.22472036951438404,0.2176688081094504,0.17684000110277778,0.20619452328889165,0.13839407700986442,0.39034200765832205,0.36522509055445807,0.2938374894109211,0.31956388372921524,0.12947759021158953,224.48542521722703,253.0,189.0,0.1059696109114659,1,0.8419254827662466
2025-09-17,-0.20877107891845192,-0.1987001482390793,-0.19181598577297712,-0.19157676837382265,-0.0775507571733709,-0.2592662019985215,-0.25438809267083246,-0.2503079387544664,-0.23867130713826396,-0.1935099575983442,227.20109900606255,81.0,70.0,-0.1138071143469952,0,0.3080971012298323
2025-09-18,-0.22248748259919485,-0.23331400461717836,-0.2397327185863258,-0.22505598793805193,-0.1777931074374375,-0.27856433397167313,-0.28758326371150505,-0.29282677848100397,-0.27369786981360783,-0.252304558577275,220.324803862628,257.0,39.0,-0.0615273540733305,1,0.17701139098399657
2025-09-19,-0.23871190454265911,-0.25194902158566407,-0.2607595037562625,-0.23447442940345142,-0.2075235665435268,-0.31992198127366317,-0.32410632345474144,-0.32597113925340837,-0.26443257949017185,-0.3148334214341201,223.81767968523488,138.0,49.0,-0.201669085803914,0,0.21892819221837595
2025-09-22,0.07416603478955311,0.05393125065121084,0.030179005585973924,0.05218766018552064,0.049656137280942904,0.24522139167060875,0.19211109336829968,0.15594824452453437,0.1855081722677539,0.005055955399560319,223.16837685806965,252.0,77.0,0.097348237735224,1,0.34503096309639947
2025-09-23,-0.15656519406778763,-0.14752623076092372,-0.1663870577888448,-0.14643217134040368,-0.02567084687068528,0.04034734979656624,0.024190519585748374,-0.01475131072861304,0.020506381664388517,0.00885094328947519,225.9142457287297,305.0,96.0,-0.0959981976802764,1,0.42494000185926123
2025-09-24,-0.269088969640735,-0.21817864628419018,-0.21838881082546704,-0.20966621747308875,-0.07238567497600823,-0.45295987820864525,-0.35731272721916657,-0.35168711263270847,-0.32785198458565423,-0.032306628772802756,233.44622232599357,188.0,86.0,-0.3559124221818669,0,0.36839319627072903
2025-09-25,0.2926661338501424,0.22961065942512127,0.20283028720720092,0.2224146404918016,0.0894710952368056,0.3767031420751247,0.25017471365231797,0.19756170920247004,0.2316439134331838,-0.023638195391299736,241.7846773425656,169.0,125.0,0.2020108103971047,0,0.5169889232595885
2025-09-26,-0.43735596637048113,-0.38896873790541187,-0.38784719168220794,-0.3410966826148786,-0.3615282537675579,-0.7549764286490417,-0.7134825259270854,-0.7124975200108835,-0.5608468681748943,-0.7424163113439118,237.42423188136888,194.0,101.0,-0.5503231626682741,0,0.4253988701981588
2025-09-30,0.2560549395939519,0.24882288737401198,0.1932432055559981,0.2118870264480456,0.275532344891115,0.28320466933677474,0.3163075237020737,0.2808538235173342,0.2673617371875455,0.4615489139211563,261.5743050355242,249.0,249.0,0.2318189949183704,0,0.9519283630178564
2025-10-01,0.3687437377897725,0.35660031135659415,0.32272352734085136,0.3239642053236435,0.19084844116270833,0.6171551359370835,0.5732133291566593,0.5206263500411018,0.47998292581453655,0.30344571386919145,260.3767521749981,314.0,239.0,0.3053279978470842,1,0.91790068815118
2025-10-02,0.006688336785989885,-0.0025186280628091092,0.005182778633948035,-0.0004186105311795711,-0.023895396657423497,0.19555847075245866,0.15721749431766743,0.1472334610901522,0.15714742506194326,0.0009034452200939236,271.29325196785544,139.0,97.0,-0.0987909851362565,0,0.3575466742958029
2025-10-03,0.31479985605038435,0.23817388847197224,0.208535664337251,0.21210111336801513,0.08642167245312164,0.10630484664632565,0.03416933805296683,0.009502846102146665,0.028433434952095327,-0.06140094412146284,259.36056130425015,376.0,157.0,0.1289749833170433,1,0.6053349021550997
2025-10-07,0.3144467417026582,0.26875725398005273,0.27960384516583653,0.24105790043018413,0.03440355212725397,0.2661017340114901,0.24823767433170849,0.2742574470480023,0.2322767237169756,0.06348051385517342,270.46907927527394,361.0,222.0,-0.0223628872532648,1,0.8207962277789846
2025-10-08,-0.19654652654975874,-0.14654209177632344,-0.14290245779821262,-0.14383009472846311,0.019364439456545722,0.015280395833693826,0.03648283466397062,0.01880578267003409,0.03410624042879233,0.11446348825176744,279.09107172524784,215.0,104.0,-0.0919227508215437,0,0.37263821933502467
2025-10-09,-0.32629923877535666,-0.2619052108165677,-0.2635583701128428,-0.2313429166087577,-0.1436173318936296,-0.04749772222116762,0.01024257278250503,0.0017507295900683853,0.04547133842009931,-0.05051711494623945,272.9871601323671,148.0,99.0,-0.176678028500839,0,0.362654419174867
2025-10-13,0.599670590585208,0.4363026222464668,0.30970064075140546,0.36815742945120133,-0.08865743683457843,1.1205519793593408,0.9102654754686866,0.7610334042916013,0.5615094936194598,0.09735588766223569,264.32171631023687,555.0,454.0,0.5875523497050578,0,1.7176038591817253
2025-10-14,-0.05151044525912068,0.027140492860482146,0.03916856196779821,0.015168104088741084,0.17526301934938954,-0.27913779463688987,-0.1454636320340943,-0.09847828842552692,-0.14781497415470962,0.15715973271425376,292.0053623759286,190.0,190.0,-0.2243085344385205,0,0.6506729823522672
2025-10-15,-0.20978011278127995,-0.1990619686487109,-0.19172768563948403,-0.1951046182129375,-0.15044328443045427,-0.057464386291494314,-0.0728770608228052,-0.08532365492362906,-0.06965475729460063,-0.14423776252267015,334.1000897686973,479.0,157.0,-0.06677126805651,1,0.4699190596108297
2025-10-16,0.11741338973482972,0.15688514846125828,0.16289514252949625,0.15069429353912994,0.20825339422079817,0.0299428721487022,0.06241444986098924,0.0813450243301695,0.05970778546327382,0.1739382291952781,347.90008121929753,427.0,97.0,0.186563002692008,1,0.2788156865616148
2025-10-17,0.22036794426684045,0.2012224496409941,0.19808327705382625,0.1930692297910861,0.16513148579661907,0.06142388771820935,0.05980345290788393,0.07488144042837075,0.05824267744152764,0.10332033243406587,355.4334068174597,301.0,301.0,0.0417279563005472,0,0.8468534308441775
2025-10-20,0.0733754973367844,0.051368211631411635,0.045633867921561856,0.05024349052333943,0.03939263458142827,0.8266318298534456,0.6904917595886713,0.6270104738713684,0.5312535401981912,0.16785003058943138,350.2492728348445,392.0,305.0,0.2044611543223262,1,0.8708083746509842
