date,side,ordinal,is_2nd,entry_min,prior_swing_L,prior_run_open_L,ext_lvl,mfe_L,reach_L3,reach_L4,reach_L5
2022-04-25,long,1,0,683,0.596,0.283,>=L2,0.006,0,0,0
2022-04-25,short,2,1,743,1.335,1.051,>=L3,0.012,0,0,0
2022-04-26,short,1,0,583,0.504,0.418,>=L2,0.349,1,0,0
2022-04-26,long,1,0,681,0.675,0.086,>=L2,0.074,0,0,0
2022-04-26,short,2,1,804,0.744,0.658,>=L3,0.006,0,0,0
2022-04-27,long,1,0,573,0.634,0.551,>=L2,0.387,1,0,0
2022-04-27,short,1,0,613,0.598,0.082,>=L2,0.463,1,0,0
2022-04-27,long,2,1,649,0.651,0.569,>=L2,0.551,1,1,0
2022-04-27,short,2,1,781,0.927,0.358,>=L3,0.106,0,0,0
2022-04-28,short,1,0,573,0.541,0.46,>=L2,0.14,0,0,0
2022-04-28,long,1,0,598,0.623,0.082,>=L2,0.576,1,1,0
2022-04-29,short,1,0,618,0.517,0.057,>=L2,0.327,1,0,0
2022-04-29,long,1,0,710,0.517,0.46,>=L2,0.103,0,0,0
2022-05-03,short,1,0,559,0.574,0.088,>=L2,0.246,1,0,0
2022-05-04,long,1,0,554,0.531,0.501,>=L2,0.024,0,0,0
2022-05-04,short,1,0,662,0.501,0.03,>=L2,0.131,0,0,0
2022-05-05,short,1,0,631,0.503,0.36,>=L2,0.366,1,0,0
2022-05-06,short,1,0,597,0.499,0.272,>=L2,0.126,0,0,0
2022-05-06,long,1,0,708,0.563,0.284,>=L2,0.202,1,0,0
2022-05-09,short,1,0,548,0.578,0.331,>=L2,0.656,1,1,0
2022-05-10,long,1,0,555,0.607,0.262,>=L2,1.452,1,1,1
2022-05-10,long,2,1,588,0.78,0.275,>=L3,1.253,1,1,1
2022-05-11,short,1,0,599,0.513,0.478,>=L2,0.064,0,0,0
2022-05-11,long,1,0,633,0.519,0.041,>=L2,0.385,1,0,0
2022-05-12,long,1,0,596,0.584,0.507,>=L2,0.088,0,0,0
2022-05-12,short,1,0,658,0.643,0.118,>=L2,1.115,1,1,1
2022-05-13,long,1,0,612,0.544,0.355,>=L2,0.222,0,0,0
2022-05-16,short,1,0,609,0.553,0.276,>=L2,0.616,1,1,0
2022-05-16,long,1,0,788,0.507,0.276,>=L2,0.179,0,0,0
2022-05-17,long,1,0,584,0.608,0.523,>=L2,0.21,1,0,0
2022-05-18,long,1,0,732,0.6,0.402,>=L2,0.169,1,0,0
2022-05-19,short,1,0,573,0.526,0.066,>=L2,0.335,1,0,0
2022-05-19,long,1,0,683,0.58,0.46,>=L2,0.406,1,0,0
2022-05-20,long,1,0,573,0.569,0.23,>=L2,0.272,1,0,0
2022-05-23,short,1,0,562,0.586,0.321,>=L2,0.611,1,1,0
2022-05-23,long,1,0,642,0.531,0.265,>=L2,0.364,1,0,0
2022-05-23,short,2,1,790,1.154,0.889,>=L3,0.247,0,0,0
2022-05-24,short,1,0,627,0.633,0.48,>=L2,0.87,1,1,1
2022-05-25,long,1,0,609,0.594,0.431,>=L2,0.431,1,1,0
2022-05-26,short,1,0,572,0.539,0.36,>=L2,0.986,1,1,1
2022-05-27,long,1,0,573,0.665,0.61,>=L2,0.238,1,0,0
2022-05-30,long,1,0,579,0.503,0.452,>=L2,0.61,1,1,0
2022-05-31,long,1,0,637,0.594,0.415,>=L2,0.93,1,1,1
2022-06-01,long,1,0,586,0.554,0.414,>=L2,0.231,1,0,0
2022-06-01,short,1,0,667,0.672,0.14,>=L2,0.312,1,0,0
2022-06-02,long,1,0,647,0.501,0.147,>=L2,0.278,0,0,0
2022-06-06,long,1,0,620,0.593,0.316,>=L2,0.503,1,1,0
2022-06-07,short,1,0,572,0.68,0.619,>=L2,0.056,0,0,0
2022-06-07,long,1,0,680,0.557,0.062,>=L2,0.124,0,0,0
2022-06-08,long,1,0,568,0.666,0.637,>=L2,0.272,1,0,0
2022-06-10,long,1,0,587,0.558,0.372,>=L2,0.372,1,0,0
2022-06-13,short,1,0,549,0.523,0.491,>=L2,0.359,1,0,0
2022-06-14,short,1,0,567,0.655,0.501,>=L2,0.321,1,0,0
2022-06-14,long,1,0,615,0.591,0.154,>=L2,0.995,1,1,1
2022-06-15,long,1,0,571,0.591,0.265,>=L2,0.074,0,0,0
2022-06-15,short,1,0,691,0.498,0.326,>=L2,0.185,0,0,0
2022-06-15,long,2,1,792,0.597,0.271,>=L2,0.111,0,0,0
2022-06-17,long,1,0,555,0.592,0.542,>=L2,0.351,0,0,0
2022-06-17,short,1,0,568,0.564,0.049,>=L2,0.46,1,0,0
2022-06-17,long,2,1,587,0.608,0.559,>=L2,0.137,0,0,0
2022-06-17,short,2,1,627,0.625,0.055,>=L2,0.312,1,0,0
2022-06-17,long,3,1,747,0.619,0.57,>=L2,0.241,0,0,0
2022-06-20,long,1,0,674,0.52,0.271,>=L2,0.382,1,0,0
2022-06-20,short,1,0,772,1.207,0.935,>=L3,0.426,1,1,0
2022-06-21,long,1,0,608,0.699,0.44,>=L2,0.662,1,1,1
2022-06-22,short,1,0,572,0.597,0.582,>=L2,1.158,1,1,1
2022-06-23,short,1,0,552,0.65,0.236,>=L2,1.233,1,1,1
2022-06-23,long,1,0,568,0.525,0.414,>=L2,0.318,1,0,0
2022-06-23,short,2,1,588,1.055,0.64,>=L3,0.78,1,1,1
2022-06-23,short,3,1,797,1.642,1.228,>=L3,0.135,0,0,0
2022-06-24,long,1,0,563,0.54,0.54,>=L2,0.172,0,0,0
2022-06-24,short,1,0,677,0.513,0.0,>=L2,0.354,1,0,0
2022-06-27,long,1,0,566,0.604,0.586,>=L2,0.512,1,0,0
2022-06-27,short,1,0,818,0.627,0.018,>=L2,0.028,0,0,0
2022-06-28,short,1,0,574,0.539,0.516,>=L2,0.516,1,0,0
2022-06-29,long,1,0,576,0.541,0.354,>=L2,0.089,0,0,0
2022-06-29,short,1,0,685,0.56,0.187,>=L2,0.07,0,0,0
2022-07-01,long,1,0,572,0.502,0.21,>=L2,0.078,0,0,0
2022-07-01,short,1,0,582,0.954,0.744,>=L3,1.813,1,1,1
2022-07-04,long,1,0,563,0.546,0.301,>=L2,0.368,1,0,0
2022-07-04,short,1,0,628,0.866,0.566,>=L3,0.562,1,1,0
2022-07-04,long,2,1,671,0.76,0.301,>=L3,0.099,0,0,0
2022-07-04,short,2,1,742,0.977,0.676,>=L3,0.214,0,0,0
2022-07-04,long,3,1,821,0.76,0.301,>=L3,0.008,0,0,0
2022-07-05,short,1,0,572,0.656,0.344,>=L2,1.187,1,1,1
2022-07-06,short,1,0,588,0.687,0.593,>=L2,0.749,1,1,1
2022-07-07,long,1,0,572,0.498,0.028,>=L2,1.231,1,1,1
2022-07-08,long,1,0,611,0.513,0.315,>=L2,0.033,0,0,0
2022-07-11,short,1,0,568,0.564,0.465,>=L2,0.418,1,0,0
2022-07-12,short,1,0,556,0.562,0.48,>=L2,0.596,1,1,0
2022-07-13,long,1,0,786,0.518,0.393,>=L2,0.017,0,0,0
2022-07-14,long,1,0,591,0.518,0.11,>=L2,0.692,1,1,0
2022-07-15,long,1,0,618,0.554,0.242,>=L2,0.203,1,0,0
2022-07-19,long,1,0,577,0.603,0.493,>=L2,0.053,0,0,0
2022-07-20,short,1,0,772,0.609,0.366,>=L2,0.374,1,0,0
2022-07-21,long,1,0,714,0.504,0.396,>=L2,0.32,1,0,0
2022-07-22,short,1,0,647,0.502,0.29,>=L2,0.086,0,0,0
2022-07-25,long,1,0,661,0.501,0.235,>=L2,0.201,0,0,0
2022-07-26,short,1,0,603,0.53,0.384,>=L2,0.053,0,0,0
2022-07-27,short,1,0,590,0.509,0.156,>=L2,0.156,0,0,0
2022-07-27,long,1,0,710,0.551,0.353,>=L2,0.33,1,0,0
2022-07-28,short,1,0,566,0.498,0.373,>=L2,0.303,1,0,0
2022-07-29,short,1,0,725,0.572,0.315,>=L2,0.024,0,0,0
2022-08-01,short,1,0,559,0.606,0.581,>=L2,0.025,0,0,0
2022-08-01,long,1,0,590,0.576,0.025,>=L2,0.229,0,0,0
2022-08-02,short,1,0,550,0.569,0.513,>=L2,0.426,1,0,0
2022-08-02,long,1,0,647,0.549,0.056,>=L2,0.036,0,0,0
2022-08-03,long,1,0,555,0.638,0.468,>=L2,0.087,0,0,0
2022-08-03,short,1,0,570,0.504,0.17,>=L2,0.015,0,0,0
2022-08-05,long,1,0,535,0.501,0.486,>=L2,0.813,1,1,1
2022-08-10,long,1,0,710,0.587,0.369,>=L2,0.016,0,0,0
2022-08-11,long,1,0,633,0.53,0.411,>=L2,0.011,0,0,0
2022-08-12,long,1,0,729,0.617,0.453,>=L2,0.04,0,0,0
2022-08-15,long,1,0,607,0.499,0.153,>=L2,0.317,1,0,0
2022-08-18,long,1,0,645,0.577,0.4,>=L2,0.129,0,0,0
2022-08-19,long,1,0,620,0.525,0.294,>=L2,0.399,1,0,0
2022-08-22,long,1,0,582,0.508,0.402,>=L2,0.233,0,0,0
2022-08-22,short,1,0,744,0.522,0.106,>=L2,0.183,0,0,0
2022-08-23,short,1,0,589,0.539,0.175,>=L2,0.277,0,0,0
2022-08-23,long,1,0,656,0.532,0.364,>=L2,0.015,0,0,0
2022-08-24,short,1,0,599,0.589,0.287,>=L2,0.559,1,1,0
2022-08-24,long,1,0,800,0.566,0.302,>=L2,0.038,0,0,0
2022-08-25,long,1,0,587,0.702,0.626,>=L2,0.113,1,0,0
2022-08-25,short,1,0,717,0.709,0.075,>=L2,0.264,1,0,0
2022-08-25,long,2,1,777,0.792,0.717,>=L3,0.075,0,0,0
2022-08-26,long,1,0,595,0.499,0.361,>=L2,0.23,0,0,0
2022-08-26,short,1,0,784,0.599,0.238,>=L2,0.123,0,0,0
2022-08-29,short,1,0,559,0.514,0.395,>=L2,0.206,0,0,0
2022-08-29,long,1,0,606,0.649,0.119,>=L2,0.577,1,1,0
2022-08-30,long,1,0,569,0.573,0.503,>=L2,0.715,1,1,0
2022-08-30,short,1,0,597,0.605,0.102,>=L2,0.047,0,0,0
2022-08-30,long,2,1,676,0.573,0.503,>=L2,0.738,1,1,1
2022-08-30,short,2,1,812,0.605,0.102,>=L2,0.055,0,0,0
2022-08-31,short,1,0,815,0.515,0.177,>=L2,0.031,0,0,0
2022-09-01,short,1,0,533,0.723,0.716,>=L3,0.522,1,1,0
2022-09-01,long,1,0,616,0.723,0.007,>=L3,0.195,0,0,0
2022-09-01,short,2,1,663,1.029,1.022,>=L3,0.41,1,0,0
2022-09-01,long,2,1,802,0.723,0.007,>=L3,0.063,0,0,0
2022-09-02,short,1,0,561,0.541,0.5,>=L2,1.0,1,1,1
2022-09-02,long,1,0,747,0.589,0.041,>=L2,0.055,0,0,0
2022-09-02,short,2,1,796,1.117,1.075,>=L3,0.315,1,0,0
2022-09-05,long,1,0,535,0.656,0.576,>=L2,0.272,1,0,0
2022-09-05,short,1,0,569,0.55,0.08,>=L2,0.51,1,1,0
2022-09-05,long,2,1,628,0.934,0.855,>=L3,0.152,0,0,0
2022-09-05,short,2,1,639,0.981,0.126,>=L3,0.126,0,0,0
2022-09-05,long,3,1,713,0.934,0.855,>=L3,0.225,0,0,0
2022-09-06,long,1,0,728,0.514,0.33,>=L2,0.139,0,0,0
2022-09-07,short,1,0,556,0.647,0.584,>=L2,0.171,1,0,0
2022-09-07,long,1,0,649,0.596,0.063,>=L2,0.063,0,0,0
2022-09-07,short,2,1,681,0.787,0.723,>=L3,0.038,0,0,0
2022-09-08,short,1,0,568,0.544,0.447,>=L2,0.058,0,0,0
2022-09-08,long,1,0,686,0.693,0.24,>=L2,0.466,1,1,0
2022-09-12,long,1,0,597,0.593,0.309,>=L2,0.052,0,0,0
2022-09-13,short,1,0,690,0.576,0.281,>=L2,0.161,0,0,0
2022-09-14,long,1,0,549,0.601,0.497,>=L2,0.829,1,1,1
2022-09-15,long,1,0,588,0.521,0.414,>=L2,0.494,1,1,0
2022-09-15,short,1,0,731,0.514,0.107,>=L2,0.067,0,0,0
2022-09-19,short,1,0,553,0.508,0.303,>=L2,0.811,1,1,0
2022-09-20,short,1,0,570,0.498,0.484,>=L2,0.159,0,0,0
2022-09-20,long,1,0,744,0.705,0.124,>=L2,0.131,1,0,0
2022-09-21,short,1,0,730,0.511,0.199,>=L2,0.419,1,0,0
2022-09-22,long,1,0,610,0.537,0.129,>=L2,0.673,1,1,0
2022-09-23,short,1,0,622,0.614,0.494,>=L2,0.67,1,1,0
2022-09-23,long,1,0,770,0.606,0.12,>=L2,0.056,0,0,0
2022-09-26,short,1,0,550,0.553,0.297,>=L2,1.05,1,1,1
2022-09-26,long,1,0,613,0.587,0.256,>=L2,0.366,0,0,0
2022-09-26,short,2,1,663,1.05,0.794,>=L3,0.587,1,1,0
2022-09-26,long,2,1,805,0.622,0.256,>=L2,0.007,0,0,0
2022-09-27,short,1,0,563,0.549,0.43,>=L2,0.331,1,0,0
2022-09-27,long,1,0,632,0.681,0.119,>=L2,0.178,1,0,0
2022-09-28,long,1,0,604,0.524,0.356,>=L2,0.013,0,0,0
2022-09-28,long,2,1,710,0.537,0.356,>=L2,0.128,0,0,0
2022-09-28,short,1,0,809,2.438,2.082,>=L3,0.06,0,0,0
2022-09-29,short,1,0,602,0.573,0.49,>=L2,0.662,1,1,0
2022-09-29,long,1,0,717,0.555,0.083,>=L2,0.337,1,0,0
2022-09-29,short,2,1,803,1.187,1.105,>=L3,0.083,0,0,0
2022-09-30,long,1,0,587,0.58,0.244,>=L2,0.377,1,0,0
2022-09-30,short,1,0,632,0.679,0.337,>=L2,0.093,0,0,0
2022-09-30,long,2,1,675,0.882,0.546,>=L3,0.43,1,0,0
2022-10-03,long,1,0,551,0.561,0.368,>=L2,0.83,1,1,1
2022-10-03,short,1,0,688,0.538,0.193,>=L2,0.526,1,1,0
2022-10-04,short,1,0,616,0.594,0.232,>=L2,0.034,0,0,0
2022-10-05,long,1,0,560,0.605,0.495,>=L2,0.378,1,0,0
2022-10-05,short,1,0,732,0.565,0.111,>=L2,0.448,1,0,0
2022-10-05,long,2,1,798,0.949,0.838,>=L3,0.128,0,0,0
2022-10-06,short,1,0,548,0.55,0.404,>=L2,0.345,1,0,0
2022-10-07,short,1,0,694,0.553,0.333,>=L2,0.273,1,0,0
2022-10-11,long,1,0,560,0.618,0.279,>=L2,0.055,0,0,0
2022-10-11,long,2,1,634,0.618,0.279,>=L2,0.018,0,0,0
2022-10-11,short,1,0,662,0.957,0.678,>=L3,0.4,1,0,0
2022-10-12,short,1,0,562,0.682,0.324,>=L2,0.288,1,0,0
2022-10-12,long,1,0,605,0.506,0.359,>=L2,0.529,1,0,0
2022-10-14,long,1,0,588,0.567,0.144,>=L2,0.444,1,0,0
2022-10-17,short,1,0,548,0.507,0.256,>=L2,0.657,1,1,0
2022-10-18,short,1,0,560,0.566,0.432,>=L2,0.543,1,1,0
2022-10-18,long,1,0,712,0.649,0.133,>=L2,0.299,1,0,0
2022-10-19,long,1,0,588,0.508,0.237,>=L2,0.044,0,0,0
2022-10-20,long,1,0,598,0.633,0.022,>=L2,0.906,1,1,1
2022-10-20,short,1,0,732,0.857,0.835,>=L3,0.016,0,0,0
2022-10-20,long,2,1,785,0.841,0.022,>=L3,0.693,1,1,0
2022-10-21,short,1,0,731,0.7,0.563,>=L2,0.174,1,0,0
2022-10-24,short,1,0,546,0.52,0.381,>=L2,0.933,1,1,1
2022-10-25,short,1,0,546,0.568,0.305,>=L2,0.96,1,1,1
2022-10-25,short,2,1,773,1.518,1.255,>=L3,0.299,1,0,0
2022-10-26,long,1,0,655,0.689,0.403,>=L2,0.138,1,0,0
2022-10-27,long,1,0,574,0.505,0.48,>=L2,0.3,0,0,0
2022-10-28,short,1,0,644,0.565,0.251,>=L2,0.398,1,0,0
2022-10-31,long,1,0,593,0.582,0.349,>=L2,0.312,1,0,0
2022-11-01,long,1,0,577,0.644,0.504,>=L2,0.338,1,0,0
2022-11-03,long,1,0,563,0.606,0.441,>=L2,0.252,1,0,0
2022-11-04,long,1,0,594,0.499,0.323,>=L2,0.663,1,1,0
2022-11-07,long,1,0,582,0.546,0.197,>=L2,0.494,1,1,0
2022-11-08,long,1,0,600,0.524,0.442,>=L2,0.099,0,0,0
2022-11-09,long,1,0,582,0.554,0.377,>=L2,0.548,1,1,0
2022-11-10,short,1,0,612,0.502,0.369,>=L2,0.151,0,0,0
2022-11-11,long,1,0,545,0.64,0.439,>=L2,0.282,1,0,0
2022-11-11,long,2,1,620,0.69,0.489,>=L2,0.552,1,1,0
2022-11-14,short,1,0,560,0.506,0.394,>=L2,0.2,0,0,0
2022-11-14,long,1,0,651,0.531,0.112,>=L2,0.244,1,0,0
2022-11-15,short,1,0,630,0.526,0.16,>=L2,0.327,0,0,0
2022-11-15,long,1,0,707,2.169,2.009,>=L3,0.218,1,0,0
2022-11-16,short,1,0,657,1.111,0.963,>=L3,0.507,1,0,0
2022-11-16,long,1,0,718,1.145,0.182,>=L3,0.006,0,0,0
2022-11-16,short,2,1,764,1.111,0.963,>=L3,0.239,0,0,0
2022-11-17,short,1,0,594,0.506,0.376,>=L2,0.315,1,0,0
2022-11-17,long,1,0,682,0.59,0.129,>=L2,0.534,1,1,0
2022-11-18,short,1,0,577,0.704,0.145,>=L2,0.715,1,1,1
2022-11-21,short,1,0,609,0.524,0.389,>=L2,0.146,0,0,0
2022-11-22,short,1,0,544,0.625,0.524,>=L2,0.062,0,0,0
2022-11-22,long,1,0,572,0.569,0.101,>=L2,0.405,1,0,0
2022-11-22,short,2,1,619,0.625,0.524,>=L2,0.175,0,0,0
2022-11-22,long,2,1,664,0.648,0.124,>=L2,0.36,1,0,0
2022-11-23,short,1,0,619,0.533,0.408,>=L2,0.011,0,0,0
2022-11-23,long,1,0,668,0.561,0.153,>=L2,0.096,0,0,0
2022-11-24,long,1,0,772,0.645,0.444,>=L2,0.124,1,0,0
2022-11-25,short,1,0,677,0.568,0.393,>=L2,0.193,0,0,0
2022-11-28,long,1,0,550,0.535,0.113,>=L2,0.434,1,0,0
2022-11-28,short,1,0,583,0.674,0.56,>=L2,0.397,1,0,0
2022-11-28,short,2,1,818,0.85,0.737,>=L3,0.107,1,0,0
2022-11-29,long,1,0,576,0.568,0.36,>=L2,1.022,1,1,1
2022-11-30,long,1,0,586,0.695,0.569,>=L2,0.629,1,1,1
2022-12-01,long,1,0,560,0.599,0.454,>=L2,0.297,0,0,0
2022-12-01,short,1,0,604,0.692,0.175,>=L2,0.489,1,1,0
2022-12-02,long,1,0,607,0.541,0.437,>=L2,0.161,0,0,0
2022-12-05,short,1,0,753,0.612,0.107,>=L2,0.226,1,0,0
2022-12-06,short,1,0,580,0.613,0.494,>=L2,0.755,1,1,1
2022-12-07,long,1,0,559,0.531,0.514,>=L2,0.537,1,1,0
2022-12-07,short,1,0,631,0.566,0.017,>=L2,0.508,1,1,0
2022-12-07,long,2,1,713,1.039,1.021,>=L3,0.127,0,0,0
2022-12-07,short,2,1,825,1.073,0.052,>=L3,0.0,0,0,0
2022-12-08,short,1,0,569,0.567,0.55,>=L2,0.292,1,0,0
2022-12-08,long,1,0,644,0.642,0.017,>=L2,0.252,1,0,0
2022-12-09,long,1,0,582,0.538,0.168,>=L2,0.509,1,0,0
2022-12-12,short,1,0,545,0.557,0.551,>=L2,0.416,1,0,0
2022-12-12,long,1,0,726,0.527,0.006,>=L2,0.141,0,0,0
2022-12-15,short,1,0,606,0.528,0.299,>=L2,0.023,0,0,0
2022-12-15,long,1,0,675,0.627,0.328,>=L2,0.264,1,0,0
2022-12-16,long,1,0,632,0.578,0.405,>=L2,0.274,1,0,0
2022-12-16,short,1,0,774,0.578,0.173,>=L2,0.119,0,0,0
2022-12-19,long,1,0,564,0.533,0.272,>=L2,0.278,1,0,0
2022-12-19,short,1,0,734,0.545,0.26,>=L2,0.012,0,0,0
2022-12-20,long,1,0,563,0.521,0.472,>=L2,0.143,0,0,0
2022-12-20,short,1,0,575,0.521,0.05,>=L2,1.551,1,1,1
2022-12-21,short,1,0,741,0.584,0.198,>=L2,0.045,0,0,0
2022-12-22,long,1,0,598,0.514,0.36,>=L2,0.218,0,0,0
2022-12-23,long,1,0,597,0.61,0.348,>=L2,0.201,0,0,0
2022-12-27,long,1,0,567,0.621,0.601,>=L2,0.114,0,0,0
2022-12-27,short,1,0,722,0.595,0.02,>=L2,0.2,1,0,0
2022-12-28,long,1,0,577,0.499,0.034,>=L2,0.0,0,0,0
2022-12-28,short,1,0,594,0.533,0.499,>=L2,0.41,1,0,0
2022-12-29,short,1,0,582,0.589,0.153,>=L2,0.014,0,0,0
2022-12-29,long,1,0,639,0.541,0.437,>=L2,0.596,1,0,0
2022-12-30,short,1,0,635,0.503,0.363,>=L2,0.3,0,0,0
2023-01-03,long,1,0,603,0.573,0.094,>=L2,1.64,1,1,1
2023-01-04,long,1,0,587,0.589,0.432,>=L2,0.105,0,0,0
2023-01-04,short,1,0,705,0.524,0.157,>=L2,0.072,0,0,0
2023-01-05,long,1,0,580,0.511,0.347,>=L2,0.054,0,0,0
2023-01-06,long,1,0,667,0.597,0.576,>=L2,0.302,1,0,0
2023-01-09,long,1,0,606,0.576,0.326,>=L2,0.756,1,1,1
2023-01-10,long,1,0,604,0.6,0.567,>=L2,0.081,0,0,0
2023-01-10,short,1,0,640,0.62,0.054,>=L2,0.054,0,0,0
2023-01-10,long,2,1,819,0.6,0.567,>=L2,0.074,0,0,0
2023-01-11,short,1,0,556,0.503,0.3,>=L2,0.475,1,0,0
2023-01-12,short,1,0,625,0.568,0.463,>=L2,0.372,1,0,0
2023-01-13,short,1,0,560,0.587,0.473,>=L2,0.77,1,1,1
2023-01-16,long,1,0,606,0.553,0.471,>=L2,0.02,0,0,0
2023-01-16,short,1,0,686,0.587,0.116,>=L2,0.225,0,0,0
2023-01-30,long,1,0,530,0.547,0.547,>=L2,0.374,0,0,0
2023-01-30,long,2,1,704,0.614,0.614,>=L2,0.3,1,0,0
2023-01-31,short,1,0,614,0.514,0.463,>=L2,0.919,1,1,1
2023-02-01,short,1,0,675,0.691,0.37,>=L2,0.119,0,0,0
2023-02-01,long,1,0,804,0.572,0.321,>=L2,0.258,1,0,0
2023-02-02,long,1,0,637,0.552,0.15,>=L2,0.437,1,0,0
2023-02-03,long,1,0,576,0.511,0.05,>=L2,0.54,1,1,0
2023-02-06,short,1,0,563,0.525,0.518,>=L2,0.331,1,0,0
2023-02-07,long,1,0,568,0.563,0.468,>=L2,0.051,0,0,0
2023-02-07,short,1,0,650,0.556,0.095,>=L2,0.066,0,0,0
2023-02-08,long,1,0,565,0.563,0.556,>=L2,0.784,1,1,0
2023-02-09,long,1,0,645,0.541,0.398,>=L2,0.038,0,0,0
2023-02-10,short,1,0,558,0.61,0.594,>=L2,0.102,0,0,0
2023-02-10,long,1,0,569,0.5,0.016,>=L2,0.07,0,0,0
2023-02-13,long,1,0,584,0.503,0.3,>=L2,0.382,1,0,0
2023-02-14,long,1,0,624,0.686,0.318,>=L2,0.098,1,0,0
2023-02-15,long,1,0,531,0.551,0.225,>=L2,0.284,0,0,0
2023-02-15,short,1,0,608,0.701,0.384,>=L2,0.827,1,1,1
2023-02-16,long,1,0,569,0.513,0.457,>=L2,0.809,1,1,0
2023-02-17,short,1,0,591,0.614,0.244,>=L2,0.118,1,0,0
2023-02-17,long,1,0,707,0.582,0.37,>=L2,0.11,0,0,0
2023-02-20,long,1,0,554,0.647,0.493,>=L2,0.882,1,1,1
2023-02-21,long,1,0,644,0.547,0.432,>=L2,0.1,0,0,0
2023-02-22,short,1,0,559,0.554,0.345,>=L2,0.329,0,0,0
2023-02-22,long,1,0,576,0.522,0.209,>=L2,0.441,1,0,0
2023-02-22,short,2,1,601,0.586,0.377,>=L2,0.201,0,0,0
2023-02-22,long,2,1,649,0.522,0.209,>=L2,0.433,1,0,0
2023-02-23,long,1,0,554,0.674,0.658,>=L2,1.308,1,1,1
2023-02-23,short,1,0,824,0.544,0.016,>=L2,0.0,0,0,0
2023-02-24,short,1,0,566,0.498,0.181,>=L2,0.731,1,1,0
2023-03-02,short,1,0,545,0.607,0.453,>=L2,0.621,1,1,1
2023-03-02,long,1,0,610,0.565,0.153,>=L2,0.495,1,1,0
2023-03-03,short,1,0,582,0.551,0.184,>=L2,0.15,0,0,0
2023-03-03,long,1,0,699,0.564,0.367,>=L2,0.17,0,0,0
2023-03-03,short,2,1,763,0.666,0.299,>=L2,0.034,0,0,0
2023-03-06,short,1,0,555,0.546,0.245,>=L2,0.091,0,0,0
2023-03-06,long,1,0,627,0.707,0.441,>=L2,0.357,1,1,0
2023-03-07,long,1,0,615,0.673,0.42,>=L2,0.378,1,1,0
2023-03-08,long,1,0,556,0.532,0.532,>=L2,0.07,0,0,0
2023-03-08,short,1,0,658,0.609,0.028,>=L2,0.028,0,0,0
2023-03-08,long,2,1,796,0.616,0.588,>=L2,0.021,0,0,0
2023-03-09,short,1,0,601,0.509,0.458,>=L2,0.48,1,0,0
2023-03-10,short,1,0,564,0.637,0.592,>=L2,0.785,1,1,1
2023-03-13,long,1,0,535,0.512,0.469,>=L2,0.353,0,0,0
2023-03-13,long,2,1,595,0.512,0.469,>=L2,1.06,1,1,1
2023-03-14,long,1,0,572,0.549,0.319,>=L2,0.34,1,0,0
2023-03-14,short,1,0,815,0.653,0.333,>=L2,0.056,0,0,0
2023-03-15,long,1,0,575,0.544,0.396,>=L2,0.184,0,0,0
2023-03-15,short,1,0,697,0.53,0.148,>=L2,0.615,1,1,0
2023-03-16,short,1,0,559,0.65,0.07,>=L2,0.405,1,0,0
2023-03-16,short,2,1,611,0.65,0.07,>=L2,0.594,1,1,0
2023-03-16,long,1,0,649,0.845,0.775,>=L3,0.07,0,0,0
2023-03-16,short,3,1,696,0.671,0.07,>=L2,0.426,1,1,0
2023-03-16,long,2,1,794,0.845,0.775,>=L3,0.112,0,0,0
2023-03-17,long,1,0,562,0.568,0.485,>=L2,0.367,1,0,0
2023-03-20,short,1,0,554,0.521,0.359,>=L2,0.472,1,0,0
2023-03-21,short,1,0,568,0.506,0.278,>=L2,0.107,0,0,0
2023-03-21,long,1,0,607,0.613,0.335,>=L2,0.093,0,0,0
2023-03-21,short,2,1,703,0.513,0.278,>=L2,0.071,0,0,0
2023-03-22,long,1,0,553,0.552,0.398,>=L2,0.597,1,1,0
2023-03-23,short,1,0,734,0.566,0.087,>=L2,0.007,0,0,0
2023-03-24,short,1,0,559,0.549,0.507,>=L2,0.12,0,0,0
2023-03-24,long,1,0,616,0.5,0.042,>=L2,0.415,1,0,0
2023-03-27,short,1,0,570,0.58,0.372,>=L2,0.157,0,0,0
2023-03-27,short,2,1,810,0.651,0.444,>=L2,0.043,0,0,0
2023-03-28,short,1,0,572,0.684,0.574,>=L2,0.633,1,1,1
2023-03-29,long,1,0,586,0.509,0.408,>=L2,0.036,0,0,0
2023-03-29,short,1,0,638,0.537,0.129,>=L2,0.423,1,0,0
2023-03-29,long,2,1,786,0.566,0.408,>=L2,0.122,0,0,0
2023-03-30,long,1,0,728,0.511,0.288,>=L2,0.151,0,0,0
2023-03-31,long,1,0,572,0.583,0.576,>=L2,0.185,0,0,0
2023-03-31,short,1,0,622,0.517,0.007,>=L2,0.34,1,0,0
2023-04-06,short,1,0,554,0.581,0.513,>=L2,0.136,0,0,0
2023-04-06,long,1,0,597,0.679,0.083,>=L2,0.106,0,0,0
2023-04-07,short,1,0,658,0.575,0.42,>=L2,0.047,0,0,0
2023-04-10,short,1,0,571,0.624,0.081,>=L2,0.219,1,0,0
2023-04-11,long,1,0,567,0.594,0.52,>=L2,0.611,1,1,0
2023-04-11,short,1,0,782,0.504,0.074,>=L2,0.05,0,0,0
2023-04-12,short,1,0,571,0.579,0.554,>=L2,0.244,1,0,0
