trade_date,tse23_close,tse28_close
2013-10-23,301.41,1005.76
2013-10-24,301.91,1008.83
2013-10-25,298.77,1001.55
2013-10-28,301.3,1011.28
2013-10-29,301.2,1013.19
2013-10-30,303.7,1018.22
2013-10-31,302.88,1021.6
2013-11-01,300.57,1010.47
2013-11-04,301.25,1001.65
2013-11-05,297.83,993.19
2013-11-06,298.66,997.66
2013-11-07,298.59,993.68
2013-11-08,296.4,992.17
2013-11-11,293.93,990.48
2013-11-12,293.35,994.2
2013-11-14,291.65,985.71
2013-11-15,292.18,991.34
2013-11-18,291.91,1001.12
2013-11-19,294.86,1004.78
2013-11-20,292.03,1002.86
2013-11-21,288.1,991.18
2013-11-22,288.13,1001.44
2013-11-27,296.04,1015.43
2013-11-28,297.93,1021.05
2013-11-29,300.13,1022.83
2013-12-02,300.23,1022.4
2013-12-03,299.9,1019.14
2013-12-04,300.49,1023.3
2013-12-05,298.74,1018.92
2013-12-09,301.83,1022.89
2013-12-10,301.69,1025.91
2013-12-11,300.67,1030.57
2013-12-12,298.25,1018.36
2013-12-13,297.8,1022.99
2013-12-16,295.82,1016.01
2013-12-17,298.64,1016.66
2013-12-18,297.45,1018.29
2013-12-19,299.96,1026.28
2013-12-20,300.29,1024.07
2013-12-23,302.09,1031.15
2013-12-24,301.65,1030.09
2013-12-25,302.27,1033.11
2013-12-26,303.53,1033.4
2013-12-27,305.41,1037.67
2013-12-30,308.76,1055.58
2013-12-31,308.62,1053.74
2014-01-02,308.91,1060.06
2014-01-03,306.68,1048.32
2014-01-06,305.39,1039.53
2014-01-07,305.67,1044.0
2014-01-08,308.58,1044.77
2014-01-09,306.32,1044.85
2014-01-10,307.56,1043.08
2014-01-13,308.98,1047.52
2014-01-14,309.41,1041.89
2014-01-15,313.03,1042.38
2014-01-16,314.43,1044.45
2014-01-17,314.63,1043.51
2014-01-20,316.37,1048.02
2014-01-21,314.45,1048.88
2014-01-22,315.39,1051.04
2014-01-23,314.35,1043.11
2014-01-24,314.71,1043.37
2014-01-27,309.24,1025.73
2014-02-05,301.45,999.19
2014-02-07,307.63,1010.75
2014-02-10,306.94,1009.58
2014-02-11,308.36,1013.19
2014-02-12,312.57,1022.21
2014-02-13,311.52,1015.4
2014-02-14,313.42,1022.57
2014-02-17,314.12,1019.67
2014-02-18,315.23,1027.77
2014-02-19,316.29,1028.95
2014-02-20,314.25,1021.66
2014-02-21,317.16,1031.71
2014-02-24,316.17,1014.28
2014-02-25,317.18,1011.71
2014-02-26,318.58,1010.45
2014-02-27,320.03,1013.84
2014-03-03,319.26,1002.92
2014-03-04,317.49,995.63
2014-03-05,321.78,998.61
2014-03-07,326.76,1012.4
2014-03-10,324.77,1002.44
2014-03-11,327.18,997.96
2014-03-12,326.39,999.51
2014-03-13,331.1,999.38
2014-03-14,328.86,993.07
2014-03-17,329.24,992.86
2014-03-18,329.93,1000.2
2014-03-19,328.14,992.72
2014-03-20,324.11,979.34
2014-03-21,323.91,978.02
2014-03-24,324.92,979.59
2014-03-25,328.14,984.97
2014-03-26,331.42,987.7
2014-03-27,332.25,989.67
2014-03-28,332.21,994.27
2014-04-01,337.23,996.13
2014-04-02,339.45,995.43
2014-04-03,337.46,996.26
2014-04-07,337.03,994.43
2014-04-08,338.14,995.93
2014-04-09,340.17,998.69
2014-04-10,340.48,1006.86
2014-04-11,338.8,1005.07
2014-04-15,339.9,998.0
2014-04-16,340.02,996.06
2014-04-17,340.92,998.84
2014-04-18,342.87,998.5
2014-04-21,342.83,994.38
2014-04-22,344.53,995.86
2014-04-23,344.33,991.76
2014-04-24,344.29,988.05
2014-04-25,337.6,972.54
2014-04-28,340.55,968.79
2014-04-29,343.44,972.22
2014-04-30,339.15,963.21
2014-05-02,343.3,970.3
2014-05-05,344.62,964.85
2014-05-06,346.37,981.96
2014-05-07,346.07,976.72
2014-05-08,347.06,986.78
2014-05-09,345.17,982.37
2014-05-12,341.31,978.11
2014-05-13,342.35,978.65
2014-05-15,346.22,987.15
2014-05-16,346.6,991.89
2014-05-19,347.09,995.29
2014-05-20,347.62,989.66
2014-05-21,346.32,983.89
2014-05-22,351.86,992.31
2014-05-23,353.61,998.96
2014-05-26,354.74,1001.36
2014-05-27,355.54,1005.05
2014-05-28,358.51,1018.46
2014-05-29,357.46,1019.29
2014-05-30,355.22,1022.7
2014-06-03,358.13,1022.88
2014-06-04,359.39,1015.95
2014-06-06,360.01,1020.01
2014-06-09,361.68,1021.29
2014-06-10,364.36,1030.7
2014-06-11,365.09,1029.72
2014-06-12,363.26,1028.51
2014-06-13,362.91,1026.78
2014-06-16,363.23,1027.87
2014-06-17,365.78,1030.46
2014-06-18,366.41,1032.04
2014-06-19,368.94,1034.49
2014-06-20,366.71,1031.08
2014-06-23,363.91,1029.88
2014-06-24,364.37,1029.27
2014-06-25,364.29,1030.88
2014-06-26,368.28,1033.38
2014-06-30,372.24,1037.95
2014-07-01,375.44,1037.05
2014-07-02,379.23,1038.0
2014-07-03,383.66,1034.04
2014-07-04,383.46,1034.77
2014-07-07,384.65,1033.58
2014-07-08,384.18,1043.84
2014-07-09,381.46,1051.25
2014-07-11,381.59,1058.29
2014-07-14,380.93,1079.12
2014-07-15,382.34,1099.69
2014-07-16,377.91,1091.39
2014-07-17,371.12,1096.99
2014-07-18,370.47,1096.65
2014-07-21,372.7,1098.67
2014-07-22,375.92,1101.69
2014-07-24,376.9,1113.44
2014-07-25,370.69,1118.33
2014-07-28,366.5,1127.51
2014-07-29,364.59,1110.3
2014-07-30,366.23,1120.97
2014-07-31,359.81,1108.84
2014-08-01,358.93,1091.35
2014-08-04,364.88,1088.13
2014-08-05,357.22,1060.28
2014-08-06,357.71,1070.26
2014-08-07,356.7,1076.8
2014-08-08,355.04,1070.17
2014-08-11,358.78,1084.0
2014-08-12,359.11,1080.84
2014-08-13,361.91,1088.01
2014-08-14,363.54,1087.36
2014-08-15,363.05,1081.81
2014-08-18,361.0,1073.07
2014-08-19,364.87,1083.1
2014-08-20,365.82,1102.56
2014-08-21,363.27,1107.64
2014-08-22,367.48,1124.74
2014-08-25,367.96,1123.34
2014-08-26,368.03,1121.57
2014-08-27,371.88,1130.91
2014-08-28,372.21,1129.87
2014-08-29,371.41,1117.25
2014-09-01,375.89,1125.41
2014-09-02,370.15,1115.34
2014-09-03,371.8,1128.23
2014-09-04,369.93,1129.54
2014-09-05,368.48,1130.14
2014-09-09,369.7,1135.65
2014-09-11,365.37,1125.79
2014-09-12,359.98,1117.79
2014-09-15,360.16,1110.46
2014-09-16,356.57,1100.03
2014-09-17,360.39,1103.66
2014-09-18,362.1,1111.28
2014-09-19,362.47,1111.3
2014-09-22,357.11,1107.06
2014-09-23,355.29,1099.21
2014-09-24,354.94,1098.37
2014-09-25,350.97,1089.09
2014-09-26,349.46,1085.31
2014-09-29,348.81,1080.91
2014-09-30,348.75,1077.12
2014-10-01,351.38,1071.51
2014-10-02,351.69,1068.46
2014-10-06,358.22,1086.98
2014-10-07,355.15,1085.95
2014-10-08,350.39,1082.78
2014-10-09,350.24,1093.11
2014-10-13,338.79,1065.82
2014-10-14,341.76,1077.68
2014-10-15,338.36,1061.25
2014-10-16,338.11,1052.4
2014-10-17,334.45,1036.58
2014-10-20,340.68,1055.64
2014-10-21,340.01,1056.91
2014-10-22,344.29,1062.97
2014-10-23,342.94,1064.87
2014-10-24,339.31,1057.17
2014-10-27,339.07,1062.96
2014-10-28,343.97,1090.0
2014-10-30,347.93,1097.12
2014-10-31,352.1,1105.37
2014-11-03,354.36,1104.61
2014-11-04,354.25,1101.67
2014-11-05,352.69,1098.29
2014-11-06,349.04,1090.16
2014-11-07,350.88,1089.53
2014-11-10,356.51,1106.04
2014-11-11,355.89,1102.97
2014-11-12,351.94,1086.35
2014-11-13,354.93,1094.34
2014-11-14,355.52,1096.05
2014-11-17,351.39,1084.4
2014-11-18,348.35,1085.2
2014-11-19,353.82,1093.24
2014-11-20,359.52,1099.74
2014-11-21,360.93,1095.78
2014-11-25,361.69,1094.19
2014-11-26,362.45,1092.78
2014-11-27,364.63,1095.3
2014-11-28,365.46,1098.78
2014-12-01,363.88,1074.48
2014-12-02,359.59,1056.35
2014-12-03,364.99,1075.51
2014-12-04,367.53,1082.83
2014-12-05,365.36,1085.7
2014-12-08,363.47,1087.43
2014-12-09,361.3,1079.27
2014-12-10,357.48,1066.08
2014-12-11,357.25,1062.27
2014-12-12,358.57,1064.9
2014-12-15,357.96,1056.62
2014-12-16,355.03,1053.55
2014-12-17,350.3,1038.53
2014-12-18,352.47,1038.49
2014-12-19,358.2,1054.52
2014-12-22,362.81,1065.34
2014-12-23,361.95,1067.63
2014-12-24,364.7,1074.74
2014-12-25,363.54,1071.03
2014-12-26,366.0,1076.18
2014-12-27,366.07,1077.22
2014-12-29,369.62,1081.29
2014-12-30,368.98,1081.41
2014-12-31,370.33,1082.86
2015-01-05,370.33,1073.38
2015-01-06,360.37,1048.82
2015-01-07,362.71,1050.65
2015-01-08,369.75,1064.65
2015-01-09,367.25,1066.04
2015-01-12,365.43,1060.28
2015-01-13,366.33,1072.31
2015-01-14,364.27,1063.31
2015-01-15,364.13,1060.11
2015-01-16,364.99,1050.34
2015-01-19,366.73,1054.0
2015-01-20,369.94,1059.18
2015-01-21,372.54,1066.72
2015-01-22,374.24,1075.71
2015-01-23,380.39,1082.5
2015-01-26,381.68,1079.36
2015-01-27,383.76,1086.31
2015-01-28,383.5,1081.23
2015-01-29,378.82,1074.56
2015-01-30,375.12,1071.5
2015-02-02,376.05,1075.82
2015-02-03,379.16,1076.35
2015-02-04,381.55,1088.33
2015-02-05,381.03,1091.88
2015-02-06,377.5,1088.04
2015-02-09,376.29,1085.82
2015-02-10,373.81,1093.83
2015-02-11,378.71,1094.48
2015-02-12,380.39,1097.77
2015-02-13,381.72,1099.63
2015-02-24,385.76,1114.95
2015-02-25,390.04,1118.36
2015-02-26,386.23,1115.91
2015-03-02,385.6,1109.85
2015-03-03,386.63,1108.02
2015-03-04,387.4,1106.82
2015-03-05,387.35,1098.38
2015-03-06,388.33,1107.95
2015-03-09,384.04,1101.77
2015-03-10,382.54,1106.27
2015-03-11,382.16,1112.94
2015-03-12,384.9,1122.58
2015-03-13,385.3,1110.04
2015-03-16,381.21,1107.11
2015-03-17,382.8,1108.43
2015-03-18,388.06,1120.66
2015-03-19,391.88,1129.05
2015-03-20,392.94,1126.49
2015-03-23,393.65,1129.06
2015-03-24,392.1,1125.78
2015-03-25,389.53,1117.99
2015-03-26,384.4,1124.6
2015-03-27,377.9,1109.99
2015-03-30,378.0,1116.0
2015-04-01,377.64,1116.5
2015-04-02,381.97,1127.76
2015-04-07,382.66,1129.88
2015-04-08,378.0,1126.28
2015-04-09,376.91,1135.19
2015-04-10,379.69,1141.57
2015-04-13,381.46,1142.87
2015-04-14,379.89,1145.66
2015-04-16,380.25,1151.28
2015-04-17,375.03,1147.6
2015-04-20,374.27,1148.25
2015-04-21,372.92,1150.17
2015-04-22,376.66,1157.33
2015-04-23,382.73,1211.17
2015-04-24,389.05,1215.54
2015-04-27,389.58,1244.58
2015-04-28,387.2,1254.49
2015-04-29,380.58,1241.08
2015-04-30,379.28,1235.22
2015-05-04,379.74,1254.35
2015-05-05,378.4,1249.19
2015-05-06,378.87,1241.75
2015-05-07,375.8,1213.57
2015-05-08,374.62,1222.45
2015-05-11,373.64,1219.41
2015-05-12,372.09,1227.88
2015-05-13,375.79,1231.08
2015-05-14,372.64,1198.38
2015-05-15,372.11,1203.81
2015-05-18,372.92,1202.08
2015-05-19,377.34,1222.08
2015-05-20,377.1,1218.35
2015-05-21,374.63,1194.41
2015-05-22,377.01,1201.75
2015-05-25,378.66,1202.27
2015-05-26,378.97,1214.29
2015-05-27,379.22,1231.19
2015-05-28,381.97,1224.81
2015-05-29,381.64,1220.23
2015-06-01,377.77,1212.53
2015-06-02,376.97,1210.21
2015-06-03,375.1,1207.99
2015-06-04,366.73,1183.68
2015-06-05,365.81,1188.17
2015-06-08,365.12,1196.82
2015-06-09,357.56,1180.73
2015-06-10,361.21,1194.35
2015-06-11,362.93,1190.65
2015-06-12,363.33,1197.21
2015-06-15,361.48,1196.36
2015-06-16,359.55,1191.87
2015-06-17,360.59,1184.01
2015-06-18,362.13,1184.8
2015-06-22,366.42,1200.3
2015-06-23,368.85,1212.4
2015-06-24,368.63,1208.97
2015-06-25,372.47,1213.8
2015-06-26,371.32,1216.1
2015-06-29,360.39,1190.44
2015-06-30,363.47,1193.36
2015-07-01,366.88,1190.54
2015-07-02,366.8,1193.89
2015-07-03,366.57,1193.42
2015-07-06,362.0,1177.96
2015-07-07,361.06,1187.73
2015-07-08,349.85,1154.18
2015-07-09,347.43,1141.35
2015-07-13,351.99,1163.97
2015-07-14,351.48,1171.58
2015-07-15,350.59,1179.21
2015-07-16,349.37,1183.99
2015-07-17,349.68,1180.61
2015-07-20,346.91,1176.32
2015-07-21,348.88,1178.77
2015-07-22,344.02,1174.74
2015-07-23,336.04,1165.9
2015-07-24,335.1,1167.46
2015-07-27,325.88,1140.36
2015-07-28,329.09,1127.23
2015-07-29,328.01,1122.11
2015-07-30,331.36,1142.41
2015-07-31,332.36,1146.38
2015-08-03,324.24,1138.05
2015-08-05,322.17,1155.03
2015-08-06,318.43,1141.32
2015-08-07,318.96,1136.16
2015-08-10,318.13,1141.42
2015-08-11,318.31,1126.81
2015-08-12,315.34,1071.19
2015-08-13,318.42,1065.43
2015-08-14,316.26,1079.62
2015-08-17,311.74,1068.86
2015-08-18,312.76,1044.5
2015-08-19,307.23,1014.41
2015-08-20,307.25,1020.98
2015-08-21,296.96,994.76
2015-08-24,283.79,965.28
2015-08-25,296.7,1000.21
2015-08-26,295.24,1023.94
2015-08-27,300.63,1032.07
2015-08-28,307.57,1051.6
2015-08-31,314.59,1067.53
2015-09-01,308.4,1040.45
2015-09-02,309.8,1037.34
2015-09-03,312.36,1039.34
2015-09-04,307.76,1030.27
2015-09-07,306.76,1029.23
2015-09-08,308.09,1023.69
2015-09-09,320.83,1052.33
2015-09-10,317.9,1052.94
2015-09-11,320.93,1054.68
2015-09-14,321.57,1051.28
2015-09-15,318.24,1048.49
2015-09-16,322.02,1057.13
2015-09-17,325.57,1082.17
2015-09-18,327.15,1077.44
2015-09-22,322.35,1059.5
2015-09-23,314.36,1040.0
2015-09-24,312.08,1032.98
2015-09-25,313.38,1021.13
2015-09-30,316.37,1018.37
2015-10-01,321.05,1027.21
2015-10-05,322.09,1033.0
2015-10-06,323.37,1037.08
2015-10-07,327.29,1048.36
2015-10-08,326.65,1039.66
2015-10-12,331.1,1049.49
2015-10-13,330.65,1054.71
2015-10-14,329.42,1049.32
2015-10-15,333.06,1052.66
2015-10-16,332.46,1061.06
2015-10-19,332.02,1070.85
2015-10-20,332.73,1071.92
2015-10-21,330.75,1063.18
2015-10-22,331.35,1063.36
2015-10-23,333.91,1073.8
2015-10-26,337.44,1078.5
2015-10-28,333.84,1071.64
2015-10-29,330.28,1057.29
2015-10-30,329.72,1056.68
2015-11-02,332.63,1062.27
2015-11-03,336.6,1077.41
2015-11-04,343.55,1087.68
2015-11-05,343.23,1095.57
2015-11-06,337.2,1071.91
2015-11-09,335.58,1071.94
2015-11-10,331.99,1052.83
2015-11-11,326.0,1045.85
2015-11-12,326.92,1043.85
2015-11-13,323.15,1037.9
2015-11-16,321.86,1038.21
2015-11-17,328.11,1047.11
2015-11-18,325.32,1033.98
2015-11-19,330.95,1049.91
2015-11-20,331.26,1042.48
2015-11-23,332.0,1041.45
2015-11-24,328.06,1041.68
2015-11-25,327.92,1037.44
2015-11-26,331.84,1043.68
2015-11-27,328.05,1036.18
2015-11-30,325.77,1023.87
2015-12-01,332.54,1037.06
2015-12-02,332.92,1032.18
2015-12-03,332.85,1031.11
2015-12-04,331.24,1019.6
2015-12-07,334.52,1019.72
2015-12-08,330.73,1002.68
2015-12-09,326.25,987.26
2015-12-10,325.99,989.28
2015-12-11,321.94,975.47
2015-12-14,318.23,966.58
2015-12-15,319.5,966.13
2015-12-16,324.42,971.44
2015-12-17,330.22,994.26
2015-12-18,327.87,978.73
2015-12-21,329.25,976.64
2015-12-22,329.01,981.47
2015-12-23,329.11,987.97
2015-12-24,328.81,991.86
2015-12-25,330.71,993.98
2015-12-28,330.35,995.33
2015-12-29,327.24,988.92
2015-12-30,326.64,982.2
2015-12-31,327.73,992.13
2016-01-04,320.5,957.25
2016-01-05,318.9,948.31
2016-01-06,313.76,937.64
2016-01-07,307.68,917.43
2016-01-08,310.47,919.83
2016-01-11,306.6,899.86
2016-01-12,305.62,900.78
2016-01-13,307.85,899.75
2016-01-14,304.7,883.77
2016-01-15,307.73,866.14
2016-01-18,309.69,866.45
2016-01-19,311.96,870.89
2016-01-20,304.55,851.06
2016-01-21,304.75,838.72
2016-01-22,309.9,843.75
2016-01-25,314.96,867.87
2016-01-26,312.63,854.97
2016-01-27,314.23,855.15
2016-01-28,316.06,862.02
2016-01-29,322.38,896.59
2016-01-30,323.83,919.8
2016-02-01,324.63,913.64
2016-02-02,323.27,907.77
2016-02-03,322.21,889.9
2016-02-15,321.98,880.97
2016-02-16,327.89,909.22
2016-02-17,328.87,898.9
2016-02-18,333.02,909.66
2016-02-22,333.43,910.73
2016-02-23,332.94,913.53
2016-02-24,330.08,907.27
2016-02-25,334.4,915.03
2016-02-26,335.05,923.37
2016-03-01,339.07,922.14
2016-03-02,341.51,934.88
2016-03-03,343.02,955.88
2016-03-04,343.44,961.16
2016-03-07,342.16,966.05
2016-03-08,342.76,964.16
2016-03-09,342.75,958.97
2016-03-10,344.25,959.13
2016-03-11,346.38,963.77
2016-03-14,349.39,967.25
2016-03-15,343.9,948.43
2016-03-16,347.76,956.79
2016-03-17,349.03,964.62
2016-03-18,351.72,968.78
2016-03-21,352.44,964.88
2016-03-22,350.09,960.97
2016-03-23,349.44,961.04
2016-03-24,348.3,956.62
2016-03-25,346.51,955.11
2016-03-28,346.13,952.5
2016-03-29,344.26,944.41
2016-03-30,349.58,955.44
2016-03-31,349.78,959.41
2016-04-01,345.16,949.56
2016-04-06,338.79,932.15
2016-04-07,338.78,925.8
2016-04-08,341.35,927.78
2016-04-11,342.66,927.39
2016-04-12,340.61,927.41
2016-04-13,345.73,938.69
2016-04-14,345.46,941.06
2016-04-15,345.48,946.54
2016-04-18,343.82,944.85
2016-04-19,341.48,940.26
2016-04-20,336.3,932.42
2016-04-21,339.22,935.38
2016-04-22,337.42,937.7
2016-04-25,338.07,941.85
2016-04-26,339.18,946.06
2016-04-27,337.53,943.51
2016-04-28,332.84,933.3
2016-04-29,328.35,935.06
2016-05-03,324.08,934.27
2016-05-04,321.13,924.81
2016-05-05,320.45,917.92
2016-05-09,319.4,907.02
2016-05-10,321.03,910.3
2016-05-11,320.38,903.42
2016-05-12,318.7,902.76
2016-05-13,316.8,898.57
2016-05-16,317.54,898.37
2016-05-17,320.71,905.62
2016-05-18,321.23,908.12
2016-05-19,319.37,903.8
2016-05-20,321.18,905.46
2016-05-23,331.62,927.18
2016-05-24,329.27,920.32
2016-05-25,333.9,932.1
2016-05-26,334.69,930.47
2016-05-27,337.45,941.92
2016-05-30,340.0,950.88
2016-05-31,340.26,952.24
2016-06-01,343.69,958.17
2016-06-02,341.74,955.97
2016-06-03,344.29,955.53
2016-06-04,344.36,951.24
2016-06-06,345.29,953.07
2016-06-07,348.53,960.45
2016-06-08,351.28,963.42
2016-06-13,343.52,944.46
2016-06-14,345.63,953.08
2016-06-15,346.8,954.77
2016-06-16,342.38,937.44
2016-06-17,345.81,948.63
2016-06-20,348.0,954.57
2016-06-21,350.47,959.28
2016-06-22,351.69,960.01
2016-06-23,350.23,956.08
2016-06-24,341.47,932.72
2016-06-27,340.25,920.09
2016-06-28,343.08,923.93
2016-06-29,346.75,930.66
2016-06-30,350.9,937.4
2016-07-01,354.31,939.81
2016-07-04,356.11,940.5
2016-07-05,353.46,940.16
2016-07-06,347.69,924.88
2016-07-07,351.41,923.4
2016-07-11,359.1,934.91
2016-07-12,360.84,941.56
2016-07-13,360.33,952.72
2016-07-14,360.2,957.99
2016-07-15,363.69,971.45
2016-07-18,365.9,980.22
2016-07-19,367.09,987.37
2016-07-20,365.82,982.31
2016-07-21,368.31,985.05
2016-07-22,366.32,980.11
2016-07-25,365.47,979.84
2016-07-26,367.56,981.6
2016-07-27,370.28,982.28
2016-07-28,370.96,985.49
2016-07-29,366.5,975.45
2016-08-02,371.4,977.75
2016-08-03,367.74,974.05
2016-08-04,369.29,976.24
2016-08-05,372.0,982.93
2016-08-08,375.12,995.39
2016-08-10,375.22,1009.48
2016-08-12,370.79,1006.34
2016-08-15,372.39,996.86
2016-08-16,369.94,997.86
2016-08-17,369.99,1000.05
2016-08-18,369.59,1005.99
2016-08-19,366.74,991.37
2016-08-22,365.12,977.41
2016-08-23,366.94,985.98
2016-08-24,367.18,976.88
2016-08-25,372.25,992.29
2016-08-29,371.6,998.02
2016-08-30,370.79,1007.19
2016-08-31,370.04,998.06
2016-09-01,367.78,987.97
2016-09-02,365.96,993.27
2016-09-05,370.6,1004.43
2016-09-06,374.63,1013.6
2016-09-07,378.49,1018.07
2016-09-08,377.98,1023.59
2016-09-09,373.48,1012.46
2016-09-10,368.89,999.05
2016-09-12,364.35,994.31
2016-09-13,364.64,989.7
2016-09-14,363.4,984.71
2016-09-19,376.49,1004.94
2016-09-20,376.69,1005.64
2016-09-21,378.81,1010.77
2016-09-22,379.01,1010.58
2016-09-23,381.52,1014.8
2016-09-26,376.4,1004.86
2016-09-29,379.95,1014.55
2016-09-30,375.48,1001.41
2016-10-03,379.46,1001.77
2016-10-04,381.68,1008.79
2016-10-05,381.22,1005.99
2016-10-06,382.0,1004.12
2016-10-07,380.83,999.28
2016-10-11,379.3,996.48
2016-10-12,381.48,1004.94
2016-10-13,379.84,996.1
2016-10-14,377.13,992.84
2016-10-17,377.89,991.06
2016-10-18,378.78,999.48
2016-10-19,381.06,1001.19
2016-10-20,381.99,1001.55
2016-10-21,381.6,1001.18
2016-10-24,383.74,999.19
2016-10-25,386.73,1003.61
2016-10-26,385.39,1001.11
2016-10-27,382.01,999.28
2016-10-28,381.98,1001.27
2016-10-31,380.89,999.7
2016-11-01,380.67,998.4
2016-11-02,374.36,992.58
2016-11-03,370.97,985.96
2016-11-04,370.7,989.2
2016-11-08,376.08,1001.58
2016-11-09,363.71,975.53
2016-11-10,371.54,1005.09
2016-11-11,361.05,1008.68
2016-11-14,359.09,1031.15
2016-11-15,358.33,1026.61
2016-11-18,363.77,1024.04
2016-11-21,364.28,1035.08
2016-11-22,368.2,1037.67
2016-11-23,370.56,1040.18
2016-11-24,367.73,1052.5
2016-11-25,366.89,1064.34
2016-11-28,369.64,1069.92
2016-11-29,368.7,1060.71
2016-11-30,369.69,1062.53
2016-12-01,369.6,1072.65
2016-12-02,364.48,1073.93
2016-12-05,364.3,1070.27
2016-12-06,368.24,1076.48
2016-12-07,369.13,1075.7
2016-12-08,374.25,1087.21
2016-12-09,374.47,1090.98
2016-12-12,372.51,1089.72
2016-12-13,373.49,1097.85
2016-12-14,374.37,1084.06
2016-12-15,374.4,1096.09
2016-12-16,372.2,1095.78
2016-12-19,368.1,1085.53
2016-12-20,368.56,1084.53
2016-12-21,366.36,1079.24
2016-12-22,364.24,1060.0
2016-12-23,363.06,1057.1
2016-12-26,364.26,1068.17
2016-12-27,364.75,1062.7
2016-12-28,368.26,1074.71
2016-12-29,366.43,1066.07
2016-12-30,369.64,1076.77
2017-01-03,371.3,1076.95
2017-01-04,372.0,1077.2
2017-01-05,374.71,1085.46
2017-01-06,375.87,1087.28
2017-01-09,374.56,1085.43
2017-01-10,375.24,1088.1
2017-01-11,374.6,1089.87
2017-01-12,377.49,1093.95
2017-01-13,375.71,1088.25
2017-01-16,372.88,1074.09
2017-01-17,375.89,1078.57
2017-01-18,375.88,1073.05
2017-01-19,375.13,1069.43
2017-01-20,375.79,1071.29
2017-01-23,380.09,1078.24
2017-01-24,381.07,1077.9
2017-02-02,380.89,1071.66
2017-02-03,381.72,1070.04
2017-02-06,383.84,1089.39
2017-02-07,384.37,1092.99
2017-02-08,384.38,1089.76
2017-02-09,386.84,1091.29
2017-02-10,388.97,1101.05
2017-02-13,391.37,1103.09
2017-02-14,391.79,1104.92
2017-02-15,394.12,1110.98
2017-02-16,393.23,1113.62
2017-02-17,393.24,1110.47
2017-02-18,394.3,1110.54
2017-02-20,393.74,1106.54
2017-02-21,393.93,1108.29
2017-02-22,394.23,1106.78
2017-02-23,394.57,1101.45
2017-02-24,394.1,1099.69
2017-03-01,390.22,1096.53
2017-03-02,390.8,1103.1
2017-03-03,388.78,1098.95
2017-03-06,389.61,1106.15
2017-03-07,391.93,1107.23
2017-03-08,393.36,1113.55
2017-03-09,389.97,1109.01
2017-03-10,388.66,1112.85
2017-03-13,392.45,1120.09
2017-03-14,394.01,1122.69
2017-03-15,393.85,1124.6
2017-03-16,398.54,1126.17
2017-03-17,402.14,1131.42
2017-03-20,402.6,1131.74
2017-03-21,406.36,1131.35
2017-03-22,404.38,1127.05
2017-03-23,404.77,1131.06
2017-03-24,403.15,1127.14
2017-03-27,402.79,1121.27
2017-03-28,403.18,1117.1
2017-03-29,401.43,1119.83
2017-03-31,399.52,1112.9
2017-04-05,407.32,1116.19
2017-04-06,404.94,1113.03
2017-04-07,404.13,1106.08
2017-04-10,403.64,1109.47
2017-04-11,401.99,1102.3
2017-04-12,401.71,1102.34
2017-04-13,402.57,1101.56
2017-04-14,398.82,1088.57
2017-04-17,398.2,1084.99
2017-04-18,399.2,1083.43
2017-04-19,395.31,1071.31
2017-04-21,399.62,1080.89
2017-04-24,399.56,1082.58
2017-04-25,404.69,1099.95
2017-04-26,405.27,1100.36
2017-04-27,406.54,1098.48
2017-04-28,408.08,1095.76
2017-05-02,411.14,1106.48
2017-05-03,412.44,1110.29
2017-05-04,413.47,1112.41
2017-05-05,411.11,1106.14
2017-05-08,414.55,1108.17
2017-05-09,415.37,1105.36
2017-05-10,418.07,1106.86
2017-05-11,419.17,1110.36
2017-05-12,417.56,1111.65
2017-05-15,419.98,1118.52
2017-05-16,417.94,1123.07
2017-05-17,417.4,1124.96
2017-05-18,416.07,1115.13
2017-05-19,415.29,1110.91
2017-05-22,417.87,1111.87
2017-05-23,418.86,1108.96
2017-05-24,420.21,1108.74
2017-05-25,422.96,1113.93
2017-05-26,422.55,1111.39
2017-05-31,418.51,1099.37
2017-06-01,422.76,1099.31
2017-06-03,426.85,1105.27
2017-06-05,430.8,1106.73
2017-06-06,429.86,1102.86
2017-06-07,429.78,1102.17
2017-06-08,431.66,1104.16
2017-06-09,430.42,1100.95
2017-06-12,424.69,1104.9
2017-06-13,424.48,1107.77
2017-06-14,421.88,1102.57
2017-06-15,423.31,1104.55
2017-06-16,428.11,1104.56
2017-06-19,433.43,1110.72
2017-06-20,438.44,1116.11
2017-06-21,438.75,1115.08
2017-06-22,441.09,1117.91
2017-06-23,440.03,1116.11
2017-06-26,444.13,1136.45
2017-06-27,442.67,1139.58
2017-06-29,438.93,1143.51
2017-06-30,436.71,1142.98
2017-07-03,436.94,1134.65
2017-07-04,432.27,1139.39
2017-07-05,435.92,1139.99
2017-07-06,435.08,1136.36
2017-07-07,432.18,1129.85
2017-07-10,432.65,1132.15
2017-07-11,440.19,1140.48
2017-07-12,440.13,1143.43
2017-07-13,441.64,1149.35
2017-07-14,440.45,1149.14
2017-07-17,440.6,1146.8
2017-07-18,443.52,1144.23
2017-07-19,444.92,1149.14
2017-07-20,444.85,1146.74
2017-07-21,441.2,1140.34
2017-07-24,442.81,1140.68
2017-07-25,444.25,1139.22
2017-07-26,442.07,1137.1
2017-07-27,446.08,1144.86
2017-07-28,442.45,1139.16
