bucket_label,N,sl_hits,pnl_mean,sl_rate
"(-∞, 0]",97,63,12.158190007028923,0.6494845360824743
"(0, 0.5]",207,154,-12.056641295626006,0.7439613526570048
"(0.5, 1]",267,155,17.393791775031275,0.5805243445692884
"(1, +∞)",111,65,5.551634245575818,0.5855855855855856
