date,side,reentry_idx,is_reset,group,entry_min,entry,ema,mfe_L,mae_L,reach_L3,reach_L4,reach_L5
2025-12-18,long,1,0,A_first_single,580,27601.0,269.5,0.289,0.534,1,0,0
2025-12-18,short,1,0,A_first_single,614,27551.0,269.5,0.349,0.46,1,0,0
2025-12-18,long,1,0,A_first_single,652,27623.0,269.5,0.041,0.616,0,0,0
2025-12-18,short,1,0,A_first_single,686,27479.0,269.5,0.052,0.568,1,0,0
2025-12-19,long,1,0,A_first_single,620,27927.0,265.0,0.211,0.419,0,0,0
2025-12-22,short,1,0,A_first_single,589,28195.0,257.7,0.089,0.671,0,0,0
2025-12-22,long,1,0,A_first_single,663,28356.0,257.7,0.047,0.334,1,0,0
2025-12-24,short,1,0,A_first_single,615,28470.0,237.1,0.295,0.046,1,0,0
2025-12-26,short,1,0,A_first_single,557,28572.0,231.4,0.156,0.614,0,0,0
2025-12-26,long,1,0,A_first_single,660,28640.0,231.4,0.32,0.052,1,0,0
2025-12-29,long,1,0,A_first_single,580,28835.0,226.3,0.72,0.035,1,1,1
2025-12-30,long,1,0,A_first_single,595,28804.0,231.9,0.595,0.246,1,1,0
2025-12-31,long,1,0,B_first_multi,578,28896.0,232.4,0.676,0.146,1,1,0
2025-12-31,long,2,1,C_reset,621,28908.0,232.4,0.624,0.052,1,1,0
2026-01-02,long,1,0,A_first_single,547,29089.0,236.1,1.741,0.123,1,1,1
2026-01-05,long,1,0,A_first_single,553,29994.0,258.7,1.905,0.081,1,1,1
2026-01-05,short,1,0,A_first_single,599,30178.0,258.7,0.0,1.194,0,0,0
2026-01-05,long,1,0,A_first_single,617,30292.0,258.7,0.754,0.147,1,1,1
2026-01-06,long,1,0,A_first_single,574,30344.0,294.8,1.113,0.275,1,1,1
2026-01-07,short,1,0,A_first_single,568,30505.0,313.3,0.153,0.546,0,0,0
2026-01-07,long,1,0,A_first_single,665,30607.0,313.3,0.22,0.38,1,0,0
2026-01-08,long,1,0,A_first_single,578,30435.0,305.1,0.747,0.052,1,1,0
2026-01-08,short,1,0,A_first_single,646,30480.0,305.1,0.2,0.377,1,0,0
2026-01-08,long,1,0,A_first_single,675,30561.0,305.1,0.013,0.36,0,0,0
2026-01-09,long,1,0,A_first_single,585,30182.0,305.6,1.296,0.01,1,1,1
2026-01-12,short,1,0,A_first_single,609,30636.0,331.1,0.106,0.384,0,0,0
2026-01-13,short,1,0,A_first_single,550,30991.0,319.3,1.143,0.135,1,1,1
2026-01-13,long,1,0,A_first_single,636,30784.0,319.3,0.291,0.229,1,0,0
2026-01-14,long,1,0,A_first_single,620,31116.0,348.6,0.132,0.491,0,0,0
2026-01-14,short,1,0,A_first_single,644,31001.0,348.6,0.161,0.195,0,0,0
2026-01-15,short,1,0,A_first_single,658,30800.0,336.8,0.166,0.763,0,0,0
2026-01-16,short,1,0,A_first_single,552,31256.0,334.5,0.296,0.837,1,0,0
2026-01-16,long,1,0,A_first_single,610,31308.0,334.5,0.682,0.036,1,1,0
2026-01-19,long,1,0,A_first_single,567,31421.0,338.8,1.042,0.239,1,1,1
2026-01-20,long,1,0,A_first_single,560,31520.0,360.4,0.616,0.2,1,1,0
2026-01-21,long,1,0,A_first_single,569,31683.0,365.5,0.326,0.837,1,1,0
2026-01-21,short,1,0,A_first_single,630,31526.0,365.5,0.408,0.222,1,1,0
2026-01-22,long,1,0,A_first_single,618,32042.0,371.2,0.03,0.698,0,0,0
2026-01-23,short,1,0,B_first_multi,572,31931.0,361.9,0.16,0.649,1,0,0
2026-01-23,short,2,1,C_reset,609,31961.0,361.9,0.039,0.566,0,0,0
2026-01-23,long,1,0,A_first_single,641,32066.0,361.9,0.276,0.083,1,0,0
2026-01-27,long,1,0,A_first_single,590,32362.0,335.3,0.507,0.078,1,0,0
2026-01-28,short,1,0,A_first_single,583,32720.0,334.4,0.12,0.652,0,0,0
2026-01-29,long,1,0,A_first_single,578,32821.0,328.3,0.125,0.713,1,0,0
2026-01-29,short,1,0,A_first_single,590,32733.0,328.3,0.445,0.283,1,0,0
2026-01-29,short,1,0,A_first_single,644,32665.0,328.3,0.238,0.46,1,0,0
2026-01-29,long,1,0,A_first_single,671,32754.0,328.3,0.189,0.192,0,0,0
2026-01-30,short,1,0,A_first_single,554,32388.0,337.7,0.877,0.145,1,1,1
2026-01-30,long,1,0,A_first_single,617,32226.0,337.7,0.551,0.397,1,0,0
2026-01-30,short,1,0,A_first_single,627,32139.0,337.7,0.139,0.808,0,0,0
2026-01-30,long,1,0,A_first_single,663,32387.0,337.7,0.074,0.489,1,0,0
2026-02-02,short,1,0,A_first_single,550,31680.0,346.9,0.83,0.343,1,1,1
2026-02-02,long,1,0,A_first_single,627,31619.0,346.9,0.196,0.654,0,0,0
2026-02-02,short,1,0,A_first_single,664,31512.0,346.9,0.346,0.481,1,0,0
2026-02-03,short,1,0,A_first_single,549,32315.0,368.3,0.844,0.263,1,1,0
2026-02-03,long,1,0,A_first_single,669,32165.0,368.3,0.367,0.253,1,0,0
2026-02-04,long,1,0,A_first_single,567,32246.0,375.3,0.61,0.107,1,1,0
2026-02-04,short,1,0,A_first_single,640,32353.0,375.3,0.072,0.301,0,0,0
2026-02-05,long,1,0,A_first_single,575,32145.0,381.6,0.042,0.909,0,0,0
2026-02-05,short,1,0,A_first_single,613,31978.0,381.6,0.472,0.341,1,0,0
2026-02-05,long,1,0,A_first_single,638,32051.0,381.6,0.11,0.663,0,0,0
2026-02-05,short,1,0,A_first_single,665,31932.0,381.6,0.351,0.097,1,0,0
2026-02-06,short,1,0,A_first_single,551,31321.0,380.3,0.266,1.478,1,0,0
2026-02-06,long,1,0,A_first_single,582,31416.0,380.3,1.228,0.053,1,1,1
2026-02-09,short,1,0,B_first_multi,551,32587.0,407.2,0.177,0.285,1,0,0
2026-02-09,short,2,1,C_reset,619,32653.0,407.2,0.147,0.123,0,0,0
2026-02-10,long,1,0,A_first_single,562,33064.0,399.0,0.614,0.138,1,1,0
2026-02-11,long,1,0,A_first_single,578,33483.0,402.0,0.896,0.05,1,1,1
2026-02-23,short,1,0,A_first_single,536,34212.0,418.1,0.899,0.675,1,1,1
2026-02-23,long,1,0,A_first_single,570,34298.0,418.1,0.469,1.105,1,0,0
2026-02-23,short,1,0,A_first_single,629,34241.0,418.1,0.969,0.203,1,1,1
2026-02-24,long,1,0,A_first_single,550,34309.0,442.1,1.463,0.025,1,1,1
2026-02-25,long,1,0,A_first_single,579,35260.0,481.6,1.074,0.006,1,1,1
2026-02-25,short,1,0,A_first_single,682,35494.0,481.6,0.266,0.181,1,0,0
2026-02-26,long,1,0,A_first_single,597,35539.0,503.5,0.429,0.073,1,0,0
2026-03-02,long,1,0,A_first_single,541,34892.0,494.3,1.22,0.036,1,1,1
2026-03-02,short,1,0,A_first_single,594,35291.0,494.3,0.2,0.413,0,0,0
2026-03-02,long,1,0,A_first_single,613,35420.0,494.3,0.152,0.461,0,0,0
2026-03-03,long,1,0,A_first_single,555,35265.0,520.9,0.106,1.826,0,0,0
2026-03-03,short,1,0,A_first_single,583,34994.0,520.9,1.306,0.081,1,1,1
2026-03-03,long,1,0,A_first_single,621,34621.0,520.9,0.238,0.589,0,0,0
2026-03-03,short,1,0,A_first_single,638,34545.0,520.9,0.444,0.384,1,0,0
2026-03-04,long,1,0,A_first_single,537,33532.0,567.1,0.236,1.504,1,0,0
2026-03-04,short,1,0,A_first_single,550,33397.0,567.1,1.266,0.303,1,1,1
2026-03-04,short,1,0,A_first_single,605,33326.0,567.1,1.141,0.127,1,1,1
2026-03-04,long,1,0,A_first_single,657,33221.0,567.1,0.034,0.956,0,0,0
2026-03-04,short,1,0,A_first_single,671,33153.0,567.1,0.836,0.076,1,1,1
2026-03-05,long,1,0,A_first_single,558,34204.0,607.1,0.002,1.338,0,0,0
2026-03-05,short,1,0,A_first_single,588,33963.0,607.1,0.941,0.041,1,1,1
2026-03-05,long,1,0,A_first_single,643,33702.0,607.1,0.372,0.445,1,0,0
2026-03-06,long,1,0,A_first_single,600,33635.0,635.1,0.398,0.272,1,0,0
2026-03-06,short,1,0,A_first_single,659,33586.0,635.1,0.195,0.222,0,0,0
2026-03-09,long,1,0,A_first_single,541,31454.0,631.0,1.041,0.078,1,1,1
2026-03-09,short,1,0,A_first_single,577,31662.0,631.0,0.407,0.712,1,0,0
2026-03-09,long,1,0,A_first_single,622,31559.0,631.0,0.875,0.124,1,1,0
2026-03-09,short,1,0,A_first_single,630,31551.0,631.0,0.111,0.887,0,0,0
2026-03-09,long,1,0,A_first_single,660,31770.0,631.0,0.54,0.179,1,1,0
2026-03-10,short,1,0,A_first_single,542,33033.0,664.9,0.991,0.355,1,1,1
2026-03-10,long,1,0,A_first_single,597,33232.0,664.9,0.056,1.29,0,0,0
2026-03-10,short,1,0,A_first_single,659,32808.0,664.9,0.653,0.111,1,1,1
2026-03-11,long,1,0,A_first_single,561,33618.0,692.6,0.819,0.084,1,1,1
2026-03-12,long,1,0,A_first_single,581,33888.0,713.1,0.072,0.788,0,0,0
2026-03-12,short,1,0,A_first_single,628,33619.0,713.1,0.411,0.021,1,0,0
2026-03-13,long,1,0,A_first_single,546,33001.0,703.5,0.735,0.094,1,1,0
2026-03-16,short,1,0,A_first_single,557,33259.0,718.0,0.253,0.43,1,0,0
2026-03-16,long,1,0,A_first_single,599,33424.0,718.0,0.201,0.297,0,0,0
2026-03-17,long,1,0,A_first_single,588,33830.0,711.1,0.169,0.197,0,0,0
2026-03-20,short,1,0,A_first_single,573,33611.0,640.4,0.308,0.37,1,0,0
2026-03-20,long,1,0,A_first_single,596,33627.0,640.4,0.345,0.333,1,0,0
2026-03-23,long,1,0,A_first_single,550,32622.0,628.7,0.426,0.232,1,1,0
2026-03-23,short,1,0,A_first_single,644,32569.0,628.7,0.148,0.277,0,0,0
2026-03-24,short,1,0,A_first_single,551,33089.0,633.3,1.18,0.041,1,1,1
2026-03-24,long,1,0,A_first_single,628,32766.0,633.3,0.368,0.302,1,1,0
2026-03-25,short,1,0,A_first_single,619,33585.0,673.1,0.209,0.239,0,0,0
2026-03-26,short,1,0,A_first_single,633,33523.0,650.5,0.271,0.311,1,1,0
2026-03-27,long,1,0,A_first_single,578,32995.0,653.0,0.38,0.446,1,0,0
2026-03-27,short,1,0,A_first_single,636,32897.0,653.0,0.075,0.53,0,0,0
2026-03-30,long,1,0,B_first_multi,550,32410.0,647.1,0.467,0.263,1,1,0
2026-03-30,long,2,1,C_reset,658,32491.0,647.1,0.342,0.045,1,1,0
2026-03-31,short,1,0,A_first_single,557,32047.0,650.7,0.37,0.621,1,0,0
2026-03-31,long,1,0,B_first_multi,576,32406.0,650.7,0.069,0.922,1,0,0
2026-03-31,long,2,1,C_reset,636,32193.0,650.7,0.292,0.595,0,0,0
2026-03-31,long,3,1,C_reset,662,32214.0,650.7,0.171,0.627,0,0,0
2026-03-31,long,4,1,C_reset,672,32311.0,650.7,0.009,0.776,0,0,0
2026-04-01,long,1,0,A_first_single,579,33159.0,650.2,0.388,0.095,1,0,0
2026-04-02,short,1,0,A_first_single,565,33118.0,636.3,0.993,0.068,1,1,1
2026-04-07,short,1,0,A_first_single,601,32974.0,690.1,0.028,0.352,0,0,0
2026-04-08,long,1,0,A_first_single,598,34862.0,664.6,0.298,0.032,1,0,0
2026-04-09,short,1,0,A_first_single,615,34792.0,657.2,0.072,0.262,0,0,0
2026-04-10,long,1,0,A_first_single,594,35467.0,628.4,0.18,0.339,0,0,0
2026-04-13,long,1,0,A_first_single,557,35507.0,603.3,0.24,0.166,0,0,0
2026-04-14,long,1,0,A_first_single,645,36282.0,586.5,0.252,0.041,1,0,0
2026-04-15,long,1,0,A_first_single,572,37194.0,572.6,0.288,0.437,1,0,0
2026-04-16,short,1,0,A_first_single,550,37184.0,560.9,0.143,0.859,0,0,0
2026-04-20,long,1,0,B_first_multi,561,37517.0,542.9,0.344,0.567,1,0,0
2026-04-20,long,2,1,C_reset,620,37546.0,542.9,0.291,0.621,1,0,0
2026-04-21,short,1,0,A_first_single,560,37782.0,538.4,0.251,0.7,1,0,0
2026-04-21,long,1,0,A_first_single,613,37976.0,538.4,0.34,0.1,1,0,0
2026-04-22,long,1,0,A_first_single,576,38228.0,535.9,0.263,0.183,1,0,0
2026-04-23,long,1,0,A_first_single,554,38939.0,527.1,0.281,2.904,1,1,0
2026-04-23,short,1,0,A_first_single,580,38749.0,527.1,2.544,0.212,1,1,1
2026-04-23,long,1,0,A_first_single,626,38069.0,527.1,0.0,1.254,1,0,0
2026-04-23,short,1,0,A_first_single,636,37745.0,527.1,0.639,0.558,1,1,1
2026-04-23,short,1,0,A_first_single,665,37637.0,527.1,0.434,0.763,1,0,0
2026-04-24,long,1,0,A_first_single,553,38603.0,636.8,1.007,0.325,1,1,1
2026-04-24,long,1,0,A_first_single,653,38626.0,636.8,0.97,0.02,1,1,1
2026-04-27,long,1,0,A_first_single,550,40188.0,669.1,0.404,0.525,1,0,0
2026-04-27,long,1,0,A_first_single,568,40362.0,669.1,0.114,0.785,0,0,0
2026-04-27,short,1,0,A_first_single,590,40166.0,669.1,0.492,0.326,1,0,0
2026-04-27,long,1,0,A_first_single,615,40293.0,669.1,0.136,0.681,0,0,0
2026-04-27,short,1,0,A_first_single,665,40091.0,669.1,0.38,0.341,1,0,0
2026-04-28,long,1,0,A_first_single,561,40145.0,664.5,0.304,0.728,1,0,0
2026-04-28,short,1,0,A_first_single,612,40038.0,664.5,0.567,0.105,1,1,0
2026-04-29,short,1,0,A_first_single,534,39453.0,666.6,0.495,0.398,1,1,0
2026-04-29,long,1,0,A_first_single,579,39467.0,666.6,0.377,0.299,1,0,0
2026-04-30,short,1,0,A_first_single,553,39628.0,666.6,0.545,0.336,1,1,0
2026-04-30,long,1,0,A_first_single,604,39784.0,666.6,0.029,0.779,0,0,0
2026-04-30,short,1,0,A_first_single,638,39550.0,666.6,0.428,0.128,1,0,0
2026-05-04,long,1,0,A_first_single,564,40451.0,667.1,0.934,0.244,1,1,1
2026-05-06,long,1,0,A_first_single,570,41810.0,652.7,0.187,1.183,0,0,0
2026-05-06,long,1,0,A_first_single,616,41379.0,652.7,0.27,0.51,1,0,0
2026-05-06,short,1,0,A_first_single,668,41160.0,652.7,0.0,0.605,0,0,0
2026-05-07,long,1,0,A_first_single,591,42430.0,682.7,0.056,0.292,0,0,0
2026-05-08,long,1,0,A_first_single,654,41959.0,661.8,0.103,0.224,1,0,0
2026-05-11,short,1,0,A_first_single,540,41871.0,675.3,0.102,0.483,0,0,0
2026-05-11,long,1,0,A_first_single,576,42098.0,675.3,0.147,0.298,0,0,0
2026-05-12,short,1,0,A_first_single,562,42108.0,654.4,0.766,0.217,1,1,0
2026-05-12,long,1,0,A_first_single,620,41905.0,654.4,0.527,0.339,1,1,0
2026-05-13,long,1,0,A_first_single,548,41304.0,664.1,0.452,0.245,1,0,0
2026-05-13,short,1,0,A_first_single,650,41206.0,664.1,0.06,0.599,0,0,0
2026-05-14,long,1,0,A_first_single,547,42196.0,659.9,0.064,1.059,0,0,0
2026-05-14,short,1,0,A_first_single,571,41940.0,659.9,0.671,0.032,1,1,0
2026-05-15,short,1,0,A_first_single,566,42175.0,667.6,1.796,0.0,1,1,1
2026-05-18,long,1,0,A_first_single,552,40329.0,744.8,0.887,0.117,1,1,0
2026-05-18,short,1,0,A_first_single,560,40371.0,744.8,0.063,0.831,0,0,0
2026-05-18,long,1,0,A_first_single,596,40658.0,744.8,0.446,0.204,1,1,0
2026-05-19,short,1,0,A_first_single,607,40498.0,752.1,0.412,0.126,1,1,0
2026-05-20,long,1,0,A_first_single,634,40318.0,751.2,0.016,0.417,0,0,0
2026-05-20,short,1,0,A_first_single,665,40192.0,751.2,0.249,0.173,1,0,0
2026-05-21,long,1,0,A_first_single,562,41351.0,731.0,0.431,0.026,1,0,0
2026-05-22,short,1,0,A_first_single,542,41867.0,728.9,0.106,0.871,0,0,0
2026-05-26,short,1,0,A_first_single,560,43973.0,757.6,0.467,0.069,1,0,0
2026-05-27,long,1,0,A_first_single,549,44962.0,748.4,0.45,0.836,1,1,0
2026-05-27,short,1,0,A_first_single,570,44845.0,748.4,0.68,0.607,1,1,0
2026-05-27,long,1,0,A_first_single,630,45008.0,748.4,0.389,0.898,1,0,0
2026-05-28,short,1,0,A_first_single,540,44932.0,768.9,1.917,0.541,1,1,1
2026-05-28,short,1,0,A_first_single,626,44901.0,768.9,1.877,0.113,1,1,1
2026-05-29,long,1,0,A_first_single,591,44958.0,875.6,0.586,0.071,1,0,0
2026-06-01,long,1,0,A_first_single,551,45750.0,870.0,0.822,0.018,1,1,0
2026-06-01,short,1,0,A_first_single,659,46040.0,870.0,0.31,0.205,1,0,0
2026-06-02,short,1,0,B_first_multi,575,45970.0,888.1,0.717,0.22,1,1,0
2026-06-02,short,2,1,C_reset,656,45755.0,888.1,0.475,0.462,1,1,0
2026-06-03,short,1,0,A_first_single,601,46840.0,888.7,0.234,0.114,0,0,0
2026-06-04,short,1,0,A_first_single,623,46271.0,846.4,0.095,0.373,0,0,0
2026-06-05,short,1,0,A_first_single,560,45023.0,808.3,0.455,0.943,1,1,1
2026-06-05,long,1,0,A_first_single,574,45155.0,808.3,0.779,0.054,1,1,1
2026-06-08,long,1,0,A_first_single,534,42474.0,839.0,1.408,0.105,1,1,1
2026-06-08,short,1,0,A_first_single,559,43002.0,839.0,0.452,0.778,1,0,0
2026-06-08,long,1,0,A_first_single,579,42816.0,839.0,1.0,0.093,1,1,1
2026-06-09,long,1,0,A_first_single,573,43995.0,895.3,0.843,0.041,1,1,1
2026-06-10,long,1,0,B_first_multi,547,44230.0,924.1,0.272,1.195,1,0,0
2026-06-10,long,2,1,C_reset,580,44226.0,924.1,0.015,1.19,0,0,0
2026-06-10,short,1,0,A_first_single,590,44095.0,924.1,1.049,0.081,1,1,1
2026-06-10,long,1,0,B_first_multi,682,44032.0,924.1,0.009,0.98,0,0,0
2026-06-11,long,1,0,A_first_single,538,43166.0,965.1,0.355,1.156,1,0,0
2026-06-11,short,1,0,A_first_single,583,43165.0,965.1,1.155,0.23,1,1,1
2026-06-11,long,1,0,A_first_single,645,42537.0,965.1,0.881,0.092,1,1,1
2026-06-12,short,1,0,A_first_single,557,44452.0,1012.2,0.402,0.02,1,0,0
2026-06-15,short,1,0,A_first_single,569,45494.0,1000.1,0.056,0.25,0,0,0
2026-06-16,short,1,0,A_first_single,553,45591.0,958.7,0.134,0.371,1,0,0
2026-06-22,long,1,0,A_first_single,550,47856.0,889.9,0.697,0.119,1,1,1
2026-06-23,long,1,0,A_first_single,537,48460.0,910.4,0.164,1.16,0,0,0
2026-06-23,short,1,0,A_first_single,560,48319.0,910.4,1.005,0.154,1,1,1
2026-06-24,short,1,0,B_first_multi,541,46557.0,948.2,0.695,0.22,1,1,1
2026-06-24,short,2,1,C_reset,613,46524.0,948.2,0.66,0.17,1,1,1
