,N,eff_mean,eff_med,time_hi_std,time_lo_std,range_mean
0,249.0,0.06384729924792962,0.05185740760114915,103.05766132846229,98.49573329142812,234.3132530120482
1,261.0,0.07490190410231864,0.06798029556650247,104.88264939643246,102.86290969242502,247.93103448275863
2,262.0,0.0664513999931289,0.059411328771358546,103.88324334174187,101.54713225694245,225.6946564885496
3,256.0,0.06279427054121922,0.05100671140939597,100.48931968173552,98.66414974784755,219.8046875
4,250.0,0.06335323868386233,0.058138062341155816,104.6058289667228,103.50433349482927,217.348
