Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,trade_date,weekday,year,is_long,MAE,MFE,MAE_MFE_ratio,trend_regime
1,375365,375398,35027.0,35381.0,,,354.0,0.0,0.010106489279698483,2026-03-02 09:03:00,2026-03-02 09:36:00,0 days 00:33:00,,2026-03-02,0,2026,True,104.0,459.0,0.22657952069716775,against_trend
1,375964,375970,33599.0,33392.0,,,-207.0,0.0,-0.006160897645763219,2026-03-04 09:00:00,2026-03-04 09:06:00,0 days 00:06:00,,2026-03-04,2,2026,True,216.0,67.0,3.2238805970149254,against_trend
1,376881,376894,31819.0,31606.0,,,-213.0,0.0,-0.006694113579936545,2026-03-09 09:14:00,2026-03-09 09:27:00,0 days 00:13:00,,2026-03-09,0,2026,True,218.0,71.0,3.0704225352112675,against_trend
1,378071,378083,33006.0,33016.0,,,10.0,0.0,0.0003029752166272548,2026-03-13 09:00:00,2026-03-13 09:12:00,0 days 00:12:00,,2026-03-13,4,2026,True,151.0,137.0,1.102189781021898,against_trend
-1,379004,379018,34319.0,34492.0,,,-173.0,0.0,-0.005040939421311785,2026-03-18 09:30:00,2026-03-18 09:44:00,0 days 00:14:00,,2026-03-18,2,2026,False,176.0,11.0,16.0,against_trend
1,379883,379947,32589.0,32808.0,,,219.0,0.0,0.006720058915584914,2026-03-23 09:06:00,2026-03-23 10:10:00,0 days 01:04:00,,2026-03-23,0,2026,True,79.0,301.0,0.26245847176079734,against_trend
-1,380479,380634,33704.0,33541.0,,,163.0,0.0,0.004836221220033243,2026-03-25 09:00:00,2026-03-25 11:35:00,0 days 02:35:00,,2026-03-25,2,2026,False,90.0,260.0,0.34615384615384615,against_trend
1,381083,381146,32831.0,32837.0,,,6.0,0.0,0.00018275410435264483,2026-03-27 09:02:00,2026-03-27 10:05:00,0 days 01:03:00,,2026-03-27,4,2026,True,149.0,201.0,0.7412935323383084,against_trend
-1,381683,381707,33546.0,33211.0,,,335.0,0.0,0.009986287485840295,2026-04-02 09:00:00,2026-04-02 09:24:00,0 days 00:24:00,,2026-04-02,3,2026,False,114.0,430.0,0.2651162790697674,against_trend
-1,383546,383563,35996.0,36183.0,,,-187.0,0.0,-0.005195021669074373,2026-04-14 09:57:00,2026-04-14 10:14:00,0 days 00:17:00,,2026-04-14,1,2026,False,192.0,6.0,32.0,against_trend
