Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,trade_date,weekday,year,is_long,MAE,MFE,MAE_MFE_ratio,trend_regime
-1,25610,25637,15467.0,15674.0,,,-207.0,0.0,-0.013383332255770375,2021-05-17 09:10:00,2021-05-17 09:37:00,0 days 00:27:00,,2021-05-17,0,2021,False,211.0,26.0,8.115384615384615,with_trend
1,26228,26271,16129.0,15993.0,,,-136.0,0.0,-0.00843201686403372,2021-05-19 09:26:00,2021-05-19 10:09:00,0 days 00:43:00,,2021-05-19,2,2021,True,150.0,17.0,8.823529411764707,with_trend
1,26868,26897,16163.0,16102.0,,,-61.0,0.0,-0.0037740518468105666,2021-05-21 10:04:00,2021-05-21 10:33:00,0 days 00:29:00,,2021-05-21,4,2021,True,63.0,23.0,2.739130434782609,with_trend
1,28645,28688,16925.0,17064.0,,,139.0,0.0,0.008212703101920127,2021-05-31 09:35:00,2021-05-31 10:18:00,0 days 00:43:00,,2021-05-31,0,2021,True,20.0,154.0,0.12987012987012986,with_trend
-1,29863,29893,17121.0,17146.0,,,-25.0,0.0,-0.001460195082062965,2021-06-04 09:49:00,2021-06-04 10:19:00,0 days 00:30:00,,2021-06-04,4,2021,False,27.0,16.0,1.6875,with_trend
1,31646,31780,17343.0,17368.0,,,25.0,0.0,0.0014415037767399053,2021-06-15 09:26:00,2021-06-15 11:40:00,0 days 02:14:00,,2021-06-15,1,2021,True,67.0,49.0,1.3673469387755102,with_trend
-1,32579,32629,17293.0,17297.0,,,-4.0,0.0,-0.00023130746544852698,2021-06-18 09:56:00,2021-06-18 10:46:00,0 days 00:50:00,,2021-06-18,4,2021,False,25.0,31.0,0.8064516129032258,with_trend
1,37674,37724,17960.0,17993.0,,,33.0,0.0,0.001837416481069054,2021-07-13 09:34:00,2021-07-13 10:24:00,0 days 00:50:00,,2021-07-13,1,2021,True,18.0,70.0,0.2571428571428571,with_trend
1,41605,41618,17278.0,17226.0,,,-52.0,0.0,-0.003009607593471464,2021-07-30 09:52:00,2021-07-30 10:05:00,0 days 00:13:00,,2021-07-30,4,2021,True,53.0,21.0,2.5238095238095237,with_trend
1,42193,42216,17411.0,17381.0,,,-30.0,0.0,-0.0017230486474067996,2021-08-03 09:38:00,2021-08-03 10:01:00,0 days 00:23:00,,2021-08-03,1,2021,True,32.0,14.0,2.2857142857142856,with_trend
1,42800,42879,17546.0,17558.0,,,12.0,0.0,0.0006839165621794763,2021-08-05 09:43:00,2021-08-05 11:02:00,0 days 01:19:00,,2021-08-05,3,2021,True,26.0,38.0,0.6842105263157895,with_trend
-1,43395,43420,17301.0,17376.0,,,-75.0,0.0,-0.0043350095370209285,2021-08-09 09:36:00,2021-08-09 10:01:00,0 days 00:25:00,,2021-08-09,0,2021,False,76.0,7.0,10.857142857142858,with_trend
1,46723,46754,16759.0,16732.0,,,-27.0,0.0,-0.001611074646458599,2021-08-24 09:53:00,2021-08-24 10:24:00,0 days 00:31:00,,2021-08-24,1,2021,True,31.0,24.0,1.2916666666666667,with_trend
1,47917,48014,17237.0,17255.0,,,18.0,0.0,0.0010442652433717559,2021-08-30 09:43:00,2021-08-30 11:20:00,0 days 01:37:00,,2021-08-30,0,2021,True,17.0,77.0,0.22077922077922077,with_trend
1,48208,48219,17242.0,17203.0,,,-39.0,0.0,-0.002261918570931498,2021-08-31 09:33:00,2021-08-31 09:44:00,0 days 00:11:00,,2021-08-31,1,2021,True,42.0,10.0,4.2,with_trend
1,48514,48573,17414.0,17412.0,,,-2.0,0.0,-0.00011485012059264665,2021-09-01 09:38:00,2021-09-01 10:37:00,0 days 00:59:00,,2021-09-01,2,2021,True,29.0,62.0,0.46774193548387094,with_trend
1,53308,53367,17251.0,17319.0,,,68.0,0.0,0.003941800475334656,2021-09-27 09:16:00,2021-09-27 10:15:00,0 days 00:59:00,,2021-09-27,0,2021,True,21.0,93.0,0.22580645161290322,with_trend
-1,53616,53697,17092.0,17143.0,,,-51.0,0.0,-0.0029838520945471014,2021-09-28 09:23:00,2021-09-28 10:44:00,0 days 01:21:00,,2021-09-28,1,2021,False,68.0,27.0,2.5185185185185186,with_trend
-1,53940,53983,16823.0,16880.0,,,-57.0,0.0,-0.0033882185103726314,2021-09-29 09:46:00,2021-09-29 10:29:00,0 days 00:43:00,,2021-09-29,2,2021,False,69.0,23.0,3.0,with_trend
-1,55150,55187,16269.0,16295.0,,,-26.0,0.0,-0.0015981314155757431,2021-10-05 09:52:00,2021-10-05 10:29:00,0 days 00:37:00,,2021-10-05,1,2021,False,41.0,38.0,1.0789473684210527,with_trend
-1,56325,56367,16392.0,16413.0,,,-21.0,0.0,-0.0012811127379208642,2021-10-12 09:23:00,2021-10-12 10:05:00,0 days 00:42:00,,2021-10-12,1,2021,False,22.0,107.0,0.205607476635514,with_trend
1,58158,58225,16921.0,16930.0,,,9.0,0.0,0.0005318834584244758,2021-10-20 09:50:00,2021-10-20 10:57:00,0 days 01:07:00,,2021-10-20,2,2021,True,18.0,34.0,0.5294117647058824,with_trend
-1,59049,59086,16801.0,16795.0,,,6.0,0.0,0.0003571215999047528,2021-10-25 09:38:00,2021-10-25 10:15:00,0 days 00:37:00,,2021-10-25,0,2021,False,41.0,70.0,0.5857142857142857,with_trend
1,59375,59497,16970.0,17046.0,,,76.0,0.0,0.004478491455509825,2021-10-26 10:03:00,2021-10-26 12:05:00,0 days 02:02:00,,2021-10-26,1,2021,True,12.0,103.0,0.11650485436893204,with_trend
1,60855,60882,17180.0,17168.0,,,-12.0,0.0,-0.0006984866123399547,2021-11-02 09:38:00,2021-11-02 10:05:00,0 days 00:27:00,,2021-11-02,1,2021,True,16.0,19.0,0.8421052631578947,with_trend
1,62360,62405,17550.0,17558.0,,,8.0,0.0,0.0004558404558403506,2021-11-09 09:38:00,2021-11-09 10:23:00,0 days 00:45:00,,2021-11-09,1,2021,True,38.0,41.0,0.926829268292683,with_trend
